Page ID,Page name,Disclaimer,Amount spent (SAR),Number of ads in Library
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
100876922985364,بسام محمد الوادعي,These ads ran without a disclaimer,≤100,1
647464212332228,Zwiqy45,These ads ran without a disclaimer,≤100,1
275218679017104,Msx-0511-2,These ads ran without a disclaimer,≤100,1
108039152175032,ibnkhalfan,These ads ran without a disclaimer,≤100,1
102788732910914,anotherjacobrant,These ads ran without a disclaimer,≤100,1
1896993947201599,Basso.official,These ads ran without a disclaimer,≤100,1
100627269565872,حيّز,These ads ran without a disclaimer,≤100,1
201187126417123,karla.businesshub,These ads ran without a disclaimer,≤100,1
162375966959339,M9.p,These ads ran without a disclaimer,≤100,1
146822482008281,DW عربية,These ads ran without a disclaimer,≤100,2
135156639833927,United Nations OCHA,These ads ran without a disclaimer,≤100,2
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
124514024232922,VOA বাংলা,These ads ran without a disclaimer,≤100,1
114133711790793,qatarpressc_,These ads ran without a disclaimer,≤100,1
338459082687984,mohamed._elselhab,These ads ran without a disclaimer,≤100,1
115443294915450,Pirate of Myth,These ads ran without a disclaimer,≤100,1
143680479032539,"مشروع ""كلمة"" للترجمة : إحياء لحركة الترجمة في العالم العربي",These ads ran without a disclaimer,≤100,4
109345876510,Karlshochschule International University,These ads ran without a disclaimer,≤100,1
292403977294937,globalupdatesca,These ads ran without a disclaimer,≤100,1
105535055794455,Taqamena,These ads ran without a disclaimer,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,2
307155352472265,The Cash Flow Prince,These ads ran without a disclaimer,≤100,1
0,Instagram User 4807156383,These ads ran without a disclaimer,≤100,1
123444144446173,Raffi Boghosian,These ads ran without a disclaimer,≤100,1
338205530623,قناة الحوار - Alhiwar TV,These ads ran without a disclaimer,≤100,1
506601032751156,Democracy with  Monjur,These ads ran without a disclaimer,≤100,1
111237125287210,We Ballin',These ads ran without a disclaimer,≤100,1
2081735032045343,Dongfang Electric,These ads ran without a disclaimer,≤100,1
0,Instagram User 8844601293,These ads ran without a disclaimer,≤100,1
1448903671990351,China.org.cn,These ads ran without a disclaimer,≤100,1
309198695620750,doctor.malek,These ads ran without a disclaimer,≤100,1
437241682996744,Radio Ejani,These ads ran without a disclaimer,≤100,1
120639514459984,hamed_ruaab,These ads ran without a disclaimer,≤100,1
342526129176907,World Maritime University - headquarters,These ads ran without a disclaimer,≤100,1
1070604096341678,عدنان مجلي  Dr. Adnan Mjalli,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
327476234897,Cádiz C.F.,These ads ran without a disclaimer,≤100,1
366941060700822,Sinopec in Saudi Arabia,These ads ran without a disclaimer,≤100,3
107666741913416,Fifth Cove,These ads ran without a disclaimer,≤100,2
272451029275610,Australia visa 24,These ads ran without a disclaimer,≤100,1
309309268941843,Esraa Aziz,These ads ran without a disclaimer,≤100,1
492364907480562,L'Art Rue - الشارع فن,These ads ran without a disclaimer,≤100,1
299342739925363,House Cultures,These ads ran without a disclaimer,≤100,1
645738972165960,IRU,These ads ran without a disclaimer,≤100,2
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
1481813438714083,CMG FM93,These ads ran without a disclaimer,≤100,1
1939895749579622,Point de Vue,These ads ran without a disclaimer,≤100,2
1061420730573798,Sinopec,These ads ran without a disclaimer,≤100,1
243713825764151,NoonPost نون بوست,These ads ran without a disclaimer,≤100,1
139711192556014,Muslim Identity,These ads ran without a disclaimer,≤100,1
102728436063907,HayyaNews - هيّا نيوز,These ads ran without a disclaimer,≤100,2
196210617636021,Mohammed Zaoui,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,4
101674009233956,"Earthacre, Inc.",These ads ran without a disclaimer,≤100,1
395876846935245,Faz Journals,These ads ran without a disclaimer,≤100,1
101076639169463,Al Jazeera Elearning English,These ads ran without a disclaimer,≤100,1
0,Instagram User 9161807598,These ads ran without a disclaimer,≤100,1
252182911302311,Cloud fun magazine,These ads ran without a disclaimer,≤100,1
383467011509163,আবু তাহের হাউজ লোন,These ads ran without a disclaimer,≤100,1
104374861370803,nancyyounes23,These ads ran without a disclaimer,≤100,1
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100,2
1118083261703109,BeDeshi,These ads ran without a disclaimer,≤100,1
104679237700957,EasyZed initiative,These ads ran without a disclaimer,≤100,1
67502160527,Sheikh Mohiuddin Ahmed - ভূমিপুত্র,These ads ran without a disclaimer,≤100,1
102543835465199,Badr Rami بدر رامي,These ads ran without a disclaimer,≤100,1
274510915999653,اسلامي نبض حياتي,These ads ran without a disclaimer,≤100,1
101907775761859,الشرق رياضة,These ads ran without a disclaimer,≤100,1
104563665958544,Empire Global Investment,These ads ran without a disclaimer,≤100,1
114025938452734,FactFusion,These ads ran without a disclaimer,≤100,1
171395182950435,World Future Energy Summit,These ads ran without a disclaimer,≤100,1
1199308660123250,Life at Seclore,These ads ran without a disclaimer,≤100,1
116749001332228,Dua Healing,These ads ran without a disclaimer,≤100,1
122126729756000977,ahmed.hsn198,These ads ran without a disclaimer,≤100,1
282460974942156,YurtOnline,These ads ran without a disclaimer,≤100,2
102912118680742,مركز الدراسات العربية الأوراسية,These ads ran without a disclaimer,≤100,1
102095034867607,Jeem Noon جيم نون,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
110590950715472,港澳ONE,These ads ran without a disclaimer,≤100,1
