Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
72252337913,APDAYC-Asociación Peruana de Autores y Compositores,These ads ran without a disclaimer,≤100,1
100868325382148,Elizabeth Taipe Coronado - Congresista,Daniel Franklin Quispe Aguilar,≤100,8
332636986883683,Reynaldo Encalada,Reynaldo Rodolfo Encalada Tovar,≤100,10
100807385351129,Diego Acuña,Diego Alfredo Acuña Modonese,≤100,1
106501917895657,TONY es la VOZ,Tony Jonatan Mori Vargas,≤100,3
196140697656186,Len Corell,Ricardo Felix Coral,≤100,2
106973842317140,Sophia Ribeiro,These ads ran without a disclaimer,≤100,9
108014265385343,Condominio TAWAQ,These ads ran without a disclaimer,≤100,1
726639864121599,Perla Espinoza,Maria Perla Espinoza Aquino,≤100,4
107069865562466,Stones Magics,These ads ran without a disclaimer,≤100,4
101642375953043,El Huanca,These ads ran without a disclaimer,≤100,1
883608538372189,Cidap Perú,José Antonio Mangini Sánchez,≤100,1
1429742433962529,Heber Cueva Escobedo,Gabriel Torres,≤100,1
110550031837683,Emaús Reciclando,Emaús Reciclando,≤100,1
140280689337896,Escuela de Posgrados en Comunicación - Universidad Austral,These ads ran without a disclaimer,≤100,2
202667836433180,Casaideas Perú,These ads ran without a disclaimer,≤100,3
106650218916864,Rubi Alarcon Dellepiani,Clarisa Ramirez Diaz,≤100,1
32813056753,RPP Noticias,These ads ran without a disclaimer,≤100,2
108040604918274,Napolitan consulting,Napolitan consulting,≤100,2
342664855864,Consorcio de Investigación Económica y Social,Consorcio de Investigación Económica y Social,≤100,4
107054517695152,Pablo Ramos - Ancón,Pablo Cesar Ramos Ocaña,≤100,5
1490129174650573,OIM Perú,These ads ran without a disclaimer,≤100,1
818900044851666,El Tuturutu Arequipa,El Tuturutu Arequipa,≤100,6
494683000983271,Dr. Marco Ramos,Marco Ramos,≤100,2
110515341953943,Amigos Unap,Amigos UNAP,≤100,1
103991879125054,Corrupcion Tarapoto,Clarisa Ramirez Diaz,≤100,1
338981689449524,Raúl Diez Canseco Terry,Percy Ramirez Ramos,≤100,1
101382872505878,Dennis Sánchez,Dennis Sánchez,≤100,1
100971194861545,La Noticia en San Martin,Ruth Gissela Llaja Cabrera,≤100,1
104273241015976,Despegue marketing Digital,These ads ran without a disclaimer,≤100,1
32661797351,Centro Estudio Paisaje,These ads ran without a disclaimer,≤100,2
100613652687537,Cohesión,Chani Mejia,≤100,2
887873504612353,R&G Indumentaria de Higiene y Seguridad,R&G Seguridad e Higiene Industrial SAC,≤100,2
892724110780342,Remurpe,Red de Municipalidades Urbanas y Rurales del Perú,≤100,1
106955937499407,Yanseel Clemente Regidor Pisco 2023-2026,Yanseel Clemente Valenzuela,≤100,9
103738749362780,Adelanto de Elecciones YA,Adelanto de Elecciones YA,≤100,4
233907653731511,Fuego Cruzado en Chincha,Enzo Antolin Seminario Mendez,≤100,5
139359281350,ILAC,These ads ran without a disclaimer,≤100,1
110923910706019,La Noticia en San Martin,Cintya Raquel Vargas Canaquiri,≤100,2
200857600643943,Intercambio,Compañía de Jesús Provincia Del Perú,≤100,3
366195017208611,Instituto Iberoamericano de Desarrollo Integral,Instituto Iberoamericano de Desarrollo Integral,≤100,1
107290784647450,HB Abogados,Julio Alberto Huerta Barrera,≤100,2
111257725206870,Gerencia Sub Regional Luciano Castillo Colonna 2023-2026,Fabiola Isabel Nunura Gonzales,≤100,2
1254455981284350,Otto Guibovich,Otto Napoleon Guibovich Arteaga,≤100,2
122270234471211,MIT Professional Education,These ads ran without a disclaimer,≤100,3
100808009044676,RADIO Los Compadres,RADIO Los Compadres,≤100,2
116568974691967,Juan José Abad Cabrera,Target Tráfico Digital,≤100,2
224043818346072,LEDS LAC,These ads ran without a disclaimer,≤100,1
106786740963092,ADAS - Asociación para el Desarrollo Agropecuario Sostenible,Amaru Consultores,≤100,1
102471834787899,Manuel Encalada,Ing. Manuel Encalada,≤100,7
114940274892881,Digital Revolution,These ads ran without a disclaimer,≤100,1
109087524987338,Diario Selva,Ruth Gissela Llaja Cabrera,≤100,1
100222588659884,Pedro Pablo Angulo De Pina,Pedro Pablo Angulo De Pina,≤100,1
110017409083497,"""Area Para el Desarrollo en Valores Humanos"" (Instituto Sai Peru)",Juan Carlos Ponce de León Aguirre,≤100,1
983754538450355,Mano Alzada,Mano Alzada,≤100,1
108069811069536,Escuela de Gobierno y Política - EGOP,Yuri Cesar Huaynalaya Jayo,≤100,2
101358036245588,App Leap,These ads ran without a disclaimer,≤100,1
1497095980557287,Ideario.pe,Ideario.pe,≤100,3
101263652567230,Jabier Julón - Alcalde de Bagua,Jabier Julón - Alcalde de Bagua,≤100,1
100119549653333,Perú En Pie De Lucha,These ads ran without a disclaimer,≤100,1
334565483363155,Fondo Social del Proyecto Integral Bayóvar,These ads ran without a disclaimer,≤100,1
103188165795844,El Faro de Chancay TV,El Faro de Chancay TV,≤100,3
506111559721201,Mirelo Loreto,Cristian Aguirre Sahuarico,≤100,2
100338448692869,Congresista Héctor Ventura,Bruce Jeremy Bazán Vásquez,≤100,3
228448875146,OtraMirada,Otra Mirada,≤100,1
115506898077885,Jorge Minaya,These ads ran without a disclaimer,≤100,1
105666946254177,La Tercera Chicama,Juan Carlos Valladolid Moreno,≤100,6
112894738199084,Comisión de Transportes y Comunicaciones / Período 2022-2023,Diego Alonzo Alvarez Guevara,≤100,1
100711962771781,Perú Noticias,Raúl Antonio Sánchez Villacorta,≤100,7
109440568219015,Municipalidad Distrital de Punta Negra,Municipalidad de Punta Negra,≤100,2
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,3
361588841122603,Vive Mi Perú,Vive Mi Perú,≤100,3
106082195680128,Jefferson Obed,These ads ran without a disclaimer,≤100,1
108318715562829,Abi Espin,These ads ran without a disclaimer,≤100,16
111309771954029,ComunicArte,Cree y Crea,≤100,1
103467592711445,BuzzTalk,These ads ran without a disclaimer,≤100,1
106610101162651,Lucha contra la Corrupción,These ads ran without a disclaimer,≤100,1
115806960260634,Juan Carlos Mori,Franco Javier Rios Flores,≤100,3
104398157958903,Sucesos Ayacucho,Yuri Cesar Huaynalaya Jayo,≤100,2
106962558985029,Naty Suarez,These ads ran without a disclaimer,≤100,15
100621382815112,Fernando Huerta Miranda por Palpa,Fernando Huerta Miranda,≤100,5
145417182805675,Ricardo Grados - Los Olivos,Omar Jaime Coronado Juarez,≤100,1
451254111731441,FETRIMAP - CGTP,Julian Alfaro Vera,≤100,1
100866794872284,Chris Villalobos,Chris Valery Villalobos Muñoz,≤100,1
849353801773823,Renzo Yupanqui Garcia Pàgina Oficial,Renzo Stalin Yupanqui Garcia,≤100,2
270194287073872,Beatriz Madrid,Beatriz Madrid Amayo,≤100,2
1484931415146801,Perú Verde,Perú Verde,≤100,1
534284396949027,Ilich López,These ads ran without a disclaimer,≤100,1
102422118382804,Omar Cruz Chavez,Omar Cruz Chavez,≤100,1
111706978532874,Entre Líderes,These ads ran without a disclaimer,≤100,1
2371110533147412,Fundación We Are More,These ads ran without a disclaimer,≤100,1
103215021752312,Alejandro Soto Reyes- Congresista de la República,Phenelope Jhoana Contreras Cabezas,≤100,3
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,≤100,6
250852305414229,Revista VOZ - Perú,These ads ran without a disclaimer,≤100,2
2200114383372025,𝗠𝘂𝗻𝗶𝗰𝗶𝗽𝗮𝗹𝗶𝗱𝗮𝗱 𝗗𝗶𝘀𝘁𝗿𝗶𝘁𝗮𝗹 𝗟𝘂𝗿𝗶𝗴𝗮𝗻𝗰𝗵𝗼 - 𝗖𝗵𝗼𝘀𝗶𝗰𝗮,These ads ran without a disclaimer,≤100,1
1861647667400174,Unidad Democrática de Centro,These ads ran without a disclaimer,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,3
444529796379941,Jorge Andres Salinas Mantilla,These ads ran without a disclaimer,≤100,1
478238096048098,Resumen Vecinal,Alejandro Pedro Yañez Quiñonez,≤100,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,≤100,2
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,2
226340004415678,Hook and Net,These ads ran without a disclaimer,≤100,1
110211763922990,Paul Laurente Enriquez - Consejero GORE - Provincia Huancavelica,Paul Laurente Enriquez - Consejero GORE - Provincia Huancavelica,≤100,1
106810635633480,Municipalidad Distrital de Awajun,Municipalidad Distrital de Awajun,≤100,3
100183019712502,Inka Pachakuteq Distrito De Manitea,These ads ran without a disclaimer,≤100,3
104863421378716,Eduardo Tellez - Ingenia,These ads ran without a disclaimer,≤100,1
326113954242207,Grupo Salva - Perú,These ads ran without a disclaimer,≤100,1
113567320391470,Trabajadores frente a la crisis,Trabajadores frente a la crisis,≤100,1
107831568559338,Moquegua Crece,These ads ran without a disclaimer,≤100,1
1464723523765306,BUHO Mirador,These ads ran without a disclaimer,≤100,3
109295311744837,Chilca Noticias tv,Jose Carlos Guarniz Delgado,≤100,1
102676922248683,Municipalidad Distrital de Yanacancha Gestión Edil 2023-2026,These ads ran without a disclaimer,≤100,1
101536319297079,El Combo,These ads ran without a disclaimer,≤100,7
124954977557313,Mercado Negro Publicidad & Marketing - Perú,These ads ran without a disclaimer,≤100,1
110500291641899,Municipalidad Distrital de El Porvenir Pelejo. Gestión 2023-2026,Bruno Castillo,≤100,1
113349801701552,Politólogos Digitales Perú,Politólogos Digitales,≤100,1
234716593209112,Dent Import Perú,These ads ran without a disclaimer,≤100,1
358442097543367,Materia,These ads ran without a disclaimer,≤100,5
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,≤100,1
1484031468591827,nexos+1,These ads ran without a disclaimer,≤100,2
100427526341454,Active active,These ads ran without a disclaimer,≤100,2
108977081439733,Maru Digitals,These ads ran without a disclaimer,≤100,1
202318696463177,ILC América Latina,These ads ran without a disclaimer,≤100,1
348105918696229,Patitas de Amor,Patitas de Amor,≤100,3
1560750087534043,Tevesur,These ads ran without a disclaimer,≤100,1
117819994612153,Congresista Flores Ancachi JORGE LUIS,Congresista Flores Ancachi JORGE LUIS,≤100,1
103877675728916,Ronald Huayas Regidor de Huancayo,Yordi Kevin Ramos Pérez,≤100,1
161024241267665,Julio César Silva Meneses - Abogado,Julio César Silva Meneses,≤100,1
105566838477273,Leonor Carolina Romero - Abogada,Julio César Silva Meneses,≤100,1
1024549847740260,Comité Electoral APAFA Miguel Grau Abancay,William Tapia,≤100,1
774547935953940,Seafood Show,These ads ran without a disclaimer,≤100,4
323258317840483,Walter Soto,Manuel Ignacio Chiroque Farfán,≤100,1
607224372795037,Movimiento Regional Agua Huancavelica 2026,Alex Edison De La Cruz Cayetano,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,3
100217619534154,PEDRO RIVA,Jonathan Martin Riva Sangama,≤100,1
2149621515064120,Agencia de Noticias,Agencia de Noticias,≤100,1
115626251514415,Fenasicas - PJ,These ads ran without a disclaimer,≤100,1
107762171610303,George Podemos Perú,Javier Antenor Moreno Crisostomo,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100,1
2376244125995502,Enfoco TV,These ads ran without a disclaimer,≤100,2
100347019683490,Info Claro,These ads ran without a disclaimer,≤100,1
102471834787899,Manuel Encalada,Manuel Alfonso Encalada Oncihuay,≤100,1
109192571757090,dnablock.ai,These ads ran without a disclaimer,≤100,1
1409186522683714,Escuelacuarteldeventas,These ads ran without a disclaimer,≤100,3
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,≤100,2
100642455763988,You are looking at the ly,These ads ran without a disclaimer,≤100,1
102922665823119,El Loncco,These ads ran without a disclaimer,≤100,1
106295055697705,Ejercicio Cooperación IX - 2023,These ads ran without a disclaimer,≤100,1
638298683189782,Topclass Academy,These ads ran without a disclaimer,≤100,1
110588591914247,Municipalidad Distrital de Acochaca,These ads ran without a disclaimer,≤100,1
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,16
270908493314173,Compunetwork,These ads ran without a disclaimer,≤100,1
115813078140345,Amigurumis lindos,These ads ran without a disclaimer,≤100,5
122045617491597,Jhon Anderson,These ads ran without a disclaimer,≤100,1
104026095957723,MicroRed de Salud Mazamari Gestión 2023-2026,MicroRed de Salud Mazamari Gestión 2023-2026,≤100,1
425899544931153,CloudMasters,These ads ran without a disclaimer,≤100,1
230131832331503,Educativos Perú,These ads ran without a disclaimer,≤100,3
102721761731173,La Banda Noticias,Clarisa Ramirez Diaz,≤100,1
1166874910007797,EDYCONT - Soluciones Informáticas & Contables,These ads ran without a disclaimer,≤100,1
400404263677678,Miguel Angel Buitrago,These ads ran without a disclaimer,≤100,1
552388908994589,Soledad Quilca - Regidora MDP,These ads ran without a disclaimer,≤100,1
1901577433441065,OVEJANEGRA,These ads ran without a disclaimer,≤100,1
100461302957437,Municipalidad Distrital de San José de Quero,These ads ran without a disclaimer,≤100,1
104914515748810,Alea Luxury Branding,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,3
110495931467309,"Cursos Online certificados, salud, estética y belleza",These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
104736302187790,Centro Internacional de Capacitación y Certificación,These ads ran without a disclaimer,≤100,1
107174421588658,Epicentro.TV,These ads ran without a disclaimer,≤100,1
250133946082463,Jorge Luis Mera Ramírez,These ads ran without a disclaimer,≤100,1
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,≤100,2
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
115261629106846,Jesús A. Losana,These ads ran without a disclaimer,≤100,1
233943790279421,Jaime Salomón,Jaime Salomón,≤100,1
669953813435114,notequemes.pe,These ads ran without a disclaimer,≤100,1
103349656043637,srta_h_30,These ads ran without a disclaimer,≤100,1
105311938353424,Trading Legend รวยรวยรวย - 37Games,These ads ran without a disclaimer,≤100,3
117052698001766,First Wala,These ads ran without a disclaimer,≤100,1
124111897273223,illuminatisupreme97,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,2
113423241733053,Group Energy Solar,These ads ran without a disclaimer,≤100,1
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,3
105434295876078,redjuafro.lac,These ads ran without a disclaimer,≤100,1
282155638822410,Jóvenes de Acción Popular,Ivette Paola Mendoza Hurtado,≤100,3
142213099244818,Cusco Ya Travel,These ads ran without a disclaimer,≤100,1
104523465807190,Maria Silvestre Vilchez,These ads ran without a disclaimer,≤100,1
102925642705685,Gerencia Territorial de Padre Abad 2023,These ads ran without a disclaimer,≤100,1
2051067445198623,APLANET,These ads ran without a disclaimer,≤100,2
306808303586174,Clare Bonnard,These ads ran without a disclaimer,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,2
100159788297853,Tondero Noticias,These ads ran without a disclaimer,≤100,1
110132152354600,CADAL,These ads ran without a disclaimer,≤100,2
762647990424656,Sango Films,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,6
110012655373060,AINews,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
288558181158008,"Rigzone.com is The Leader in Oil & Gas Jobs, News, Oil Prices, and Events.",These ads ran without a disclaimer,≤100,1
1756025014619577,Vive Arequipa,Vive Arequipa,≤100,1
1586086398301550,Maranura,These ads ran without a disclaimer,≤100,1
104777292342965,Entretenimiento,These ads ran without a disclaimer,≤100,1
105909719150381,study.con.ciencia,These ads ran without a disclaimer,≤100,1
108061471650955,SoluTec,These ads ran without a disclaimer,≤100,5
103840629275627,EmpleATE,These ads ran without a disclaimer,≤100,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100,6
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
107442595626184,Cumorah Bookstore,These ads ran without a disclaimer,≤100,1
320377781335977,Grupo de Psicología Política y Social - PUCP,Agustín Pezzia Espinosa,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
1634937416745008,Cambio Climático Bolivia,These ads ran without a disclaimer,≤100,1
100827301853253,InfoNews.pe,These ads ran without a disclaimer,≤100,1
450707365013669,Wayka,These ads ran without a disclaimer,≤100,1
161666143844859,Sandvik,These ads ran without a disclaimer,≤100,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,5
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,10
957006917770943,Info Pucallpa Noticias,These ads ran without a disclaimer,≤100,1
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
644619142352278,Volvo Construction Equipment Hispanoamérica,These ads ran without a disclaimer,≤100,2
103404622645548,"Ruta Panamericana reviviendo los 80s, 90s y mas",These ads ran without a disclaimer,≤100,1
1668550736786007,Presencia Regional - Oficial,These ads ran without a disclaimer,≤100,1
112994818439099,Alejandro Martinez,These ads ran without a disclaimer,≤100,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
109877614125610,Komatsu,These ads ran without a disclaimer,≤100,1
115854798097531,Club Defensor 17 De Noviembre Oficial,These ads ran without a disclaimer,≤100,1
100929246231083,Municipalidad de Santa Isabel de Siguas Gestion 2023-2026,These ads ran without a disclaimer,≤100,1
101726209529539,VI Conferencia Panamericana,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,31
109062828734912,Юридические услуги,These ads ran without a disclaimer,≤100,1
104383692160237,revistaadvocatus,These ads ran without a disclaimer,≤100,1
111615873988880,Elio Riera Garro,These ads ran without a disclaimer,≤100,1
100162738241949,Xu Zeyu,These ads ran without a disclaimer,≤100,1
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,≤100,1
134744467293540,Prensa Maleño,These ads ran without a disclaimer,≤100,1
106008718839723,Cristhian La Joya Avanza - Oficial,These ads ran without a disclaimer,≤100,1
103308112758555,Jardines Verticales,These ads ran without a disclaimer,≤100,1
1857723914544494,Cristoviveenmi tv,These ads ran without a disclaimer,≤100,1
106479318153202,climatetracker_es,These ads ran without a disclaimer,≤100,1
110000234091637,Manuel Landerer - Pueblo Libre,Manuel Landerer,≤100,1
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,≤100,1
122226337484423,Energía Inti,These ads ran without a disclaimer,≤100,4
84739343457,Motor.es,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100,1
101436044789330,pato.cine,These ads ran without a disclaimer,≤100,1
111889881892479,Alison Vega Pachas,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,2
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,6
352244491817604,Consultor Junior,These ads ran without a disclaimer,≤100,1
117367944668919,Foundation for Active Civic Education-FACE,These ads ran without a disclaimer,≤100,1
111542721915368,Naturalmente bella,These ads ran without a disclaimer,≤100,2
108562965017764,vaccottifer,These ads ran without a disclaimer,≤100,1
140451442722331,Grupo Tesacom,These ads ran without a disclaimer,≤100,1
1406745916238169,NAAMAT INTERNATIONAL,These ads ran without a disclaimer,≤100,1
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,≤100,1
1573569742675365,Voltalia,These ads ran without a disclaimer,≤100,1
