Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
104018092306802,Businpeop23,These ads ran without a disclaimer,1060,2
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,1054,7
1654680771424972,XX. Század Intézet,XX. Század Intézet,1053,1
164978926850719,Kommentár folyóirat,Kommentár folyóirat,1049,1
355390281189763,BEDNAR FMT,These ads ran without a disclaimer,1025,1
103321546070767,Najpiękniejszych małych miasteczek,These ads ran without a disclaimer,1014,5
213256603849,Concorde Csoport,These ads ran without a disclaimer,1007,1
113420468313163,Szabó Ákos,Szabó Ákos,1000,1
104917560993342,Szebeni Dávid,Településfejlesztési Szövetség,1000,1
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,999,1
1132749183572634,Népbíróság,Népbíróság,995,1
103500771245544,Evolut,Evolut Agency,992,1
103858172407697,Bordács József,Bordács József,991,1
2006850216218841,MKKP Ceglédi kistérség,Magyar Kétfarkú Kutya Párt,976,2
1786013318302076,robotika.info,These ads ran without a disclaimer,974,1
591653884209238,Stereo Akt,These ads ran without a disclaimer,954,1
103642866058013,InteraBro,These ads ran without a disclaimer,934,26
160798223972658,Kutyával az Emberért Alapítvány,Kutyával az Emberért Alapítvány,891,1
105556107485842,Dr. Csetneki Attila,Dr. Csetneki Attila,867,1
109286208414245,Urbaniqe Magyarország,These ads ran without a disclaimer,861,1
118983997763507,Ruzsa Roland,These ads ran without a disclaimer,825,1
146112932187268,Színház folyóirat,These ads ran without a disclaimer,821,1
1702117250020853,NeBazz,These ads ran without a disclaimer,808,1
103271497711392,Expertus Travel - Az egyedi élményutak szakértője,These ads ran without a disclaimer,788,1
217193301756752,SPORTJUS Magyar Sportjogász Társaság,These ads ran without a disclaimer,758,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,746,1
1391216441106894,Wirtschaftsagentur Wien - Vienna Business Agency,These ads ran without a disclaimer,746,1
109639338471591,O.B. Magyarország,These ads ran without a disclaimer,735,1
304033086942177,Csonka László,Csonka László,735,1
1249167481761532,GreenGo Budapest,These ads ran without a disclaimer,732,1
559507144227727,Mindset Pszichológia,These ads ran without a disclaimer,732,1
382499997787,Artisjus,These ads ran without a disclaimer,727,3
101844651654556,Bízd Rá Magad,These ads ran without a disclaimer,719,1
169401183091011,InStyle Magyarország,These ads ran without a disclaimer,710,1
103549009327003,BudaPlants,These ads ran without a disclaimer,704,1
102427328220533,Fidesz II. kerület,Fidesz II. kerület,699,1
136281216884,KULT13.hu,These ads ran without a disclaimer,696,1
290651911285297,treaclemoon hungary,These ads ran without a disclaimer,690,1
104554088412737,Rubryka - Solutions from Ukraine,These ads ran without a disclaimer,676,1
249808255039196,IOM Ukraine,These ads ran without a disclaimer,676,1
108591315453184,Válaszúton Hagyományőrző és Környezetvédő Alapítvány,These ads ran without a disclaimer,666,1
104675785022927,Skrabski Fruzsina,These ads ran without a disclaimer,663,1
139595548253813,"Szeged365 - szegedi, független, igazi",These ads ran without a disclaimer,650,1
101315848087098,Releaf PAPER & BAGS,These ads ran without a disclaimer,649,4
106332960773994,Kék Bolygó Alapítvány,These ads ran without a disclaimer,646,1
118511491692955,UTA Edenred - Magyarország,These ads ran without a disclaimer,644,1
340178036722983,LVAX Kft,These ads ran without a disclaimer,641,1
107203964187938,BookStyle Magazin,These ads ran without a disclaimer,623,2
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,606,1
145988175441549,Osztrák Kulturális Fórum - Österreichisches Kulturforum Budapest,These ads ran without a disclaimer,593,1
210444355745982,J.S. Logistics Hungary,These ads ran without a disclaimer,590,1
105121734644144,"ESzínház - korlátlanul, online",These ads ran without a disclaimer,581,1
264949437776073,BTM Vármúzeum,These ads ran without a disclaimer,578,2
1613553698913190,Hajdú-Bihar Vármegye Önkormányzata,These ads ran without a disclaimer,569,1
103881951334195,Dr. Pergel Elza,These ads ran without a disclaimer,563,1
102034821807219,Borsik Viktor,These ads ran without a disclaimer,562,1
144606418883602,MAGOSZ,These ads ran without a disclaimer,562,1
2115601552064268,A Drop Coffee & Bar,These ads ran without a disclaimer,554,1
103478164920832,Rubicon Intézet,These ads ran without a disclaimer,554,2
107270984186183,Székely Nagy György-Írói Oldala,These ads ran without a disclaimer,544,1
104173410954523,Oroján Sándor,Oroján Sándor,514,1
414523471979063,MAN Magyarország,These ads ran without a disclaimer,508,2
868269066585411,Körös Hírcentrum,These ads ran without a disclaimer,493,1
100293946395534,Ragged Cumbersome,These ads ran without a disclaimer,486,10
771462172882741,OnePath Network,These ads ran without a disclaimer,485,2
132095976818873,EgészségKalauz,These ads ran without a disclaimer,462,2
35634348348,Greenpeace Magyarország,These ads ran without a disclaimer,461,2
100147108200007,A Lakótelep Szíve körzet Önkormányzati Képviselője,Seltenreich József,450,1
383944410129,Széchenyi István Szakkollégium,These ads ran without a disclaimer,447,1
527351247377965,European Committee of the Regions,European Committee of the Regions,429,5
110947301729456,Wen Creel,These ads ran without a disclaimer,428,2
107514105652766,META VOCUS,These ads ran without a disclaimer,425,2
278992483155,Tordai Bence,Párbeszéd Magyarországért,420,1
914500741902536,Remodel,These ads ran without a disclaimer,417,1
1689466544458783,Raben Group Hungary,These ads ran without a disclaimer,417,1
122387724456640,CivilZugló Egyesület,These ads ran without a disclaimer,411,1
1742343475991935,FeVita,These ads ran without a disclaimer,409,1
204152363065487,Isover Hungary,These ads ran without a disclaimer,409,2
128460617656602,eeDesignIt,These ads ran without a disclaimer,399,2
1455993417991883,Keresztes Csaba,Keresztes Csaba,399,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,399,4
146822255731958,Fast Travel Games,These ads ran without a disclaimer,387,1
630809920303095,Erasmus+,These ads ran without a disclaimer,384,1
132867803542760,Sunset Lux Zenekar,These ads ran without a disclaimer,383,1
112177161792635,annaatownes,These ads ran without a disclaimer,373,3
109142852088689,Telekom Spots,These ads ran without a disclaimer,373,1
130783226958458,Blogger42,These ads ran without a disclaimer,373,1
358670536193,Szeretlek Magyarország,These ads ran without a disclaimer,373,6
270976566338400,MITU,These ads ran without a disclaimer,362,1
190625288083385,Kolbászkerítésország,These ads ran without a disclaimer,345,1
1285651611515844,STEP - Szegedi Tanárok Együttműködési Platformja,These ads ran without a disclaimer,342,1
101421609364851,Ty Ibarra,These ads ran without a disclaimer,338,2
105647545202833,The Schuman Show,These ads ran without a disclaimer,338,1
102072599470181,Advanced Trading,These ads ran without a disclaimer,338,1
2171458723164294,Art is Business,These ads ran without a disclaimer,338,1
102980832777264,vugarboniak,These ads ran without a disclaimer,328,1
114655564943356,Hospitable Quixotic,These ads ran without a disclaimer,324,9
102304352536605,begreen.hu,These ads ran without a disclaimer,301,1
109295275795031,Rolling Tons,These ads ran without a disclaimer,296,1
111499667649998,Dr. Somogyi Bálint Márton,These ads ran without a disclaimer,296,1
142695722442067,Napvilág Kiadó,Napvilág Kiadó,293,1
714490858604228,GymBeam,These ads ran without a disclaimer,287,1
630480707048095,YouliaYoga,These ads ran without a disclaimer,283,1
103815141247114,OE BGK Munkavédelmi szakember/szakmérnök képzés,These ads ran without a disclaimer,280,1
1802723739964861,Merkwart Krisztián,These ads ran without a disclaimer,278,1
1547462945567725,Vasi Alfa Bau Kft.,These ads ran without a disclaimer,266,1
100196691614851,Mindszentyneum - Mindszenty József Látogatóközpont,These ads ran without a disclaimer,265,3
105556940798008,Kerekes Gábor,These ads ran without a disclaimer,253,1
120612164630163,HelloBaby magazin,These ads ran without a disclaimer,244,1
287695384646700,Örkény István Színház,These ads ran without a disclaimer,242,1
556266534498748,DS Smith,These ads ran without a disclaimer,241,1
101289218907718,Web News,These ads ran without a disclaimer,239,2
105070948037662,Magyar Bor,These ads ran without a disclaimer,235,1
183125116821,EURES,These ads ran without a disclaimer,235,1
387570631376123,Szentendrei Kulturális Központ,These ads ran without a disclaimer,234,1
1541838982729128,Anna Lindh Foundation Network in Sweden - Anna Lindh Stiftelsen i Sverige,These ads ran without a disclaimer,231,2
116444671424666,Doting Turbulent,These ads ran without a disclaimer,220,3
116533924706114,Bozóki Imre,Imre Janos Bozóki,213,1
105135775906675,Marvelous Dim,These ads ran without a disclaimer,212,1
110407025373596,Impassioned Dear,These ads ran without a disclaimer,202,2
796988537015550,Happyfamily.hu,These ads ran without a disclaimer,199,1
105596127545903,MotorHang,These ads ran without a disclaimer,197,1
101882889975936,Szaktudás Kiadó Ház,These ads ran without a disclaimer,196,1
246118245550928,Kopping Rita,These ads ran without a disclaimer,190,1
109459427989169,Béres Attila hivatalos,Béres Attila,189,1
173047979500077,Anya kedvéért - Juhász Vikivel,These ads ran without a disclaimer,189,1
100290458877103,Audax Renewables Hungary,These ads ran without a disclaimer,184,1
409618562459699,Hegyvidék Galéria,These ads ran without a disclaimer,184,1
598865763613819,Institute for Zen Leadership,These ads ran without a disclaimer,179,2
681585438877010,Prove,These ads ran without a disclaimer,179,1
121994804202984,Unknown Minor,These ads ran without a disclaimer,174,3
168792663191413,MAM Baby,These ads ran without a disclaimer,171,1
104224244529604,Greendex.hu,These ads ran without a disclaimer,171,15
110361145242533,Picibabashop.hu,These ads ran without a disclaimer,170,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,163,1
109235465338054,Loks,These ads ran without a disclaimer,162,2
109618608579864,All beautiful things,These ads ran without a disclaimer,159,4
114162944991637,Id1,These ads ran without a disclaimer,157,2
109553028794675,Portly Arid,These ads ran without a disclaimer,156,2
101575122932004,Fine Kindhearted,These ads ran without a disclaimer,156,3
76945222898,Startlap,Central Médiacsoport Zrt.,155,3
112004551877440,Grown Tame,These ads ran without a disclaimer,154,2
122026544199679,ID1,These ads ran without a disclaimer,153,1
124340177284061,TomorrowBuilding,These ads ran without a disclaimer,145,1
102952309457793,History in Number,These ads ran without a disclaimer,143,2
113388621278432,Amerikabrev,These ads ran without a disclaimer,139,1
102644509280975,Ripe government,These ads ran without a disclaimer,133,1
114019921620906,Nagyon Vadon,These ads ran without a disclaimer,130,1
100469053039975,Bleak Probable,These ads ran without a disclaimer,128,2
100961498939343,napi_ady,These ads ran without a disclaimer,128,1
1439786569610603,Dr. Fekete Dávid,Fekete Dávid,123,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,122,5
80161254850,European Youth Forum,These ads ran without a disclaimer,116,1
111839851893637,Anchored Rosy,These ads ran without a disclaimer,114,1
107459008986222,Skribekné Komár Ágnes,These ads ran without a disclaimer,114,1
110924893957015,Bina Kabbala Nőknek,These ads ran without a disclaimer,113,1
105689888372062,Mindfulness és Jógikus Pszichoterápia,These ads ran without a disclaimer,113,1
103838035966872,Gerzsenyi-Raczkó Tímea - riporter,These ads ran without a disclaimer,111,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,111,3
106892895068657,Reykjavik Science City,These ads ran without a disclaimer,110,1
102964476125017,Soggy Lumbering,These ads ran without a disclaimer,110,1
340577086006224,CRI German,These ads ran without a disclaimer,108,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,108,1
102898939386527,Happy,These ads ran without a disclaimer,108,1
575362249143191,Tasó László,These ads ran without a disclaimer,107,1
581800425838191,Scruton,These ads ran without a disclaimer,107,1
112511361680353,Life at Rimac,These ads ran without a disclaimer,104,1
637223469729694,ANGER Kertészet,These ads ran without a disclaimer,103,1
330921370271673,Hajdúsági Vakvezető- és Segítőkutya Képzésért Alapítvány,These ads ran without a disclaimer,102,1
111897381887943,Definite Unusual,These ads ran without a disclaimer,101,2
1136117829854042,Pure Blue of Norway,These ads ran without a disclaimer,≤100,1
115584008183367,Testy Wellinformed,These ads ran without a disclaimer,≤100,2
108258998739587,I Did not know,These ads ran without a disclaimer,≤100,7
108944307109370,Beszéljünk Örökösföldről - Tóth Imre,These ads ran without a disclaimer,≤100,1
977005762399696,Deepgrooves,These ads ran without a disclaimer,≤100,1
114352718583668,nb1.hu,These ads ran without a disclaimer,≤100,1
109652272114001,Winding Handy,These ads ran without a disclaimer,≤100,2
669365789837517,Benedek Zsolt,These ads ran without a disclaimer,≤100,1
120496034354450,Merry Nutty,These ads ran without a disclaimer,≤100,2
101204162970247,Naive Droopy,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,2
1376834062358342,Packhelp,These ads ran without a disclaimer,≤100,1
104099728380905,tolnamegyeihirek.hu,These ads ran without a disclaimer,≤100,1
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,≤100,1
118509507855793,Gunnar_ZF,These ads ran without a disclaimer,≤100,2
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,5
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
102272562081509,Mi Hazánk Szigethalom,These ads ran without a disclaimer,≤100,1
173142739362740,Ésszel iszom,These ads ran without a disclaimer,≤100,1
107346929017356,Velvety Kindhearted,These ads ran without a disclaimer,≤100,2
1916189258598218,Babosi György,Babosi György,≤100,1
113782461697843,Lanky Experienced,These ads ran without a disclaimer,≤100,1
109469718758658,Torsten Heisler,These ads ran without a disclaimer,≤100,1
633246560165629,Fujifilm Global,These ads ran without a disclaimer,≤100,1
101449405656190,euchangemakers,These ads ran without a disclaimer,≤100,1
121594700910811,Cluttered Wilted,These ads ran without a disclaimer,≤100,1
110519871432528,Erzsébeti Napló,These ads ran without a disclaimer,≤100,1
116775782010889,Run For Rights,Run For Rights,≤100,1
1954799894783761,Moratory,These ads ran without a disclaimer,≤100,2
119364737801493,Fruitful Rare,These ads ran without a disclaimer,≤100,2
100464856376904,Crushing Blind,These ads ran without a disclaimer,≤100,1
103601579397731,HeliaPell tűzipellet,These ads ran without a disclaimer,≤100,1
116634137706555,Saint-Gobain Hungary,These ads ran without a disclaimer,≤100,2
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,1
101653285444113,SK텔레콤 뉴스룸,These ads ran without a disclaimer,≤100,1
101819579574523,Adept Kindly,These ads ran without a disclaimer,≤100,1
104604799293569,Ultimate Superb,These ads ran without a disclaimer,≤100,1
435633199945731,Miret,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,1
108682518882605,Agonizing Dutiful,These ads ran without a disclaimer,≤100,1
106408522445243,Last Friendly,These ads ran without a disclaimer,≤100,1
480893725353353,Közélet Iskolája,These ads ran without a disclaimer,≤100,1
233826257775,Computerworld.hu,These ads ran without a disclaimer,≤100,1
427730700915028,Kosárérték - E-kereskedelmi magazin,These ads ran without a disclaimer,≤100,1
125204744198999,24.hu - Sport,These ads ran without a disclaimer,≤100,2
365868270785503,Kovács Rajmund,Kovács Rajmund,≤100,1
269445193079351,Verzio International Human Rights Documentary Film Festival,These ads ran without a disclaimer,≤100,1
100876578149607,Országút,These ads ran without a disclaimer,≤100,1
116237914783507,Unaware Green,These ads ran without a disclaimer,≤100,1
112354478508109,Hearty Violet,These ads ran without a disclaimer,≤100,1
108918508856241,Id1,These ads ran without a disclaimer,≤100,1
109912408758097,Canine Ornery,These ads ran without a disclaimer,≤100,1
112232541852711,Id4,These ads ran without a disclaimer,≤100,1
454244198246185,Pulzus kutató,These ads ran without a disclaimer,≤100,1
265357550687906,woohoo,These ads ran without a disclaimer,≤100,3
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,8
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,2
1556259461269806,Shareably,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
120489814354378,Baggy Terrible,These ads ran without a disclaimer,≤100,1
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100,1
138229586210610,Kiskegyed,These ads ran without a disclaimer,≤100,1
174495013772,nlc.hu,These ads ran without a disclaimer,≤100,5
1457915704536726,Advokatfirmaet Magnus Legal,These ads ran without a disclaimer,≤100,1
609131619115590,O čem se mluví,These ads ran without a disclaimer,≤100,1
323738467739547,Dilmah Tea,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,2
351051478269431,Sokszínű Vidék,These ads ran without a disclaimer,≤100,5
2273404059547940,Akhpal torghar,These ads ran without a disclaimer,≤100,6
101320218601325,Babambino - Kétfunkciós modern mosható pelenkák,These ads ran without a disclaimer,≤100,1
136848826340367,Blikk,These ads ran without a disclaimer,≤100,4
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
156163224404147,Sport365.hu,These ads ran without a disclaimer,≤100,3
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
115418384832635,Levi_RN,These ads ran without a disclaimer,≤100,1
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,5
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,3
109048801406117,Rewire Therapy,These ads ran without a disclaimer,≤100,1
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,≤100,2
115643645121323,Deuter,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
376224865747238,Servier,These ads ran without a disclaimer,≤100,1
101953493337841,MEBO International,These ads ran without a disclaimer,≤100,1
796895107134107,Українське Закарпаття,These ads ran without a disclaimer,≤100,2
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,1
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
108156902267187,Id4,These ads ran without a disclaimer,≤100,1
216550520609,CLAE,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
126166480762310,SelectScience,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
118818871156611,clubwudan,These ads ran without a disclaimer,≤100,1
113258091679175,DailyLion,These ads ran without a disclaimer,≤100,1
109717158769018,Id1,These ads ran without a disclaimer,≤100,1
1606155556168996,Si Amo Afrin,These ads ran without a disclaimer,≤100,1
219947610085,Marine Conservation Society,These ads ran without a disclaimer,≤100,1
1452734928361216,Matt Johnson,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
102470965836621,Sustainability MDPI,These ads ran without a disclaimer,≤100,2
1609569505990338,Східноукраїнський національний університет імені Володимира Даля,These ads ran without a disclaimer,≤100,2
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100,1
113269331567467,El Patito Chiquito,These ads ran without a disclaimer,≤100,1
107323451863865,Millennial Geeks,These ads ran without a disclaimer,≤100,1
103824825199131,International Business,These ads ran without a disclaimer,≤100,1
109713862446321,Capfruit,These ads ran without a disclaimer,≤100,2
101654211887389,Jerusalem Online - Arts & Culture,These ads ran without a disclaimer,≤100,1
103534409200221,Misgav entertainment,These ads ran without a disclaimer,≤100,1
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,2
217611914938346,Да / Da / דע,These ads ran without a disclaimer,≤100,1
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
344322995756307,Planet Smart City,These ads ran without a disclaimer,≤100,1
1975175056145966,Farkas Attila közszereplő,These ads ran without a disclaimer,≤100,1
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
111071828580081,Wsp25,These ads ran without a disclaimer,≤100,1
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,2
994977213848354,Sarx,These ads ran without a disclaimer,≤100,1
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,4
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,2
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
112736661782449,Z-64-pro,These ads ran without a disclaimer,≤100,2
110037209020562,Wanderlust Travel Magazine,These ads ran without a disclaimer,≤100,1
307682176615916,ACT2gether,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,2
108318715562829,Abi Espin,These ads ran without a disclaimer,≤100,1
266870043431421,Pénzbook,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
316139502261301,BeInCrypto,These ads ran without a disclaimer,≤100,1
1359136157453700,Bere Ramos,These ads ran without a disclaimer,≤100,1
369479089905524,Shane Mahoney,These ads ran without a disclaimer,≤100,1
110079268726418,Mikka AI Muse,These ads ran without a disclaimer,≤100,1
101922875434564,Road to Vintage - Music,These ads ran without a disclaimer,≤100,4
371764683018,Bezbednost.org,These ads ran without a disclaimer,≤100,1
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
109490318648356,JMSE MDPI,These ads ran without a disclaimer,≤100,1
100843829580377,Central European Economic Journal,These ads ran without a disclaimer,≤100,2
137223326998592,Ashleyjtoddblog,These ads ran without a disclaimer,≤100,1
927057930973841,Dagmara Szymańska Autor Embrace Therapy,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
103941832692652,1id,These ads ran without a disclaimer,≤100,1
100966486285059,C301-18,These ads ran without a disclaimer,≤100,1
609349762894374,Opencity,These ads ran without a disclaimer,≤100,1
1777952132237071,Slované v obrazech a poezii / Slavs in pictures and poetry,These ads ran without a disclaimer,≤100,1
367649046908008,Growatt New Energy,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
102647316156106,Digital S,These ads ran without a disclaimer,≤100,4
95775573753,Frontiers,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
2316804725260574,Readyer,These ads ran without a disclaimer,≤100,1
115383654868272,Id3,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,3
151974798719373,AfD-Fraktion im Deutschen Bundestag,These ads ran without a disclaimer,≤100,1
112675286764083,Aggregates Business,These ads ran without a disclaimer,≤100,1
100556106171382,Life's rhythm,These ads ran without a disclaimer,≤100,2
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,2
121286357607289,Id4,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,6
1603592663238606,Svjedok prošlosti,These ads ran without a disclaimer,≤100,2
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
171522852874952,Juventus,These ads ran without a disclaimer,≤100,1
407249212726130,Forbes Magyarország,These ads ran without a disclaimer,≤100,1
125322574145076,Magpie Wedding,These ads ran without a disclaimer,≤100,1
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,1
103772184933,Strategy International,These ads ran without a disclaimer,≤100,1
103075499294342,Coefficiey,These ads ran without a disclaimer,≤100,3
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
100738672408911,Magic Lock,These ads ran without a disclaimer,≤100,1
102300279228311,MadeinChina,These ads ran without a disclaimer,≤100,1
103881712593655,danilokalezic,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
102830746104447,AIOM,These ads ran without a disclaimer,≤100,1
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,2
63306224439,Trip.com,These ads ran without a disclaimer,≤100,2
1244705842263957,World Highways,These ads ran without a disclaimer,≤100,2
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,2
113205835040643,Wsp35,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2
116566611321205,salalah__oma,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,4
114826394903822,Ananda,These ads ran without a disclaimer,≤100,1
105514427749961,CEENERGYNEWS,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,1
117702454634455,Id2,These ads ran without a disclaimer,≤100,1
156384024387787,Nők Lapja,These ads ran without a disclaimer,≤100,3
106843828862974,Worlds knoledge,These ads ran without a disclaimer,≤100,2
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,1
100946331929105,Schola Palatina,These ads ran without a disclaimer,≤100,1
106837661915369,Hatzopoulos S.A.,These ads ran without a disclaimer,≤100,1
179989282086901,Warriors of the Divine,These ads ran without a disclaimer,≤100,1
103329418960692,Energies MDPI,These ads ran without a disclaimer,≤100,1
333293986861604,Jean Richard MusiK,These ads ran without a disclaimer,≤100,2
600269386793704,Instytut Pileckiego,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,4
115693791505455,岛屿农场游戏,These ads ran without a disclaimer,≤100,1
175542959311586,Superyacht Life,These ads ran without a disclaimer,≤100,1
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
105578689136989,C301-14,These ads ran without a disclaimer,≤100,1
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100,1
421320345307555,SORP - Платформа для бизнеса,These ads ran without a disclaimer,≤100,3
100272095783585,Visit Heilongjiang,These ads ran without a disclaimer,≤100,1
115370938203232,Id1,These ads ran without a disclaimer,≤100,1
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
102912091863686,Volvo Penta on Land,These ads ran without a disclaimer,≤100,2
102237416053198,Pramila Nageshwararaj,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
104819872149191,United4Ukraine,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
107977331797625,My New Trends,These ads ran without a disclaimer,≤100,1
110066008599397,EVANews,These ads ran without a disclaimer,≤100,1
116393014767087,ID10,These ads ran without a disclaimer,≤100,1
106540078687090,Curiosity Mind,These ads ran without a disclaimer,≤100,1
147691820754999,e_shwari,These ads ran without a disclaimer,≤100,1
842484635804171,International Expert,These ads ran without a disclaimer,≤100,1
109613811893240,Aiby • AI Art & Avatar Generator,These ads ran without a disclaimer,≤100,1
103312979419273,Id1,These ads ran without a disclaimer,≤100,1
116035774799177,Id3,These ads ran without a disclaimer,≤100,1
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,7
117482577917989,Сделай Мульт,These ads ran without a disclaimer,≤100,1
159237059781,Kolégium Antona Neuwirtha,These ads ran without a disclaimer,≤100,1
524481140907226,Green Motion International,These ads ran without a disclaimer,≤100,1
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
100386342622682,Studerende på Københavns Universitet,These ads ran without a disclaimer,≤100,1
308078662574679,Xcode Life,These ads ran without a disclaimer,≤100,1
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,5
