Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
286051098107613,Fuego Cruzado,Victor Hugo Chavez Luna,241,8
101509168352917,Frasal Laboratorio,Frasal Laboratorio Clínico 24hrs.,240,1
127374167321064,Erick Zapata,Erick Zapata,240,3
104393675499271,DATA VERSO Electoral,Francisco González Bonilla,240,3
171333086909401,Victor Mas Tah,These ads ran without a disclaimer,240,2
103864208112932,NotiTabasco,NotiTabasco,240,1
113878327463019,Osiris Leines,Norma Jovita Juárez Munoz,240,2
122270234471211,MIT Professional Education,These ads ran without a disclaimer,240,3
224239444327748,Morena Cuautitlán Izcalli,Morena Cuautitlán Izcalli,239,1
586246128228242,Raíces Historia y Noticia,Julio Garduño Escobar,239,2
109102184619316,Centro Evaluador de Competencias ICAVI,These ads ran without a disclaimer,237,3
104094798128541,Zenergia,These ads ran without a disclaimer,236,1
106811552699981,Eduardo Rodriguez,Jose Eduardo Rodriguez Perez,236,4
2315483531800443,Julián Alvarado,Julián Alvarado Quiroz,236,7
860599244054747,Subrayado,Subrayado,234,1
112265521480407,FEST Aragon,Charleaks Ruiz,234,6
235908206955308,Naty Castrejón,Naty Castrejón,234,3
110067033700215,Grupo México,These ads ran without a disclaimer,233,1
1827849363900003,Reporte Huasteca,Reporte Huasteca,233,4
400605063453583,El Pensador,El Pensador,232,2
685932801805674,AMMJE Monterrey,These ads ran without a disclaimer,231,1
107048601369,Mega / J. Israel Martínez Macedo,J. Israel Martínez Macedo,230,3
101121142827861,Periodistas Anónimos,Periodistas Anónimos,229,10
165896773619848,Gobierno Municipal de Miguel Alemán,Gobierno Municipal de Miguel Alemán,229,2
106764935572623,Ex alumnos de la UAQ,Ex alumnos de la UAQ,229,2
674358635951418,Tercera Vía,BOCADILLO,228,1
285977916545089,Ysmael Rodriguez,ROPY,228,3
109591384879354,Vytal Mx,These ads ran without a disclaimer,228,1
104194379124359,Morena Realidad,Eduardo Cast,228,2
110239881352852,Preparatoria en casa unidev,UNIDEV Universidad SC,227,6
109878531876241,El Futuro de Sonora,El Futuro de Sonora,227,1
106181368002656,Ricardo Islas Salinas,Regidor Ricardo Islas Salinas,227,3
106874624023669,Madigen Marketing Digital,Charleaks Ruiz,227,6
103586628304097,Centro Internacional de Posgrados y Especialidades en Ciencias de la Salud,These ads ran without a disclaimer,226,4
108579278369557,alertavioleta_leon,These ads ran without a disclaimer,226,1
103716792578310,Primero las Mujeres,Primero las mujeres,226,3
1611051829028081,Sammy Peña,These ads ran without a disclaimer,224,1
103759702688018,conexionesclimaticas,These ads ran without a disclaimer,224,2
100438011455895,Alejandro Oaxaca,Alejandro Oaxaca Carreón,223,4
326857911165601,Igualdad de género en el mar,These ads ran without a disclaimer,222,1
100714325134297,Instituto de Ciencias Sociales y Psicológicas del Estado de Chiapas,These ads ran without a disclaimer,222,1
293609415777501,Regidora Maru Castro,Regidora Maru Castro,220,3
110510777495487,Luis Carbonell de la Hoz,These ads ran without a disclaimer,220,1
100505272601181,Julio César Huazano Guzmán,These ads ran without a disclaimer,220,3
176828986158062,Laura Contreras,Laura Contreras,220,3
360065277523541,Pedro Estrada,Pedro Estrada Córdova,220,2
389759891045187,Soy Naucalpan,SOY NAUCALPAN,220,8
285280871881549,Héctor Flores Avalos,Hector David Flores Avalos,220,3
104444114710962,발라랩,These ads ran without a disclaimer,220,3
143059855734161,ecoshell,These ads ran without a disclaimer,220,1
114610405755,Andares,These ads ran without a disclaimer,219,1
101904949551970,igualdar_mx,These ads ran without a disclaimer,219,1
105015372572353,556015884890434,These ads ran without a disclaimer,219,2
101319892583290,Alejandro Esteban Sosa,Alejandro Esteban Sosa Benítez,219,5
105573718929239,Iqnoticias,IQ Noticias,218,1
204175893610456,Pedro Escudero G.,These ads ran without a disclaimer,217,2
549332432108481,Naomi Santos,Naomi Edith Santos Gomez,217,1
263982217595840,El Clarinete,These ads ran without a disclaimer,216,1
102375261857380,sum_et_cogito_ac,These ads ran without a disclaimer,216,1
104799715227576,CUCEP Saltillo,These ads ran without a disclaimer,216,1
105932355534748,Microtramas,These ads ran without a disclaimer,216,1
592543167574677,Alfredo Vazquez Castaños,Miguel Angel Vazquez Lopez,215,3
1161802897288032,CIAD Capacitación en Ciencias aplicadas al Deporte,These ads ran without a disclaimer,214,1
115219028141792,cristianrdgzv,These ads ran without a disclaimer,214,1
119065701119271,La NETA DEL DÍA,These ads ran without a disclaimer,214,1
110630514695203,Joss Vega,Joceline Vega Vargas,214,1
629051880499141,Escuela de Periodismo Carlos Septién García. Oficial,These ads ran without a disclaimer,213,1
105996285795364,Joe Cepeda Instituto México,These ads ran without a disclaimer,213,2
107202739003135,Acción Comunitaria Nacajuca,Juan Cruz Ramos,212,1
155452301173152,Carlos Madrazo Limón,Carlos Madrazo Limón,212,1
294023203951608,Instituto de Aprendizaje Significativo,These ads ran without a disclaimer,210,1
423630757828333,SNTE Sección 52,Sección 52 SNTE,210,7
791951890896578,Patricia Salazar,Patricia Salazar,210,5
104141982658740,Coahuila en Alerta,Coahuila En Alerta,210,2
100383352725236,Presentes,These ads ran without a disclaimer,210,4
251994511662418,Dr. Miguel Alejandro Zúñiga Vega,Dr. Miguel Alejandro Zúñiga Vega,209,1
1579308452283108,Kuali Noticias de Guanajuato,Kuali Noticias de Guanajuato,209,7
104422665456058,DIF Huatusco 2022 - 2025,GRUPO COMERCIAL SALTAMONTES,209,6
2224934997751926,Graciela Domínguez Nava,Graciela Domínguez Nava,208,1
2275935939330056,"Sindicato ""7 de Mayo""",These ads ran without a disclaimer,207,2
543822652788842,Alerta News,Arturo Martin Huerta Romero,206,6
101686671855770,GOU México,These ads ran without a disclaimer,206,2
233604220888841,Adriana Esther Martínez Sánchez,Adriana Esther Martinez Sanchez,205,11
103282422702343,El rebelde del norte,El rebelde del norte,203,4
108431448783630,CoCo Construyendo Comunidad,CoCo Construyendo Comunidad,203,3
1425658584320269,Instituto Estatal Electoral de Baja California Sur,These ads ran without a disclaimer,203,1
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,202,5
1884313588555471,Gabriel Bustamante,Gabriel Omar Bustamante Garcia,202,1
405020576249243,Periódico Acceso,GRUPO ACCESO,202,2
114612040724292,Tu Prepa en Línea Unidev,UNIDEV Universidad SC,201,6
101658051610194,solucionsolar,These ads ran without a disclaimer,201,1
107105688894353,Lic. Ernesto Ortiz,Ernesto Ortiz,200,2
184099891729238,La Voz en Línea,La Voz en Línea,200,2
113157781192753,Nacho Vizcaíno Ramírez,Brenda Guadalupe Chavez Ramírez,200,2
108960501297573,Lety Vázquez,Lety Vázquez Hernández,200,1
109872103689814,Observa Social,Brisa Marion Fernandez Anguiano,200,2
100269148869842,El Clarin Huasteco / Espacio de Noticias,El Clarin Huasteco / Espacio de Noticias,200,2
280479799317208,Agencia Católica de Noticias,Agencia Católica de Noticias,200,1
107856097255170,Jorge Abdala,Brecha Comunicación,200,1
480207798686869,Newsweek Aguascalientes,Newsweek Aguascalientes,200,1
101517128682201,Lupita Durán,Maria Guadalupe Duran Alcantara,200,1
170280463564813,Debate Político MX,Ariel Baltazar Cordova Wilson,200,1
101446999363783,Frente Cívico Nacional Tamaulipas SUR,Gonzalo Zamacona,200,2
328590484141575,Multinews Mx,Multinews MX,200,2
891423374355562,Omar Talango,Omar Talango,200,2
249241882605535,María Padilla Romo,Juan Manuel Jimenez Gomez,200,1
1841920202527718,Ahí Calvillo,Ahí Semanal,200,1
184593128260173,Armando Alcala Alcaraz,Luis Armando Alcala Alcaraz,200,1
310957908975400,Notinay,Juan Marcos Trujillo Nava,200,1
1751736538426035,Héctor Pérez Rivero,Héctor Hernan Pérez Rivero,200,1
102388838494759,Lupita Vázquez,Guadalupe Vázquez,200,1
149361515084943,Guardianes,These ads ran without a disclaimer,200,1
109160508682887,Busted Querétaro,Busted Querétaro,200,3
131492473590993,Ambiderm,These ads ran without a disclaimer,200,1
100185585567216,Álvaro Gómez Flores,Álvaro Gómez Flores,200,1
106638735255731,OMOS Group,These ads ran without a disclaimer,200,1
108714865528224,Videoclips,recuerdos,200,3
105195079087429,El chismecito Querétaro,El chismecito Querétaro,200,3
109471363843467,Zona Maya Noticias,Zona Maya Noticias,200,1
101402381938625,Georgina López Arias,Georgina Guadalupe López Arias,200,1
1514407918869306,Celenia Contreras,Lourdes Celenia Contreras Gonzalez,200,1
655883411268969,Daniel Barquet,Daniel Alberto Barquet Loeza,200,1
100412592046210,Xocoyotzin Ramírez Chávez,Claudia Nedelia Moguel Peña,200,1
104748958622204,Celia Jáuregui Ibarra,CELIA JAUREGUI IBARRA,200,1
923994957653139,Luisa Gutiérrez Ureña,Luisa Adriana Gutiérrez Ureña,200,1
2260070977608699,Revista Maat,Revista Maat,200,1
106338395621070,Lupisblog,These ads ran without a disclaimer,200,2
107036959016747,El Pek'riodista.,El Pek'riodista.,200,1
301653613284149,Periódico de Izcalli,PERIÓDICO DE IZCALLI,200,1
324931054740429,Jaime Cervantes,Jaime Cervantes Valdez,200,1
383813548439460,PerióMetro,Andrés Vera Díaz,200,2
107565501987392,PT Hecelchakán,Juan Sánchez,200,1
737322153045696,David González,David González,200,1
167859913842697,Editora de Gobierno del Estado de Veracruz,Uzziel Angel Contreras Beltran,200,1
100329035640977,Gobierno Municipal de Ciudad Ixtepec 2022-2024,Edgar Eduardo Gutierrez Santiago,200,1
112231054439900,SIMVE,These ads ran without a disclaimer,200,1
378334349631451,The Puebla Times,The Puebla Times,200,2
108312680848636,Juan Baljarg,Juan Antonio Lopez Baljarg,200,2
160048427917844,Eduardo Acuña,Eduardo Alejo Acuña Padilla,200,1
112244408880338,Ayopa Marketing Político,Ayopa Marketing Político,200,1
104175579068094,GUSTAVO ADOLFO,Gustavo Adolfo Alvarado López,200,1
358838008249321,Isidro Vargas,Isidro Vargas,200,2
106114251581201,Mónica Fernández Cesar,Monica Fernández Cesar,200,1
106119248986497,"Centro de Estudios Superiores, Investigación y Consultoría","Centro de Estudios Superiores, Investigación y Consultoría",200,1
287596308827301,Guillermo Reyes Villela,Guillermo Reyes Villela,200,1
117796153395721,Lulú Juárez,Lulú Juárez,200,1
241796536185992,La Nacional,Revista Poder,200,1
931220210320448,Optica Caribe,These ads ran without a disclaimer,199,1
108126444303975,Invita,These ads ran without a disclaimer,199,1
1347483675266876,Círculo De Poder,Rolando Rafael Lara Ballesteros,199,4
253587731846571,Hoy Coacalco,Uzziel Gadiel Lopez Zamudio,198,2
117609221228369,Instituto de Capacitación y Acreditación Profesional - ICAP,These ads ran without a disclaimer,198,2
103169285360211,César Nieto,César Alberto Nieto,198,2
105932392497837,Planilla 2 Miramar Nuestro Hogar,These ads ran without a disclaimer,198,1
1669722269964235,Senadora Alejandra del Carmen León Gastélum,Alejandra León,197,1
631195260345898,Partido Verde Guerrero,Partido Verde Guerrero,197,1
2051582875094851,TV digital los mochis,Rafael Leyva,196,2
104737784907579,Gonzalo Solís,Gonzalo Solís Lopez,195,2
241853307779236,Sandra Herrera Dominguez,These ads ran without a disclaimer,195,2
361656883997856,Plural.mx - Periodismo & Opinión Pública,Felix Ayala,195,1
712275045548901,Agencia de Noticias Guerrero,Agencia de Noticias Guerrero,194,4
100809366178505,Gilberto conmigo Querétaro,Gilberto conmigo Querétaro,194,1
351795818723056,Ruptura360,Ruptura360,194,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,194,30
100171989108758,Gobierno de Cadereyta Jiménez,These ads ran without a disclaimer,194,1
60627753222,Fundación Juconi México,These ads ran without a disclaimer,194,2
151910028159810,Tepalcingo,Luis Vázquez García,193,1
267508273277620,Expedientes A Fondo,Expedientes A Fondo,193,2
909894072381241,PUNTO Aguachile,These ads ran without a disclaimer,192,1
106829724361200,Juan Rivera Trejo,David Fernández González,192,8
110067904935566,Moises Moreno,José Moisés Moreno Melo,192,5
1443435395948711,Laura Rangel,Laura Rangel,191,1
462404594329273,Saúl Chávez Sánchez,Saul Chavez Sanchez,191,3
237943866766062,Badeba Media,Badeba Media,190,4
112545740463572,Equipo en Acción,Maria Guadalupe Martinez Rodriguez,190,1
162869297752046,Mirtha Villalvazo,Mirtha Villalvazo,189,2
101317262957425,Technofum Control y Prevencion de Plagas,These ads ran without a disclaimer,189,2
102984361463961,Igrow Academy,These ads ran without a disclaimer,187,12
102738898166307,Oswaldo Chiñas Cruz Ixtaltepec,Oswaldo Chiñas Cruz,187,2
958870487481286,NORMEXsc,These ads ran without a disclaimer,187,1
106150659073261,Prayercast Spanish,These ads ran without a disclaimer,186,1
102357585594730,Todo TAM,TODO TAMPS,186,3
111759600950105,Morena Xalatlaco,These ads ran without a disclaimer,186,2
100394742608923,Águila Naranja,Águila Naranja,186,1
103935287666088,Roberto Erales,Yosafat Antonio Cambranis Tun,186,1
106030041236639,Yayo Van Wormer,These ads ran without a disclaimer,186,1
109636115031867,Jalcirco,Estrategia Social,186,2
1791269967867610,Cuamed León,These ads ran without a disclaimer,186,3
108171541843428,El mariachi viajero,¿Qué pasa en Jalisco?,185,2
101301045802906,Hablemos Del Tema,These ads ran without a disclaimer,185,1
103380265404398,Jal news,jalnews,184,4
101115402040966,Pixel News,¿Qué pasa en Jalisco?,184,1
107730928855930,Salvatore Costanzo - CAM,Salvatore Costanzo - CAM,184,1
1419244911737767,TESLA Tecnológico Superior de las Américas,These ads ran without a disclaimer,183,1
877690575731310,Fundación Zubiri,Fundación Zubiri,182,1
229711387059585,Hola Aguascalientes,holaags,181,3
102737379239807,Lucero Deosdady Martínez,Lucero Deosdady Martínez,181,1
614411902264977,Movimiento Ciudadano Paracho,Jesus Eduardo Chavez,181,4
2535216276502759,Beeok,These ads ran without a disclaimer,180,1
106426525657107,psic.katurma,These ads ran without a disclaimer,180,1
423399774494215,Barcos Holbox Express,Barcos Holbox Express,180,1
101038042789182,TNV Noticias Canal 8,TNV Noticias Canal 8,180,2
107274504511304,Compartimento Cinematográfico,These ads ran without a disclaimer,180,1
112074148531279,veganearthdaymarch,These ads ran without a disclaimer,180,1
79685811392,Expok,These ads ran without a disclaimer,180,3
163452560985512,Fórmula Tlx,Fórmula Tlx,180,1
112286410206584,Barrio Libre por Panda Hernandez,Yara Ximena Sanchez Serrano,180,5
102260755170959,Diana Campos,Diana Campos,179,1
103551179374924,jcs_visualpoetry,These ads ran without a disclaimer,176,1
113144528283224,Emmanuel L. Silva,These ads ran without a disclaimer,176,2
801673763367076,Carlos Cesar Jasso Rodríguez,Carlos Cesar Jasso Rodriguez,175,3
100130185997643,Vigilantes tapatíos,Vecino Revolucionario,174,2
110130201126357,El sentir morado,El sentir morado,174,1
123706374310822,Lo de Hoy México,LCC Mkt,173,2
455622555010627,Somos Toluca Libre,Somos Toluca Libre,173,1
620977911394597,Don Javier Sanchez,Francisco Javier Sanchez Gonzalez,173,3
100866304956973,Joseph Lastra,Yibrham Joseph Lastra Herrera,173,3
103092218766865,Pablito Mcfly,H NOTICIAS,173,2
100209096128866,Juan José Villalobos Millán,These ads ran without a disclaimer,173,1
112500300515618,Espacio Informativo,Espacio Informativo,172,2
1484407115116799,CCME - Isiena,These ads ran without a disclaimer,170,1
545589668825303,Nuestra Zona Colonos,Patricia Raquel Andrade Barajas,170,5
101001474848545,Dr. Jesus Zcruz,Jesús Alonso Z'cruz de la Garza,170,1
387604781112,Colegio Jurista,These ads ran without a disclaimer,169,2
103602869387332,Laura Ramos,These ads ran without a disclaimer,169,1
105742159026755,GDL Noticias,Charleaks Ruiz,169,5
1516531578580598,Movimiento Ciudadano Quintana Roo,Movimiento Ciudadano,168,2
100430292989694,Grupo Enheza,These ads ran without a disclaimer,167,1
110586952013863,En Puebla estamos Augusto,These ads ran without a disclaimer,167,1
302558933136043,Anguiplast,These ads ran without a disclaimer,166,1
2131099120446996,Almendra Negrete,Almendra Ernestina Negrete Sánchez,166,1
266349037334670,SLOAN México,These ads ran without a disclaimer,165,2
105085587991042,HORA 25 - Noticias,Hora 25 Noticias,165,1
76493377923,Colegio Europeo de México RS,These ads ran without a disclaimer,164,1
103803974580028,Coahuila Online,Edgar Ramirez Hernadez,164,3
104209605548812,Pacto por la Comida,These ads ran without a disclaimer,164,2
425861904253925,The Mixteca Times,The Mixteca Times,163,1
114104458213050,Félix Arratia,These ads ran without a disclaimer,162,1
104092229272845,UnidosporPaola,These ads ran without a disclaimer,162,1
100977486311026,marvivo.earth,These ads ran without a disclaimer,162,1
120191024350204,Arne Fronsdal,These ads ran without a disclaimer,162,1
1575300589428722,Tony Flores Oficial,These ads ran without a disclaimer,162,1
107358737810334,Loros Sin Fronteras,These ads ran without a disclaimer,162,4
254011994769547,Canieti Noroeste,These ads ran without a disclaimer,161,1
401260934027013,Por las que no tenemos voz,Por las que no tenemos voz,161,1
103999218609693,Un Sueño por Zacapoaxtla,These ads ran without a disclaimer,161,1
323319651067985,Monitor Nacional,Monitor Nacional,161,2
101953493337841,MEBO International,These ads ran without a disclaimer,160,1
105059024923454,Partido del Trabajo Quintana Roo,Partido Del Trabajo Quintana Roo,160,1
108450997988261,Marce Fuente,Eduardo Torres Flores,160,1
197558590986305,Sorece. Asociación de psicólogas feministas,Sorece. Asociación de psicólogas feministas A.C.,160,1
373696682782345,Mario Zepeda,Mario Ezequiel Zepeda Jacobo,160,1
106719824474564,En alerta noticias,En alerta noticias,160,1
1567674406895277,Soraya Pérez Munguía,Soraya Pérez Munguía,160,1
877258525691899,Juntas Vecinales,Juntas Vecinales,160,2
100345719600779,Sindicato José María Morelos y Pavón,These ads ran without a disclaimer,158,1
105264744279339,Hidalgo Noticias Informa,Oscar Hernández Ibarra,158,1
106088121009287,No al Trafico de Loros,No al Trafico de Loros,157,1
106366874590325,Marco Antonio Alejo Calderón,These ads ran without a disclaimer,156,1
227945991121061,Librería Carlos Fuentes,These ads ran without a disclaimer,156,2
109807628726787,Lizet Fuentes,Jose Eduardo García Martinez,155,4
104436871547212,Sabrina Morales,These ads ran without a disclaimer,154,3
107454174761765,Etech Evolving Education,Etech Evolving Education,154,1
532673417231225,CAPASMIH Ixmiquilpan,Raymundo Martinez Demha,153,2
530513493661254,Profeta Oscar Venegas - Oficial,These ads ran without a disclaimer,152,1
138541976277550,Universidad Univa Puerto Vallarta,These ads ran without a disclaimer,152,1
728777900569148,Pfizer México,These ads ran without a disclaimer,152,2
104058126014709,Beto Nava,These ads ran without a disclaimer,150,1
398748153472471,Fortia,These ads ran without a disclaimer,150,1
2230735843647842,Jorge Montes de Oca,Jorge Montes De Oca,150,2
101801058772861,José Alberto Hernández Melgarejo,José Alberto Hernández Melgarejo,150,1
104767412348476,PT Tenabo,Juan Sánchez,150,1
1423911514568185,Jano Segovia,Alejandro Segovia Hernández,150,2
158734694822818,PT Hopelchén,Juan Sánchez,150,1
158048927874729,Morena Fco. I. Madero,Huber Sanchez Reyna,150,2
105135655632036,PTCampeche Municipal Oficial,Juan Sánchez,150,1
2190958434506812,Arturo B. De La Garza Garza,Arturo B. De La Garza Garza,150,2
103533989391070,Los IncondicioNahles de la 4T,Francisco Javier,150,1
341867529341835,Araceli Saucedo,These ads ran without a disclaimer,150,1
133549188885592,BCC Profesionales,These ads ran without a disclaimer,150,1
463488603728926,Agenda Setting,Agenda Setting Diario,150,2
202570799811305,Xerardo Ramirez Muñoz,Jose Alan Ponce Delgado,150,3
100274835065764,PSPS Seguridad Privada,These ads ran without a disclaimer,149,1
100487445545175,Alina Ramos,These ads ran without a disclaimer,149,1
583659271791959,Neminatura Truchas,These ads ran without a disclaimer,149,1
1233178986822426,Adriana Bustamante Castellanos,Adriana Bustamante,149,2
1512201512410940,Arturo Estrada Barriga,Arturo Estrada Barriga,149,1
107720657616173,José Luis Puga Lizardi,Radar Político,148,3
222178344590930,Simey Olvera,Interat.Net,147,1
265948806819543,GrupoRedes.mx,GrupoRedes.mx,147,3
115958828035276,afiliaciones avon mexico,These ads ran without a disclaimer,146,2
106975822197102,Psicoterapeuta en Adicciones y Terapeuta Emocional Lic. Cristina Mendoza,These ads ran without a disclaimer,146,1
165760267285896,Fernando Alvarez,Fernando Alvarez,145,2
118244827898447,MUEVE-Movimiento Unidxs para Exigir nuestro Derecho de Vivienda al Estado,These ads ran without a disclaimer,145,3
123695897297760,El Nopal,Arantza Correa,145,1
100347019683490,Info Claro,These ads ran without a disclaimer,144,1
111693201818399,mundoreelz,These ads ran without a disclaimer,144,1
203911472957381,Luis Pérez de Acha,Luis M. Pérez de Acha,144,1
487014838345911,EskpaT Excursiones,These ads ran without a disclaimer,144,1
100249739426308,Asociación Mundial de Periodistas,These ads ran without a disclaimer,144,1
101076639503896,TradeHub Summit,These ads ran without a disclaimer,142,1
109998775202202,Vecinos de la Conchita Coyoacán,These ads ran without a disclaimer,141,1
1003353736384054,Noticias de Tijuana,These ads ran without a disclaimer,141,1
300068476740882,Pideme.org.mx,These ads ran without a disclaimer,140,1
106538720908015,Vanessa Gómora Consejera Morena,These ads ran without a disclaimer,140,1
1861627887400377,Querétaro Today,Querétaro Today,140,1
100906285176654,Global Health HC,Eduardo Carrizalez,140,1
105548358540170,Jean De Rosas,Jeanette De Rosas,140,1
447692052064851,Cnop Yucatán,Javier Alberto Rejón Vivas,140,1
110010935205168,Víctor Monroy,Víctor Monroy,140,3
100764952122905,Octavio Palomo,Octavio Palomo,140,1
1504296876544716,Diario del Oriente de Morelos,Diario del Oriente de Morelos,140,1
292739758283535,Cosas de Coahuilenses,Edgar Ramirez Hernadez,140,2
447262929015941,Fundación Amoxkalli A.C.,Fundación Amoxkalli A.C.,140,1
104026289280820,DivulgArte,These ads ran without a disclaimer,140,1
100456769603513,Guadalupe Romero Sánchez,Victor Hugo Mestizo Landa,140,1
103941804418708,Noticias de la Bahía,Agencia Publicitaria BDB,140,1
111799172235001,MX Hasta la madre,MX Hasta la madre,140,1
102755831579002,Dr. Antonio Medina,Luis Antonio Medina Jasso,140,1
105283198715947,Secretaría de Obras Públicas y Desarrollo Urbano de Oaxaca de Juárez,Municipio de Oaxaca de Juárez,140,1
110578584648992,Neil Roberto Pozo Cano,Miguel Alejandro Canul Ramirez,140,1
111725867327756,Viko Sanz,These ads ran without a disclaimer,140,3
104724828146942,Ricardo Estrada T.,Ricardo Estrada T.,140,2
2490201471042440,Raquel Ramírez Rodríguez,Raquel Ramirez Rodriguez,139,3
563874810413260,JDL Street Art,These ads ran without a disclaimer,139,1
611216855590626,Vallourec,These ads ran without a disclaimer,139,1
344480502574243,Cáncer Warriors de México,These ads ran without a disclaimer,138,1
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,135,2
277380886249639,ExxonMobil México,These ads ran without a disclaimer,134,1
217358075441896,Florencia Martínez Rivera,Antonio De Jesus Orozco Perez,134,2
111138858608990,Roberto Peña Secretario General PRD,These ads ran without a disclaimer,134,2
104703872565471,Zoila Feminista,Zoila Feminista,134,2
107334785497583,Joe Cepeda Institute,These ads ran without a disclaimer,133,1
115896348052800,Preparatoria virtual SEP desde casa,These ads ran without a disclaimer,133,2
104056498339154,Carlos Mendoza Álvarez,Carlos Alejandro Mendoza Álvarez,133,1
988606484551761,Campestre Media,These ads ran without a disclaimer,133,2
105173462144892,Sureste Caliente,Nancy Guadalupe Lopez Mendoza,133,5
1661052270813943,Expo Mueble Baja California,These ads ran without a disclaimer,132,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,132,4
108977081439733,Maru Digitals,These ads ran without a disclaimer,132,1
105688031046061,DNC-Capacitación Organizacional,These ads ran without a disclaimer,131,3
243693225664988,BJXmoda,These ads ran without a disclaimer,131,2
112752463918772,Sebastián Orduño,Sebastian Orduño,131,1
1871281936472780,Perfiles Chiapas,Faustino Rene Pérez López,131,2
115050749243673,Erik Benito Pérez Mistega,Erik Benito Pérez Mistega,130,1
111831796907473,Verónica Pérez Herrera,Veronica Perez Herrera,130,2
114950192527710,YSVHA  - Yo Soy Vida Holística Ancestral,These ads ran without a disclaimer,129,1
102142949090675,Guerreros Fc,These ads ran without a disclaimer,128,1
1702792110034668,En la esquina del rincón.,Fernando Garcia Velazquez,128,4
103896817895335,Centro de Capacitación en A C Tecnología Inverter,These ads ran without a disclaimer,128,2
112161658452933,El Independiente mx,These ads ran without a disclaimer,128,1
641721392993995,Periódico Tribuna Lagos,Periódico Tribuna Lagos,128,1
109152714780062,Preparatoria en línea en 6 meses SEP,Unidev Universidad SC,128,4
157725521532846,Hiselle Diaz Del Castillo,Hiselle Diaz Del Castillo,127,1
624561728187715,Carmen Rodríguez,NDS NOTICIAS,127,2
595462060642009,Elena Torres Villanueva,These ads ran without a disclaimer,127,1
263481260363830,Michael Garrett,These ads ran without a disclaimer,127,1
115483004830056,Lupita García,MOVIMIENTO CIUDADANO,127,1
109374815771798,Yo Amo Tijuana,Rudolph y De Regil,127,3
106169592403873,José Ángel Vasconcelos López,José Ángel Vasconcelos López,127,1
114827559953941,Tapp App,These ads ran without a disclaimer,126,2
102382772020688,Inspenet,These ads ran without a disclaimer,126,2
100213955839283,Banda lobillos_official,These ads ran without a disclaimer,125,1
1815779641853277,MARAK,These ads ran without a disclaimer,125,1
329121923899942,Rufina Zumbafitness&GX,These ads ran without a disclaimer,125,1
411526742288157,ESARQ,These ads ran without a disclaimer,125,1
106140358829691,Amigos de Ricardo Mejía,Amigos de Ricardo Mejía,125,1
1473004362981239,Informe Confidencial,Informe Confidencial,125,1
103023548397879,beatriz_beatriz_beatriz,These ads ran without a disclaimer,125,1
102956419389415,,These ads ran without a disclaimer,125,1
101633669512181,Isabel Peñuñuri,David Fernández González,125,4
103867955828025,gabrielbauducco,These ads ran without a disclaimer,124,1
107953141797749,OTAR Producciones,These ads ran without a disclaimer,124,1
110927780349446,Vania Kelleher,These ads ran without a disclaimer,124,2
113884167065771,36-t,These ads ran without a disclaimer,124,1
104811952553594,carlos.pacheco.m,Gobierno Digital,124,1
382512715807184,Maxi Casas,These ads ran without a disclaimer,124,1
111674164925548,Sergio Huerta,Sergio Huerta,123,3
105421252312492,Edgar Moisés Rivero Cob,These ads ran without a disclaimer,123,6
142869296262425,CDE PRI Nayarit,CDE PRI Nayarit,123,1
1049079068485031,CIGA Centro de Innovación y Gestión Ambiental,CIGA Centro de Innovación y Gestión Ambiental,123,1
111238000732210,CIELO AZUL CIELO Nublado,These ads ran without a disclaimer,123,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,123,2
1398602163801062,Siempreviva Oaxaca,These ads ran without a disclaimer,123,1
405866586671988,Obed Cazares Perez,These ads ran without a disclaimer,122,1
151133824966180,Siguientescena,These ads ran without a disclaimer,121,1
101304885771384,_lacuerpa,These ads ran without a disclaimer,121,1
489179047956298,Allwork.Space,These ads ran without a disclaimer,121,4
109123391627104,Partido Verde Tampico,David Silvino De Leon Torres,120,1
103008312077513,Juventud Morena,Miguel Angel Echeverria Trujeque,120,4
127097424054718,PRI Yucatán,PRI Yucatán,120,1
111396691609010,Juntos hacemos la luz,Juntos hacemos la luz,120,2
109123391627104,Partido Verde Tampico,Sabrina Morales Chávez,120,1
1673542309396439,Rotativa Libre,Jesús Fernando Sandoval Esparza,120,2
101472088576195,Alejandro Mosqueda Valdez,Jose Alejandro Mosqueda Valdez,120,2
112977790433985,Qido / Cuidadores y Enfermeras a Domicilio,These ads ran without a disclaimer,120,1
2027167644257257,Yolanda Elizabeth Durán,These ads ran without a disclaimer,120,1
108258998739587,I Did not know,These ads ran without a disclaimer,120,9
108943517206014,Mauricio de Alejandro,Mauricio Arturo De Alejandro Martinez,119,1
102040481919166,Amores,These ads ran without a disclaimer,119,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,119,1
1453683468223744,Noticieros En Línea,These ads ran without a disclaimer,119,2
487395465112780,Bolsa De Trabajo OJO De Halcón mg,These ads ran without a disclaimer,118,1
102889662253183,Avanzada Nacional,Avanzada Nacional,118,1
