Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
243465416352138,พรรคเพื่อชาติ,พรรคเพื่อชาติ,48075,3
1123326217727200,อุดรมาร์เก็ตเพลส,อุดรมาร์เก็ตเพลส,48051,11
106212605666715,จ๋ายกวี  คนต่งห่อหยัดได้,Kaweejaiphuket,47513,18
225483931284436,ณัฐวรันธร ทองคำ  - อาทิตย์ บางใหญ่รถยก,ยุทธวีร์ ทองคำ,46742,15
104014285798198,กานต์ กิตติอำพน,กานต์ กิตติอำพน,46625,17
546416699215073,ห้องสื่อครูคอม,Krisada Khamma,46220,13
1973111156281141,กอล์ฟ อัครนันท์ กัณณ์กิตตินันท์,Akaranun Khankittinan,45937,6
264065496937763,My Chavapol (ชวพล วัฒนพรมงคล),My Chavapol (ชวพล วัฒนพรมงคล),45362,11
103742482695590,เจมส์ สรรเพ็ชญ ศรีสวัสดิ์ - James Sanphet Srisawat,Jiramit Gaysorn,45075,14
257083724467673,ยุทธพล  อังกินันทน์,ยุทธพล อังกินันทน์,44105,34
102862692566940,อนัญญา สวัสดิสาร,อนัญญา สวัสดิสาร,42856,49
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,42668,4
121703384177249,ดร.แวววรรณ ก้องไตรภพ - ชาติพัฒนากล้า,Apidech Samankul,42404,22
106538958796488,กิตพล เชิดชูกิจกุล,กิตพล เชิดชูกิจกุล,41381,8
221139347953872,อภิมุข ฉันทวานิช - Apimuk Xanthavanij,อภิมุข ฉันทวานิช - Apimuk Xanthavanij,41305,21
972019486321939,บู้ จเด็ศ จันทรา,จเด็ด จันทรา,41130,43
214450406158935,สุรชาติ เทียนทอง,สุรชาติ เทียนทอง,40576,8
110954691955005,ณภัสนันท์ อรินทคุณวงษ์ - Napassanan Arintakunawong,ninety two tech ads,40352,27
117849264601668,วิษณุ กรองกันภัย พรรคไทยพร้อม เบอร์ 28,ลลดา อมาตยกุล,40150,42
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",39253,211
1023078414531349,The People,Kityanggul Phadungkarn,38596,18
104645182578478,นิรันดร์ วัฒนศาสตร์สาธร,Supakit Ngoenkaew,38487,39
118757751143686,อิทธิพล ชลธราศิริ - Itthiphon Chontharasiri - แบงค์ชัย,Itthiphon Chontharasiri,38235,10
111298031674697,นเรศ ธำรงค์ทิพยคุณ,นเรศ ธำรงค์ทิพยคุณ,38181,38
111203087295386,ดร.ทวนชัย นิยมชาติ ผู้สมัคร สส เขตจอมทอง เขตบางบอน เขตหนองแขม เบอร์ 8,Thuanchai Niyomchart,38110,7
108235995177438,ตรีสิทธิ์ ศิริวรรณ - Treesith Siriwan,ตรีสิทธิ์ ศิริวรรณ - Treesith Siriwan,38044,4
101805447867778,"แม็ค องอาจ ""เบอร์ 6"" บัตรสีม่วง","แม็ค องอาจ ""เบอร์ 6"" บัตรสีม่วง",37379,4
112332525119611,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,37161,37
384722702090581,นิกม์ แสงศิรินาวิน - เบอร์ 8 สส. กทม. หนองจอก คลองสามวา - พรรคภูมิใจไทย,นิกม์ แสงศิรินาวิน - เบอร์ 8 สส. กทม. หนองจอก คลองสามวา - พรรคภูมิใจไทย,36798,20
119181906609798,หมอเฉลิมชัย กุลาเลิศ ผู้สมัคร ส.ส. พรรคก้าวไกล เขตห้วยขวาง วังทองหลาง,Chalermchai Kulalert,36405,5
101861489530398,มณีรัตน์ ลิมป์รัตนกาญจน์,มณีรัตน์ ลิมป์รัตนกาญจน์,36233,31
105460725392279,คนรักนิยม,คนรักนิยม,36219,12
2429841507087713,"ฌาฆีภัตฐ์ เพชรคง ""แนน""  สงขลา เขต3","ฌาฆีภัตฐ์ เพชรคง ""แนน""  สงขลา เขต3",35909,11
189698001655102,เขตรัฐ เหล่าธรรมทัศน์ - Katerut Laothamatas,เขตรัฐ เหล่าธรรมทัศน์ - Katerut Laothamatas,35323,35
105308564750704,ณัฏฐ์ มงคลนาวิน,ณัฏฐ์ มงคลนาวิน,34753,55
877369462441031,ปูอัด ไชยามพวาน ผู้สมัคร ส.ส. เขตจอมทอง-บางขุนเทียน-ท่าข้าม พรรคก้าวไกล,Chaiyamparwaan Manpianjit,34467,22
382558248956531,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,กมลพัฒน์  ปุงบางกะดี่  เขตบางขุนเทียน,34265,15
109890411945719,นพ.ญาณกิตติ์ ห่วงทรัพย์,นพ.ญาณกิตติ์ ห่วงทรัพย์,34116,18
107368818238731,Phattarapong Leelaphat - ภัทรพงษ์ ลีลาภัทร์,Phattarapong Leelaphat,33000,7
142756472518931,สุภาภรณ์ คงวุฒิปัญญา,สุภาภรณ์ คงวุฒิปัญญา,32821,86
103742482695590,เจมส์ สรรเพ็ชญ ศรีสวัสดิ์ - James Sanphet Srisawat,เกริกกฤษดา ทองแก้วสวัสดิ์,31858,15
103453355440094,สมชาติ เตชถาวรเจริญ - พรรคก้าวไกล,Jiraporn Wongkulluck,31806,22
113067400607487,กันตพงศ์ ดีชัยยะ - แมพ,กันตพงศ์ ดีชัยยะ - แมพ,31527,119
172057439546202,พันโท สินธพ แก้วพิจิตร (เสธ.แก้ว),พันโท สินธพ แก้วพิจิตร (เสธ.แก้ว),31427,15
101755712680612,รัก ณิชาภา โกวิทานนท์ ผู้สมัคร ส.ส.สมุทรสงคราม พรรคเพื่อไทย,รัก ณิชาภา โกวิทานนท์ ผู้สมัคร ส.ส.สมุทรสงคราม พรรคเพื่อไทย,31256,21
102108535240880,สมบัติ ยะสินธุ์,สมบัติ ยะสินธุ์,31203,111
1703627159765622,ณัฐทรัชต์ ชามพูนท ใหม่,ณัฐทรัชต์ ชามพูนท,30713,10
626952517700280,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,30310,9
107388582301945,เชาวยุทธ เชาว์กิตติโสภณ,เชาวยุทธ เชาว์กิตติโสภณ,30089,31
137188693021815,สืบจากข่าว,สืบจากข่าว,30000,2
266046550746989,บุญลือ ประเสริฐโสภา,บุญลือ ประเสริฐโสภา,29863,13
380016005493733,ไม่ธรรมดา,Akarat Nitibhon,29562,43
617620494922400,PPTV HD 36,PPTV HD 36,29356,19
113023081702937,ธีระ สลักเพชร,ธีระ สลักเพชร,29258,18
108261230583781,เอิร์ธ พงศกร ขวัญเมือง - Earth Pongsakorn Kwanmuang,เอิร์ธ พงศกร ขวัญเมือง - Earth Pongsakorn Kwanmuang,29181,10
111734427310816,พณิชย์ วิทยาภัทร์ - แป๊บ,พณิชย์ วิทยาภัทร์ - แป๊บ,29144,8
102427539233686,EVE’S by Bow ตัวแทนจำหน่าย/รับตัวแทน,These ads ran without a disclaimer,29058,1
100165239168253,โกหนึ่ง กิตติ กิตติธรกุล,โกหนึ่ง กิตติ กิตติธรกุล,28843,23
112073738279329,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,สิงโต - ศักดิ์สิทธิ์ ขาวทอง,28517,36
707294083039692,เบียร์ พนธกร,เบียร์ พนธกร,28049,79
369326170305129,เทวัญ ลิปตพัลลภ Tewan Liptapallop,เทวัญ ลิปตพัลลภ Tewan Liptapallop,27598,5
258984171484737,นนท์ นนทิวรรธน์,วรรณชัย เรือนแก้ว,27175,16
101503812475360,ครูพรีมมี่ นรเสฏฐ์ เธียรประสิทธิ์,ครูพรีมมี่ นรเสฏฐ์ เธียรประสิทธิ์,26363,6
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,25495,8
115195181447846,อ้อ ศิรินันท์ ศิริพานิช,อ้อ ศิรินันท์ ศิริพานิช,24952,18
454523585079183,ภาดาท์ วรกานนท์ Pada Vorakanon,ภาดาท์ วรกานนท์ Pada Vorakanon,24814,17
100275984666295,อ.ทนายความ มีดี  บัวแก้ว - พรรคก้าวไกล พิษณุโลก เขต2,อ.ทนายความ มีดี  บัวแก้ว - พรรคก้าวไกล พิษณุโลก เขต2,24527,54
266172157730,คนค้นฅน,คนค้นฅน,24289,46
841504069272304,รชตะ ซี ด่านกุล,รชตะ ด่านกุล,24264,19
253380768713576,ดร.จักรพันธ์ พรนิมิตร,ดร.จักรพันธ์ พรนิมิตร,24022,4
110119978657999,นพ.พลวิทย์ เจริญพงศ์,นพ.พลวิทย์ เจริญพงศ์,23304,27
414252935319150,สมหญิง บัวบุตร-ทีมงาน,สมหญิง บัวบุตร-ทีมงาน,23182,21
651699931624315,Techsauce,Techsauce,22900,9
789991318125212,พงศกร รัตนเรืองวัฒนา,พงศกร รัตนเรืองวัฒนา,22462,135
1686179558087025,ไพลิน เทียนสุวรรณ,ไพลิน เทียนสุวรรณ,22329,41
106439615083259,ธนวัช ภูเก้าล้วน  เคี่ยงกระบี่,ธนวัช ภูเก้าล้วน  เคี่ยงกระบี่,22283,9
101315696177023,พรรณธนู วรรณกางซ้าย - ลอน - Pantanu Wannakangzay,พรรณธนู วรรณกางซ้าย - ลอน - Pantanu Wannakangzay,22104,5
275507006405211,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,22079,57
108535378427614,นาย สุรชัย แดงละอุ่น - นายกโท้ง,นาย สุรชัย แดงละอุ่น - นายกโท้ง,21471,14
102661302788490,กานต์ กฤตินี รุณแสง,วรรณชัย เรือนแก้ว,21122,24
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,21000,42
1632492300342371,สยามนิวส์,Sue Siam Company Limited,20944,41
173554381039604,กุลชร มีสัมฤทธิ์ - สจ.ช้าง,กุลชร มีสัมฤทธิ์ - สจ.ช้าง,20912,8
1635406246730420,วรงค์ เดชกิจวิกรม - Warong Dechgitvigrom,วรงค์ เดชกิจวิกรม - Warong Dechgitvigrom,20800,34
109890411945719,นพ.ญาณกิตติ์ ห่วงทรัพย์,Natthavut Damtongsuk,20696,16
101274425792459,กิตติพงศ์ รวยฟูพันธ์ - ส.ก.ไอซ์ เขตทุ่งครุ,กิตติพงศ์ รวยฟูพันธ์ - ส.ก.ไอซ์ เขตทุ่งครุ,20682,3
111102121566092,พลช กฤษณะราช แกลง เขาชะเมา กาเบอร์ 3,ภัทรพล สกุลมา,20678,4
484830871527961,ภาควัต ศรีสุรพล ซัน พรรคเพื่อไทย,ภาควัต ศรีสุรพล ซัน พรรคเพื่อไทย,20359,18
110393571779877,เพื่อนพี่หนาน-แมว,เพื่อนพี่หนาน-แมว,20338,14
100568038658864,อธิวัฒน์ สอนเนย,Athiwat Sornnoey,20232,6
1423854681069294,สาคร เกี่ยวข้อง,สาคร เกี่ยวข้อง,20144,12
161059271100,Double A Thailand,Double A Club,20000,2
104355192139176,วิฑูร ลี้ธีระนานนท์,วิฑูร ลี้ธีระนานนท์,19908,2
277143792910800,เฉลิมพงศ์ แสงดี - Chalermpong Saengdee,เฉลิมพงศ์ แสงดี - Chalermpong Saengdee,19825,17
467424870040934,ปกรณ์ อารีกุล,ปกรณ์ อารีกุล,19754,6
106337912336664,ปั้น ณัทกร แก้วพิจิตร,ปั้น ณัทกร แก้วพิจิตร,19652,11
111680063837704,สหัสวัต คุ้มคง,สหัสวัต คุ้มคง,19000,4
1578612522208124,แมน เจริญวัลย์,แมน เจริญวัลย์,18775,8
399190156841695,อนุวัตร์ ชาติพัฒนากล้า สุราษฎร์ธานี,อนุวัตร์ ชาติพัฒนากล้า สุราษฎร์ธานี,18692,14
107449532000210,ธิติวัฐ อดิศรพันธ์กุล - Thitiwat Adisornphankul,ธิติวัฐ อดิศรพันธ์กุล - Thitiwat Adisornphankul,18649,13
100301042076812,นพพล ธนิกุล,นพพล ธนิกุล,18521,7
104963151112166,การเมือง kanmuang.com,การเมือง kanmuang.com,17899,12
108839095327193,โก้จ๋าย เอกวานิช,โก้จ๋าย เอกวานิช,17714,7
100748929619672,โต้ง สาโรจน์ ซึ้งไพศาลกุล พลังประชารัฐ,สาโรจน์ ซึ้งไพศาลกุล,17590,3
110325891388981,พิมพกาญจน์ พลสมัคร,พิมพกาญจน์ พลสมัคร,17508,13
105564202863465,Wan ubumrung,Wan ubumrung,17264,2
182503936019102,กาแฟยอดรัก กาแฟที่หนึ่งในดวงใจ ของแท้ 0807949553,These ads ran without a disclaimer,17240,28
1298558836966562,นายสัตวแพทย์ อนันต์ ฤกษ์ดี,อนันต์ ฤกษ์ดี,17064,14
101392419586040,นิกร โสมกลาง - Nikorn Soemklang,Phanupong Tan-aim,16909,7
2131398436998925,ชนินทร์ รุ่งแสง ปชป.,ชนินทร์ รุ่งแสง ปชป.,16869,8
106603599085478,ตุ้ย นพดล ลัดดาแย้ม ปทุมธานี เขต2 เบอร์3,Worakit Chitrman,16341,8
104062279288492,สมศักดิ์ กุลาวาไชย - แดน ศรีราชา,กฤษณา เลิศวรากรชัย,16325,11
109193628113790,ดร.ปุ๊ก หทัยรัตน์ เพชรพนมพร,ดร.ปุ๊ก หทัยรัตน์ เพชรพนมพร,16085,5
104909135396165,Phuthita Chaianun - พุธิตา ชัยอนันต์,Phuthita Chaianun,16000,4
111485468432921,พรรคเปลี่ยนอนาคต Changefuture party,พรรคเปลี่ยนอนาคต Changefuture party,15983,8
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Suksan Booran,15957,3
2245605448891362,จักรวี วิสุทธิผล,Jakravee Visutipol,15755,7
105289357813967,ปุณณ์สิริ บุณยเกียรติ - บีท - Punsiri Boonyakiat,ปุณณ์สิริ บุณยเกียรติ - บีท - Punsiri Boonyakiat,15635,19
107535498701936,ธาม สมุทรานนท์  บางกะปิ-วังทองหลาง,Yonlapat Wangsarn,15584,15
333851820592868,ยุทธนา โพธสุธน,ยุทธนา โพธสุธน,15534,5
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,15488,4
101696788465808,TOP News,TOP News,15419,3
105347558390671,นริสสร แสงแก้ว,Attaporn Pohkaew,15400,20
318392915554883,ภิญโญ กิจเลิศไพโรจน์ - Pinyo Kitlertphairoj,ภิญโญ กิจเลิศไพโรจน์ - Pinyo Kitlertphairoj,15393,17
368272950639882,รังสรรค์ มณีรัตน์,รังสรรค์ มณีรัตน์,14859,9
204016840519336,ศ.ดร.นฤมล ภิญโญสินวัฒน์,ศ.ดร.นฤมล ภิญโญสินวัฒน์,14799,13
106918887836105,ศรราม ภูมิไชย_แฟ้ม,ศรราม ภูมิไชย_แฟ้ม,14799,6
100399988164632,ร่มธรรม ขำนุรักษ์ -หวาย,Romtham Khumnurak,14765,54
109181551570681,วชิราภรณ์ นิรันตราภรณ์ - พรรคก้าวไกล สงขลา เขต 2,Wachiraporn Niruntraporn,14716,9
804181579762028,จิรายุ ห่วงทรัพย์,จิรายุ ห่วงทรัพย์,14675,11
113348094971856,โกขุน พูดแล้วทำ,โกขุน พูดแล้วทำ,14609,5
175034722553191,ดร.ลีลาวดี วัชโรบล,ลีลาวดี วัชโรบล,14483,21
107597078770351,Marion Owens,Ekkachai Wichien,14477,4
933748876827175,ปิยะมาศ บัวแก้ว,ปิยะมาศ บัวแก้ว,14447,5
104571979194914,ปานทิพย์  พิมพ์พิชชา  ชัยศุภกิจเจริญ,Rujirat Pojaruen,14432,12
107878701895152,ธนัญญา แท่นแก้ว - Tananya Tankaew,พรรคก้าวไกล,14300,10
112706641077875,สจ.ดนุภัทร์ เชียงชุม,สจ.ดนุภัทร์ เชียงชุม,14239,23
522718414543268,สุทธิ ปัญญาสกุลวงศ์,สุทธิ ปัญญาสกุลวงศ์,14126,17
113468581742331,ไทยชนะ FC,พรรคไทยชนะ FC,14126,9
109132222106497,เอฟ ชนัตถ์ นันทปัญญา,Katakorn Phukhaow,14116,14
1930282217268558,ดร.ส้ม พัชรินทร์ ซำศิริพงษ์ เขต 2 กทม ปทุมวัน สาทร ราชเทวี พรรคภูมิใจไทย,ดร.ส้ม พัชรินทร์ ซำศิริพงษ์ เขต 2 กทม ปทุมวัน สาทร ราชเทวี พรรคภูมิใจไทย,14000,3
101154249183808,นิยม ประสงค์ชัยกุล,นิยม ประสงค์ชัยกุล,13859,11
103493019318704,เพิ่มพงศ์ วงศ์ทรายทอง - เบลล์,เพิ่มพงศ์ วงศ์ทรายทอง,13845,14
174674890018644,นายเดชอิศม์ ขาวทอง นายกชาย,Phetai Sretrairat,13826,29
2071055443224881,พงษ์วริษฐ์  วงศ์หนองแวง คนของประชาชน,พงษ์วริษฐ์  วงศ์หนองแวง คนของประชาชน,13772,5
104297969298793,สุรชัย  อนุตธโต,สุรชัย อนุตธโต,13733,29
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,13691,30
109794888685584,สมเจตน์ เกตุวัตถา,สมเจตน์ เกตุวัตถา,13673,13
103346939405544,ปรีติ เจริญศิลป์ เบอร์ 1 ก้าวไกล นนทบุรี เขต 5,Preeti Charoensilp,13649,23
161052211196800,พรรคเสรีรวมไทย,พรรคเสรีรวมไทย,13601,6
106027778579885,น้องแพน จิตพลอย จิตจักรวาลทอง,Jitploy Jitjakkawantong,13538,38
103827765773496,หมอตุล,หมอตุล,13484,11
307513345840,SpringNews,SpringNews,13292,5
234345809961492,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,13249,9
104321752173970,สมเกียรติ ขุนบุญจันทร์,สมเกียรติ ขุนบุญจันทร์,13179,8
322329881713130,ขวัญเลิศ พานิชมาท - Kwanlerd Panichmath,ขวัญเลิศ พานิชมาท - Kwanlerd Panichmath,13084,16
103572698732472,กาแฟยอดรัก โกโก้ยอดรัก เพจบริษัท ของแท้ 100% ส่งฟรีปลายทาง 0807949553,These ads ran without a disclaimer,13011,97
118384374541874,มงคล ศรีคำแหง พรรคเพื่อไทย,มงคล ศรีคำแหง,12758,5
110199735129147,ทวี สุระบาล,ทวี สุระบาล,12733,15
141739712586,ตรีรัตน์ ศิริจันทโรภาส - Treerat Sirichantaropas,ตรีรัตน์ ศิริจันทโรภาส - Treerat Sirichantaropas,12466,3
166420290494333,สายไหมบ้านเรา - ดร.สมชาย เวสารัชตระกูล,สายไหมบ้านเรา - ดร.สมชาย เวสารัชตระกูล,12385,7
105782438913837,มีศักดิ์ ภักดีคง,มีศักดิ์ ภักดีคง,12289,33
103519619366975,รวมไทยสร้างชาติ ชลบุรี,รวมไทยสร้างชาติ ชลบุรี,12099,33
113855987049534,โอเล่ เอกชัย ผ่องจิตร์,โอเล่ เอกชัย ผ่องจิตร์,12062,9
112667281187463,ถิรเดช ตั้งมั่นก่อกิจ สจ.ม้อ,ถิรเดช ตั้งมั่นก่อกิจ สจ.ม้อ,12007,11
115140113734156,ขวัญเรือน เทียนทอง,ขวัญเรือน เทียนทอง,11949,20
110204590612663,ธีรัจชัย พันธุมาศ - Teerajchai Phunthumas,ธีรัจชัย พันธุมาศ,11925,6
480222865705980,สรรเพชญ บุญญามณี,สรรเพชญ บุญญามณี,11908,10
281449469423502,สจ สถาพร กล่อมเจริญ นักต่อสู้สิทธิเพื่อประชาชน เขต4 สุราษฎร์ธานี,Phadungsak Sawasdee,11872,6
108201828409912,ณัฐวัฒน์ พอใช้ได้,Atirit Dechasiniwat,11868,50
117206547959406,คิดไม่ออกบอก “ ตู๋ “ ธนพล,Pattariya Pornsomboonsiri,11744,11
602399360188164,ดร.ไพร พัฒโน,ดร.ไพร พัฒโน,11628,4
2207592052842230,ทวีชัย วงศ์ไพโรจน์กุล - เบสท์,Veerapat Sinpattrwongse,11604,7
440725636364504,สุชัย พงษ์เพียรชอบ,สุชัย พงษ์เพียรชอบ,11543,4
103003377726705,เสื้อผ้าแฟชั่นNaPa,Threeramate Artkongharn,11521,12
102895935319115,วิพุธ ศรีวะอุไร - Viput Srivaurai,วิพุธ ศรีวะอุไร - Viput Srivaurai,11500,2
2046265545683549,เชียร์ลุง,เชียร์ลุง,11497,43
746280992139796,LINE MAN,These ads ran without a disclaimer,11485,1
100893829013139,ภูริวรรธก์ ใจสำราญ - Puriwat Chaisamran,Puriwat Chaisamran,11463,14
106712599066987,รักเมืองหาดใหญ่9,Parawan Kuaseng,11404,7
107543695506457,ธนชัย สินธุไพร,Orf Thanachai Sindhuprai,11363,20
109374672107915,อาร์มมี่ พชร ภูมิจิตร,Panuchai Sakanuchaichan,11281,9
100486988544567,ไกด์ - วุฒิรักษ์ เเพงตาแก้ว - Wuttirak Pangthakaew,Wuttirak Pangthakaew,11261,9
109426527988876,ดร ปรเมษฐ์ จินา อดีตรองนายก อบจ.สุราษฎร์ธานี,ปรเมษฐ์ จินา,11186,25
111331191880453,วินัย วิจิตรโสภณ - Winai Wijitsophon,วินัย วิจิตรโสภณ - Winai Wijitsophon,11153,20
106325291501353,วิเวียน จุลมนต์,Vivian Chullamon,11119,21
114043631615331,ชานิสรา ภูวิจิตร บอสโอ๋เพื่อไทย,ชานิสรา,11042,9
