Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
122916017388418,Salamandra Torres,Salamandra Torres,557,4
103875718352005,Manuel Baldizon Vargas,These ads ran without a disclaimer,552,4
108683092124094,Ruta 23,Ruta 23,531,2
104383898835101,Hagamosgrandeizabal,These ads ran without a disclaimer,515,4
113602491685198,Hablemos TV,These ads ran without a disclaimer,500,1
111705388544351,Prosperidad Ciudadana Gualan,These ads ran without a disclaimer,478,1
101384729602875,Vamos Salcajá,Johnny Laureano Rodriguez Lopez,476,6
116255971414800,Política Migración,Política Migración,455,1
107777142265066,MLP San Pedro Sac.,MLP San Pedro Sac.,451,10
200480966638039,Supremacy 1914,These ads ran without a disclaimer,445,2
415170472372647,Portal de Oriente,Portal de Oriente,440,2
333731437290922,La Critica Gt,La Critica Gt,415,2
102490342357338,Byron Geovanny Orellana Orellana,Byron Geovanny Orellana Orellana,405,4
101834689161496,Partido VALOR Chichicastenango,Partido VALOR Chichicastenango,405,3
342599725828584,Noticias de Petén,Noticias de Petén,400,2
787464724775213,David Chic,David Fernando Chic Jimenez,397,1
103696968775786,Diestra La Revista,Epifania Garcia,390,2
312457492980456,Opinión Gt,Opinión Gt,369,2
856012741442139,Ipas LAC,NEUMA,363,3
164054510913858,Mazatenango Informátivo,Mazatenango Informátivo,306,3
105932339114662,Pedro René Escobar,Pedro Si Vá,300,1
100747189646660,Política a la Tortrix,Política a la Tortrix,256,3
120436067618344,La presidenta,La presidenta,255,4
101195172935082,AveriGuate,AveriGuate,254,4
698975306831092,Ingeniero Roberto Peralta,These ads ran without a disclaimer,242,9
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,242,1
122851700741399,Correr la bola,Correr la bola,239,6
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,235,1
109854858755537,Irrain Corado,Irrain Corado,228,2
100567842339226,Noticias URNG Maíz,Noticias URNG Maíz,214,2
157888697558358,CRN Noticias,These ads ran without a disclaimer,211,4
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,200,1
546030959209093,Desafio Tv,Desafio Tv,199,1
114108281649614,Cincopaisesnews,These ads ran without a disclaimer,195,1
353485527057,Manuel Antonio Baldizón,These ads ran without a disclaimer,190,1
114098550320514,Noticias La Blanca S.M.,Jennifer Lopez,183,2
460494384516612,El Portal de Occidente gt,El Portal de Occidente gt,177,1
112851281055736,Fuerza Ciudadana,These ads ran without a disclaimer,176,1
104802371498661,Armando Paniagua,Armando Paniagua,175,1
110004498734711,Erick Arana - BIEN,Erick Yovani Arana Zuñiga,166,4
824748340908147,Hernan Ovalle Salcaja,These ads ran without a disclaimer,163,1
108748214736261,Partido Republicano -PR-,Partido Republicano -PR-,155,3
103264688646377,Acción Jurídica Guatemala,These ads ran without a disclaimer,154,1
105721492045749,San Carlos Alzatate,San Carlos Alzatate,150,2
115437731462293,WINAQ Jocotenango,WINAQ Jocotenango,147,4
101170418930587,Manolo Xar,Manolo Xar,145,5
103769008029892,Noticias San Marcos,Jennifer Lopez,137,2
111035383962426,Noticias Tacaná,Jennifer Lopez,135,2
101523721591377,Noticias Tejutla,Jennifer Lopez,134,2
120022507675808,Página que te avisa si Edmond Mulet ya Murió,Página que te avisa si Edmond,131,3
100739341784242,Dr Elder Fernando portillo y portillo,These ads ran without a disclaimer,130,4
115018341521823,CREO Jutiapa,These ads ran without a disclaimer,125,2
100805759631118,Todos Con Heidy,Todos Con Heidy,122,2
100490729492964,Sebastian Bello,These ads ran without a disclaimer,122,40
112799601755824,Chulamar,These ads ran without a disclaimer,120,1
102894939469958,Diputado Chiquimula VIVA,Jose Acner  Cano Canales,119,4
123752213957960,Lo que Sandra se llevó,Lo que Sandra se llevó,114,4
107967548918085,Izquierda GT,Izquierda GT,111,4
104201789317613,Partido Valor-Unionista Sibilia,These ads ran without a disclaimer,109,2
119774411035856,Zury Sama,Zury Sama,109,2
101362805052535,Hola,Hola,105,2
111055994050917,E-data,E-data,≤100,2
112362198458731,VOS Petapa,VOS Petapa,≤100,2
114466183616195,Noticias Ayutla,Jennifer Lopez,≤100,2
101971388212641,Noticias Pajapita S.M.,Jennifer Lopez,≤100,2
104089457996473,Noticias Malacatán,Jennifer Lopez,≤100,2
103892081351211,Noticias Catarina S.M.,Jennifer Lopez,≤100,2
113863513676957,Noticias San Rafael Pie De La Cuesta,Jennifer Lopez,≤100,2
100552105023362,Noticias el Tumbador,Jennifer Lopez,≤100,2
110744673991505,Noticias Tajumulco,Jennifer Lopez,≤100,2
103222091419273,Noticias San José Ojetenam,Jennifer Lopez,≤100,2
109663920767127,Noticias Comitancillo,Jennifer Lopez,≤100,2
102241754851760,Noticias El Quetzal S. M.,Jennifer Lopez,≤100,2
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100,2
114103503653411,Noticias Nuevo Progreso S.M.,Jennifer Lopez,≤100,2
103267651414497,Noticias Esquipulas Palo Gordo,Jennifer Lopez,≤100,2
105418255834949,Punto Final,Natalia Pinzon Hernandez,≤100,2
100959499644323,Cambio Cobán oficial,Eduardo Luther,≤100,1
111083754946084,Partido Humanista San Marcos -PHG-,Partido Humanista San Marcos -PHG-,≤100,4
112517118171120,Fito Villagrán,Fito Villagrán,≤100,2
102126742452994,Partido Victoria Cantel,These ads ran without a disclaimer,≤100,1
104198917984643,Noticias Concepción Tutuapa,Jennifer Lopez,≤100,2
104459661292913,Noticias San Miguel Ixtahuacán,Jennifer Lopez,≤100,2
109293990804478,Noticias Ixchiguán,Jennifer Lopez,≤100,2
103232488084729,Noticias Río Blanco S.M.,Jennifer Lopez,≤100,2
100373105041599,Noticias Sipacapa,Jennifer Lopez,≤100,2
103134718094665,Noticias San Pablo S. M.,Jennifer Lopez,≤100,2
1710300235853890,Noticiero El Vigilante,These ads ran without a disclaimer,≤100,1
101486344928292,Noticias Sibinal,Jennifer Lopez,≤100,2
110198674046882,Noticias San Cristóbal Cucho,Jennifer Lopez,≤100,2
102359978173169,Noticias San Lorenzo S.M.,Jennifer Lopez,≤100,2
100787838332962,Noticias San José el Rodeo,Jennifer Lopez,≤100,2
104069167998061,Noticias La Reforma S.M.,Jennifer Lopez,≤100,2
281521115295240,Asies Guatemala,These ads ran without a disclaimer,≤100,1
728099677341714,Romeo Méndez,Romeo Méndez,≤100,18
107558398974199,Celita De León,These ads ran without a disclaimer,≤100,1
113549974664813,Eventos Magic Plus Guatemala,Anllelo Jesus Divas,≤100,1
101827722802918,PAN. Alta Verapaz.,These ads ran without a disclaimer,≤100,5
100891681739204,Javier Carbajal,These ads ran without a disclaimer,≤100,2
106532955748807,Comunidad Elefante San Juan Sac. Oficial,Juan Jose Herrera de León,≤100,1
104257179297468,Ing. Oscar Solares,These ads ran without a disclaimer,≤100,1
116875848035555,Ismeraí de Arcia - Santa Ana Huista,A marketing,≤100,4
115947938103372,Epicentro News,Natalia Pinzon Hernandez,≤100,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,12
331098877054420,Morales para ti,Morales para ti,≤100,2
109323133802939,Neurona,Neurona,≤100,2
118969571141991,VOS Tacaná,VOS Tacaná,≤100,2
2291134174474524,"Tinamït, Comité Cívico",These ads ran without a disclaimer,≤100,1
331830461556993,Ramón Raymundo,These ads ran without a disclaimer,≤100,1
114036114933185,Jahiro Otzoy,These ads ran without a disclaimer,≤100,1
107606778526522,Valor  Momos,These ads ran without a disclaimer,≤100,1
116218431429905,Octavio Artemio de León Delgado,Octavio Artemio de León Delgado,≤100,4
439669373244263,Yo APOYO A SUGER,Yo APOYO A SUGER,≤100,1
106103748402591,,Partido Victoria Totonicapán,≤100,3
100567842339226,Noticias URNG Maíz,Doriam Elizabeth Morales Guerra,≤100,1
1190933041016116,BLANKY PEREZ,These ads ran without a disclaimer,≤100,1
104621875868554,Entretenimiento,These ads ran without a disclaimer,≤100,1
111249487132044,José Miguel Solórzano Oficial.,These ads ran without a disclaimer,≤100,1
169925374631061,Wahl Guatemala,These ads ran without a disclaimer,≤100,1
493919797777986,Izabal de ahuevo,These ads ran without a disclaimer,≤100,1
114446168177543,Saber Votar Guatemala,These ads ran without a disclaimer,≤100,1
117763161275571,"Yo soy, Jonathan",Jose Ligorria,≤100,4
102484609311364,Producciones Aj Tzólojyá,These ads ran without a disclaimer,≤100,2
154972054558010,Plaza Pública,These ads ran without a disclaimer,≤100,1
101906816181127,Partido BIEN Aguacatán,Partido BIEN Aguacatán,≤100,1
107313468911646,Mi Familia La Esperanza,These ads ran without a disclaimer,≤100,1
107577142268376,BIEN Escuintla,These ads ran without a disclaimer,≤100,1
1608206099427648,Pablo Pacheco,These ads ran without a disclaimer,≤100,1
610308529317461,Con Vos,Con Vos,≤100,9
105572025851775,Gilberto Jocop El Pescado,These ads ran without a disclaimer,≤100,1
115348344832430,Color Happygt,These ads ran without a disclaimer,≤100,1
112030985166801,Focus News,Natalia Pinzon Hernandez,≤100,1
108318715562829,Abi Espin,These ads ran without a disclaimer,≤100,16
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
103451285140725,El Informante,These ads ran without a disclaimer,≤100,1
115393671416893,Elvis Patt,These ads ran without a disclaimer,≤100,1
1575300589428722,Tony Flores Oficial,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,3
107592792281275,Valor Nentón,Valor Nentón,≤100,5
164054510913858,Mazatenango Informátivo,These ads ran without a disclaimer,≤100,1
101362805052535,Hola,These ads ran without a disclaimer,≤100,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,30
108957400693802,Carlos Aguilar,These ads ran without a disclaimer,≤100,1
107174172303572,LGBT Guatemala,Natalia Pinzon Hernandez,≤100,1
117614361273913,PAN - Partido de Avanzada Nacional - Mixco,These ads ran without a disclaimer,≤100,1
103116819128654,Oswaldo Ruiz,Oswaldo Agustin Ruiz Garrido,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,3
106313092408190,Michelle Jota VBE,These ads ran without a disclaimer,≤100,3
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,≤100,2
101834689161496,Partido VALOR Chichicastenango,Kevin Saquic Ramos,≤100,1
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,≤100,1
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,3
743500726048338,Jairo Zepeda,Jairo Zepeda,≤100,3
303455713105608,Prensa Comunitaria,These ads ran without a disclaimer,≤100,2
107358737810334,Loros Sin Fronteras,These ads ran without a disclaimer,≤100,4
106845268900163,Miguel Flores Gómez,These ads ran without a disclaimer,≤100,1
110995135243696,Yohana Uzz,These ads ran without a disclaimer,≤100,1
113978394579161,Marimba Orquesta Sonora Mamacita,These ads ran without a disclaimer,≤100,1
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100,11
102473162654798,Mi Familia Camotan,These ads ran without a disclaimer,≤100,1
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,12
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,4
103761686051702,David Vega,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,7
949182708466103,Soltraj  PARA TODOS,These ads ran without a disclaimer,≤100,1
118412971186800,Miguel López,These ads ran without a disclaimer,≤100,1
163612320390775,Pantaleon,These ads ran without a disclaimer,≤100,2
274661439533902,TECNO MART,These ads ran without a disclaimer,≤100,1
1751038415122588,Sergio Barrios,These ads ran without a disclaimer,≤100,1
229496247180755,Fundación Libertad y Desarrollo,These ads ran without a disclaimer,≤100,1
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,9
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,2
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
111363940595440,Noticias Ocós S.M.,Jennifer Lopez,≤100,1
458665920931694,Mi Gente,These ads ran without a disclaimer,≤100,1
108066250929809,Noticias San Antonio Sacatépequez,Jennifer Lopez,≤100,1
107863265440450,GuateNoticias,These ads ran without a disclaimer,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,4
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
104899075873831,Partido Azul San Pablo,These ads ran without a disclaimer,≤100,1
113869490337662,Punto X Punto,These ads ran without a disclaimer,≤100,1
834181436749227,Apoyemos a GUATE muchá,These ads ran without a disclaimer,≤100,1
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,≤100,5
1359136157453700,Bere Ramos,These ads ran without a disclaimer,≤100,6
1683030321732560,Blessed Power Energym,These ads ran without a disclaimer,≤100,1
100393489608783,Podemos- San Andrés Xecul,These ads ran without a disclaimer,≤100,2
109067201904212,Secretaría de Asuntos de la Mujer,These ads ran without a disclaimer,≤100,1
2058053604439707,Stiebel Eltron América Latina,These ads ran without a disclaimer,≤100,2
109234018766722,Arkad-03,These ads ran without a disclaimer,≤100,1
113905381987655,Asodispro,These ads ran without a disclaimer,≤100,1
183955004970278,Escuela de Automovilismo Autorizada Daniel Cabrera / clasesylicencias.com,These ads ran without a disclaimer,≤100,1
117729311283931,VIVA Chuarrancho Gt Oficial,These ads ran without a disclaimer,≤100,1
524388061096158,Colegio King David,These ads ran without a disclaimer,≤100,1
107186555559853,"Todos malacatan ""Otto Recinos""",These ads ran without a disclaimer,≤100,1
109332978465609,Sebastian Castro,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,21
2323837731169313,Miguel Jordan,These ads ran without a disclaimer,≤100,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100,1
101411836200958,MLP Oratorio Santa Rosa,These ads ran without a disclaimer,≤100,1
107447588914077,Nosotros Carcha,These ads ran without a disclaimer,≤100,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,4
104427078644876,Ojo Ciudadano TV,Ojo Ciudadano TV,≤100,1
151808344940167,Jevpic Productions,These ads ran without a disclaimer,≤100,1
116704324641637,Fundacion De Búsqueda Y Rescate De Migrantes,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,7
350483692200950,Chapin MAN,These ads ran without a disclaimer,≤100,1
108562965017764,vaccottifer,These ads ran without a disclaimer,≤100,1
304499560287545,Mariano Portillo,These ads ran without a disclaimer,≤100,1
107975805606424,Luis Aldana,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
109284298798218,San Jorge Territorio CABAL,These ads ran without a disclaimer,≤100,1
601275400034336,Zanqueros en guatemala,These ads ran without a disclaimer,≤100,1
101834689161496,Partido VALOR Chichicastenango,These ads ran without a disclaimer,≤100,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100,6
84739343457,Motor.es,These ads ran without a disclaimer,≤100,1
109928222014554,Yo Voto,These ads ran without a disclaimer,≤100,1
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,≤100,2
106978991042043,Chonita News,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,5
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,3
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,≤100,2
189460705168518,IDCOM,These ads ran without a disclaimer,≤100,1
1585145738370333,VEPA Colombia,These ads ran without a disclaimer,≤100,1
102962402632539,Jaime Parejo,These ads ran without a disclaimer,≤100,1
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100,1
108333208918973,comitecivicochitoibarra,These ads ran without a disclaimer,≤100,1
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
105434295876078,redjuafro.lac,These ads ran without a disclaimer,≤100,1
115147794873115,Partido Cambio Los Amates Izabal,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,2
103902772675099,Paola Noboa,These ads ran without a disclaimer,≤100,20
105607335827634,Comite Civico Electoral el Guacal,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100,1
105099435739173,Farmacia San Rafael,These ads ran without a disclaimer,≤100,6
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
103392146006662,Santiago Maquín,These ads ran without a disclaimer,≤100,1
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,1
101289218907718,Web News,These ads ran without a disclaimer,≤100,2
389976681048925,ECMIA,These ads ran without a disclaimer,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,1
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
101436044789330,pato.cine,These ads ran without a disclaimer,≤100,1
282609205261913,Soy Rico,These ads ran without a disclaimer,≤100,1
104512079281534,Sueño Fácil,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,4
114777685207518,Viva - Latinoamérica y El Caribe,These ads ran without a disclaimer,≤100,1
100617472209320,La Guachafita,These ads ran without a disclaimer,≤100,1
365038286972781,Jubileosuramericas,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
110251704784438,The Ashley Lashley Foundation,These ads ran without a disclaimer,≤100,1
105318018396730,HEMOFILIA EN POSITIVO,These ads ran without a disclaimer,≤100,1
104894025767563,Sacapulas es territorio CABAL,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
113205835040643,Wsp35,These ads ran without a disclaimer,≤100,1
106315305777404,Rafa Alatorre,These ads ran without a disclaimer,≤100,1
200226622453,NOWNESS,These ads ran without a disclaimer,≤100,1
112069398523954,ZZ-10-pro,These ads ran without a disclaimer,≤100,1
171522852874952,Juventus,These ads ran without a disclaimer,≤100,1
109594738543819,Aug.28-01,These ads ran without a disclaimer,≤100,1
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,1
100970059574672,Bisexual.org en Español,These ads ran without a disclaimer,≤100,1
111101718592465,Wsp43,These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
100966486285059,C301-18,These ads ran without a disclaimer,≤100,1
114507271987242,IVECA International Virtual Schooling,These ads ran without a disclaimer,≤100,1
200990963441531,Boredom Therapy,These ads ran without a disclaimer,≤100,1
105712355804400,Wsp03,These ads ran without a disclaimer,≤100,1
115652281405063,mentalhealthwithkiara,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
79511407410,Mercedes-AMG Petronas F1 Team,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
387287078528,Líder Moderno,These ads ran without a disclaimer,≤100,1
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,1
119224834449560,Lst32,These ads ran without a disclaimer,≤100,1
117516627950640,Wsp31,These ads ran without a disclaimer,≤100,1
123686987323594,Curso de Jardenería,These ads ran without a disclaimer,≤100,1
114751934918631,Lin-bmd-04,These ads ran without a disclaimer,≤100,3
111542721915368,Naturalmente bella,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
369479089905524,Shane Mahoney,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,3
107553662058080,Germano Romero,These ads ran without a disclaimer,≤100,2
102253235647259,Futbolete - Revista,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
115602001493333,Z-50-pro,These ads ran without a disclaimer,≤100,2
117777647908592,Casa de Cultura Os Capoeira - SP,These ads ran without a disclaimer,≤100,1
685349548164110,Poeta del Cielo,These ads ran without a disclaimer,≤100,1
53320617721,Global Rescue,These ads ran without a disclaimer,≤100,1
108040604918274,Napolitan consulting,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,3
106931698352366,Materials MDPI,These ads ran without a disclaimer,≤100,1
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,3
111071828580081,Wsp25,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,2
104828325921007,Spf-024,These ads ran without a disclaimer,≤100,1
139681112726364,Boletín de la Computación,These ads ran without a disclaimer,≤100,1
421002731270405,swisspeace,These ads ran without a disclaimer,≤100,1
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,1
122125810793113,Gam Speeder,These ads ran without a disclaimer,≤100,1
110295965146898,Rogers Sharon,These ads ran without a disclaimer,≤100,1
1215954961915796,RumiNews España,These ads ran without a disclaimer,≤100,1
101545415784484,Simple Tribune,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,4
106521037944872,actitudhelloworld,These ads ran without a disclaimer,≤100,1
100340493028673,Lst46,These ads ran without a disclaimer,≤100,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100,2
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
255635931137563,FUNDASIL,These ads ran without a disclaimer,≤100,1
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,2
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
105544639144781,Ayuda Lista de Espera - AOL v. Mayorkas,These ads ran without a disclaimer,≤100,3
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
101459741907326,Jerusalem Online - Culture,These ads ran without a disclaimer,≤100,1
1065252286883009,Makur Majeng,These ads ran without a disclaimer,≤100,1
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
119763351065928,Lst33,These ads ran without a disclaimer,≤100,2
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,1
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,3
100331663036214,Yu-227,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,2
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100,1
109806105417332,Lin-bmd-02,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
