Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,115283,13
1968071673442566,FANTAS　study,These ads ran without a disclaimer,109525,2
113909767727876,toanet_official,These ads ran without a disclaimer,106582,2
215013205228698,SBI 証券,These ads ran without a disclaimer,102528,2
112647271461061,えりアルフィヤ,自由民主党 千葉県第五選挙区支部,100707,6
275005077647370,愛媛県選挙管理委員会,愛媛県選挙管理委員会,100475,2
100481111301168,株たす,These ads ran without a disclaimer,100118,4
447999132423783,千葉県選挙管理委員会,千葉県選挙管理委員会,98603,1
102038482805178,サイノシュアー・ジャパン,These ads ran without a disclaimer,96571,2
544991069308243,日本投資機構株式会社,These ads ran without a disclaimer,96066,29
101983646189956,金沢選挙管理委員会,尾上智美,94509,2
104931392422072,高島りょうすけ,髙島りょうすけ後援会,92773,3
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,92181,4
129771470382318,KENCHIKU,These ads ran without a disclaimer,87536,3
112250785160571,佐賀県議会議員選挙2023,佐賀県選挙管理委員会,86373,2
1886360704784999,秋田県選挙管理委員会事務局,秋田県選挙管理委員会事務局,80292,5
1677836569005110,サノフィ,These ads ran without a disclaimer,75812,2
109780572031538,洞口さとし,船橋市政と子育て世代の会,72213,5
100514849660851,三重県選挙管理委員会,三重県選挙管理委員会,67811,1
413847335481057,起業の学校 Willfu 社会人講座,These ads ran without a disclaimer,65339,4
450923665041182,めちゃコミック（めちゃコミ）,These ads ran without a disclaimer,65221,1
104480918173191,かず｜慶應卒起業家,These ads ran without a disclaimer,62113,7
208661552479830,日本財団,Shigeru Fujita,61923,11
113108765021262,広島県議会議員一般選挙2023,Reika Tanabe,61509,26
115001374867292,福井県選挙管理委員会事務局,福井県選挙管理委員会,59467,3
232686866917435,Mielka,特定非営利活動法人Mielka,59372,6
113029834985221,DHC ウエスト気になる 30日分,These ads ran without a disclaimer,58683,1
106124318115807,みんなの銀行,These ads ran without a disclaimer,53954,6
104037359317288,公明党 城東支部,株式会社サーカス,52025,14
1506886592968697,WHITE CROSS,These ads ran without a disclaimer,51614,1
106489258987363,名古屋市・愛知県議会議員選挙啓発アカウント,名古屋市選挙管理委員会事務局,51456,2
113636431681669,千葉市・区選挙管理委員会,千葉市・区選挙管理委員会,51113,1
116519890473491,いわて自民党,いわて自民党,50000,1
190352677763668,株式会社東京コンサルティングファーム,These ads ran without a disclaimer,46935,4
302301300452310,馬場ちから後援会,馬場ちから後援会,46538,2
114307118145800,まちかど徳島,These ads ran without a disclaimer,46284,1
104509392312383,ちょこざっぷ（chocoZAP）,These ads ran without a disclaimer,44522,1
113041875048507,山形県選挙管理委員会事務局,山形県選挙管理委員会事務局,41840,2
1678389695608051,EDIX,These ads ran without a disclaimer,41273,4
253908565460094,アース製薬,These ads ran without a disclaimer,38351,1
344858169659481,衆議院議員 山崎誠（立憲民主党神奈川県第5区総支部長）,Makoto Yamazaki,37740,1
104533215755145,ZOE_Japan,ZOE Japan,37327,6
1423350634643339,新金線 いいね！,These ads ran without a disclaimer,37272,2
104124041821457,Beauty Channel,These ads ran without a disclaimer,37036,6
827164404045107,船井総研　住宅・不動産コンサルティング,These ads ran without a disclaimer,36626,6
199021690124428,日経の本,These ads ran without a disclaimer,32990,2
105501048207281,Trường Học Lái Xe Người Việt,These ads ran without a disclaimer,31634,1
1080438998669778,ハコベル/hacobell,These ads ran without a disclaimer,31462,4
1548994992084036,ペットセーバー,These ads ran without a disclaimer,31143,4
105458429152816,清水直幸後援会｜清水直幸とよいまちを子どもにわたす会,Ryo Shimizu,30779,3
318691345000883,ワールドクラスパートナーズ,These ads ran without a disclaimer,30425,5
1015110425337689,皆生游月,These ads ran without a disclaimer,30277,4
205953672945051,沢田なおきを応援する会 ＦＢ支部,沢田なおきを応援する会 ＦＢ支部,30000,4
113930007073983,Climate Dialogue Japan,Climate Dialogue Japan,30000,6
100421466361254,長野市の高収入アルバイト,These ads ran without a disclaimer,29786,1
1108998585837540,香川県選挙管理委員会,香川県選挙管理委員会,29659,2
102452195938490,柴田英樹,柴田英樹,29637,1
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,29536,4
115411928125206,群馬県選挙管理委員会,市川結衣那,28631,1
107190895491621,大富豪の投資術 Investment College,These ads ran without a disclaimer,28607,16
102548281859049,完全栄養パン Basebread,These ads ran without a disclaimer,27764,1
108954555045499,町田てるよし後援会,町田てるよし後援会,27504,4
104837455833648,Issues_ad,株式会社issues,26807,9
100789405705259,神奈川県選挙管理委員会,株式会社旭広告社,26722,28
107543645456641,辻ともゆき後援会,辻ともゆき後援会,26108,6
311759352350356,立憲民主党鳥取県第2区総支部,Shunji Yuhara,26106,2
256504371891671,the-issues.jp,株式会社issues,25894,8
106248919520854,Yahoo! JAPAN（ヤフー）,These ads ran without a disclaimer,25089,7
168191243202719,ドットジェイピー,NPO法人ドットジェイピー,25031,2
101582632214185,Lab Beauty,These ads ran without a disclaimer,22902,4
100400842496730,sg_gasumaru,These ads ran without a disclaimer,21977,1
1859782074265187,小林ひとし-葛飾区議会議員,Hitoshi Kobayashi,21399,8
108840510697429,LINE ポケットマネー,These ads ran without a disclaimer,21304,2
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,20722,2
2114979992090995,吉祥寺デンタルクリニック,These ads ran without a disclaimer,20584,1
102024219416816,ionaf_official,These ads ran without a disclaimer,20229,1
101959205663164,腰痛マニュアルbook,These ads ran without a disclaimer,20006,5
2191273960909166,前小山町長　込山正秀後援会,前小山町長　込山正秀後援会,19871,7
110374117895231,黒字経営力コンサルティング,These ads ran without a disclaimer,18688,1
361961963894878,東京都議会議員小山くにひこ,Kunihiko Koyama,18528,1
101240719544967,政経学修会,政経学修会,18427,2
103012319304529,市橋 ひろし,市橋 ひろし,16573,3
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,16493,3
121375287542489,福岡市選挙管理委員会事務局,福岡市選挙管理委員会事務局,16481,1
666045710477149,Amusebeaute,These ads ran without a disclaimer,16432,1
104530795507020,成長期応援ゼリー,These ads ran without a disclaimer,16272,1
765180096839949,ダイハツ広島販売株式会社,These ads ran without a disclaimer,14997,2
208947112492576,Hong Kong Science Park,These ads ran without a disclaimer,14676,2
209054035789108,Under Armour アンダーアーマー,These ads ran without a disclaimer,13975,1
389648674469588,鹿児島県選挙管理委員会,鹿児島県選挙管理委員会,13788,2
104367261609980,飯牟礼克年（いいむれ かつとし）後援会,Katsutoshi Iimure,13760,2
140329329898233,しょうゆう事務所,しょうゆう事務所,13724,1
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,13320,4
468149989932273,島根県選挙管理委員会,株式会社リステップ,12907,2
108228632202066,日本維新の会の「若松尚利」 秋田市の選挙,Naotoshi Wakamatsu,12813,1
270368192998908,世田谷区議会議員  あべ力也,阿部 力也,12663,2
101410165533611,松田圭太【歩行腰痛】,These ads ran without a disclaimer,11386,3
111162221891222,参政党 / 片桐きよみ（きよみん）,参政党 北海道連支部,10447,1
110720811766403,下町ドリーム-心に染みる人情物語,These ads ran without a disclaimer,10201,3
115247946520017,電波オークションを実現する会,Mitsumasa Kato,10015,3
435250336532462,財界さっぽろ,Daisuke Shimizu,10000,1
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,10000,1
223324342968906,せんだい自民党,田村勝,10000,1
1407941346087379,自民党遊説局,自民党遊説局,10000,2
102472395559716,長崎県選挙管理委員会,長崎県選挙管理委員会,9999,2
318317815171085,ワールド・ファミリー株式会社,These ads ran without a disclaimer,9996,1
132761121632774,ギャル霊媒師・飯塚唯,These ads ran without a disclaimer,9967,3
105871644735587,北島 和泰,These ads ran without a disclaimer,9874,1
111524184625173,株式ゴールド戦記,These ads ran without a disclaimer,9793,18
108491485442354,下川たかひこ後援会,下川たかひこ後援会,9628,5
102164632872328,ionaspaandmineral_official,These ads ran without a disclaimer,9621,1
103788198746754,Beauty_Labo,These ads ran without a disclaimer,9613,2
188663756572434,ゴルフ向上委員会,These ads ran without a disclaimer,9379,2
100687931838617,工務店ミュージアム,These ads ran without a disclaimer,9051,8
220442041872969,Action for Korea United JAPAN,These ads ran without a disclaimer,8949,1
111870881775075,Qunnes-shop- face care,These ads ran without a disclaimer,8930,8
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,8534,2
105053475364401,Office True,濱田彩,8455,1
122972458038072,山口丨株式投資2,These ads ran without a disclaimer,8407,4
108890748734448,社長1年チャレンジ,These ads ran without a disclaimer,8049,2
101881616036642,Daishin ダイシン ダイニングテーブル オーダーメイド,These ads ran without a disclaimer,7840,1
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,7802,3
102563926160700,プライムマリッジ 理想の結婚を叶える恋愛術,These ads ran without a disclaimer,7796,1
189704924552265,井林たつのり（衆議院議員）,Tatsunori Ibayashi,7432,2
811484898910660,千田まさひろ後援会兼千田会事務所,千田まさひろ後援会兼千田会事務所,6959,3
103811672510757,Cafiifi,These ads ran without a disclaimer,6937,1
103539489311087,シボヘールゴールド_pr,These ads ran without a disclaimer,6742,1
113420448389622,楊世光,These ads ran without a disclaimer,6683,3
108437581751884,Nurse navi,These ads ran without a disclaimer,6495,1
111729328456024,美容のプロフェッショナル,These ads ran without a disclaimer,6444,1
105869704455456,Beauty Style,These ads ran without a disclaimer,6380,1
738107079610782,Yomjom,These ads ran without a disclaimer,6339,7
459475284564887,品川区議会議員　西村なおこ,品川区議会議員　西村なおこ,6262,1
113037688389329,ryc242318,These ads ran without a disclaimer,6121,2
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,5985,1
195891890545160,株式会社　菅原工務店,These ads ran without a disclaimer,5936,1
110236515788219,Toyo Gakuen University,Tetsuhito Aikawa,5756,1
107353935505496,Miproyshop1,These ads ran without a disclaimer,5624,1
114465054902238,おもの大輔,おもの だいすけ,5600,4
134891377189030,浅野さとし応援団,さとし 浅野,5436,1
676655469036670,松下政経塾,松下政経塾,5284,2
296703483713248,【久喜市議会議員】新井けん応援ページ,Ken Arai,5231,4
109669301599582,ビーハック（日中サービス支援型障がい者グループホームfc募集）,These ads ran without a disclaimer,5047,2
103239522434941,マネーの館,These ads ran without a disclaimer,5027,1
206447119421422,ビッグホリデー株式会社,These ads ran without a disclaimer,5000,1
243143172757375,情報ドットコム（K.Oshima）,大島 和彦,4838,23
139235326093086,Herno,These ads ran without a disclaimer,4654,1
106064965739795,吉田こうじ サポーターズ,吉田こうじ サポーターズ,4622,3
120885054247021,しばた正洋,しばた 正洋,4515,2
103161515483081,JDIR（JBpress Digital Innovation Review）,These ads ran without a disclaimer,4414,2
108356295263140,優良株の無料大配送です。,These ads ran without a disclaimer,4372,3
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,4330,1
500292940346743,アジェンダノート（Agenda note）,These ads ran without a disclaimer,4299,1
1589376521307736,飯田まさなり／平塚市食育推進会議委員,飯田まさなり／平塚市食育推進会議委員,4296,1
108303615385711,Long Tokyo Hỗ Trợ Đăng Kí Điện Thoại Tại Nhật Bản,These ads ran without a disclaimer,4207,2
1467222293606141,識学,These ads ran without a disclaimer,4195,1
333132350224969,わたなべひろとしを応援する東京都中央区区民の会,Joichi Saito,4119,1
126704147416680,株式会社ストライク,These ads ran without a disclaimer,3872,2
1238520912881527,社長のふくろう,These ads ran without a disclaimer,3860,2
521557941378066,松倉いさむ 後援会,These ads ran without a disclaimer,3842,2
845563715653420,和歌山市選挙管理委員会,和歌山市選挙管理委員会,3705,9
104193055983264,B'styleビースタイル,These ads ran without a disclaimer,3625,1
112471901812613,吉沢やすひろ,吉澤康広,3613,2
892507460769381,改正だいすけ　生駒市議会議員,Daisuke Kaisho,3500,1
100279419417369,和歌山県選挙管理委員会事務局,入江基旭,3492,10
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,3441,4
156279764411149,Times Higher Education,These ads ran without a disclaimer,3354,4
111781807275482,株式会社の投資分析,These ads ran without a disclaimer,3277,46
110956371711998,たった3ヶ月でキャッシュフローが劇的改善,These ads ran without a disclaimer,3254,3
103545976065092,東京株式アナリスト笠木氏です,These ads ran without a disclaimer,3128,4
123217824515511,牛見 航  /  山口県議会へ,Wataru Ushimi,3126,1
1559490264356988,NPO法人有明支縁会,NPO法人有明支縁会,2999,1
173526076413287,横浜市会議員　山下正人事務所,山下　正人,2994,1
936815776403425,Yokosuka Council on Asia-Pacific Studies - YCAPS,Japan US Military Program (JUMP),2806,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,2736,2
223368851588936,Amane_official,These ads ran without a disclaimer,2703,1
2196728247306610,オスカー不動産投資,These ads ran without a disclaimer,2575,2
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,2559,2
104859211352142,Unpacked,These ads ran without a disclaimer,2558,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,2552,1
109760801771369,橋本 みきひこ,橋本 みきひこ,2505,1
269574770398957,株式会社　地方グリーンプロジェクト支援研究所,These ads ran without a disclaimer,2500,1
1272244426230126,あべてつみ後援会,Tetsumi Abe,2498,5
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,2448,4
111442821552147,goodle_takadanobaba,These ads ran without a disclaimer,2398,1
100240212529743,米国株 成長株投資 Oxford クラブ,These ads ran without a disclaimer,2288,1
102936078171589,未来志向Labo,These ads ran without a disclaimer,2253,1
123051909320978,Riccjen,These ads ran without a disclaimer,2252,1
415996795182053,ひまわり証券,These ads ran without a disclaimer,2065,1
414756385218124,関西NGO協議会/Kansai NGO Council,特定非営利活動法人関西NGO協議会,2000,1
583725162095654,新居浜市の新たなまちづくりを考える会,白川 誉,1999,1
489557227903715,伊藤ゆう- 都議会議員／目黒区,伊藤悠,1999,1
493274410838367,Patisserie MOU - パティスリームゥ,These ads ran without a disclaimer,1997,1
111551508185509,Sakoda,These ads ran without a disclaimer,1947,1
103139519393659,高際みゆき｜初の女性区長と豊島を高める会,初の女性区長と豊島を高める会,1931,1
111197998609538,正雄 さんの かぶしき 株式 とーし 投資 ノートです,These ads ran without a disclaimer,1904,1
102142292717886,Frank Santana - Todokeru Imobiliária,These ads ran without a disclaimer,1800,1
107990898754094,Moomoo Japan,These ads ran without a disclaimer,1632,1
104112035958408,dian.783,These ads ran without a disclaimer,1632,1
259163764160829,FoE Japan,FoE Japan,1581,3
110391191812419,sushi.otsuki,These ads ran without a disclaimer,1527,1
150850318833740,武蔵野新報,長野 純,1484,1
175812309668726,リスジョブ,These ads ran without a disclaimer,1462,1
150421841746165,創世カウンシル,Kazuya Nomura,1376,1
104988829242340,オールさせぼ,オールさせぼ,1375,2
115441633482575,高配当株&日株式研究所です,These ads ran without a disclaimer,1374,1
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,1326,1
108612752015399,xts_shimoheihei,These ads ran without a disclaimer,1294,1
102102205318954,Sakura_mocchi,These ads ran without a disclaimer,1272,4
164775774044498,Microsoft Partner Innovation,These ads ran without a disclaimer,1224,1
101034088473669,Ameribeauty,These ads ran without a disclaimer,1217,1
1607696895913679,日経プラス９サタデー　ニュースの疑問,Takamasa Kikawa,1112,3
111304128137888,株式会社村上組,These ads ran without a disclaimer,1106,1
112538750260271,加藤エクイティリサーチオフィス,These ads ran without a disclaimer,1088,1
1920918581534929,Connect Plus,Connect Plus,1074,2
389203757811116,東京都中野区倫理法人会,These ads ran without a disclaimer,1040,2
1712661475627885,京都大学学術出版会【officialページ】,These ads ran without a disclaimer,1022,1
426981831471929,仙台市議会議員　田村勝,田村勝,999,1
6321018343,The Japan Times,These ads ran without a disclaimer,950,1
111856415119683,眠りのとりこ,These ads ran without a disclaimer,907,1
108783731742207,wizzzardofedge,These ads ran without a disclaimer,901,1
426241351467084,参議院議員 大塚耕平,参議院議員 大塚耕平事務所,882,1
1460902210816104,山崎建材株式会社,These ads ran without a disclaimer,872,1
105559305713150,PlanetPlay Global,These ads ran without a disclaimer,856,1
107249928827764,おすすめサプリメント,These ads ran without a disclaimer,852,2
698535673570347,しばた正人 プロジェクト,These ads ran without a disclaimer,828,1
98673036962,ROLDA,These ads ran without a disclaimer,827,11
110716575672893,Rosasen,These ads ran without a disclaimer,824,1
114904004889266,新光證券,These ads ran without a disclaimer,816,1
771462172882741,OnePath Network,These ads ran without a disclaimer,814,2
188722647832348,楽器可デザイナーズマンション ミュージション,These ads ran without a disclaimer,806,1
1671853216366712,東こう史ひろ,東猴史紘,792,1
209233375812120,網走市議会議員　平賀貴幸,貴幸 平賀,787,1
852370551453606,GARP,These ads ran without a disclaimer,741,1
100529575162546,Inycon Wines,These ads ran without a disclaimer,740,3
104444114710962,발라랩,These ads ran without a disclaimer,700,1
108163224845395,filer_____,These ads ran without a disclaimer,685,1
336092340280028,Yeon Jin Jung,These ads ran without a disclaimer,680,3
523125854849894,優法大塚,These ads ran without a disclaimer,680,2
393238474375070,Bún Chả Betomen - ブンチャー,These ads ran without a disclaimer,639,1
571443836691356,Fossil Free Japan,These ads ran without a disclaimer,626,6
110582394466470,人材育成のスペシャリスト,These ads ran without a disclaimer,617,1
115997714761143,No Name No Face,These ads ran without a disclaimer,594,6
333458803502367,中野区議会議員（無所属）石坂わたる,Ishizaka Wataru,582,1
501583859962617,株式投資の秘密,These ads ran without a disclaimer,544,1
1328197543934933,手話フレンズ,These ads ran without a disclaimer,530,1
2326155290957314,熱中小学校 萩明倫館,These ads ran without a disclaimer,519,2
385337058215654,大田区議会議員 伊佐治 剛,Go Isaji,500,1
113105010871734,Star_man,These ads ran without a disclaimer,488,3
63306224439,Trip.com,These ads ran without a disclaimer,472,1
536262416434799,NewsPicks（ニューズピックス）,These ads ran without a disclaimer,471,1
528184090581661,山里ひとなる塾,These ads ran without a disclaimer,470,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,465,8
108821185534955,nanamin_0830,These ads ran without a disclaimer,465,1
1743621465868895,田中さとし-墨田区議会議員,These ads ran without a disclaimer,456,1
107961182079305,北海道銀行のカードローン「ラピッド」,These ads ran without a disclaimer,428,1
6115848166,Nature Portfolio,These ads ran without a disclaimer,417,4
102819959381651,COP28 UAE,These ads ran without a disclaimer,408,3
1308809565908200,MiuraYuto1,These ads ran without a disclaimer,407,1
239593989920172,Books_magazine,These ads ran without a disclaimer,386,1
843900165658829,신세계푸드,These ads ran without a disclaimer,384,4
104334119161598,Miiiu.t20,These ads ran without a disclaimer,376,1
159524317403692,気候ネットワーク（Kiko Network）,気候ネットワーク,345,4
102889275590126,Cybersecurity Girl,These ads ran without a disclaimer,344,1
102846075845429,Equitable Education Fund Thailand,These ads ran without a disclaimer,336,1
480738858604274,クレバリーホーム,These ads ran without a disclaimer,329,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,300,2
1336600076482846,LEGAL JOB BOARD,These ads ran without a disclaimer,300,2
106709578499058,yoko_energy,These ads ran without a disclaimer,289,1
7783116506,Animals Asia,These ads ran without a disclaimer,277,3
108358524677345,畫啦啦少兒美術,These ads ran without a disclaimer,272,1
108185602187276,idaisai_sagamed,These ads ran without a disclaimer,272,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,272,7
113518335037358,Norosha,These ads ran without a disclaimer,269,2
108363811964245,kyobokutanbou_toyama,These ads ran without a disclaimer,269,1
111547123724000,Sweet Meet,These ads ran without a disclaimer,250,1
106705804357319,Bluetti Global,These ads ran without a disclaimer,249,1
587805755244483,"The Five Books ""おそい""読書",These ads ran without a disclaimer,242,2
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,219,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,215,49
236759056348950,早稲田塾,These ads ran without a disclaimer,206,3
108974282141498,hospital.study,These ads ran without a disclaimer,199,1
1555187978094260,司法書士システム“権”,These ads ran without a disclaimer,187,1
101950346209078,cras_shintiku_news,These ads ran without a disclaimer,182,1
177298008978236,HIP,These ads ran without a disclaimer,175,2
104445971773668,TAIHEN Việc Làm,These ads ran without a disclaimer,156,1
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,152,1
114400445304441,Suunto Diving,These ads ran without a disclaimer,150,1
104052452578728,gemini__mi,These ads ran without a disclaimer,149,1
109062828734912,Юридические услуги,These ads ran without a disclaimer,136,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,131,2
347973246398323,mikami_bespokehat,These ads ran without a disclaimer,117,1
1534961393406136,一般社団法人 日本腸心セラピー協会,These ads ran without a disclaimer,109,1
1010178119029123,Reformas de Casas - Marcelo,These ads ran without a disclaimer,108,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,1
783375561710417,ママ先生のやさしい医学,These ads ran without a disclaimer,≤100,1
102058369370584,Antonio Hirano - Agente Inmobiliario,These ads ran without a disclaimer,≤100,1
102147746206543,肌専門美容部員,These ads ran without a disclaimer,≤100,1
128455130600150,日本成人病予防協会,These ads ran without a disclaimer,≤100,2
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
220640561639881,DJ団長 DJdanchou,These ads ran without a disclaimer,≤100,1
192722341528727,yohey72,These ads ran without a disclaimer,≤100,1
107882464376081,九州地域間連携推進機構株式会社,These ads ran without a disclaimer,≤100,1
111869961800468,Beauty-one,These ads ran without a disclaimer,≤100,1
119798431489034,社会創発塾,These ads ran without a disclaimer,≤100,1
105492272514571,futabakimito,These ads ran without a disclaimer,≤100,1
1935862853144329,コミックシーモア_pr,These ads ran without a disclaimer,≤100,2
100199396277710,nihon_keisoku1111,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,3
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,4
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,15
118154314595658,温故知新,These ads ran without a disclaimer,≤100,1
115351401540790,Love skin,These ads ran without a disclaimer,≤100,3
113814401664938,バネ人間,These ads ran without a disclaimer,≤100,2
127037124035476,Cyberport 數碼港,These ads ran without a disclaimer,≤100,2
105358418121058,マンガがうがう,These ads ran without a disclaimer,≤100,2
521004714911287,Sweet＆healthy「SAZANKA」,These ads ran without a disclaimer,≤100,1
367279410055663,江田憲司　kenji Eda,These ads ran without a disclaimer,≤100,1
177971792541224,CNRS News,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
102017675943520,Veronica Silva Guedes,These ads ran without a disclaimer,≤100,1
100550805132373,LoneLou D,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,4
104397305143528,Neko Maru Design Ads สาขา 7,These ads ran without a disclaimer,≤100,1
240452852763720,泉北ホーム,These ads ran without a disclaimer,≤100,1
183992061636870,木原みのる(木原稔),These ads ran without a disclaimer,≤100,1
105113684736305,StreamsGallery,These ads ran without a disclaimer,≤100,1
104741408445798,Pengkuei Ben Huang Photography,These ads ran without a disclaimer,≤100,3
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,5
1730980523797409,Digital Economy Summit,These ads ran without a disclaimer,≤100,2
104545622286343,nameisprecious,These ads ran without a disclaimer,≤100,1
114035850234645,スタースカウト総選挙,These ads ran without a disclaimer,≤100,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
100219608332683,아모레퍼시픽 Amorepacific,These ads ran without a disclaimer,≤100,1
298756496805471,TheLifeCo Wellbeing,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
113599701352140,ウクライナ･ロシア戦争　連続講座,These ads ran without a disclaimer,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,2
106604448597548,メチャカリ,These ads ran without a disclaimer,≤100,1
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,1
108798641595010,新原美術　東京店,These ads ran without a disclaimer,≤100,1
283941781951944,サンデーうぇぶり,These ads ran without a disclaimer,≤100,1
111067505107541,Japan-ASEAN Integration Fund,These ads ran without a disclaimer,≤100,1
257819379455251,The HUB Murray Hill,These ads ran without a disclaimer,≤100,1
106847638932154,기후산업국제박람회 WCE 2023,These ads ran without a disclaimer,≤100,1
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100,1
127252545339217,Pieux,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
55852972334,University of Edinburgh Business School,These ads ran without a disclaimer,≤100,1
104517365928280,People's Daily Online Thai,These ads ran without a disclaimer,≤100,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,1
137223326998592,Ashleyjtoddblog,These ads ran without a disclaimer,≤100,1
103205701024387,jasoncunningham8278,These ads ran without a disclaimer,≤100,1
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100,3
109063332112527,travelguyadam,These ads ran without a disclaimer,≤100,1
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
