Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
109987965411465,Edibali Erdem,Mehmet Haşim Kömürcü,681,13
476701376080948,Tamer Osmanağaoğlu,Huseyin Ozkan,681,3
113529951240803,Başbuğ Atatürk,Başbuğ Atatürk,680,2
627524004251909,Ahmet Kaya,Ahmet Kaya - CHP Trabzon Milletvekili,680,8
108230374345347,Kemalist Tartışma Topluluğu,Mahmut Sert,680,4
101004806046872,egesportv.sporunicinden,These ads ran without a disclaimer,671,1
163370640412446,Bursa,Sosyal TV,670,3
2011490808956149,Göktürk Güngör,Gokturk Gungor,670,4
104279855761787,ATA İttifağı DÜZCE,These ads ran without a disclaimer,670,2
101824049367219,iyipartiankarailbaskanligi,These ads ran without a disclaimer,668,1
1985687308391802,İlhan Ocaklı,İlhan Ocaklı,664,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,661,4
111902870168738,Seçimini Yap,Seçimini Yap,660,5
115105344898359,BBP Tokat Milletvekili Adayı Halim Oktay Osmanoğlu,Halim Oktay Osmanoğlu,659,1
1668169733465490,مركز الحوار السوري,مركز الحوار السوري,652,4
121529270866615,Haber S,İlyas Ege,652,3
116844914647485,Dilek Hanım Çengel,Dilek Hanım Çengel,651,7
264481210814364,Göktürk Boyvadaoğlu,Göktürk Boyvadaoğlu,649,2
117901594611678,Tunca Tuncer,Tunca Tuncer,647,1
105947279127427,İsmail Kütük,İsmail Kütük,643,2
528071707564813,Uğurhan Tiryaki,These ads ran without a disclaimer,639,1
102669362778338,Münif_İzbudak,Münif İzbudak,638,2
319726958236378,Turan Yaldır,Fatih Çalişkan,634,5
105190591155430,Av. Turgay Sevindi,Turgay Sevindi,633,2
118280211237745,BBP Cengiz Bayar,Mirkan Tunç,631,4
404762072878366,Ankara Büyükşehir Belediyesi,These ads ran without a disclaimer,631,1
110407478679401,Muğla Milletvekili Adayı Tuğkan Çetin,Muğla Milletveli Adayı Tuğkan Çetin,630,1
101857189872663,AK Parti İnegöl İlçe Başkanlığı,AK Parti İnegöl İlçe Başkanlığı,626,3
1878939355750536,Turgay Genç,Turgay Genç,620,3
462265987454835,Yılmaz Şanlan,Yılmaz Şanlan,620,4
109409342144073,Kuddusi Müftüoğlu,Kuddusi Müftüoğlu,616,3
117237521326914,Samet Bingal,Samet Bingal,608,4
406731576733464,Devrim Web Tv,Mehmetcan Arslan,604,6
106138322447606,Ensar Özçelik,These ads ran without a disclaimer,600,1
101676781827774,İsmail Aynacı,Ismail Aynaci,600,2
101920886119112,İstanbul Haber Özel,İstanbul Haber Özel,600,2
181923698521145,Demokrat Kocaeli Gazetesi,Demokrat Kocaeli Gazetesi,600,5
298764070816267,Mehmet Tütüncü,Mehmet TÜTÜNCÜ Türkiye Temsilcisi,599,1
100575676334753,Zeynel Korkmaz,Şamil Mehmet Korkmaz,598,3
102837382669095,İlker Yücel,Ilker Yücel,598,5
120634384264431,Mehmet YALIM,Mehmet Yalım,592,2
189216141954498,HACI MURAT KOÇ Düziçi Başkan Adayı,HACI MURAT KOÇ,591,6
103141042761034,Ferda Ertürk,Buğra Gülcan,590,48
1518235858465324,Uşak Olay,Uşak Olay,585,10
109321805477116,hsnbinay,These ads ran without a disclaimer,583,1
1426098380799770,Ethem Işbaşar,Ethem Işbaşar,583,1
100561169109024,afraaalnoaimi,These ads ran without a disclaimer,581,1
2616087158407789,Erdal Avcı Büyük Birlik Partisi Samsun Milletvekili Adayi,Erdal Avcı,580,5
164947183521601,DW Jojo sucht das Glück,These ads ran without a disclaimer,575,1
2023952951231177,İlhami türksal çorum il genel meclis üyesi,Ilhami Turksal,574,6
1364214660391546,İnegöl Yerel Haber,İnegöl Yerel Haber,574,8
120526908105389,AK Gençlik Çorlu,Onur Şen,570,5
100254126174703,Mavi Marmara Gazetesi,Mavi Marmara Gazetesi,569,5
102752846110355,helilkinay,These ads ran without a disclaimer,565,1
113779998350948,Tarık Hatipler,These ads ran without a disclaimer,564,2
106365685235806,Muaz Ergezen,Muaz Ergezen,559,2
104691722197784,صحيفة الاستقلال - العربية,صحيفة الاستقلال,552,7
140117882722855,TE Bilişim,TE Bilişim Yazılım İnternet Kiralama Hizmetleri,549,1
314386289265240,ALİ ZAFER İKSİR,ALİ ZAFER İKSİR,545,4
125443057854939,Tolga Erener AK PARTİ Giresun Milletvekili Adayı,Tolga Erener AK PARTİ Giresun Milletvekili Aday Adayı,542,8
375024823085856,Veysel Şahin,Veysel Şahin,540,3
173153707711540,Müslüman Kürtler Birliği,These ads ran without a disclaimer,537,1
1662374250547741,MHP Sivas Milletvekili Adayı Av.İlker İPEK,MHP Sivas Milletvekili Adayı Av.İlker İPEK,534,1
100810011798438,female_leadership_summit_,These ads ran without a disclaimer,530,2
1432036000274690,İsmet Köksal,These ads ran without a disclaimer,528,1
1597613193844586,Geliyor Gelmekte Olan,Cumhurbaşkanı Kılıçdaroğlu,525,2
1837681716475411,Vatan Delisi,Vatan Delisi,523,4
1546278085637887,Cavidan Demirağ,Cavidan Demirağ,514,3
690150857719925,الجمهورية.نت AlJumhuriya.net,Dokstrim Dil Hizmetleri,511,2
226198834257755,Türkiye İşçi Partisi MUĞLA,Türkiye İşçi Partisi MUĞLA,509,3
200749583298152,Devrimci İşçi Partisi - DİP,Devrimci İşçi Partisi - DİP,508,3
373571336580837,Gündem İnegöl,Alp Eren Gunduz,508,7
100179129727032,Serkan Ramanlı,These ads ran without a disclaimer,507,2
100452439675572,Cool reviews in your city,These ads ran without a disclaimer,506,1
121364167919302,1923tv,1923tv,506,5
191902817978247,Oktay ÇOLAK,Oktay ÇOLAK,503,1
112796955116249,Yüksel Arslan İyi Parti,Cagri Kacmaz,500,1
104216065502575,Güven İzolasyon Dekorasyon,These ads ran without a disclaimer,500,1
336722266357648,Radyo Güneş 94.8,İRT. GÜNEŞ RADYO TV. REK. TİC. SAN. A.Ş.,500,2
104843984227456,Mehmet Özışık,Mehmet Ozisik,500,1
115200872713381,Muzaffer Bıyık,Darıca Belediyesi,500,1
2084019278328062,Ali Yıldırım SEZER,Serkan Sidal,500,1
112174861744261,Manşet 21,Manşet 21,500,1
1968422403371242,Mükerrem Tollu,Mukerrem Tollu,500,1
523571187690868,Dr. Haluk Bozdoğan,Haluk Bozdogan,500,1
369391953226531,Eyüp Eroğlu,Akif Yurdakul,500,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,498,4
102340731523868,Yalova Forum,Umut Kucukbayraktar,493,1
106163722471087,İhsan Seylan,İlker Abay,490,2
176400353078432,Yasemi Sarıçiçek,Yasemi Sarıçiçek,485,7
105401238978747,Yesilnesil.com.tr,These ads ran without a disclaimer,484,1
108278751937839,astro.rota,These ads ran without a disclaimer,481,2
103505359285658,Sema Kırkoyun Kinet,Sema Kırkoyun Kinet,481,2
1520699578047794,Aylin Cesur,Aylin Cesur,479,1
255623134454073,Veli Ağbaba,Veli Ağbaba,477,1
101353555909780,HaberWepte.Com,HaberWepte.Com,476,4
110471555281943,Poddy Türkiye,These ads ran without a disclaimer,474,4
119341817793138,Göksal Beşkaya,Göksal Beşkaya,472,3
123982957679760,Anadolu Gazetesi,Anadolu Gazetesi,471,1
104915551579311,mehmetegitcografya,These ads ran without a disclaimer,468,1
104248825114670,Uğur Poyraz,Uğur Poyraz,467,1
100269049727391,muratorhanresmi,These ads ran without a disclaimer,467,2
112646554988990,Energy Buisiness,These ads ran without a disclaimer,467,1
721320084588148,Bağımsız Türkiye Partisi Kadın Kolları,Kübra Kuşbay,466,2
1688458138057250,Büyükşehir Haber,Büyükşehir Haber,463,18
109389565473710,Anahtar Sende,Ahmet Asena,462,10
101689169594661,Selin Tozoglu,Selin Tozoğlu,457,1
102348822855400,muratbaybatur,These ads ran without a disclaimer,457,2
102389462566834,popilapp,Popil,457,1
106197277802679,H24,H24,454,25
109956634614491,CHP Gönen İlçe Başkanlığı,CHP Gönen İlçe Başkanlığı,451,2
1616392421919867,Denge ve Denetleme Ağı,Demet Şöhret,449,2
328141600716285,Vatan  Partisi Keçiören İlçe Başkanlığı,Emre Kaya,449,2
265844090538743,Cüneyt Yüksel,Cüneyt Yüksel,449,4
103155371314342,Eren Ali Bingöl,Eren Ali Bingol,447,3
102893336098580,Ercan Çiçek,Annegram,446,8
108355351941691,mujdat_official,These ads ran without a disclaimer,444,1
115746114760205,av.aslansezgin,Aslan Sezgin,442,1
400897343718330,Yavuz ERGUN,These ads ran without a disclaimer,442,1
114655564943356,Hospitable Quixotic,These ads ran without a disclaimer,438,9
110325572024430,Tuncay Tolga Ozçakmak,These ads ran without a disclaimer,437,1
108214242593152,Mansur Yavaş,Cagri Kacmaz,433,1
100521169568928,BIAS Project,These ads ran without a disclaimer,429,1
100293946395534,Ragged Cumbersome,These ads ran without a disclaimer,424,10
163775021244484,Zeki UZUN,Zeki Uzun,422,2
100769012776712,elanuranefesol,These ads ran without a disclaimer,421,4
114191803635158,Tokat Medyam,Tokat Medyam,420,1
654681201281174,Mehmet Bülent Karataş,These ads ran without a disclaimer,420,1
1109174959100325,CHP Konyaaltı Gençlik Kolları,Eraycan Yılmaz,420,4
113338154997825,nisanur.bebek.yasasin,These ads ran without a disclaimer,416,1
120035007700053,Yasin Demirel,Yasin Demirel,415,3
101078606298096,ramazankalkan_50,These ads ran without a disclaimer,413,4
218376288352286,Manisanokta,Deniz Guner,406,2
112714165130138,nedenchp,Asar Murat Baltacı,401,8
103973085706404,Mesut Kocagöz,Mesut Kocagöz,400,4
101383769603529,Kenan Yırıkoğulları YRP,Kenan Yırıkoğulları,400,4
104318602624906,Adem KIDIK,Adem Kidik,400,4
156563184691505,Av.Orhan Kırcalı,Orhan Kircali,400,2
295125573968998,Banaz'dan Haberler,Banaz'dan Haberler,400,2
107192151152000,MyYalova,MyYalova,400,1
1559749450959381,Cemalettin Akdoğan,Cemalettin Akdoğan,400,1
104762502326815,Erkan Özkan,Erkan Özkan,400,2
2256740437921271,Uzundere Belediye Başkanı Hilmi Aktoprak,Hilmi Aktoprak,399,5
100561976217106,PromosyonGross,PromosyonGross,399,1
110145528531965,Rein Colombia,These ads ran without a disclaimer,396,1
100836385699794,SÖZ SİZDE Trakya,Güncel Haber Gazetesi,396,2
107232530857248,holla_gugu,These ads ran without a disclaimer,393,1
138316746212679,Selçuk Çebi,Selçuk Çebi,393,1
907567945950773,Bob Peters,These ads ran without a disclaimer,392,2
121488054213877,Ahmet Çayırlı,Ahmet Cayirli,392,4
107697891852648,Birsen Öztürk,Birsen Öztürk,389,7
101228688100812,Kopyalama merkezi,These ads ran without a disclaimer,389,4
106344502427844,iskender__o1,These ads ran without a disclaimer,389,1
100194216247642,Tasarim,These ads ran without a disclaimer,389,1
122031940865749,Erkan Pelitoğlu,Erkan Pelitoğlu,388,1
190135337692608,Sadakataşı Derneği,These ads ran without a disclaimer,388,2
112029138467427,Kerem OKYAY Sivas Bağımsız Milletvekili Adayı,These ads ran without a disclaimer,388,1
116789744737736,Fakibaba2023,Ahmet Eşref Fakıbaba,384,3
100352269699396,lahmi.mohamad,These ads ran without a disclaimer,384,3
123269077361453,Mehmet Keleş,Berkan Hendek,380,1
101972806210797,Beyhan Mutlu,Beyhan Mutlu,379,1
112401811809443,Milletvekili Aday Adayı Sedat Kılınç,Halil Enes Alpay,379,2
586969348652283,SON BASIN,Esat Demirtaş,377,4
100306712364981,ناصيف للخدمات القانونية,These ads ran without a disclaimer,377,1
102467256134280,Yusuf Ziya Kıymet,Ismail Onat Ozyurt,376,4
127283073604910,Nihat Yılmaz,Nihat Yılmaz,375,2
114951609920936,Kısa Dalga Medya,Kısa Dalga Medya,374,3
117324131337295,Yarı Yolda Bırakan Taş Olsun,These ads ran without a disclaimer,374,2
108482941304528,Memleket Partisi Sakarya İl Başkanlığı,These ads ran without a disclaimer,374,3
113851270433840,Türkiye İşçi Partisi-Antalya,Türkiye İşçi Partisi,370,4
446976082140570,Prof. Dr. Cumali Sabah,Prof. Dr. Cumali Sabah,370,6
100862239437998,yrpyusufaydin,These ads ran without a disclaimer,369,2
330466260695795,Haber Samsun,Haber Samsun,369,1
772327586165705,Dr. Numan ÇABUK,Dr. Numan ÇABUK,363,3
105212805876992,Son Geçit,Emir Tuna Özcan,363,2
105370012290787,Melih Yıldız,Melih Yıldız,360,2
107683671089422,Bizim Bozüyük,Bizim Bozüyük,359,2
103731461261046,Samsun Hayat Medya,Mustafa Aran,359,9
254604281877290,Ömer Arısoy,These ads ran without a disclaimer,358,1
823064441165195,Siyasal Strateji,These ads ran without a disclaimer,357,4
115694998131219,A.Rauf Ulusoy Mersin Milletvekili A.Adayı,Abdul Rauf Ulusoy,355,4
100183523065598,Mutlu Akkaya,Mutlu Akkaya,351,2
541592596776684,palaoglu_plaza,These ads ran without a disclaimer,351,1
1056206107773519,CHP Tekirdağ İl Başkanlığı,CHP Tekirdağ İl Başkanlığı,350,3
115761391488379,OnurAndarimanadestekol,These ads ran without a disclaimer,350,1
184138575666106,Veri Kaynağı,Veri Kaynağı,350,1
1542773805953070,BUCA ESNAF VE SANATKARLAR ODASI,Erdal Batki,350,2
104989018659039,donusumbaski,These ads ran without a disclaimer,348,1
107982752271591,Remzi Özen,Remzi Özen,347,6
101327361904009,Bağımsız Türkiye Partisi İstanbul Kadın Kolları,Kübra Kuşbay,347,2
598773393591385,Dr.Hakan Sunal,Hakan Sunal,345,7
104483607946150,Ruhi Güngör,Ruhi Gungor,345,1
2326044340975736,ŞİFRE HABER,ŞİFRE HABER MEDYA YAYINCILIK SAN. TİC. LTD. ŞTİ,344,7
103041999415112,Av. Hasan GÜR,Servet Törer,341,4
756997834458624,Türkiye 360,These ads ran without a disclaimer,341,2
202069920361786,İYİ Parti Manisa İl Başkanlığı,İYİ Parti Manisa İl Başkanlığı,341,2
1634830856802484,Gürsu Belediyesi,These ads ran without a disclaimer,340,1
119139529490968,uzmpsksaliheskici,uzmpsksaliheskici,340,3
123487047352780,AK Parti Adana Milletvekili Aday Adayı Ahmet Şahin,AHMET ŞAHİN,340,3
383875105080564,Mehmet Galip Ensarioğlu,Mehmet Galip Ensarioğlu,339,1
110776067430140,Deva Partisi Alanya,Deva Partisi Alanya,335,1
118680151187368,Doç. Dr. Turan ŞAHİN,Turan Şahin,331,3
104686032474594,Başka Gazete,Başka Gazete,330,3
1560567214212463,Av. Uğur Öztürk,Tasarım Medya Reklam,328,2
107381475224811,visionmobilled,These ads ran without a disclaimer,328,1
105654439175027,Kaan KOÇ,These ads ran without a disclaimer,327,1
113229965003082,AK Parti/MHP/BBP Cumhur İttifakı,Erol Cihangir,327,2
102481014555224,Ömer Özgöçer,These ads ran without a disclaimer,324,3
106191962444003,KazdagliHasan,Hasan Kazdağlı,323,3
119495791123902,İsmail Gümüş Siyasetçi,İsmail Gümüş,323,3
824394184346209,MHP Ayvalık İlçe Başkanlığı,Enes Güngör,322,1
102371212776628,Mehmet Öngen,These ads ran without a disclaimer,322,1
111763468015919,Vatandaş Arif,Vatandaş Arif,321,5
105921002460174,Esra Kahraman Sönmez,Esra Kahraman,321,3
179436045974340,Ahmet Kumbul,Ahmet Kumbul,320,2
101721279550025,Mahir Yılmaz,Mahir Yilmaz,320,1
306104152918585,Creamaxi Dijital,Creamaxi Dijital,316,3
111225665279458,mustafaayiildiizz,These ads ran without a disclaimer,312,1
407370093070640,Kemal Bilal ÖNER,Markam Reklam,311,1
102420315937361,arcelikdogangunesler,These ads ran without a disclaimer,310,2
109381015468594,Halil Yıldırım BBP,Halil Yıldırım,309,5
251397902064935,Marvin Geniston Films,These ads ran without a disclaimer,308,2
783458291750944,Ahmet Ersen Özsoy,Ahmet Ersen Özsoy,306,1
263437931040366,Süleyman Katırcı,Suleyman Katirci,306,2
120959437634813,Smhbese,Muhammet Semih Beşe,304,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,303,3
1435193670054603,A Kadro Eğitim Kurumları,These ads ran without a disclaimer,302,1
303913010230804,Gökçe Gökçen,Gökçe Gökçen,300,1
2002476263319014,BİZİM Kırşehir Gazetesi,BİZİM Kırşehir Gazetesi,300,1
109582040400900,Sadık Altunok,Sadik Altunok,300,1
2073808486265451,Yeniden Refah Partisi Zeytinburnu İlçe Başkanlığı,Barış  ŞENOL,300,1
568133920321788,Dr. Evren Dinçer,Dr. Evren Dinçer,300,3
453437958434404,Av. Mustafa Arslan Tokat Milletvekili,Mustafa Arslan,300,1
1878939355750536,Turgay Genç,Ozan Balik,300,1
100378170842291,Özer ÖZEL,These ads ran without a disclaimer,300,1
105797409159485,Sururi Çorabatır,These ads ran without a disclaimer,298,1
118314351238278,Ayşegül Aydın Şengöz,Ayşegül Aydın Şengöz,297,3
111448581926199,ali.keser09,Ali Keser,295,3
104365322428823,mustafaozerdem42,These ads ran without a disclaimer,294,1
106816325564480,being_turkish_,These ads ran without a disclaimer,294,1
108220362243945,,İbrahim Mermer,292,2
107184060866156,Limitsiz Bilgi,These ads ran without a disclaimer,291,1
290368911809178,Sabır Gazetesi Düziçi,Ersin Şimşek,289,2
102608505750627,AxiYusuf,These ads ran without a disclaimer,289,2
101198518278121,Mehmet Selim Girbiyanoğlu,Mehmet Selim Girbiyanoglu,280,5
151742841902180,İnegölün Sesi,İnegölün Sesi,280,14
2140761799538780,LALE Erdoğan Tunçer,LALE Erdoğan Tunçer,280,1
522228984870307,Mutlu Bozoğlu,These ads ran without a disclaimer,279,3
804406263019818,Moderatör TV,Moderatör TV,279,1
117801277887761,Sma Özgür Karaboğa,These ads ran without a disclaimer,274,1
118786384522751,Emilio_FIL,These ads ran without a disclaimer,272,1
1708331045888832,Mehmet Fatih Çakır,Mehmet Fatih Çakır,272,2
103700291606228,Doğa Şanlıoğlu,These ads ran without a disclaimer,271,3
119861984409264,Burak Yazıcı,Burak Yazıcı,271,2
102203109526520,tahasimsiiirr,These ads ran without a disclaimer,271,1
171344059591404,Bolu Gündem,Bolu Gündem,270,2
106240521762914,İlhan Ayhan,Ilhan Ayhan,269,1
103024055902037,May Purple,These ads ran without a disclaimer,267,1
737340966376001,Metin Kala,Metin Kala,267,6
303644340001989,NNC MEDYA I nnchaber.com,NNC MEDYA I nnchaber.com,267,4
321011291264753,İsmail Özdemir,Milliyetçi Hareket Partisi,265,1
111294605291725,HAŞİM YANAR,Haşim Yanar,264,7
102072235276236,adem_baris_askin,These ads ran without a disclaimer,263,1
109527081813389,Gencay Özcan,Gencay Özcan,262,1
100481571962111,DEVA Partisi Kayseri,Ufuk Tasci,262,1
103572415990478,NessweHome,These ads ran without a disclaimer,261,3
1211749922209927,CHP Yurt Dışı Örgütlenme,Ali Dağdelen,261,2
105455735859060,aliarusoglu,These ads ran without a disclaimer,258,1
108305455523445,Av. Mehmet Yücel,Mehmet Yücel,257,1
312191205937676,Harun Solak,Harun Solak,257,4
410204756016202,Gemlik Manşet,Gemlik Manşet,257,8
112985465076521,sezersengozmhp1,These ads ran without a disclaimer,256,1
114241012250379,Saadet Partisi Gemlik İlçe Başkanlığı,CİHANGİR DİNÇ,255,3
224402788401222,Okan Koç,Okan Koc,255,3
102854786101181,av.alperenozmen,These ads ran without a disclaimer,254,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,253,2
112709811060423,Tokatsondakika,These ads ran without a disclaimer,253,1
100159114839782,Mobilya Kirala,These ads ran without a disclaimer,252,1
1518135401798913,Yalçın Görgöz,Yalçın Görgöz,251,2
1426671767567755,Hayri Türkyılmaz,Hayri Türkyılmaz,250,1
1717077888351871,Oğuzhan Turhan,Oğuzhan Turhan,250,1
167028530021430,SARIYER MANŞET GAZETESİ,Ömer Canıbeyaz,250,1
2007580992890226,Ednan Arslan,These ads ran without a disclaimer,249,2
100581758956796,Memleket Partisi Gaziantep,Memeleket Partisi,248,1
113348591686794,Burak Efe Bahadir,Burak Efe Bahadir,247,3
104373561467884,Serhat Servet Dövenci,Serhat Servet Dövenci33,247,12
119195821119459,Timur Ay,Timur Ay,243,2
103795799007127,jiyanhaber,These ads ran without a disclaimer,243,2
112733815123774,Press67,Press67,243,3
103008052384131,HUBOX - Dijital Hukuk Platformu,These ads ran without a disclaimer,241,1
292032691197366,Netonline TV,These ads ran without a disclaimer,240,3
101949599355129,Bahadır Güler,Bahadır Güler,239,2
304255676593422,Türkay Berberoğlu,Türkay Berberoğlu,237,2
526272180777112,Bülent Gündoğan,Bulent Erdogan,237,1
158077404753235,Çanakkale Zafer TV,Fatma Durmaz,236,4
100633661537018,Muhammed Fatih Müjdeci,These ads ran without a disclaimer,235,1
2244264135618666,Bünyamin Çiftçi,Bünyamin Çiftçi,234,2
1327777207261497,AK Parti Karabük İl Başkanlığı,AK Parti Karabük İl Başkanlığı,233,2
105513495835419,emreerdogan_20,These ads ran without a disclaimer,232,1
771462172882741,OnePath Network,These ads ran without a disclaimer,231,2
102031065611415,Ordu Kültür Sanat,These ads ran without a disclaimer,231,2
1451425741606065,Hasan Eroğlu,Hasan Eroglu,231,3
114696341606115,Memleket Sevdası Beyoğlu,These ads ran without a disclaimer,229,3
105409092083405,r.murat_baskir,These ads ran without a disclaimer,228,1
103364071239790,Kırşehir Kısa Haber,Kırşehir Kısa Haber,228,3
620296077998047,Remzi Hoca,These ads ran without a disclaimer,227,1
106686450985379,Yozgat Ses Haber 2,İlhami Gönülalan,225,5
1417921925117254,Gazete Ege,Gazete Ege,225,1
135329314157,Ege Bonbon Logolu Şeker,These ads ran without a disclaimer,221,1
111448581926199,ali.keser09,These ads ran without a disclaimer,220,6
102137748343810,Martinique Froid Services,These ads ran without a disclaimer,218,1
101377402352688,aylinbayraktartr,These ads ran without a disclaimer,216,1
177706515594669,Azimut Yachts,These ads ran without a disclaimer,215,1
102186155957191,Seçim Hattı,Seçim Hattı,214,2
117003777970577,Emrah Emrali Ak Parti Çorum Milletvekili A. Adayı,Burak Yıldırım,210,1
108952711738154,SMA Duru Kuş'a Nefes Ol,These ads ran without a disclaimer,210,2
167633913392268,Kolejliler,Fırat Yıldız Ahmet,210,2
511707202180465,Kangal Aşkk'tır,Fırat Yıldız Ahmet,209,2
105035178920605,Fabrika Gazete,Fabrika Gazete,208,4
407370093070640,Kemal Bilal ÖNER,These ads ran without a disclaimer,207,2
100308889524493,Türkiye Yüzyılı,These ads ran without a disclaimer,205,5
101493406235714,Dr.Hakan Çolpan,Mehmet Hakan Çolpan,204,1
107278128988579,Ali Kalkan,Ali Kalkan,203,2
107381685008054,Adnan İncetoprak,Adnan İncetoprak,201,1
100497616382526,Psikoloji Araştırma Grubu,Eylul Deran Atalay,201,2
121868444167432,Av. Muhammet Özkan,Muhammet Özkan,200,3
924417247738396,İsmet Tokdemir,Ismet Tokdemir,200,1
115070884892006,Koç Üniversitesi Hesaplamalı Sosyal Bilimler Araştırma Merkezi,Koç University Center for Computational Social Sciences,200,2
107858224806227,Gündem Fethiye,Burak Necip Başar,200,1
2040128776040928,Yelda Erol Gökcan,TBMM,200,1
103475127843886,Aydın Sayın Design Studio,Aydın Sayın,200,1
283657205667155,Mustafa Ali Fırtına,Mustafa Ali Firtina,196,3
111170868420924,ottomanmedals,These ads ran without a disclaimer,196,1
1586908438234661,İsmail Faruk AKSU,İsmail Faruk AKSU,196,3
442602909281805,Aydın Yeni Haber,These ads ran without a disclaimer,196,1
109730208764506,Şükrü Yılmaz,Yeniden Refah Partisi,195,1
101212512952061,Ekrem Başer,These ads ran without a disclaimer,195,1
105408172083801,Suresh Kumar,These ads ran without a disclaimer,195,1
110296832029011,burak.asikoglu,These ads ran without a disclaimer,194,1
172200336891287,Medya Penceresi,Medya Penceresi,194,1
2077561032519318,Yolpınar mahallesi hizmet yar day güzelş,These ads ran without a disclaimer,193,1
103087702499272,Prof. Dr. Mustafa Araz,These ads ran without a disclaimer,193,1
547523835259032,Murat Baybatur,These ads ran without a disclaimer,193,2
107291848196562,alisolmaz_antika_sanat,These ads ran without a disclaimer,192,1
111167104891260,Consolution Agency,These ads ran without a disclaimer,190,1
101545172625415,1001merakyayinevi,These ads ran without a disclaimer,187,1
1493940890859471,Birileri Var,Ali Samed Akpınar,186,7
1487713744807298,Murat Erşahin Türkiyede Yaşayan Yabancılar,These ads ran without a disclaimer,186,1
103379672374324,meri_istiroti,These ads ran without a disclaimer,184,1
165300540586852,Cemil Deveci,T.C. Atakum Belediyesi,184,1
103592289381461,mv.mumtazyavuz,These ads ran without a disclaimer,184,2
1493940890859471,Birileri Var,Samet Akpınar,184,9
976983495691112,弒者生存Dead or alive,These ads ran without a disclaimer,183,1
114079334979839,Sibel Suiçmez,These ads ran without a disclaimer,182,1
105729468052141,Oniki,These ads ran without a disclaimer,182,1
267951747242221,Yeniden Refah İstanbul,These ads ran without a disclaimer,180,1
602991949754369,BursaMuhalif Gazetesi,BursaMuhalif.com,180,1
101676362423168,CHP GAZİPAŞA İLÇE BAŞKANLIĞI,CHP GAZİPAŞA İLÇE BAŞKANLIĞI,180,3
346721015516880,Aysu Bankoğlu,These ads ran without a disclaimer,178,3
165945273419566,Kıbrıs Vakıflar İdaresi,These ads ran without a disclaimer,177,1
107414191481828,Yeniden Refah Partisi Antalya Kepez İlçe Başkanlığı,These ads ran without a disclaimer,177,1
567323713778548,Feridun Balcı,These ads ran without a disclaimer,177,1
106438848310166,MaleIndustry,These ads ran without a disclaimer,176,1
211356219066362,Dr. Yusuf ACAR,Yusuf Acar,176,4
102573012828608,Itami Daa,These ads ran without a disclaimer,175,1
102581693649196,Tarsus NET HABER,These ads ran without a disclaimer,171,1
308702066460478,Ibrahim BİÇER Akşemsettin mahallesi Muhtari,Ibrahim Bicer,171,1
104077115765568,Newsturkiye,These ads ran without a disclaimer,170,1
311773282279653,Uşak Haber,Kenan Arslan,168,3
161483797648472,Pusula78 Haber,PUSULA78,167,1
120722914267322,ülkü Aslan,These ads ran without a disclaimer,167,1
571739689897341,منتدى العاصمة,منتدى العاصمة,166,1
276652289141318,OSMAN KOZAN,Osman Kozan,165,10
120133434361072,Yahya Yayla Iki,These ads ran without a disclaimer,162,6
110227182034376,Op. Dr. Muharrem Karakaya,These ads ran without a disclaimer,161,1
111727448475044,SEZER ATEŞ,Sezer ateş inşaat sanayi ticaret limited şirketi,160,1
243074609592713,Rasim Ari,Rasim Ari,160,1
2144200562485838,Milli Yol Partisi Manisa İl Başkanlığı,Ilkay Şimşek,160,1
143845748521915,yunuscoka41,These ads ran without a disclaimer,160,4
103910252680446,Nimet Özdemir,These ads ran without a disclaimer,160,1
101775612900057,Ömer Özmen,Ömer Özmen,160,2
119873261054063,Hayriye Aydın,These ads ran without a disclaimer,160,1
264716173609808,Ramis Topal,Ramis Topal,160,1
103605472725454,Op. Dr. Volkan Yurtman,Burak Taşkan,160,1
107160395294253,Füsun Çevik Karaman,Füsun Çevik Karaman,160,2
176058332481074,Milliyetçi Hareket Partisi Kdz.Ereğli İlçe Başkanlığı,Milliyetçi Hareket Partisi Kdz.Ereğli İlçe Başkanlığı,160,1
480319408677754,AK Parti Bolu İl Başkanlığı,AK Parti Bolu İl Başkanlığı,160,1
103944102522005,memleketimpartisikayseri,These ads ran without a disclaimer,159,1
1978648385719948,Gürsuluyuz,These ads ran without a disclaimer,159,4
28312410177,World Food Programme,These ads ran without a disclaimer,159,6
118101047927218,ID Master,These ads ran without a disclaimer,158,7
110325572024430,Tuncay Tolga Ozçakmak,Anıl Erdaş,158,1
653404054763853,Buzdağı Yayınevi,These ads ran without a disclaimer,158,1
119516914443305,M.Sait Çelebi,Mehmet Sait Çelebi,157,2
108203611037673,ginnidudu,These ads ran without a disclaimer,157,1
105724511499805,Yeniden Refah Partisi,These ads ran without a disclaimer,157,3
1776575989330324,RP Taner Gümüş,Taner Gümüş,157,2
284719123320412,Yeniden Refah Sakarya,These ads ran without a disclaimer,156,1
