Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
71409503111,Manchester City Council,Manchester City Council,5771,4
116625838402686,FareShare,FareShare,5515,31
102962406443212,WWF Cymru,WWF Cymru,5292,10
100265009526760,NEDDC Conservatives,North Derbyshire Conservatives,5171,30
106205865302441,Just Stop Oil,Just Stop Oil,4986,102
1573441899601646,Hismile,These ads ran without a disclaimer,4928,3
116658961367075,GloryRideMusical,Fifty Technology,4800,35
10986039307,VSO,VSO,4753,24
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,4722,1
698773137204706,Give My View,Built-ID,4635,18
101255718164248,350 UK,350.org,4621,38
805056259512648,Transport for Greater Manchester,These ads ran without a disclaimer,4617,4
110538548040758,Care2 UK,John Ayling & Associates,4613,17
166917856704286,Essex County Council,Essex County Council,4563,28
13533633585,National Trust,National Trust,4531,3
105325515394672,Local Recovery,Local Recovery,4413,44
104768005247443,Say No To WHO,Say no to WHO,4387,2
37981137361,The Children's Society,The Children's Society,4374,64
18933990398,Stonewall,Stonewall UK,4201,12
39605200520,ActionAid UK,ActionAid UK,4197,34
965312526817132,Ashford Labour,Ashford Constituency Labour Party,4192,91
313376249090900,The Humane League UK,The Humane League UK,4056,47
230343220395979,NOW,Mediacom UK,3975,18
490007667679401,Hugh James,Hugh James,3780,15
632184833605348,YouPolitics.uk,Robin Michael Horsley,3689,18
110100268235797,Hyphen,Link Media Corporation Ltd,3591,59
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,3559,3
103273814470,SolarAid,SolarAid,3479,71
108906498687347,Knife Sentence,Knife Sentence,3454,12
111503161740182,AGBI,AGBI,3452,50
104255571968810,Save My Vape,Save My Vape,3446,8
104659471147991,City of Leicester Conservatives,City of Leicester Conservative Federation,3429,33
346684596111093,KinKind,KinKind Ltd,3394,8
120235764665422,Broxtowe Borough Council,Broxtowe Borough Council,3324,4
1046117708754519,Care4Calais,Care4Calais,3292,57
442816382865338,Social Security Scotland,Social Security Scotland,3217,4
105298484651843,SME Climate Hub,SME Climate Hub,3185,59
102419351480447,Budweiser Brewing Group UK&I,AB InBev,3173,6
763665157015124,Silver Voices,Silver Voices,3144,7
103835971750,Orbis UK,Orbis UK,3136,20
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,3086,21
114651147002520,SSE Energy Solutions,SSE,3086,39
162372193827491,Yubico,These ads ran without a disclaimer,3082,10
167898406587045,Holiday Extras,Holiday Extras,3076,9
30540151272,GAY TIMES,GAY TIMES,3063,4
156483561056782,Magic Breakfast,Magic Breakfast,3022,54
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,3003,24
46852258376,Anti-Slavery International,Anti-Slavery International,2987,89
379736282091580,Great Yarmouth Labour,The Labour Party,2920,50
124471347603278,Positive Money UK,Positive Money,2832,6
713179875369048,London Gov,The Greater London Authority,2794,39
13655260370,Penguin Books,Penguin Books,2749,8
6708565748,CBM UK,CBM UK,2743,6
730993880393394,Michelle O'Neill,Sinn Féin,2644,85
6040534532,One Acre Fund,One Acre Fund,2638,12
228393814606663,West of England Combined Authority,West of England Combined Authority,2632,2
547761111920012,Anglian Water - Love Every Drop,Anglian Water,2587,9
175584152579855,Unite the union,Unite the union,2521,6
135456716565905,Guardian Jobs,Guardian Jobs,2519,14
104732130870119,Slough Borough Council,Slough Borough Council,2500,4
310039442421596,Scottish Labour Party,Scottish Labour Party,2494,66
471333502929463,Paths for All,Paths for All,2447,4
8422578815,Soil Association,Soil Association,2437,65
175338329150218,Help For Heroes,Help for Heroes,2391,115
1553554041540601,Burton and Uttoxeter Conservatives,Burton and Uttoxeter Conservatives,2350,50
486629864706816,Chichester Liberal Democrats,Jill Hilliard,2350,78
19895907944,CAFOD,CAFOD,2343,52
103004792660944,Longleaf Valley,These ads ran without a disclaimer,2331,4
111339325988454,The Coders Guild,The Coders Guild,2314,8
407402162736656,Labour East,The Labour Party,2250,46
210400546162648,Development Bank of Wales,Development Bank of Wales,2245,29
140064492697345,Bournemouth Green Party,"Bournemouth, Christchurch & Poole Green Party",2238,64
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,2215,8
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,2095,6
2279966602282911,Stoke-on-Trent Labour,Stoke-on-Trent Labour,2092,55
391643007520822,Mid Suffolk Green Party,Mid Suffolk Green Party,2073,124
319720638145510,NatureScot,NatureScot,2070,6
490858150969676,5Pillars,5Pillars,2062,11
249618799243125,South Norfolk Conservatives,South Norfolk Conservatives,2025,59
386752004789933,Canterbury Labour Party,Canterbury Labour Group,2003,69
120712674673605,Plymouth City Council,Plymouth City Council,2001,8
1842552962660642,Saffron Walden Labour,Saffron Walden Labour,1972,46
46074836918,The Trussell Trust,These ads ran without a disclaimer,1929,1
107818238902501,Ocean Census,Ocean Census,1926,20
258268470990692,Cyber Aware,These ads ran without a disclaimer,1920,5
143081799165389,Exeter Labour Party,Exeter Labour Party,1881,205
267272810055454,Mansfield Labour Party,Mansfield Labour Party,1860,27
123817579216,Labour South East,The Labour Party,1856,179
112845639376,Refugee Action,Refugee Action,1821,77
361357197279177,Ashford Conservatives,Ashford Constituency Conservative Association,1816,25
166335402260,Scottish Water,Scottish Water,1803,1
163277273712719,Oxford Plastics,Oxford Plastics,1799,41
18366996074,War on Want,War on Want,1776,15
164362913586214,Womankind Worldwide,Womankind Worldwide,1772,45
100854403381908,Pay Justice,Pay Justice,1767,11
7231383046,RSPCA (England & Wales),RSPCA (England & Wales),1747,23
186622728032,RSPB,RSPB,1738,161
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,1694,21
7950759473,Cancer Research UK,Cancer Research UK,1681,3
323967924444168,YesCymru,YesCymru,1678,31
9695206314,Sustrans,Sustrans,1676,23
101183108039162,P1vital,P1vital,1668,20
802578236475504,Erewash Labour,East Midlands Labour Party,1666,17
38241997652,Lymphoma Action,Lymphoma Action,1635,5
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,1628,6
812331435456726,Derby Labour Party,James Shires,1553,39
804917826282199,Elmbridge Liberal Democrats,Jaska Alanko,1552,35
216412798461590,TCV - The Conservation Volunteers,TCV - The Conservation Volunteers,1551,15
303760836322372,Bullen Healthcare,Bullen Healthcare,1526,21
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1521,21
1831352797151874,Greener Energy Group,These ads ran without a disclaimer,1509,9
21517406388,Trees for Cities,Trees for Cities,1500,10
1536244863288071,Terravesta,Terravesta,1496,4
6574632957,Unlock Democracy,Unlock Democracy,1444,15
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,1436,6
104267545594639,North East Derbyshire Labour,East Midlands Labour Party,1408,17
6707857033,Global Justice Now,Global Justice Now,1400,28
8423257659,Simon Brodkin,Avalon,1331,40
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),These ads ran without a disclaimer,1329,5
528125197395187,Darlington Conservatives,Darlington Conservative Party,1308,28
363954377093123,Yorkshire Smokefree,Yorkshire Smokefree,1300,8
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),1289,39
212038972186253,Transport for London,Transport for London,1279,1
227427673437,Tree Aid,Tree Aid,1266,35
103152315386803,Bassetlaw Labour,Bassetlaw Labour,1265,17
300669537056456,Wolverhampton Conservatives,Wolverhampton Conservatives,1250,11
100757718774002,Daikin UK,These ads ran without a disclaimer,1248,1
126261804063269,Surrey County Council,Surrey County Council,1205,3
141500959223137,I love Oldham,Oldham Council,1200,1
238394282845251,The Big Issue,The Big Issue,1200,2
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),1200,60
26698813123,British Red Cross,These ads ran without a disclaimer,1200,7
110611872002938,Stop dog attacks on Scotland’s sheep,AZ Advice Limited,1198,1
231988623523365,The North Face,These ads ran without a disclaimer,1194,1
147633985979116,Swindon Labour Councillors,Swindon Labour,1193,137
32514078659,Liberty,Liberty,1190,16
19529811722,Save An Orphan,These ads ran without a disclaimer,1188,10
2262957027289120,Expose Tobacco,These ads ran without a disclaimer,1182,4
156798122157,Media Trust,Media Trust,1163,4
16340868161,Northern Ireland Human Rights Commission,Northern Ireland Human Rights Commission,1144,19
129621013755944,Guildford Liberal Democrats,Guildford Liberal Democrats,1141,212
85800829429,Justice and Care,Justice and Care,1132,12
1419943011629069,The National Newspaper,The National,1116,10
247216292569,World Horse Welfare,World Horse Welfare,1109,13
107274939320795,Portsmouth City Council,Portsmouth City Council,1100,4
183578656917,Wellcome Trust,Wellcome Trust,1100,36
142432831702,Plymouth Labour,Plymouth Labour,1097,92
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,1087,4
113389667191398,ROOT ZERO,Puffin Produce,1079,18
226186737535800,Bristol & South Gloucestershire Conservatives,Bristol & South Gloucestershire Conservatives,1070,27
115289365261509,Burton and Uttoxeter Labour Party,Burton and Uttoxeter Labour Party,1069,45
107334993856,National Theatre Live,These ads ran without a disclaimer,1057,19
11055104471,ONE,ONE Against Poverty (UK),1044,27
657070411062471,Anas Sarwar,Scottish Labour Party,1020,23
26806660922,Humanists UK,Humanists UK,1019,2
107458721218674,ADF UK,ADF UK,1005,24
101957509021740,Tunbridge Wells Conservatives,Tunbridge Wells Conservatives,1003,59
144233225604048,Clarins,Clarins,1000,1
108995912015327,Energy Advice London,Energy Advice London,1000,26
9580139707,Battersea,Battersea,1000,2
7715002593,UNICEF UK,These ads ran without a disclaimer,1000,1
8126393663,MS Society UK,MS Society UK,1000,2
1591920221104299,More Than A Score,National Education Union,998,9
407959605904723,Labour West Lancashire,West Lancashire Labour,996,45
904219376634136,Labour for Hertsmere,Hertsmere Constituency Labour Party,989,53
105213446201178,International Justice Mission,International Justice Mission,984,2
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,978,8
691735234593687,Stop The Arc Group,Stop The Arc Group,975,9
321249061618806,Cllr Louise Gittins - Leader of Cheshire West,Cheshire West Labour,970,38
1944527365788790,Banc Datblygu Cymru,Development Bank of Wales,953,14
1863944713844924,Best For Britain,Best for Britain,952,11
102999628329018,Dr Shadman Zaman,Shadman Zaman,949,26
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",948,4
120398348115491,Residents for Uttlesford - R4U,Residents for Uttlesford,946,14
195913827088337,Doctors of the World UK,Doctors of the World UK,943,2
103340327775919,JobStacks,These ads ran without a disclaimer,929,2
243282025735694,Tunbridge Wells Liberal Democrats,Tunbridge Wells Liberal Democrats,924,15
102749999423262,Save the Shire,Shared Voice,922,6
534501720220577,Transform Trade,Transform Trade,912,2
1738524969810037,Mission India UK,Mission India UK,902,33
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,883,6
7783116506,Animals Asia,These ads ran without a disclaimer,872,10
134213516600832,Logistics UK,Logistics UK,872,8
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,869,4
1150499354969964,Telford Labour Party,Telford & Wrekin Labour,857,25
112489031472827,Redcar Labour,Redcar Constituency Labour Party,852,22
468808020190107,Kinson Conservatives,Bournemouth West Conservatives,818,14
430570587033190,Rushmoor Conservatives,ANHCA,811,52
89151782746,Fauna & Flora International,Fauna & Flora International,810,7
109324415039999,Oltco Ltd,Oltco Ltd,810,6
285638551575013,Al-Ayn Social Care Foundation - UK,Al-Ayn Social Care Foundation,805,3
108878014378530,Free Heating Scheme,These ads ran without a disclaimer,799,1
1011476312239991,Waverley Liberal Democrats,John Leston on behalf of Waverley Liberal Democrats,786,20
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,782,8
5662929773,openDemocracy,openDemocracy,771,5
222039255248891,West Berkshire Conservative Association,Joseph Alvin Clarke,770,11
841989992525255,North Herefordshire Conservatives,North Herefordshire Conservatives,756,5
2558329857727118,Families In Debt,Families in debt,754,1
1992016361080933,Sheffield Labour Councillors,Wayne Michael Rhodes,750,3
14169285463,Gumtree UK,Gumtree UK,750,4
1442281879390484,Conservatives - Thurrock & Basildon,Basildon and Thurrock Conservatives,748,2
102220332025739,Centre for Ageing Better,Centre for Ageing Better,747,8
2443299312347521,Green New Deal Rising,Green New Deal UK,736,5
121292038029801,The Passage Charity,The Passage,735,7
303381303198329,Local Government Boundary Commission for England,LGBCE,725,10
143998618983723,York Labour,York Labour Party,722,4
271246953007576,Amber Valley Labour Group,East Midlands Labour Party,714,21
146549422028829,The TaxPayers' Alliance,The TaxPayers' Alliance,709,18
175316065881756,How to Waste Less Scotland,How to Waste Less Scotland,705,2
109927463062542,South East Cambridgeshire Conservative Association,South East Cambridgeshire Conservative Association,700,8
104774828033070,Surrey Heath Lib Dems,Surrey Heath Liberal Democrats,692,16
172855909743145,Poole Conservatives,Poole Conservatives,687,15
102129859040480,Giverr,These ads ran without a disclaimer,686,23
798512170219069,Rewilding Britain,Rewilding Britain,679,13
63451405593,NFU Online,NFU Online,678,1
116241615098489,Dogwoof,Dogwoof,673,4
1863944713844924,Best For Britain,These ads ran without a disclaimer,671,3
1331606100266908,Westhoughton Life,Martyn Andrew Cox,671,14
202798122688,Chatham House,Chatham House,669,2
192752590831777,"Bournemouth, Christchurch & Poole Liberal Democrats",Poole Liberal Democrats,668,5
1459538714294469,Milton Keynes Conservatives,Milton Keynes Conservatives,666,32
101558386889,Shelter Scotland,Shelter Scotland,664,4
103779359700137,Mission Without Borders UK,Mission Without Borders UK,658,21
15713980389,MTV UK,MTV UK,655,5
47496679743,The Climate Coalition,The Climate Coalition,652,6
112712550420527,Ekō UK,SumOfUs,650,2
148488221871886,Mid Sussex Conservatives,The Conservative Party,649,12
105932165739421,London Digital Jobs & Skills Hub,Generation,647,4
1551777295056430,NFU Cymru,NFU Cymru,646,12
137491719653536,Governors for Schools,Governors for Schools,646,3
103559634900519,Oltco Ltd,Oltco Ltd,645,4
7043497714,Christian Aid,These ads ran without a disclaimer,641,3
45599299724,Atlantic Books,Atlantic Books Ltd,637,15
155005461199167,Canterbury City Council,Canterbury City Council,631,4
101915698384428,Eldred Law,Eldred Law,629,1
356808677783129,Tees Issues by Andy Preston,Andy Preston,628,10
705825476138789,Hubbub,Hubbub,626,12
144031562276259,Stevenage Labour Party,Stevenage Labour Party,623,37
156817331072965,Medway Labour & Co-op Group,The Labour Party,622,67
1528465387407368,Chelmsford Conservatives,Chelmsford Conservatives,620,4
99745777276,Porchlight,Porchlight,615,24
327118287384388,The Institution of Engineering and Technology (IET),The Institution of Engineering and Technology (IET),614,9
101300172558319,Eco Smart UK,Eco Smart UK,607,6
196639127027049,Transport Scotland,These ads ran without a disclaimer,602,6
184397788245817,Portsmouth Liberal Democrats,Portsmouth Liberal Democrats,600,12
1450681158291594,Counter Terrorism Policing,UK Counter Terrorism Policing,600,5
105057779144316,Balance Power,Balance Power,599,1
681292818704074,Chelmsford Lib Dems,Chelmsford Liberal Democrats,598,89
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,598,2
188863377824978,Muslim Aid,These ads ran without a disclaimer,598,18
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,597,5
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,597,1
246315845720314,Greater Manchester Combined Authority,Greater Manchester Combined Authority,590,3
197400387278804,North Devon Labour Party,North Devon Labour Party,589,11
475020296594461,Darren Selkus Reform UK Prospective Parliamentary Candidate,Darren Selkus Reform UK Prospective Parliamentary Candidate,586,20
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",583,4
202711963650198,Tatton Conservatives,Tatton Conservatives,583,22
169161123102605,Milton Keynes Liberal Democrats,Milton Keynes Liberal Democrats,578,23
345382132326295,Barnet Council,Barnet Council,575,16
177107979006144,North Lincolnshire Council,North Lincolnshire Council,566,6
114937633750473,Oltco Ltd,Oltco Ltd,565,4
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,565,6
405878589875004,Aid 4 Ummah,Aid 4 Ummah,560,4
251832064841527,The Dover and Deal Labour Party,The Dover and Deal Labour Party,558,48
183759769950,First News,First News- The Newspaper for Young People,557,77
104166061750361,Preston Conservative Association,Preston Conservative Association,552,25
3190660567626119,Dad’s In Debt.,Dadsindebt,548,1
841849189270523,Hayling Island Liberal Democrats,Havant Liberal Democrats,547,32
111439015547005,Masdar,These ads ran without a disclaimer,543,5
338857176230144,EuroWin Solutions,EuroWin Solutions,540,3
262379144296298,Continental Commercial Tyres UK,Continental Commercial Tyres UK,535,3
1410613969166253,Peterborough Conservatives,Peterborough Conservatives,535,2
674325606314256,Waltham Abbey Conservatives,Simon John Kane,531,19
20583485166,Diabetes UK,Diabetes UK,527,6
1014284195256570,Clacton Labour Party,Clacton Labour Party,526,32
85549822738,Peace Direct,Peace Direct,526,10
7569385657,Co-operative Party,Co-operative Party,525,4
142902049082891,Ashford Greens,Ashford Green Party,525,28
340911859327072,"Lewes Liberal Democrats: for Lewes, Newhaven, Polegate and Seaford",Lewes Liberal Democrats,525,19
108495917972425,South Glos Labour Councillors,South Glos Labour Councillors,524,62
1433067633675602,Sunderland Labour,Sunderland Labour,520,10
210786739051667,Woodland Trust Cymru,Woodland Trust,519,18
53855227667,Porsche,These ads ran without a disclaimer,519,1
102563495226123,Oltco Ltd,Oltco Ltd,518,6
108518772504726,Translink,Translink,518,4
238845759618209,Commonplace,Commonplace,517,5
349529338419493,Energy and Utilities Jobs,Joanne Hill,516,6
228249960960213,Simon Clarke MP,Simon Clarke,516,7
100669882957730,Chris Cooke for Mayor of Middlesbrough,The Labour Party,512,27
28750720737,Derby City Council,Derby City Council,507,19
111327401886686,Jonathan for Grantham Barrowby Gate,Jonathan Michael Cook,503,155
103913918848529,Project CÜRV,Project CÜRV,500,1
105732052794210,Democratic Unionist Party,Democratic Unionist Party,500,1
446064705414795,Medway Council,Medway Council,500,1
134273489985622,Bearded Theory,These ads ran without a disclaimer,500,1
279191925449794,West Suffolk Council,West Suffolk Council,500,1
1934566156780439,Ben Houchen - Tees Valley Mayor,The Conservative Party,500,1
469562890276224,Energy Technical Academy,These ads ran without a disclaimer,500,1
2352224541726783,Cancard,Cancard,500,2
103098208547214,Oltco Ltd,Oltco Ltd,499,4
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",497,56
108385790816204,Oltco Ltd,Oltco Ltd,497,3
225945417591610,Esher & Walton Conservatives in Elmbridge,Esher & Walton Conservatives,495,20
6406164817,Viva!,Viva! Vegan Charity,491,2
107424475417111,Unite For A Workers' Economy,Unite the Union,491,2
105411905372844,Free to Switch,Shared Voice,490,1
399509303582784,Jonathan Reynolds MP,Jonathan Reynolds MP,488,11
100396318770585,Oltco Ltd,Oltco Ltd,485,2
39556650565,League Against Cruel Sports,League Against Cruel Sports,478,1
101354105754455,Oltco Ltd,Oltco Ltd,475,2
107095708915479,Support Jimmy Lai,Electica ltd,474,1
123698491019029,Lombard Odier Group,These ads ran without a disclaimer,464,2
102881531374140,Oltco Ltd,Oltco Ltd,463,6
101078319487563,Discovering Quakers,Discovering Quakers,462,4
100683069449483,Oltco Ltd,Oltco Ltd,460,3
142659072462930,Castle Point Labour Party,Castle Point Labour Party,460,7
151162708297809,Bolsover Conservatives,North Derbyshire Conservatives,454,15
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,454,2
102959175630065,Net Zero Now,Net Zero Now Ltd,451,26
808343415932689,Chaddesden Ward Team,Mid Derbyshire and Derby Conservative Association,450,3
141410032625501,"Feedback - Feeding People, Backing the Planet",Feedback Global,449,7
106671782113015,Oltco Ltd,Oltco Ltd,449,4
104739198696692,Oltco Ltd,Oltco Ltd,445,2
104062973021500,Sony Group - Global,These ads ran without a disclaimer,442,18
97708339756,Action for Children,Action for Children,438,4
121054447914628,Ellesmere Port & Neston Conservatives,Ellesmere Port & Neston Conservatives,435,11
105579725420482,Oltco Ltd,Oltco Ltd,433,5
103090485214325,Oltco Ltd,Oltco Ltd,433,5
108241274164259,Oltco Ltd,Oltco Ltd,432,3
101985825795757,Tom4Change,Tom4Change,431,23
125695284110771,Hertfordshire County Council,Hertfordshire County Council,430,13
104341249161324,Norwich Renters Collective,Norwich Renters Collective,425,12
494936375470,The Yvonne Arnaud Theatre,The Yvonne Arnaud Theatre,424,9
2134938060079461,BOCA Campaign Team,Brentwood & Ongar Conservative Association,424,1
1216734391686243,Wokingham Liberal Democrats,Wokingham Liberal Democrats,420,38
1375275242695056,National Crime Agency,National Crime Agency,419,57
171538599528966,Crowdfunder,Crowdfunder,416,20
1308172849235040,Hucclecote Parish Council,Hucclecote Parish Council,412,13
222349315327056,Darlington Labour,Darlington Labour,408,10
110516608692539,Ware Conservatives,Arman Gevorgyan,407,14
841989992525255,North Herefordshire Conservatives,North Herefordshire Conservatives,406,3
2353954627957393,Stephen James - Conservative Campaigner,Stephen Phillip James,400,3
131742133535191,Mayor Dave Hodgson,Bedford Liberal Democrats,400,6
139157576129603,Wirral Council,Wirral Council,400,1
107554773999105,CleanHub,CleanHub,400,2
270549979968877,Runnymede Borough Council,Runnymede Borough Council,400,3
102526548076452,Oltco Ltd,Oltco Ltd,399,3
729623010452269,Preston Labour Party,Preston Labour Group,398,6
20995300784,Green Party of England and Wales,Green Party of England and Wales,397,18
327517440618344,Newark and Sherwood District Council,Newark and Sherwood District Council,396,3
108934388285899,Save Hertsmere,Save Hertsmere Ltd,395,8
1762364047407059,Mole Valley Liberal Democrats,Mole Valley Liberal Democrats,393,7
100659091502,Simon Community Northern Ireland,Simon Community Northern Ireland,391,3
111760065108428,New City College,New City College,389,2
553501741519596,Herne Bay Labour,Herne Bay Labour Party,388,18
101876585640303,Oltco Ltd,Oltco Ltd,388,2
824019727657580,Hyndburn Labour,Hyndburn Labour,384,10
1251751414922800,Aldershot & Farnborough Constituency Labour Party,Aldershot Constituency Labour Party,384,22
104440175326817,Oltco Ltd,Oltco Ltd,382,4
108177494656552,Oltco Ltd,Oltco Ltd,382,3
112032793783017,Oltco Ltd,Oltco Ltd,382,4
197765196932894,Vanish,These ads ran without a disclaimer,379,2
520571061455126,The Women's Equality Party Cheshire East,Women's Equality Party,377,42
1548975645370259,Festival of Debate,Opus Independents Ltd.,377,7
112009230934869,Oltco Ltd,Oltco Ltd,377,3
235448436974549,Wetherby Ward Councillors,Elmet & Rothwell Conservatives,375,3
382946878826423,FND Hope UK - Functional Neurological Disorder,FND Hope UK,374,1
193317391840,London Borough of Richmond upon Thames,London Borough of Richmond upon Thames,374,2
106073211531467,Oltco Ltd,Oltco Ltd.,374,4
120842934243837,GreenMatch - UK,These ads ran without a disclaimer,359,1
186656622209910,Folkestone and Hythe Conservatives,Folkestone and Hythe Conservatives,359,3
