Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
173783723538115,Shliza,These ads ran without a disclaimer,≤100,1
1426018520847631,Financial Mentors - Español,These ads ran without a disclaimer,≤100,1
104918367555965,The Fun Post,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,2
140968269286088,Cinesa Venezuela,These ads ran without a disclaimer,≤100,1
107533858776006,Qrscanner-11,These ads ran without a disclaimer,≤100,1
174806462881204,Medical News,These ads ran without a disclaimer,≤100,1
2134637893425059,Guitzi,These ads ran without a disclaimer,≤100,1
815563748564959,Yolla - International Calling,These ads ran without a disclaimer,≤100,1
101826846077993,Qrs1101-1,These ads ran without a disclaimer,≤100,2
1302059039869141,Ala Fekra,These ads ran without a disclaimer,≤100,1
411973422963732,Twenty Daily,These ads ran without a disclaimer,≤100,2
908878692509737,العين الإخبارية,These ads ran without a disclaimer,≤100,1
105580925630596,General Checkup Turkey,These ads ran without a disclaimer,≤100,1
125540182400469,The Daily Resource,These ads ran without a disclaimer,≤100,1
110868035202065,Camino recto,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,2
105132945378235,Soledad Esponda,These ads ran without a disclaimer,≤100,1
106319485003061,Family Store X4,These ads ran without a disclaimer,≤100,1
111071828580081,Wsp25,These ads ran without a disclaimer,≤100,1
105178755946079,Berseko,These ads ran without a disclaimer,≤100,2
111710362023668,Graomphne,These ads ran without a disclaimer,≤100,1
160783801262497,Bdjdkxbxj,These ads ran without a disclaimer,≤100,1
107012889004061,Awe18,These ads ran without a disclaimer,≤100,1
105283345846236,Yuy-044,These ads ran without a disclaimer,≤100,1
120498394320803,C301-40,These ads ran without a disclaimer,≤100,2
303624683019094,HACEY's Health Initiative,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
118618566141,Vaisala,These ads ran without a disclaimer,≤100,4
110361148682520,Marli Almeida Ferreira,These ads ran without a disclaimer,≤100,1
163593447726948,Jerry Pettit Music,These ads ran without a disclaimer,≤100,1
109630058836067,Nicaragua Renacerá,These ads ran without a disclaimer,≤100,1
1526189661018367,Aspire Artemis,These ads ran without a disclaimer,≤100,3
108968158701063,Connect1281_13303,These ads ran without a disclaimer,≤100,1
111829508483554,YouSometimes.us,These ads ran without a disclaimer,≤100,1
100162738241949,Xu Zeyu,These ads ran without a disclaimer,≤100,3
105427805921497,Uzi-194,These ads ran without a disclaimer,≤100,1
240840943082962,Movimiento Laudato Si,These ads ran without a disclaimer,≤100,2
151848481352201,Evelin Meirelis,These ads ran without a disclaimer,≤100,1
131793653512148,Diario La Prensa,These ads ran without a disclaimer,≤100,1
110946815255341,Mc01-32,These ads ran without a disclaimer,≤100,1
100704405579086,Claudel Noubissie International Consulting,These ads ran without a disclaimer,≤100,1
913138225443874,Demotivateur Food,These ads ran without a disclaimer,≤100,1
110096461834624,Nichols Gregory,These ads ran without a disclaimer,≤100,1
612409275924301,The Daddest Social,These ads ran without a disclaimer,≤100,1
1061420730573798,Sinopec,These ads ran without a disclaimer,≤100,6
102452782623476,Funny Ent,These ads ran without a disclaimer,≤100,2
103686485960392,Bonjour-15,These ads ran without a disclaimer,≤100,1
1505375433090504,Televizion,These ads ran without a disclaimer,≤100,1
107941432333008,Cdhg-1234,These ads ran without a disclaimer,≤100,2
115070344847304,C301-33,These ads ran without a disclaimer,≤100,1
162550236939938,Act now,These ads ran without a disclaimer,≤100,1
103015862655040,Mazha02,These ads ran without a disclaimer,≤100,1
100995859592374,SST Challengers,These ads ran without a disclaimer,≤100,1
231994373490800,Student Energy,These ads ran without a disclaimer,≤100,1
2317618755002063,TuResumen,These ads ran without a disclaimer,≤100,1
103049335829816,"La verdad, Cueste lo que Cueste",These ads ran without a disclaimer,≤100,2
109058985571302,Fang Xinyan,These ads ran without a disclaimer,≤100,1
171043346082385,Yop04,These ads ran without a disclaimer,≤100,4
101285779453014,Source of_8,These ads ran without a disclaimer,≤100,1
104614176049646,UniversoSaudavel,These ads ran without a disclaimer,≤100,2
1512588945688209,Miguel Kadranel,These ads ran without a disclaimer,≤100,1
104404948072,Ema Arius,These ads ran without a disclaimer,≤100,4
110518398307681,Brainety,These ads ran without a disclaimer,≤100,1
1164694603562682,FastTony,These ads ran without a disclaimer,≤100,2
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,4
105231982353934,LjlM3110923B,These ads ran without a disclaimer,≤100,1
1478930005708038,TomorroWoman,These ads ran without a disclaimer,≤100,4
257045211013828,San Antonio Spurs Pro,These ads ran without a disclaimer,≤100,2
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,4
103269898428170,Cooking 4 All Mode,These ads ran without a disclaimer,≤100,1
110048008712293,Future1809-01,These ads ran without a disclaimer,≤100,1
101806255995066,Solar Proyectos,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,8
1366918240101116,ITranslator & Easy Link-0411-L1,These ads ran without a disclaimer,≤100,1
180435888492265,ModernMic Tales,These ads ran without a disclaimer,≤100,1
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,3
33575580843,Microsoft Research,These ads ran without a disclaimer,≤100,1
102371144884962,TVBee World,These ads ran without a disclaimer,≤100,1
101477159279406,Shop Mall,These ads ran without a disclaimer,≤100,1
104843862135388,Kef Reading,These ads ran without a disclaimer,≤100,1
237650313048963,China Admissions,These ads ran without a disclaimer,≤100,3
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,4
131303296897437,Grunt Style,These ads ran without a disclaimer,≤100,5
113013077228994,CZ,These ads ran without a disclaimer,≤100,1
123319347712109,Aplicaciones Tecnológicas Smart Earthing & Lightning Solutions,These ads ran without a disclaimer,≤100,1
108132745079987,A to Z Reading,These ads ran without a disclaimer,≤100,1
110422018472252,Kaeser Talk,These ads ran without a disclaimer,≤100,1
1500866823533049,Daniela Silva - Reporter,These ads ran without a disclaimer,≤100,5
102988449045748,Gon Reading,These ads ran without a disclaimer,≤100,1
100389584753891,The University of British Columbia Magazine,These ads ran without a disclaimer,≤100,1
101265346105679,ISPRS International Journal of Geo-Information,These ads ran without a disclaimer,≤100,1
101684409412441,Bear bast 15,These ads ran without a disclaimer,≤100,1
103128874435494,Restaurante El Chontaleño  - Oficial,These ads ran without a disclaimer,≤100,1
103820749238292,Js_m1,These ads ran without a disclaimer,≤100,1
104230756054874,Instantly Modern,These ads ran without a disclaimer,≤100,1
104467199427723,Fantastic Adventure House,These ads ran without a disclaimer,≤100,1
111695381406940,ISheep Mars Adventure,These ads ran without a disclaimer,≤100,1
100340493028673,Lst46,These ads ran without a disclaimer,≤100,1
289397611132,Working Ranch Magazine,These ads ran without a disclaimer,≤100,1
102910832597084,JY Running,These ads ran without a disclaimer,≤100,4
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,5
112077024899370,Comics Stadium,These ads ran without a disclaimer,≤100,4
108747675170555,SportPassion,These ads ran without a disclaimer,≤100,1
21591025194,The University of Melbourne,These ads ran without a disclaimer,≤100,3
114459501556450,C301-16,These ads ran without a disclaimer,≤100,1
134061403121399,Xomtom Orson,These ads ran without a disclaimer,≤100,1
105186412515147,Wsp46,These ads ran without a disclaimer,≤100,2
100715632910454,Chengzhi01,These ads ran without a disclaimer,≤100,1
102538795925802,Solo_tech_VPN,These ads ran without a disclaimer,≤100,1
106404828974541,Cine en Español,These ads ran without a disclaimer,≤100,1
121156794234947,Mentretiene Stories,These ads ran without a disclaimer,≤100,1
100982652385000,Home Read,These ads ran without a disclaimer,≤100,2
418775708189870,Social Movement Technologies,These ads ran without a disclaimer,≤100,2
110099321973042,Trois-02,These ads ran without a disclaimer,≤100,1
103076212633628,Občina Bloke,These ads ran without a disclaimer,≤100,2
114868514988424,Blue Sky Printable Arts,These ads ran without a disclaimer,≤100,1
103496435538391,"Finding Peace-A Spiritual, Physical, Mental and Emotional interconnectivity",These ads ran without a disclaimer,≤100,1
106345782349896,Kiki115608,These ads ran without a disclaimer,≤100,1
198802866938396,Opple Lighting,These ads ran without a disclaimer,≤100,1
683589518699969,BeleiroDavid,These ads ran without a disclaimer,≤100,1
105528045792903,DailyPanda,These ads ran without a disclaimer,≤100,1
116422024667182,Cinq-04,These ads ran without a disclaimer,≤100,1
106699788869883,China Railway,These ads ran without a disclaimer,≤100,1
100897962942484,王三郎嚴選,These ads ran without a disclaimer,≤100,1
100494622005728,Trivia.com - Celebrities,These ads ran without a disclaimer,≤100,1
153455974524763,Argentina.tohol.org,These ads ran without a disclaimer,≤100,1
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
102763451168445,CGTN Global Watch,These ads ran without a disclaimer,≤100,2
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,2
102986502901611,Know more,These ads ran without a disclaimer,≤100,1
109286377649876,BYCM,These ads ran without a disclaimer,≤100,1
107576792437483,Tripple B Online TV,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,5
100180622130179,Valin Trading Academy,These ads ran without a disclaimer,≤100,1
106991422220338,Alexander Jesús Figueredo Izaguirre,These ads ran without a disclaimer,≤100,1
100441325574782,Strawberry Ice Cream,These ads ran without a disclaimer,≤100,1
276379069892534,Spotlight Initiative,These ads ran without a disclaimer,≤100,1
101959954858418,Balloon Racoon,These ads ran without a disclaimer,≤100,1
103889342700409,Happy Minute,These ads ran without a disclaimer,≤100,2
342085905415,Religión en Libertad,These ads ran without a disclaimer,≤100,1
108928411971458,Normal proxy,These ads ran without a disclaimer,≤100,3
101701752379868,Bunny Reading,These ads ran without a disclaimer,≤100,1
1710865235798030,Política Comparada Flacso,These ads ran without a disclaimer,≤100,1
105387374172299,Remini - AI Photo Enhancer,These ads ran without a disclaimer,≤100,1
491045330065,RFI Español,These ads ran without a disclaimer,≤100,1
110744165275408,Mc01-15,These ads ran without a disclaimer,≤100,2
908381849224592,Three Birds Renovations,These ads ran without a disclaimer,≤100,1
115800384770622,hildemaroinfante,These ads ran without a disclaimer,≤100,1
261877753666902,G.O.V,These ads ran without a disclaimer,≤100,3
233285550514052,COMYMBA,These ads ran without a disclaimer,≤100,1
276490482462006,Northern Miner,These ads ran without a disclaimer,≤100,1
495206757286894,Laudato Si Movement,These ads ran without a disclaimer,≤100,1
141629189044869,Felipe Kosaka,These ads ran without a disclaimer,≤100,2
114950684872253,C301-27,These ads ran without a disclaimer,≤100,2
0,Instagram User 3764469159,These ads ran without a disclaimer,≤100,1
100756439507438,Bear bast 18,These ads ran without a disclaimer,≤100,2
113256785001108,Having Said That,These ads ran without a disclaimer,≤100,1
102958012818672,Fun Smuggle,These ads ran without a disclaimer,≤100,2
113494377640346,Silicon Valley Investclub,These ads ran without a disclaimer,≤100,1
100806656203749,Flower VPN & Fast Proxy Master-0414-2,These ads ran without a disclaimer,≤100,1
388035041774653,Monique Stephanie,These ads ran without a disclaimer,≤100,2
496457680488676,張盛舒,These ads ran without a disclaimer,≤100,1
321196634402542,pluricausales,These ads ran without a disclaimer,≤100,1
108022421964034,Attack Aircraft,These ads ran without a disclaimer,≤100,1
100363736296175,T110-31,These ads ran without a disclaimer,≤100,1
114116259977743,Secretaría Técnica del COMMCA/SICA,These ads ran without a disclaimer,≤100,1
103438711696898,Angelo Caltagirone - Meridiano Music,These ads ran without a disclaimer,≤100,1
127021116985044,Ayus Wellness,These ads ran without a disclaimer,≤100,1
102939192863126,Dgdhj-2530,These ads ran without a disclaimer,≤100,1
103232882101790,Luxury Vibes,These ads ran without a disclaimer,≤100,8
105102251344121,Find China in Yangzhou,These ads ran without a disclaimer,≤100,1
106712808491049,Travelpedia,These ads ran without a disclaimer,≤100,1
247959751735075,AI Pixel Art 01,These ads ran without a disclaimer,≤100,1
1505544533088943,United States Church,These ads ran without a disclaimer,≤100,1
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,4
100697685391654,CGTV LIVE_English,These ads ran without a disclaimer,≤100,2
112423471924014,Den Jyske Podcast,These ads ran without a disclaimer,≤100,1
116225038048095,Magic1419-02,These ads ran without a disclaimer,≤100,2
122093130452018057,Incidencia Feminista Latinoamericana y del Caribe,These ads ran without a disclaimer,≤100,1
103084848227304,NederlandWereldwijd,These ads ran without a disclaimer,≤100,2
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,5
103987215738164,Futbolete- historiars page 3,These ads ran without a disclaimer,≤100,1
103140862279592,milagros_de_sanidad_de_dios,These ads ran without a disclaimer,≤100,2
2083784155251959,Coach_Laura Bustamante,These ads ran without a disclaimer,≤100,1
100455699448835,N9i,These ads ran without a disclaimer,≤100,7
947141812042694,Egypt Energy Show - Egypes,These ads ran without a disclaimer,≤100,1
105388502159590,Tiron Reading,These ads ran without a disclaimer,≤100,1
102839539066726,Motor-Wheel,These ads ran without a disclaimer,≤100,2
109084044253164,Moms Only,These ads ran without a disclaimer,≤100,1
104025197797640,Matthew John - Short Story Teller,These ads ran without a disclaimer,≤100,1
107169648214472,Every Day Koala Living,These ads ran without a disclaimer,≤100,1
112876564971628,Private1290_11101,These ads ran without a disclaimer,≤100,1
114061111633501,Mc01-36,These ads ran without a disclaimer,≤100,1
252749651432170,EOLO,These ads ran without a disclaimer,≤100,1
157320914139334,Real exclusive video 004,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,2
110849608511677,Mississippi005,These ads ran without a disclaimer,≤100,1
109167028757642,Magic1418-01,These ads ran without a disclaimer,≤100,1
102581028206,CNNArabic,These ads ran without a disclaimer,≤100,3
101418535562588,Fab Crunch Fashionista,These ads ran without a disclaimer,≤100,1
101085876107535,La Revista Semanal de Investing,These ads ran without a disclaimer,≤100,1
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,2
103870515726436,Hypatia Gender justice هيباتيا للعدالة الجندرية,These ads ran without a disclaimer,≤100,1
105616008791978,S-Cleaner,These ads ran without a disclaimer,≤100,1
110784141934878,Mc01-31,These ads ran without a disclaimer,≤100,1
1668962933352995,Viden på Tværs,These ads ran without a disclaimer,≤100,1
107397281773094,Foxie,These ads ran without a disclaimer,≤100,1
103982862530012,mailatamchina,These ads ran without a disclaimer,≤100,1
105921748922560,Beller Boy,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
100250128285411,Asia Financial,These ads ran without a disclaimer,≤100,1
1881543645439590,Tech It Out with Yang Zhao,These ads ran without a disclaimer,≤100,6
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100,1
627323294356159,Megadance,These ads ran without a disclaimer,≤100,1
102491502776287,Nancy Proxy,These ads ran without a disclaimer,≤100,1
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,1
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100,2
103304035928442,IKUNa05,These ads ran without a disclaimer,≤100,2
502726393396554,MedGlobal,These ads ran without a disclaimer,≤100,1
107280087594348,Huanqiu.com,These ads ran without a disclaimer,≤100,2
134821969948251,Η ΚΑΘΗΜΕΡΙΝΗ - Επίσημη σελίδα,These ads ran without a disclaimer,≤100,1
106806228013717,The Primary Market - The List,These ads ran without a disclaimer,≤100,1
1691657301053819,No Todos Los Veranos Tienen Que Ser Azules,These ads ran without a disclaimer,≤100,1
173130474741,Yahia Gouasmi,These ads ran without a disclaimer,≤100,1
117329984641743,C301-29,These ads ran without a disclaimer,≤100,1
191863301178816,ENigmas Del CaRibe,These ads ran without a disclaimer,≤100,1
100839486207417,Online video 35,These ads ran without a disclaimer,≤100,1
104473477733030,Earn2Trade Español,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,2
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,2
147211095140634,學籽 金馬電影大師線上課程,These ads ran without a disclaimer,≤100,1
102158672799141,Mjd Mahady,These ads ran without a disclaimer,≤100,1
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
115889750105662,Lera,These ads ran without a disclaimer,≤100,1
281389265047799,Familia DaNay,These ads ran without a disclaimer,≤100,1
112629374985569,Gwotpmhuaaa,These ads ran without a disclaimer,≤100,1
135799599823455,Arboricultural Association,These ads ran without a disclaimer,≤100,2
102261702705960,Driving Todays - Page 4,These ads ran without a disclaimer,≤100,1
1590877284560136,Patti Harris,These ads ran without a disclaimer,≤100,6
178168275528158,Secretaría General Iberoamericana (SEGIB),These ads ran without a disclaimer,≤100,1
286809225226795,Noboundariesmc,These ads ran without a disclaimer,≤100,1
1416517195287722,Iglesia De Cristo Ministerios Ebenezer Costa Mesa CA,These ads ran without a disclaimer,≤100,1
106881482297981,Six-04,These ads ran without a disclaimer,≤100,1
110518275258209,White Ferrari02,These ads ran without a disclaimer,≤100,1
116040548103075,Wsp40,These ads ran without a disclaimer,≤100,3
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,5
100921339273653,Bradley Ryan Marsoobian,These ads ran without a disclaimer,≤100,1
110822558440660,Brackish Babe,These ads ran without a disclaimer,≤100,1
112334190121764,"Fight Racism, Fight Imperialism: UEA",These ads ran without a disclaimer,≤100,3
104932875176237,Traveling Getaways,These ads ran without a disclaimer,≤100,1
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
1396991720561689,Steve Harvey,These ads ran without a disclaimer,≤100,2
348409719303587,Ukraine NOW,These ads ran without a disclaimer,≤100,1
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,1
103488685765636,Marcela Moura,These ads ran without a disclaimer,≤100,1
111278408505152,Ashangqu01,These ads ran without a disclaimer,≤100,2
151254838077134,Classic Cleverness,These ads ran without a disclaimer,≤100,1
103152251918116,Panda Report,These ads ran without a disclaimer,≤100,1
722256984867966,Raytheon Technologies,These ads ran without a disclaimer,≤100,1
1567453056849352,Joshua Long,These ads ran without a disclaimer,≤100,1
427747764026807,ShanghaiEye,These ads ran without a disclaimer,≤100,4
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
101885509497035,Jc-35,These ads ran without a disclaimer,≤100,1
105841425476519,Daily Family Life,These ads ran without a disclaimer,≤100,1
104305092258023,Modernizationary,These ads ran without a disclaimer,≤100,1
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100,2
101254162652139,Weregreenly- stories,These ads ran without a disclaimer,≤100,1
100237365603299,The House Candy,These ads ran without a disclaimer,≤100,1
115490988121968,Magic1423-02,These ads ran without a disclaimer,≤100,1
1889866961131573,Compartir en Familia,These ads ran without a disclaimer,≤100,1
102270139151158,Social market economy,These ads ran without a disclaimer,≤100,2
89151782746,Fauna & Flora,These ads ran without a disclaimer,≤100,3
109776748588359,Source of_5,These ads ran without a disclaimer,≤100,3
312127148896464,BRITA France,These ads ran without a disclaimer,≤100,1
106190745640983,MrSilly,These ads ran without a disclaimer,≤100,1
151929731346964,Persuasión Política,These ads ran without a disclaimer,≤100,2
106239491985146,Koi Stories,These ads ran without a disclaimer,≤100,4
109281561910387,Dame HCQC Cho Die432442,These ads ran without a disclaimer,≤100,1
117226101279459,Jc-29,These ads ran without a disclaimer,≤100,1
100806236158832,Maria,These ads ran without a disclaimer,≤100,1
108184682382930,DQC,These ads ran without a disclaimer,≤100,1
110178605122851,Fun Magazine Net,These ads ran without a disclaimer,≤100,1
100430299322572,Internacionalistas Sin Fronteras,These ads ran without a disclaimer,≤100,1
698056676933263,Global Peace Mission / Official,These ads ran without a disclaimer,≤100,1
140434785829032,Gathope.com,These ads ran without a disclaimer,≤100,1
105469612376717,Akx-114-12,These ads ran without a disclaimer,≤100,1
107770042253735,Youwei-015,These ads ran without a disclaimer,≤100,1
100720589590591,Jo-73,These ads ran without a disclaimer,≤100,1
102824212559965,Aug.23-01,These ads ran without a disclaimer,≤100,1
110519061420262,Fox Chill,These ads ran without a disclaimer,≤100,3
107644841055232,Координационный совет,These ads ran without a disclaimer,≤100,2
106540078687090,Curiosity Mind,These ads ran without a disclaimer,≤100,1
258640607530666,INA,These ads ran without a disclaimer,≤100,2
112280165067517,Naturefoodnerd,These ads ran without a disclaimer,≤100,1
112297638022842,Meet Jesus,These ads ran without a disclaimer,≤100,3
100136949697500,Awp32,These ads ran without a disclaimer,≤100,1
103355052143433,Tribu Deportiva,These ads ran without a disclaimer,≤100,1
114112935077556,Iulhjf,These ads ran without a disclaimer,≤100,1
106765298897445,Mineração Inteligente,These ads ran without a disclaimer,≤100,1
127223393628282,Ywj-052,These ads ran without a disclaimer,≤100,1
116958541281094,Trois-05,These ads ran without a disclaimer,≤100,1
70088406269,Narconon,These ads ran without a disclaimer,≤100,2
235166419685456,concienciacriminal,These ads ran without a disclaimer,≤100,1
108527578325823,Chokomoko Time,These ads ran without a disclaimer,≤100,1
100183535934573,Desiree Crawford,These ads ran without a disclaimer,≤100,1
1580082582270698,General Auditing Commission,These ads ran without a disclaimer,≤100,1
104828325921007,Spf-024,These ads ran without a disclaimer,≤100,1
108645111787252,Discover Guilin,These ads ran without a disclaimer,≤100,3
105659649297042,Daily Discoveries,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
101956255632720,Jessica's Green Channel,These ads ran without a disclaimer,≤100,1
114233111293495,Brides And Maids,These ads ran without a disclaimer,≤100,2
113053894967790,Quest04,These ads ran without a disclaimer,≤100,1
102940261323794,Anna Zgambo,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
122125810793113,Gam Speeder,These ads ran without a disclaimer,≤100,1
114420307419663,Nuestra América Segundo Paso,These ads ran without a disclaimer,≤100,1
102862682558865,Force Aircraft,These ads ran without a disclaimer,≤100,1
101301869148887,KS Immigration Services,These ads ran without a disclaimer,≤100,1
105698242593949,Bjnohhuo-2324,These ads ran without a disclaimer,≤100,1
109121179159737,Grupo Bimbo,These ads ran without a disclaimer,≤100,2
103497027790225,Fonos,These ads ran without a disclaimer,≤100,4
114493528271605,Z-63-pro,These ads ran without a disclaimer,≤100,1
110712398612016,Mc01-22,These ads ran without a disclaimer,≤100,2
102271979179203,Drivingtodays - Page 3,These ads ran without a disclaimer,≤100,1
389202717789895,PHmuseum,These ads ran without a disclaimer,≤100,1
558231374253276,Anhui Travel,These ads ran without a disclaimer,≤100,1
218938674645852,ilinilich,These ads ran without a disclaimer,≤100,1
101158816191470,T1215-6,These ads ran without a disclaimer,≤100,1
101908422753636,California005,These ads ran without a disclaimer,≤100,1
9181619833,CES,These ads ran without a disclaimer,≤100,2
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100,2
100805886030534,Sportzspace - Magazine,These ads ran without a disclaimer,≤100,1
151677321357398,Jasmine01013-2,These ads ran without a disclaimer,≤100,1
789394817776187,This is Hunan,These ads ran without a disclaimer,≤100,2
101512272721058,Pepsiiii02,These ads ran without a disclaimer,≤100,1
1982725235124547,DoFasting,These ads ran without a disclaimer,≤100,1
105065085534753,Yom Reading,These ads ran without a disclaimer,≤100,2
339932985874704,Flux VPN,These ads ran without a disclaimer,≤100,1
109844910514118,China Hongqiao,These ads ran without a disclaimer,≤100,2
222957571664804,StudentHub,These ads ran without a disclaimer,≤100,2
104368422598347,Translate Space,These ads ran without a disclaimer,≤100,2
100487141876592,Monica Jaquez,These ads ran without a disclaimer,≤100,2
200068503186503,HeartfeltNarratives,These ads ran without a disclaimer,≤100,1
102217977859164,LIME - Виртуал оператор,These ads ran without a disclaimer,≤100,1
107880351718150,The New Buzz,These ads ran without a disclaimer,≤100,1
56777943052,One Young World,These ads ran without a disclaimer,≤100,5
105386239154615,Wsp10,These ads ran without a disclaimer,≤100,1
1486199311596755,عقارات باغی شقلاوە,These ads ran without a disclaimer,≤100,1
100301029708896,mimlatam,These ads ran without a disclaimer,≤100,1
104703102623379,Cyber Proxy-0505,These ads ran without a disclaimer,≤100,1
799120846803206,Salvadoreño Soy,These ads ran without a disclaimer,≤100,1
1198498803640966,The East Gate,These ads ran without a disclaimer,≤100,2
108969185411089,Optimizer Master,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf,These ads ran without a disclaimer,≤100,2
110429781899825,Lin1129-5,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,4
114255587914662,Peace over Hate,These ads ran without a disclaimer,≤100,1
101784625147196,Entretenimiento,These ads ran without a disclaimer,≤100,1
104860177562294,Latino/a American Firefighters and EMS,These ads ran without a disclaimer,≤100,1
495120413892979,History vs. Hollywood,These ads ran without a disclaimer,≤100,1
102556542701875,Rush04,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
108320138478901,Virginians for Children First,These ads ran without a disclaimer,≤100,1
112150985125551,Magic1423-04,These ads ran without a disclaimer,≤100,2
151947218195428,Slow Food International,These ads ran without a disclaimer,≤100,2
103774865897067,Clearlove003,These ads ran without a disclaimer,≤100,1
1556259461269806,Shareably,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,3
103929791073860,Inside Telecom,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,3
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,5
1623046654631530,Honest To Paws,These ads ran without a disclaimer,≤100,1
165152743546612,Asociación de Bancos Múltiples de RD,These ads ran without a disclaimer,≤100,1
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,1
101975105579781,Ready Set Laugh,These ads ran without a disclaimer,≤100,1
144072035778,Четири лапи,These ads ran without a disclaimer,≤100,1
110509808692781,Algal-bloom.alg,These ads ran without a disclaimer,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,1
139715799234403,Driving Instructor-Theory,These ads ran without a disclaimer,≤100,1
1193690844094654,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,2
100641699489141,0923_bt,These ads ran without a disclaimer,≤100,1
109401628535672,Cute Cyber Tool,These ads ran without a disclaimer,≤100,2
251360678068375,Newblacks,These ads ran without a disclaimer,≤100,6
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,1
103919799259592,Frank Ocean02,These ads ran without a disclaimer,≤100,1
103658718861482,Primeclass Photo,These ads ran without a disclaimer,≤100,1
109054461985073,Wrx latenight02,These ads ran without a disclaimer,≤100,2
1056162421085650,Research Features,These ads ran without a disclaimer,≤100,2
111302727727329,"Science, Space & Technology",These ads ran without a disclaimer,≤100,1
101019091996801,Simbaly - Beauty,These ads ran without a disclaimer,≤100,1
104022512482518,"Cangzhou,China",These ads ran without a disclaimer,≤100,4
101686349003280,Block Puzzle Game,These ads ran without a disclaimer,≤100,1
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,3
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,9
110211891821782,Jimmerson Melvin,These ads ran without a disclaimer,≤100,1
102894902592820,Rxthree fastproxy,These ads ran without a disclaimer,≤100,1
694820194040229,Martina Roig,These ads ran without a disclaimer,≤100,1
100265109304136,Pon Reading,These ads ran without a disclaimer,≤100,1
272892784576943,Dubai Police Games,These ads ran without a disclaimer,≤100,1
106148672166078,Wilonna,These ads ran without a disclaimer,≤100,1
100205232489461,Luis,These ads ran without a disclaimer,≤100,1
104942321495828,Tian Wei at work,These ads ran without a disclaimer,≤100,3
114866079891340,Trivia.com,These ads ran without a disclaimer,≤100,1
112266598269311,Fighter Jets,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,4
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,≤100,1
