Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
166876389665442,tarihin_aktorleri1945,These ads ran without a disclaimer,≤100,1
101439108570226,Gilya Pırlanta,These ads ran without a disclaimer,≤100,1
0,Instagram User 4457023725,These ads ran without a disclaimer,≤100,2
101504161688474,HÜDA PAR Hilvan İlçe Başkanlığı,HÜDA PAR Hilvan İlçe Başkanlığı,≤100,1
144977399192449,Gelişim Fidancılık - Nursery +90 531 746 4771,These ads ran without a disclaimer,≤100,2
104101368924120,Sendikali.Com,These ads ran without a disclaimer,≤100,2
107160875688396,tugberkguzel,These ads ran without a disclaimer,≤100,1
119629194743652,Lee Kuan Yew School of Public Policy,These ads ran without a disclaimer,≤100,1
111504998581646,Hakpar,These ads ran without a disclaimer,≤100,6
100996039228411,fernandolorenz_photogallery,These ads ran without a disclaimer,≤100,1
786257948380440,Çetin Akın,These ads ran without a disclaimer,≤100,1
100763938358592,الاقامة والتأمين في تركيا - Kova Group,These ads ran without a disclaimer,≤100,2
2522898164515808,Doğan Haber Maraş,These ads ran without a disclaimer,≤100,1
108625498705301,7enews,These ads ran without a disclaimer,≤100,4
107924250983687,mmk.2186,These ads ran without a disclaimer,≤100,2
283062745727915,Genç Pozitif,These ads ran without a disclaimer,≤100,2
225191551573689,Okşan Ulusoy Efe,These ads ran without a disclaimer,≤100,1
1845465515751164,HÜDA PAR Beyoğlu İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
207051415826900,senerbaydar,These ads ran without a disclaimer,≤100,2
249808251747972,Çizgi Medikal Üniforma,These ads ran without a disclaimer,≤100,1
134859066387106,Yoisho Coffee,These ads ran without a disclaimer,≤100,1
607355066343841,K 3: Tracie O'Neil Horton,These ads ran without a disclaimer,≤100,1
118341708550897,Her Highness Sheikha Khawla Bint Ahmed Khalifa Al Suwaidi,These ads ran without a disclaimer,≤100,4
112956305168126,Business river,These ads ran without a disclaimer,≤100,1
100122355202860,خدمات للعرب بتركيا وبلدول العربية,These ads ran without a disclaimer,≤100,1
253479438812967,İrfan Mert Yıkan,These ads ran without a disclaimer,≤100,1
221517909148603,TRT Haber,These ads ran without a disclaimer,≤100,2
112035778408272,Av. İbrahim Keskin,These ads ran without a disclaimer,≤100,3
2099580650279175,Dokmecikolata,These ads ran without a disclaimer,≤100,2
105442299130611,emree__cinar,These ads ran without a disclaimer,≤100,1
280841025432969,Ali Kılıç,These ads ran without a disclaimer,≤100,1
678696285644685,tekuzem,These ads ran without a disclaimer,≤100,1
210439572404391,Geistlich Dental,These ads ran without a disclaimer,≤100,6
131910436663152,tazekanhakan,These ads ran without a disclaimer,≤100,1
100289291819857,Recep Konuk,These ads ran without a disclaimer,≤100,1
231147947640605,Dinçer Orkan,Burak Kalıpcıoğlu,≤100,1
103681151515904,cizmelireklam,These ads ran without a disclaimer,≤100,2
105132042251025,mustafakkuuss,These ads ran without a disclaimer,≤100,1
109561594910447,Balıkçı Kenan Tesisleri,These ads ran without a disclaimer,≤100,2
100226499509069,sma_canereumutol,These ads ran without a disclaimer,≤100,1
170874976102032,Rıza Aydın,These ads ran without a disclaimer,≤100,2
115223106534001,Major Mixing,These ads ran without a disclaimer,≤100,1
139297992606843,Cumhuriyet Halk Partisi Kadirli İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
100318191907611,Açık Konuşalım,These ads ran without a disclaimer,≤100,2
453369598745792,Marmaris Esnaf,These ads ran without a disclaimer,≤100,1
105325037581586,Karakaya Global Garage,These ads ran without a disclaimer,≤100,1
136855796378846,Bursa Haberleri,These ads ran without a disclaimer,≤100,3
108175044960380,Medyali - Sokak Röportajları,These ads ran without a disclaimer,≤100,1
223373654198745,ferdi_kardesiniz,These ads ran without a disclaimer,≤100,2
0,Instagram User 8458768579,These ads ran without a disclaimer,≤100,1
241920039002242,Ahmet Ali İBAÇ - Çatalpınar Belediye Başkan Adayı,These ads ran without a disclaimer,≤100,1
103328502811203,Dijital Markalar,Dijital Markalar Reklam Ajansı,≤100,1
131634126709835,Emin Yılmaz,Emin Yılmaz,≤100,1
102494762399242,gabrielmondacaphotography,These ads ran without a disclaimer,≤100,2
103005122441537,Milletin Sesiyiz,Milletin Sesiyiz,≤100,1
107350882467542,PowerUp Business League,These ads ran without a disclaimer,≤100,1
0,Instagram User 9713945294,These ads ran without a disclaimer,≤100,1
113518935184064,Tekin Yavuz / Söke Belediye Başkan Aday Adayı,Tekin Yavuz / Söke Belediye Başkan Aday Adayı,≤100,1
180234318753383,"Smoove Entertainment, Inc.",These ads ran without a disclaimer,≤100,1
0,Instagram User 5111083359,These ads ran without a disclaimer,≤100,1
0,Instagram User 5191280088,These ads ran without a disclaimer,≤100,2
102733298885590,EK Sportif,These ads ran without a disclaimer,≤100,1
232443830994856,Nergiz Kerimova,These ads ran without a disclaimer,≤100,1
105306272441972,ferhatarc,These ads ran without a disclaimer,≤100,1
111286743898599,SAM Marine Services Group,These ads ran without a disclaimer,≤100,2
103130119139403,iranians.group,These ads ran without a disclaimer,≤100,1
104995384745140,Minemio,These ads ran without a disclaimer,≤100,1
105404591795463,hhakann.kaplann,These ads ran without a disclaimer,≤100,1
111330341934813,chpgaziantepil,These ads ran without a disclaimer,≤100,1
107076085282517,Dünya Lider Ata,Dünya Lider Ata,≤100,2
109188415013080,Liderim Atatürk,Liderim Atatürk,≤100,2
0,Instagram User 8523128297,These ads ran without a disclaimer,≤100,1
111134661626260,ynsgiyimm,These ads ran without a disclaimer,≤100,1
114362248314911,Emrah Özcan,These ads ran without a disclaimer,≤100,1
110257083922186,Savaş Geyik Sayfası,These ads ran without a disclaimer,≤100,4
199009463295419,hayrikalaycioglu,These ads ran without a disclaimer,≤100,2
212547811949453,WhatsApp Business 6156215138,These ads ran without a disclaimer,≤100,1
100791078329118,arhayko_,These ads ran without a disclaimer,≤100,3
112523904808802,Halkın Sesi,Halkın Sesi,≤100,1
101726645181982,Kredifon,Yusuf Mutlu,≤100,2
105611259311509,Ece Altaş,Ece Altaş,≤100,1
105616088248031,لا لنيوم,These ads ran without a disclaimer,≤100,69
108447674523369,صرخة وطن,These ads ran without a disclaimer,≤100,2
106630938946444,Filistin'in Dostları,These ads ran without a disclaimer,≤100,2
265968730784341,Üzeyir Yıldırım,These ads ran without a disclaimer,≤100,5
101310188957074,Sarah Ernesta,These ads ran without a disclaimer,≤100,1
100726339265961,Milletin Sesi,Fikirler Ölmez,≤100,1
102856162623264,kadir_ugurtay,These ads ran without a disclaimer,≤100,1
16895448634,World Bank Publications,These ads ran without a disclaimer,≤100,1
399492263236951,TurGas,These ads ran without a disclaimer,≤100,3
105426484538242,CimriModa,These ads ran without a disclaimer,≤100,1
109652272114001,Winding Handy,These ads ran without a disclaimer,≤100,2
101575122932004,Fine Kindhearted,These ads ran without a disclaimer,≤100,3
102688051707313,Offers Online,These ads ran without a disclaimer,≤100,2
121797230911285,Abdullah Balcı,These ads ran without a disclaimer,≤100,1
100857876030792,Adele UKraine,These ads ran without a disclaimer,≤100,2
256576404210151,amasyadagundem,These ads ran without a disclaimer,≤100,2
104359028772576,Ratip ALQdeesi راتب القديسي,These ads ran without a disclaimer,≤100,2
110828118209612,Aid to Ukraine,These ads ran without a disclaimer,≤100,1
111658247365657,AK PARTİ SARIKAMIŞ,DOĞUŞ CAN KILIÇ,≤100,2
338678599324384,Sezai Ömür Özbay,These ads ran without a disclaimer,≤100,1
219845004549029,Switzerland Metodo,These ads ran without a disclaimer,≤100,1
107927287795117,شجرة وطن,These ads ran without a disclaimer,≤100,1
1610475105912658,Başkan Osmanlı,These ads ran without a disclaimer,≤100,4
159036574117298,Ushvani Day Spa,These ads ran without a disclaimer,≤100,2
0,Instagram User 3312248522,These ads ran without a disclaimer,≤100,2
1440668979595927,Antalya Haber TV,These ads ran without a disclaimer,≤100,1
2211536449071563,هشام أبومحفوظ Hisham Abu Mahfouz,These ads ran without a disclaimer,≤100,1
130572546797547,Extra Gayrimenkul,These ads ran without a disclaimer,≤100,2
2193956080661319,Haşim Ertekin,These ads ran without a disclaimer,≤100,2
106862079071556,Ecz.Merve Seval Aydemir,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,20
407373806087933,Aile Dizimi Akademisi,These ads ran without a disclaimer,≤100,1
0,Instagram User 7973345848,These ads ran without a disclaimer,≤100,1
103165548188969,fi_ahsenitakvim,These ads ran without a disclaimer,≤100,2
101714758445214,En Siyasi Haber,Selçuk Erat,≤100,1
109775081926859,gamzeliscarfs,These ads ran without a disclaimer,≤100,2
108509328400775,Психолог Мария Маричева,These ads ran without a disclaimer,≤100,1
108482238147318,Futbooool,These ads ran without a disclaimer,≤100,1
106573982164096,GP Real Estate,These ads ran without a disclaimer,≤100,1
100122436158552,ykslafra,These ads ran without a disclaimer,≤100,1
0,Instagram User 4789947038,These ads ran without a disclaimer,≤100,1
211127658740240,krmkyr2534,These ads ran without a disclaimer,≤100,2
103823835626914,ASil MESHele,These ads ran without a disclaimer,≤100,1
122477942480290,Keçiörenli CHP’liler,These ads ran without a disclaimer,≤100,1
203938632793474,Serkan Tanrıkulu,Serkan Tanrıkulu,≤100,1
0,Instagram User 8662493810,These ads ran without a disclaimer,≤100,1
105820929125537,Türkiş Mizah,These ads ran without a disclaimer,≤100,1
107975677742770,gulcecelikerdogan1,These ads ran without a disclaimer,≤100,1
367132699808355,eski_savas_tarihi,These ads ran without a disclaimer,≤100,1
247153528476330,Erdoğan Fecri,Erdoğan Fecri,≤100,3
1513493805383343,LDHR,These ads ran without a disclaimer,≤100,2
114373031621989,Mustafa Yılmaz,These ads ran without a disclaimer,≤100,1
104334789046817,elficaliskan,These ads ran without a disclaimer,≤100,1
1463550480566465,Ozan Fotoğrafçılık,These ads ran without a disclaimer,≤100,1
112354478508109,Hearty Violet,These ads ran without a disclaimer,≤100,1
102388294728199,Chez Melo,These ads ran without a disclaimer,≤100,1
100685512699857,Tuğba Yeşilova Butiği,These ads ran without a disclaimer,≤100,1
0,Instagram User 8586431560,These ads ran without a disclaimer,≤100,2
277013563174290,Antalya İYİ olacak,These ads ran without a disclaimer,≤100,2
100791671792776,melinda.diary,These ads ran without a disclaimer,≤100,2
0,Instagram User 1800250036,These ads ran without a disclaimer,≤100,1
103606184910868,Online Pandemi Destek Sistemi,These ads ran without a disclaimer,≤100,1
101418939254225,astro_gozdesi,These ads ran without a disclaimer,≤100,1
306520246409855,Hazır Şal,These ads ran without a disclaimer,≤100,1
201335889886566,NEJ,These ads ran without a disclaimer,≤100,2
352921718775671,Songül Babacan,These ads ran without a disclaimer,≤100,2
162716766933397,Ackasdofg,These ads ran without a disclaimer,≤100,1
1868211423413233,Yetim Vakfı,These ads ran without a disclaimer,≤100,1
102170235925307,Yıldız Dijital,These ads ran without a disclaimer,≤100,1
118601911227810,mehmetkanarbaskan,These ads ran without a disclaimer,≤100,1
102196939609245,astrolojiyazari_,These ads ran without a disclaimer,≤100,1
110325543659229,YUNUS EMRE KURT,These ads ran without a disclaimer,≤100,5
659160107580618,dophotonow.com,These ads ran without a disclaimer,≤100,1
196867980175305,Hillside Design Studio,These ads ran without a disclaimer,≤100,2
108065071598657,bohem_ngr,These ads ran without a disclaimer,≤100,2
119287177829093,efnanhan,These ads ran without a disclaimer,≤100,2
114835243667179,battalbttl,These ads ran without a disclaimer,≤100,1
0,Instagram User 7936262272,These ads ran without a disclaimer,≤100,3
103067342180812,ttwear59,These ads ran without a disclaimer,≤100,1
105309258111519,Online 3.Faz Sorgu Uygulaması,These ads ran without a disclaimer,≤100,1
203527102841739,Sinan Çevik,These ads ran without a disclaimer,≤100,1
2479232322108775,guven_balaban,These ads ran without a disclaimer,≤100,1
247752818420878,Mustafa Çağlayan,These ads ran without a disclaimer,≤100,1
116610111393351,aligokduran_,These ads ran without a disclaimer,≤100,1
1925485757781308,Murat Ateş Müzik Evi,These ads ran without a disclaimer,≤100,1
111236150742719,Hüseyin Mangtay,Hüseyin Mangtay,≤100,1
231942730002022,Ali Rıza Canseven,Ali Rıza Canseven,≤100,1
100985392870688,Esat Demirtaş,These ads ran without a disclaimer,≤100,4
227769697075884,İbrahim Palaz,İbrahim Palaz,≤100,1
101463779068442,Behçet Saatcı Muğla Destekçileri,These ads ran without a disclaimer,≤100,1
249398765348,Internet and Mobile Association of India (IAMAI),These ads ran without a disclaimer,≤100,6
103221724966229,Snffkoca,These ads ran without a disclaimer,≤100,1
113782461697843,Lanky Experienced,These ads ran without a disclaimer,≤100,1
100861662120152,Ismail Nazlı,These ads ran without a disclaimer,≤100,2
168318619694200,Petrol Trade,These ads ran without a disclaimer,≤100,1
2641298465896629,Muhammet Gür,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,3
104966127909178,Oportunități de investiții 2024,These ads ran without a disclaimer,≤100,1
108715337620774,CenZa Photography,These ads ran without a disclaimer,≤100,3
459579847946945,Dr. Murat Ergöz,Murat Ergoz,≤100,2
0,Instagram User 8321203923,These ads ran without a disclaimer,≤100,1
101950425079587,SnKoca,These ads ran without a disclaimer,≤100,1
204548466084287,husnasengoz,These ads ran without a disclaimer,≤100,2
104102104679024,Accompany Istanbul,These ads ran without a disclaimer,≤100,2
2339896146243707,CHP Gürsu Belediye Başkan Adayı Haşim Öztürk,HAŞİM ÖZTÜRK,≤100,3
105182411377922,İmza Gazetesi,Osman Sav,≤100,2
143619075664713,Özgür Üniversite,These ads ran without a disclaimer,≤100,1
114597108291949,Haydi..ama nereye?,These ads ran without a disclaimer,≤100,1
245783122707027,Mars Solar Power System Manufacturer,These ads ran without a disclaimer,≤100,2
120266711045676,Aşkın Eli Değmiş Gibi,Alihan Çobanlı,≤100,1
107075650793135,Emin Sıtkı Aktaş,These ads ran without a disclaimer,≤100,3
0,Instagram User 9455559715,These ads ran without a disclaimer,≤100,1
2246114265424663,chlorishome,These ads ran without a disclaimer,≤100,1
0,Instagram User 5758331018,These ads ran without a disclaimer,≤100,2
284119484776431,yapmadiklariortada,These ads ran without a disclaimer,≤100,1
103499561681673,yigitkeremyavuz,These ads ran without a disclaimer,≤100,5
761877454167684,Muhtarımız Nuray Soylu,These ads ran without a disclaimer,≤100,5
105281011912892,Bursa Emlak Müşavirleri Esnaf Odasi Başkan Adayı Erkan Cebeci,These ads ran without a disclaimer,≤100,4
956414094412480,PaliRoots - جذور فلسطين,These ads ran without a disclaimer,≤100,3
110487618061943,Possible Lucks - HK,These ads ran without a disclaimer,≤100,5
185494521846014,Faruk ÖZLÜ,These ads ran without a disclaimer,≤100,1
279224236093475,İyi Dünya Derneği,These ads ran without a disclaimer,≤100,2
2158577844153393,Villacentam,These ads ran without a disclaimer,≤100,2
35382470739,Simge Fıstıkoğlu,These ads ran without a disclaimer,≤100,1
124051114131457,Kredi İmkanı,These ads ran without a disclaimer,≤100,1
102647316156106,Digital S,These ads ran without a disclaimer,≤100,4
0,Instagram User 3715545300,These ads ran without a disclaimer,≤100,1
171591909372378,Ali HADİM,These ads ran without a disclaimer,≤100,1
799044680137058,Birlikte Konyayız,These ads ran without a disclaimer,≤100,3
406366702880357,احزان الحب مع العمدة,These ads ran without a disclaimer,≤100,1
102597465308155,İhsan Derneği,These ads ran without a disclaimer,≤100,1
2180795472179530,Hukukun Adresi,These ads ran without a disclaimer,≤100,4
1390335764436624,Mehmet Hacıoğlu,These ads ran without a disclaimer,≤100,2
106168677723547,Tumurly Türkiye,These ads ran without a disclaimer,≤100,2
104593925054048,Dursun Doğan,These ads ran without a disclaimer,≤100,1
610282369126459,Pishkesh Market,These ads ran without a disclaimer,≤100,2
107685937856367,الشرق الاوسط الان,These ads ran without a disclaimer,≤100,1
107651238903463,მთის მწვანე ეკონომიკა • Mountain Green Economy,These ads ran without a disclaimer,≤100,5
542574095834162,CHP Gelibolu İlçe Başkanlığı,Cumhuriyet Halk Partisi-Gelibolu,≤100,1
104208875230163,tdpetimesgut,These ads ran without a disclaimer,≤100,1
134709716583515,Forum of Federations,These ads ran without a disclaimer,≤100,1
747131228723134,Ceyda Bölünmez Çankırı,These ads ran without a disclaimer,≤100,3
911320122330520,Duvar,These ads ran without a disclaimer,≤100,2
1154374191405184,YAZAR NEVİN BOLAT,These ads ran without a disclaimer,≤100,1
81239734102,Nobel Prize,These ads ran without a disclaimer,≤100,7
103549142042286,"Rıdvan Ekici-Mezo, Ozon, Hacamat, Larva",These ads ran without a disclaimer,≤100,1
111104183872551,Horoz Traverten,These ads ran without a disclaimer,≤100,1
486694104698942,Yunus Emre Enstitüsü,These ads ran without a disclaimer,≤100,3
0,Instagram User 1595098267,These ads ran without a disclaimer,≤100,1
106984875237949,worldofficialpage4u,These ads ran without a disclaimer,≤100,2
104010579337017,ilyasazizz,These ads ran without a disclaimer,≤100,1
226032881490770,Ümit BEYAZ,Ümit BEYAZ,≤100,3
1078111045583964,Zafer Yalçınpınar Kitapları ve Şiirleri,These ads ran without a disclaimer,≤100,1
2021539657944062,İsa Yıldırım,These ads ran without a disclaimer,≤100,1
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,≤100,13
112773313701436,senator_restaurant_,These ads ran without a disclaimer,≤100,1
100101223378264,Ekspres Haber,These ads ran without a disclaimer,≤100,1
1449590321762472,Türkiye İYİ Olacak,These ads ran without a disclaimer,≤100,1
106852959022774,dodojon2003,These ads ran without a disclaimer,≤100,3
856983637750247,Güncel Bilgiler,These ads ran without a disclaimer,≤100,1
247404188727395,Oil Profit,These ads ran without a disclaimer,≤100,1
109034678445729,Der Fokus,These ads ran without a disclaimer,≤100,1
822633781141031,FC Bayern München,These ads ran without a disclaimer,≤100,1
211975466046600,AztekStore,These ads ran without a disclaimer,≤100,1
109617758683507,Halil.solak10,These ads ran without a disclaimer,≤100,4
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,12
493596304010043,BTP İzmir İl Başkanlığı,These ads ran without a disclaimer,≤100,1
0,Instagram User 3248914841,These ads ran without a disclaimer,≤100,2
102557751658808,farkimizfarkimizdir,These ads ran without a disclaimer,≤100,1
107861405042264,Mehmet Ali Fırat,These ads ran without a disclaimer,≤100,1
103998902523952,Psikolog,These ads ran without a disclaimer,≤100,1
110659175035167,psk.dr.feyzabayraktar,These ads ran without a disclaimer,≤100,1
100883342369428,İzDoğa,These ads ran without a disclaimer,≤100,1
194656214745694,Mutalip Geçer,These ads ran without a disclaimer,≤100,2
1438950436351436,ZAFER A.Ş,These ads ran without a disclaimer,≤100,2
1098873696791007,HaymatlosMekan,These ads ran without a disclaimer,≤100,1
102003387881830,Neo Skola,These ads ran without a disclaimer,≤100,1
105352755343306,dron_ur,These ads ran without a disclaimer,≤100,2
102591901403882,bedenn.dili,These ads ran without a disclaimer,≤100,8
113429927781686,Deva Partisi Menteşe,These ads ran without a disclaimer,≤100,2
126817093848206,Adam Kelley,These ads ran without a disclaimer,≤100,1
2337928439824421,Araç Belediye Başkanlığı,These ads ran without a disclaimer,≤100,1
140822372445690,Miraç Çoban,These ads ran without a disclaimer,≤100,1
295207900910431,Bekaert Construction,These ads ran without a disclaimer,≤100,5
300436706633118,Allplan,These ads ran without a disclaimer,≤100,1
185330405449203,Buart Sanat Atölyesi,These ads ran without a disclaimer,≤100,4
106151284722423,birguzelmaviacz,These ads ran without a disclaimer,≤100,1
218478311538366,CHP Denizli Gençlik Örgütleri,These ads ran without a disclaimer,≤100,3
243547289839357,Cyprus Wildlife Research Institute,These ads ran without a disclaimer,≤100,1
115425324782844,Eray Bulut,These ads ran without a disclaimer,≤100,2
843593659098491,Hanifi Borazan,These ads ran without a disclaimer,≤100,1
459264207763508,Yildiray ÖLÇEK,Zafer Durmaz,≤100,3
715102945288773,Ali Cumhur Taşkın,These ads ran without a disclaimer,≤100,1
102963051659316,t.kandemir34,These ads ran without a disclaimer,≤100,1
104235521437932,cantasirtinda,These ads ran without a disclaimer,≤100,1
439261196610840,Yeniden Refah Partisi Of Gençlik Kolları Başkanlığı,Ihsan Haliloglu,≤100,1
0,Instagram User 222876360,These ads ran without a disclaimer,≤100,1
101542025327858,rasalkhaimah.n,These ads ran without a disclaimer,≤100,1
161490103705568,Gunri Hei,These ads ran without a disclaimer,≤100,1
106340171212755,Eyyüp Günay,These ads ran without a disclaimer,≤100,1
105402189308223,kucukvesirinoteller,These ads ran without a disclaimer,≤100,1
232704759921936,Ahmet Şen,These ads ran without a disclaimer,≤100,1
112324851905329,Osman Cankurt,These ads ran without a disclaimer,≤100,1
259762040834891,Two Dots,These ads ran without a disclaimer,≤100,1
169391742917718,Delicate yfw8,These ads ran without a disclaimer,≤100,1
104640418086161,r0man.fl0res.ii,These ads ran without a disclaimer,≤100,1
139875093253233,Coisas Doce,These ads ran without a disclaimer,≤100,1
351571521363720,King Leo 2024 F105,These ads ran without a disclaimer,≤100,1
485517618474215,لابتوب ستور,These ads ran without a disclaimer,≤100,6
365305797600089,İbrahim Palaz,These ads ran without a disclaimer,≤100,2
308808719576854,Fatsa Çöteli Köyü Çevre Kolektifi,These ads ran without a disclaimer,≤100,3
103361375239947,konamiiofficial,These ads ran without a disclaimer,≤100,7
105503937537066,canisbebe16,These ads ran without a disclaimer,≤100,1
109277305406439,Mustafa Alemdaroğlu,These ads ran without a disclaimer,≤100,2
171060279429262,Hasan Kuru,These ads ran without a disclaimer,≤100,2
120848374727241,Serkan Kızılbayır,These ads ran without a disclaimer,≤100,1
116465478091628,fedmedya,These ads ran without a disclaimer,≤100,3
0,Instagram User 8898354833,These ads ran without a disclaimer,≤100,1
105464854366674,Askar Brave,These ads ran without a disclaimer,≤100,1
106590861088377,Gizlenen Tarihimiz,These ads ran without a disclaimer,≤100,2
0,Instagram User 808542429,These ads ran without a disclaimer,≤100,1
20446254070,Business Insider,These ads ran without a disclaimer,≤100,4
105028684793319,orkidecicekciliktr,These ads ran without a disclaimer,≤100,4
102550571999174,Rauf Denktaş Mahallesi Muhtar Adayı,These ads ran without a disclaimer,≤100,2
110466420806131,dunyanin_hikayesi,These ads ran without a disclaimer,≤100,1
112830873592143,Independent European Daily Express,These ads ran without a disclaimer,≤100,1
100708331465711,They Changed The World,These ads ran without a disclaimer,≤100,1
353159774547852,Ulusal Gazete,These ads ran without a disclaimer,≤100,1
115121535188191,Economist Impact events,These ads ran without a disclaimer,≤100,11
104122801511786,Albaraka Dünyası,These ads ran without a disclaimer,≤100,1
111049818041876,e.kartvizit,These ads ran without a disclaimer,≤100,2
266757516517911,bayyilmzz.m,These ads ran without a disclaimer,≤100,1
101541749008552,Курс Ассистент,These ads ran without a disclaimer,≤100,2
361816187715690,Christian Hager,These ads ran without a disclaimer,≤100,1
218560941349470,Onur Şeker,These ads ran without a disclaimer,≤100,1
100843735465969,profdryusufyilmaz,These ads ran without a disclaimer,≤100,1
104464461470817,kisiye_ozel_renkli_kolyelerr,Enes Subasi,≤100,1
1936349733253333,أسهل - الإستشارية,These ads ran without a disclaimer,≤100,1
1197720963592879,Gümüşler Giyim Merkezi,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),UNICEF,≤100,46
763771790313332,Ladan Homayoon Sefat,These ads ran without a disclaimer,≤100,1
129850280209018,Artistic Asylum HQ,These ads ran without a disclaimer,≤100,1
789692601086430,Günaydın,These ads ran without a disclaimer,≤100,2
459612471189165,Emin Yilmaz Künefe,These ads ran without a disclaimer,≤100,1
102982072060000,Erdoğan Özmen,These ads ran without a disclaimer,≤100,1
103289045190627,psk.gulinevinc,These ads ran without a disclaimer,≤100,2
107598580787372,CHP Ürgüp İlçe Başkanlığı,These ads ran without a disclaimer,≤100,4
1215606128592720,Umut Kaşan,These ads ran without a disclaimer,≤100,1
360176811079748,Livros for Kids,These ads ran without a disclaimer,≤100,1
254385187752917,Ann Türkiye,These ads ran without a disclaimer,≤100,1
116661248127126,Abdoul Kader Barry,These ads ran without a disclaimer,≤100,1
112107747912093,Mhp Pendik 3. Bölge Başkanlığı,These ads ran without a disclaimer,≤100,5
0,Instagram User 7220649605,These ads ran without a disclaimer,≤100,1
190185671609547,Kabyle In Istanbul,These ads ran without a disclaimer,≤100,2
193165893878305,Veyis avci,These ads ran without a disclaimer,≤100,2
114635456987955,Maguza Gümrük,These ads ran without a disclaimer,≤100,1
755772591259713,Ajans Kemalpaşa,These ads ran without a disclaimer,≤100,1
103350739304594,ikizlere_umutoll,These ads ran without a disclaimer,≤100,1
442267092541393,CHP Kapaklı İlçe Gençlik Kollari,These ads ran without a disclaimer,≤100,1
1211793462230724,Zeymarine Ship Agencies & Services Co. Inc,These ads ran without a disclaimer,≤100,3
101819579574523,Adept Kindly,These ads ran without a disclaimer,≤100,1
127318223793713,ecehelentezcan,These ads ran without a disclaimer,≤100,3
789873511120587,All About Circuits,These ads ran without a disclaimer,≤100,9
115916901000107,Wildography,These ads ran without a disclaimer,≤100,1
104548622209357,ecoshika,These ads ran without a disclaimer,≤100,1
102613795717723,Anlam Kitap,These ads ran without a disclaimer,≤100,2
206541136053869,Behçet SAATCI,These ads ran without a disclaimer,≤100,1
1986133791650620,Lütfi Kaşıkçı,These ads ran without a disclaimer,≤100,2
107977245606660,《 خدمات عامة 》,These ads ran without a disclaimer,≤100,4
107007941218523,Şahlanış Partisi Bir Acil Durum Hareketidir,Ersan Gokgoz,≤100,2
107582661152953,elahe_rahroniya,These ads ran without a disclaimer,≤100,2
110270874844737,Deerintheswamp,These ads ran without a disclaimer,≤100,1
105757322456554,ebubekirbulunmaz,These ads ran without a disclaimer,≤100,2
100855412817195,Şişli Kaymakamlığı,Umut Metin,≤100,3
352144688790283,ila Bank Bahrain,These ads ran without a disclaimer,≤100,13
103152251918116,Panda Report,These ads ran without a disclaimer,≤100,1
307801305747396,Market Mob,These ads ran without a disclaimer,≤100,1
0,Instagram User 5257553175,These ads ran without a disclaimer,≤100,3
490292791126253,Abdullah Erin,These ads ran without a disclaimer,≤100,1
152997221221026,Dörtyol Şöhret Kokoreç,These ads ran without a disclaimer,≤100,1
157976724057156,Manisa Flash Haber,These ads ran without a disclaimer,≤100,1
109240870667539,Ufuk Altıntaş,These ads ran without a disclaimer,≤100,3
270979749421865,xburakakturk,These ads ran without a disclaimer,≤100,1
0,Instagram User 3439288317,These ads ran without a disclaimer,≤100,1
111747470537785,Oxygen Wellness Club,These ads ran without a disclaimer,≤100,1
2326044340975736,ŞİFRE HABER,These ads ran without a disclaimer,≤100,5
102056648081422,Çukurova Park Vadi,These ads ran without a disclaimer,≤100,1
304123060405530,Mehmet Gürbüz,These ads ran without a disclaimer,≤100,1
106059301822327,yatirimdanismaniniz,These ads ran without a disclaimer,≤100,1
0,Instagram User 3468622108,These ads ran without a disclaimer,≤100,3
168885493836201,Mikroskop Media,These ads ran without a disclaimer,≤100,2
100840835443000,Manchette - مانشيت,These ads ran without a disclaimer,≤100,2
145949775272589,Akıl Odası,These ads ran without a disclaimer,≤100,4
117872171289328,Osman Nuri Nazlier,These ads ran without a disclaimer,≤100,1
0,Instagram User 9249061668,These ads ran without a disclaimer,≤100,1
0,Instagram User 7388719695,These ads ran without a disclaimer,≤100,1
104047924910962,Cumhur Ittifakı,These ads ran without a disclaimer,≤100,1
101057448293271,Ceyhun DAMLA,These ads ran without a disclaimer,≤100,2
107754875610654,10Haber,These ads ran without a disclaimer,≤100,2
1687402998155229,Kırklareli Ticaret ve Sanayi Odası,These ads ran without a disclaimer,≤100,1
525989294233634,Discover Ningxia,These ads ran without a disclaimer,≤100,5
105825629469492,Tanah Kubur,These ads ran without a disclaimer,≤100,1
117537271314875,ugurd_rn,These ads ran without a disclaimer,≤100,1
0,Instagram User 7069937804,These ads ran without a disclaimer,≤100,2
111544614532431,ifla2022,These ads ran without a disclaimer,≤100,5
109420304907291,dikmeninmemosu,These ads ran without a disclaimer,≤100,1
