Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
105032392269188,बागेश्वर धाम सरकार छिंदवाड़ा मध्य प्रदेश शिष्य मंडल,These ads ran without a disclaimer,≤100,1
145266135517422,European Bank for Reconstruction and Development (EBRD),These ads ran without a disclaimer,≤100,1
101138836304674,Dave Sharpe,These ads ran without a disclaimer,≤100,1
109534787605542,Mohammed Al-Issa محمد العيسى,These ads ran without a disclaimer,≤100,1
1756560854632702,MIP - Olaria da Graça,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
858951480829457,Lantimar Group,These ads ran without a disclaimer,≤100,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,1
107906294923895,Understanding China,These ads ran without a disclaimer,≤100,1
2392248101000496,What If,These ads ran without a disclaimer,≤100,1
102827584396904,إعلام العرب,These ads ran without a disclaimer,≤100,2
1051375794939058,LanguaBooks UA,These ads ran without a disclaimer,≤100,1
101014195345703,ResKit,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,7
101347526009100,Lead Farm,These ads ran without a disclaimer,≤100,2
1715283905406043,Stranka za Bosnu i Hercegovinu Zavidovići,These ads ran without a disclaimer,≤100,1
108040788602507,aljw9753,These ads ran without a disclaimer,≤100,1
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,1
109545408608348,Dear 1o1,These ads ran without a disclaimer,≤100,2
115619300086317,"Smart Translator - OCR, photo-1",These ads ran without a disclaimer,≤100,1
109806444978236,Tuorlo Global,These ads ran without a disclaimer,≤100,2
113923861634697,Awe07,These ads ran without a disclaimer,≤100,1
35731175856,Deutsche Grammophon - DG,These ads ran without a disclaimer,≤100,1
1629338897289887,Body Reborn,These ads ran without a disclaimer,≤100,1
106674045235238,La Rocka Beach,These ads ran without a disclaimer,≤100,1
107961711525905,Weekly Pets,These ads ran without a disclaimer,≤100,1
112520338245323,戰國策,These ads ran without a disclaimer,≤100,1
105022575846560,Magic1674-01,These ads ran without a disclaimer,≤100,2
105064845275272,Share_M113_x11,These ads ran without a disclaimer,≤100,1
263396107142816,Transparency International Bosna i Hercegovina,These ads ran without a disclaimer,≤100,1
117482577917989,Сделай Мульт,These ads ran without a disclaimer,≤100,1
113066494702667,Instant Lajme,These ads ran without a disclaimer,≤100,3
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,1
216008588771648,Manifattura Falomo,These ads ran without a disclaimer,≤100,1
114797118561022,Breda University of Applied Sciences,These ads ran without a disclaimer,≤100,2
109844910514118,China Hongqiao,These ads ran without a disclaimer,≤100,1
105569454978478,The House Mood,These ads ran without a disclaimer,≤100,1
106373415647146,Quest03,These ads ran without a disclaimer,≤100,1
106064898730541,"Dim International Charity Foundation - Міжнародний Благодійний Фонд ""Дім""",These ads ran without a disclaimer,≤100,1
114927444840026,C301-19,These ads ran without a disclaimer,≤100,2
845538165617139,HeraldWeekly.com,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,2
643692628978387,Доктор Сергей Обложко,These ads ran without a disclaimer,≤100,4
100797858323322,World Bank Philippines,These ads ran without a disclaimer,≤100,3
111625224297579,Safe Business is Your Choice Georgia,These ads ran without a disclaimer,≤100,1
110626481412780,The Geopost,These ads ran without a disclaimer,≤100,2
2124416681170254,Fibocom Wireless,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,2
102857355682786,Save Ukraine,These ads ran without a disclaimer,≤100,1
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,6
114053828319874,HL Connection #3,These ads ran without a disclaimer,≤100,1
118449521195013,Wsp11,These ads ran without a disclaimer,≤100,1
109128848758621,Sustainable Freedom With M,These ads ran without a disclaimer,≤100,2
109364317459414,Ban Cat and Dog Meat in Vietnam,These ads ran without a disclaimer,≤100,1
156619334974151,Yale School of Medicine,These ads ran without a disclaimer,≤100,1
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100,1
103935928108929,The-Running-Bug,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,5
423198735471,DW на русском,These ads ran without a disclaimer,≤100,1
104758682514316,Zenit.ba,These ads ran without a disclaimer,≤100,1
103329398104414,Proofminder,These ads ran without a disclaimer,≤100,1
329527283769265,Razor-N-Tape,These ads ran without a disclaimer,≤100,2
102648558666499,World Vision NE,These ads ran without a disclaimer,≤100,1
109391671612102,SABIC Functional Forms,These ads ran without a disclaimer,≤100,1
111914598043726,"Инна Тлиашинова - Академия ""Мастер Разборов""",These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
1825532980826141,Districtone.Foundation,These ads ran without a disclaimer,≤100,1
327118287384388,The Institution of Engineering and Technology (IET),These ads ran without a disclaimer,≤100,6
1102131306503756,مركز أصول العالمي - Osoul Global Center,These ads ran without a disclaimer,≤100,1
110096461834624,Nichols Gregory,These ads ran without a disclaimer,≤100,1
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,3
111827148225737,Mauricio Leite,These ads ran without a disclaimer,≤100,1
102043099316412,Pas les Zouorganes,These ads ran without a disclaimer,≤100,1
117777647908592,Casa de Cultura Os Capoeira - SP,These ads ran without a disclaimer,≤100,1
146685368715836,ILLARIA,These ads ran without a disclaimer,≤100,1
106938804271614,193 Viagens,These ads ran without a disclaimer,≤100,1
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
1670459499903765,Sunny Bunny Solar,These ads ran without a disclaimer,≤100,2
101885509497035,Jc-35,These ads ran without a disclaimer,≤100,1
243231375800004,simpleclub,These ads ran without a disclaimer,≤100,1
104401028898092,"Esan progressive Union Dublin, Ireland",These ads ran without a disclaimer,≤100,1
267822946949,"Mary Ann Liebert, Inc., publishers",These ads ran without a disclaimer,≤100,2
240252446158200,PainCast,These ads ran without a disclaimer,≤100,1
585772551567679,Perspektiva,Šuhreta Sokolović,≤100,1
100862545963691,"Онлайн курс ""Техники Таро""",These ads ran without a disclaimer,≤100,1
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
105562555005463,Earth Day Meditation,These ads ran without a disclaimer,≤100,1
105586932260690,Sign effect,These ads ran without a disclaimer,≤100,1
806416839539228,Greenland Ruby,These ads ran without a disclaimer,≤100,1
481850465214463,Moreland University,These ads ran without a disclaimer,≤100,1
185069204844822,DJ LAB,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,2
102916809366515,Rosito Dinero Music,These ads ran without a disclaimer,≤100,1
1787885808135649,The Human Aspect,These ads ran without a disclaimer,≤100,1
402685743676956,E-Volve Energy,These ads ran without a disclaimer,≤100,1
100537965761371,Elojob grind,These ads ran without a disclaimer,≤100,1
100976829250912,Iryska - благодійний фонд,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,1
100559146310837,Shengx-032,These ads ran without a disclaimer,≤100,1
138702552827157,Business Traveller UK,These ads ran without a disclaimer,≤100,3
100931169361832,Wild Revival USA,These ads ran without a disclaimer,≤100,1
614178972053891,ChicMe,These ads ran without a disclaimer,≤100,1
106347774982499,Giving Hope For Them,These ads ran without a disclaimer,≤100,2
322202851201,Genç Boya ve Vernik,These ads ran without a disclaimer,≤100,1
109562720823279,CGTN Sports Scene,These ads ran without a disclaimer,≤100,2
790148411385078,Machmall.com,These ads ran without a disclaimer,≤100,2
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,1
439440096133537,Sick Noise,These ads ran without a disclaimer,≤100,1
126700504034654,Studyportals,These ads ran without a disclaimer,≤100,1
199791603512096,Balkan Green Energy News,These ads ran without a disclaimer,≤100,1
103441975856310,File-9/14-1,These ads ran without a disclaimer,≤100,1
105887195607118,Laža i paralaža,These ads ran without a disclaimer,≤100,1
100350512237236,9Facts,These ads ran without a disclaimer,≤100,2
106699788869883,China Railway,These ads ran without a disclaimer,≤100,1
154303191887041,Big Global Travel,These ads ran without a disclaimer,≤100,3
1637519203176011,ClearFox Wastewater Treatment,These ads ran without a disclaimer,≤100,2
454323195017444,Anne-Marie Zanzal Coming Out & Beyond LGBT+ Coaching,These ads ran without a disclaimer,≤100,1
100866989454034,Pepsiiii04,These ads ran without a disclaimer,≤100,1
100612919482570,Seed for field,These ads ran without a disclaimer,≤100,1
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,2
474314055968372,fischer group,These ads ran without a disclaimer,≤100,1
106942452264389,Fashion Globe,These ads ran without a disclaimer,≤100,3
102203012651409,File-9/14-3,These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,2
107496981860047,Video Downloader,These ads ran without a disclaimer,≤100,5
1767357896713676,ibis Styles Sarajevo,These ads ran without a disclaimer,≤100,2
108467375151680,Recover 18,These ads ran without a disclaimer,≤100,1
383191870714,Carrot,These ads ran without a disclaimer,≤100,2
68419834531,Abend Gallery,These ads ran without a disclaimer,≤100,1
22098836555,Smallable,These ads ran without a disclaimer,≤100,4
106174708211514,Afro Central Shop,These ads ran without a disclaimer,≤100,1
12254981412,McLaren,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,5
113053894967790,Quest04,These ads ran without a disclaimer,≤100,1
104829731640906,Your Sport Spot Community,These ads ran without a disclaimer,≤100,1
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,3
100913549609447,Balanced Bites,These ads ran without a disclaimer,≤100,1
238220511436833,Bankalypse,These ads ran without a disclaimer,≤100,1
333141140132864,China.org.cn,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
102915915537661,5irechain,These ads ran without a disclaimer,≤100,4
415270942200578,Adam Smith Works,These ads ran without a disclaimer,≤100,1
207384529307701,Sofitel Mauritius L'Impérial Resort & Spa,These ads ran without a disclaimer,≤100,1
155953194446950,Open Society Foundations - Armenia,These ads ran without a disclaimer,≤100,1
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,3
2055672937994386,EmpowHer L A,These ads ran without a disclaimer,≤100,1
706501349455431,Curious Realm Podcast,These ads ran without a disclaimer,≤100,1
279656027220373,Macron Football,These ads ran without a disclaimer,≤100,1
103820749238292,Js_m1,These ads ran without a disclaimer,≤100,1
100488762759295,FOA_Invest,These ads ran without a disclaimer,≤100,1
109791442047539,KK-49,These ads ran without a disclaimer,≤100,1
107977331797625,My New Trends,These ads ran without a disclaimer,≤100,1
123102791708088,Van Oord,These ads ran without a disclaimer,≤100,1
111503803593541,Hong Kong Laureate Forum 香港桂冠論壇,These ads ran without a disclaimer,≤100,1
104749315673645,Puken Christina,These ads ran without a disclaimer,≤100,1
118509607841340,Texas Solar Group,These ads ran without a disclaimer,≤100,1
102184399223311,Do Your Part Animal Rights,These ads ran without a disclaimer,≤100,1
103668535960306,ProMotion,These ads ran without a disclaimer,≤100,1
109076095187370,Youthoppia,These ads ran without a disclaimer,≤100,3
106708708228342,School of Humanity,These ads ran without a disclaimer,≤100,2
112474535072503,pejcinovic_mateo,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,2
101872482696453,Source of_1,These ads ran without a disclaimer,≤100,1
634744666998112,Social Talks with M,These ads ran without a disclaimer,≤100,1
104679755595807,Travelary,These ads ran without a disclaimer,≤100,1
103497027790225,Fonos,These ads ran without a disclaimer,≤100,3
6802926903,MAKAR,These ads ran without a disclaimer,≤100,1
1574143829536530,Famidi,These ads ran without a disclaimer,≤100,1
106132295753752,C301-13,These ads ran without a disclaimer,≤100,1
104038995679569,Happy Night Night,These ads ran without a disclaimer,≤100,2
50461955643,UNSW,These ads ran without a disclaimer,≤100,3
116225038048095,Magic1419-02,These ads ran without a disclaimer,≤100,3
2456044034625400,Designer Brand /Unique Brand Sweater Supplier,These ads ran without a disclaimer,≤100,1
100200559172333,Readox,These ads ran without a disclaimer,≤100,4
824841417548194,European Seed,These ads ran without a disclaimer,≤100,2
100341782709319,Global Economy 2022,These ads ran without a disclaimer,≤100,1
108810171707313,Word Worth,These ads ran without a disclaimer,≤100,1
1879250658994349,Radislav Dončić - Poslanik na terenu,These ads ran without a disclaimer,≤100,1
1493069774316441,The US-Italy Global Affairs Forum,These ads ran without a disclaimer,≤100,1
104926611720853,Nelly Gicho,These ads ran without a disclaimer,≤100,1
106561758865844,Avdibašić Eldar,Eldar Avdibašić,≤100,1
109726758720344,Mc01-21,These ads ran without a disclaimer,≤100,1
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
112831185055172,transparency.lab,These ads ran without a disclaimer,≤100,1
101142104781338,TwinkleBeeMusic,These ads ran without a disclaimer,≤100,1
14957887077,Freedom House,These ads ran without a disclaimer,≤100,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,1
111594948406815,Watt Munisotaram,These ads ran without a disclaimer,≤100,1
101760076102045,California002,These ads ran without a disclaimer,≤100,1
106060812261019,nurdin_beg,These ads ran without a disclaimer,≤100,1
177604049071929,Unilumin Group,These ads ran without a disclaimer,≤100,1
109698558338778,Paneles Solares y Energía Renovable,These ads ran without a disclaimer,≤100,1
101545705215204,Wild Iconic,These ads ran without a disclaimer,≤100,1
128280872179,The Architect's Newspaper,These ads ran without a disclaimer,≤100,1
244863282203833,Luke Storey,These ads ran without a disclaimer,≤100,2
108268701799157,Academy BC,These ads ran without a disclaimer,≤100,2
112606328093019,the_pai_mei_disciple,These ads ran without a disclaimer,≤100,1
663969610328300,Agora.md,These ads ran without a disclaimer,≤100,3
102556542701875,Rush04,These ads ran without a disclaimer,≤100,1
114997413238563,Српска - Крајина,These ads ran without a disclaimer,≤100,1
21552458050,Wazoku,These ads ran without a disclaimer,≤100,1
111078398487961,London002,These ads ran without a disclaimer,≤100,1
101654825098809,Ecologie et Bienveillance,These ads ran without a disclaimer,≤100,1
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
106249000192,CME Group,These ads ran without a disclaimer,≤100,1
105748438859195,Connect Earth,These ads ran without a disclaimer,≤100,1
10250877124,Arab News,These ads ran without a disclaimer,≤100,4
101528129146363,Good vpn-nice,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,3
132696895622500,Napolitano,These ads ran without a disclaimer,≤100,1
111821271714950,Democracy Frontline - конкурс для українських митців,These ads ran without a disclaimer,≤100,5
1525512077734391,CityExpert,These ads ran without a disclaimer,≤100,2
110465541836214,Mayara Betina Franco,These ads ran without a disclaimer,≤100,1
102577309141850,Scanner-zm-01,These ads ran without a disclaimer,≤100,1
102962195574342,Best App to have fun,These ads ran without a disclaimer,≤100,1
107776874919800,Mila Grebenshchykova,These ads ran without a disclaimer,≤100,1
126472130743436,GE HealthCare,These ads ran without a disclaimer,≤100,1
297004519250,The Script Lab,These ads ran without a disclaimer,≤100,1
101851559510036,Suda-009,These ads ran without a disclaimer,≤100,1
1553945384833756,Zvezde Granda Official,These ads ran without a disclaimer,≤100,1
109926774968672,"Shenzhen Top-Peak Electronics Co.,Ltd.",These ads ran without a disclaimer,≤100,2
376388409170267,NAHhaft - für eine nachhaltige Ernährung,These ads ran without a disclaimer,≤100,1
1592675477638819,São João - Bahia,These ads ran without a disclaimer,≤100,1
349843052298284,Coaching UP - International University of Coaching Development,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,1
105371218233740,Every Day Koala Story,These ads ran without a disclaimer,≤100,2
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,3
160331094150178,USKinfo.ba - Naše priče / Naša stvarnost?,These ads ran without a disclaimer,≤100,1
1435324283437974,Veda Центр c Валентином Даценко,These ads ran without a disclaimer,≤100,1
501402253315190,SavingGanesh.org - ElephantsNow,These ads ran without a disclaimer,≤100,1
312127148896464,BRITA France,These ads ran without a disclaimer,≤100,3
1048215361885037,معرض الكانتون,These ads ran without a disclaimer,≤100,2
191347651290,China Daily,These ads ran without a disclaimer,≤100,3
180008532044787,Adventure Scientists,These ads ran without a disclaimer,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
275329719279317,Lonely Orphans,These ads ran without a disclaimer,≤100,1
145938635447384,Canadian International Institute of Applied Negotiation,These ads ran without a disclaimer,≤100,1
156850176567,المجلة,These ads ran without a disclaimer,≤100,1
161350640869919,Plantations International,These ads ran without a disclaimer,≤100,1
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,UNICEF,≤100,10
105355401946440,Sandro Inversor,These ads ran without a disclaimer,≤100,1
1030241297109394,JOTTI TV,These ads ran without a disclaimer,≤100,1
1505239183125061,Get More Bookings for Tour Operators,These ads ran without a disclaimer,≤100,1
359175164095408,EuroEducation,These ads ran without a disclaimer,≤100,1
111112345239007,Mc01-23,These ads ran without a disclaimer,≤100,1
104006988977446,Эффективное управление памятью,These ads ran without a disclaimer,≤100,1
107084005069843,Self Improvement Academy,These ads ran without a disclaimer,≤100,1
166238250106755,FDI World Dental Federation,These ads ran without a disclaimer,≤100,2
1496843297242441,Fernstudium Direkt,These ads ran without a disclaimer,≤100,1
212864082137,Mike Manning,These ads ran without a disclaimer,≤100,1
468560979865803,Fifteen Seconds,These ads ran without a disclaimer,≤100,1
187000618322282,This Is Why I'm Single,These ads ran without a disclaimer,≤100,6
138834982821944,Kauppalehti,These ads ran without a disclaimer,≤100,1
104504438466,Federal Voting Assistance Program - FVAP,These ads ran without a disclaimer,≤100,22
1639873196261458,Stanford Energy,These ads ran without a disclaimer,≤100,1
106717575693307,Yu-56,These ads ran without a disclaimer,≤100,1
109691784999422,DreamLandings,These ads ran without a disclaimer,≤100,1
536645026351006,Daisie,These ads ran without a disclaimer,≤100,2
113919231614263,Magic1419-01,These ads ran without a disclaimer,≤100,3
241664783089008,Xin,These ads ran without a disclaimer,≤100,14
109199990922141,Health & Wellness News,These ads ran without a disclaimer,≤100,1
169687486427698,Jentezen Franklin,These ads ran without a disclaimer,≤100,1
115372331516732,Z-51-pro,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
367939743862411,yomisoyombo,These ads ran without a disclaimer,≤100,1
119617513176067,Justice for Azerbaijan,These ads ran without a disclaimer,≤100,1
101364076007366,Doors Travelers,These ads ran without a disclaimer,≤100,1
110702765272482,Magic1423-03,These ads ran without a disclaimer,≤100,3
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
1216974131650148,Beijing Mutianyu Great Wall,These ads ran without a disclaimer,≤100,2
842906519089852,IPBES,These ads ran without a disclaimer,≤100,1
105642581524963,Massar - مسار,These ads ran without a disclaimer,≤100,1
116311181765921,World Grain,These ads ran without a disclaimer,≤100,2
102698931612631,oladka.art,These ads ran without a disclaimer,≤100,1
1535790726652105,Gazer,These ads ran without a disclaimer,≤100,1
118449001693410,Genius.Space,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,3
7163962142,theory11,These ads ran without a disclaimer,≤100,10
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
112419988437789,Suda-016,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
109420568588144,Breeze Clean - Phone Cleaner,These ads ran without a disclaimer,≤100,1
96340216669,J-Flag,These ads ran without a disclaimer,≤100,1
102036617851494,elina_brevnova,These ads ran without a disclaimer,≤100,3
164889460226684,Sophie#1234567+,These ads ran without a disclaimer,≤100,5
103486405407498,Visit Danzhou,These ads ran without a disclaimer,≤100,1
103629245961535,Bonjour-16,These ads ran without a disclaimer,≤100,1
109281344986363,SiegaNativa,These ads ran without a disclaimer,≤100,1
101899262609792,Nutketing,These ads ran without a disclaimer,≤100,1
106168677723547,Tumurly Türkiye,These ads ran without a disclaimer,≤100,2
105582782054292,Joseph Lu,These ads ran without a disclaimer,≤100,1
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,≤100,1
711009978986796,广交会,These ads ran without a disclaimer,≤100,2
523743974671830,Proutist Universal,These ads ran without a disclaimer,≤100,1
101378072792091,Akx-113-22,These ads ran without a disclaimer,≤100,1
155121448222595,Welcome to Ukraine,These ads ran without a disclaimer,≤100,1
102513672628523,Author Simion Holbura,These ads ran without a disclaimer,≤100,1
116903371340094,C301-09,These ads ran without a disclaimer,≤100,1
107158445278300,ŽIVOT Stranka,These ads ran without a disclaimer,≤100,1
1446073072342557,International Schooling,These ads ran without a disclaimer,≤100,1
115444524830093,Wsp17,These ads ran without a disclaimer,≤100,1
102209339379355,Jinnvsccc,These ads ran without a disclaimer,≤100,1
106786598824719,歷史趣談,These ads ran without a disclaimer,≤100,1
102050233285217,NVO Atina,These ads ran without a disclaimer,≤100,1
188538471183351,Roberto Gava,These ads ran without a disclaimer,≤100,2
795079500550035,Diário do Povo Online,These ads ran without a disclaimer,≤100,1
101056278194702,Blossoms Mother&Child Hospital,These ads ran without a disclaimer,≤100,1
1543779709167826,Astons,These ads ran without a disclaimer,≤100,7
132104537451325,SDA Janja,These ads ran without a disclaimer,≤100,1
110387038264357,Viral In World,These ads ran without a disclaimer,≤100,1
100511789587705,reisimofficial,These ads ran without a disclaimer,≤100,1
100255182999789,Magic1508-06,These ads ran without a disclaimer,≤100,1
103750018399880,Hot Pop Today Community,These ads ran without a disclaimer,≤100,1
111552548514294,Mc01-18,These ads ran without a disclaimer,≤100,2
105806708960852,Webfic - Read Romance Story,These ads ran without a disclaimer,≤100,2
107641855255868,Shovesolida,These ads ran without a disclaimer,≤100,4
120071791487396,Rijeka Danas,These ads ran without a disclaimer,≤100,2
102761179431366,Awe09,These ads ran without a disclaimer,≤100,2
131443777573895,The Celebritist,These ads ran without a disclaimer,≤100,2
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,3
1754037011406704,EQUITONE Export,These ads ran without a disclaimer,≤100,1
105958935270880,Ignitation DNA Motivation,These ads ran without a disclaimer,≤100,1
100510664697134,Frederico Santarém - Investimentos Lucrativos,These ads ran without a disclaimer,≤100,4
869663783106067,הצוק-מסעדת שף,These ads ran without a disclaimer,≤100,1
602430396566663,National Center for Health in Public Housing - NCHPH,These ads ran without a disclaimer,≤100,1
107545965556357,Jo-12,These ads ran without a disclaimer,≤100,1
105211255716536,Ugosimba Creative_Minds,These ads ran without a disclaimer,≤100,1
100379049649433,Cool Bits Daily,These ads ran without a disclaimer,≤100,2
107574164472383,CSGI,These ads ran without a disclaimer,≤100,1
100769392869544,Clearlove001,These ads ran without a disclaimer,≤100,1
210963862280920,Moellhausen,These ads ran without a disclaimer,≤100,1
111714754974473,Rfv,These ads ran without a disclaimer,≤100,1
295051291037813,CodeGym,These ads ran without a disclaimer,≤100,2
108081221885653,Dardania Lajme,These ads ran without a disclaimer,≤100,3
88211771707,Forest Stewardship Council (FSC),These ads ran without a disclaimer,≤100,1
628643893848827,Micro Galleries,These ads ran without a disclaimer,≤100,1
103241468116177,Satovi - brendirani i personalizovani po vašoj želji,These ads ran without a disclaimer,≤100,1
242929892440331,Novotel London Bridge,These ads ran without a disclaimer,≤100,1
100287302707338,المكتب الإعلامي الموحد لثوار الجنوب السوري,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,2
100741005390547,arkigaleri,These ads ran without a disclaimer,≤100,1
100720589590591,Jo-73,These ads ran without a disclaimer,≤100,1
110454877304606,Nebula,These ads ran without a disclaimer,≤100,1
192092260811678,AlCircle Pte Ltd,These ads ran without a disclaimer,≤100,1
116152304722251,Magic1420-03,These ads ran without a disclaimer,≤100,3
282163485814981,Approved Chrysant,These ads ran without a disclaimer,≤100,1
300800387392,Пласт - український скаутинг,These ads ran without a disclaimer,≤100,2
500998506604927,Čínský rozhlas pro zahraničí,These ads ran without a disclaimer,≤100,2
111698038492991,Je Vis Sans Honte,These ads ran without a disclaimer,≤100,1
1422200614528116,King Arthur: Legend of the Sword Sequel Petition,These ads ran without a disclaimer,≤100,1
105165852337970,idart74,These ads ran without a disclaimer,≤100,1
6940543981,The Tiger Lillies,These ads ran without a disclaimer,≤100,1
1031739170266096,MEDIPASS,These ads ran without a disclaimer,≤100,1
194243164260,Adventist Education Dialogue,These ads ran without a disclaimer,≤100,1
100442842833627,Funny Story,These ads ran without a disclaimer,≤100,1
1413409992299643,Success Academy,These ads ran without a disclaimer,≤100,2
437527949919640,Bodynamic International,These ads ran without a disclaimer,≤100,1
294088307352,Direkt Portal,These ads ran without a disclaimer,≤100,1
110825427340096,LeBlanq,These ads ran without a disclaimer,≤100,1
114117114921509,C301-17,These ads ran without a disclaimer,≤100,1
108814005377784,1111_tc,These ads ran without a disclaimer,≤100,2
104929039128172,Hoshi Kem Trẻ Hóa Làn Da - Xóa Nám Tàn Nhang,These ads ran without a disclaimer,≤100,2
249425191947,GIGABYTE,These ads ran without a disclaimer,≤100,1
106305355487312,Александра Коуч,These ads ran without a disclaimer,≤100,1
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
34151833757,The European Journalism Observatory | EJO,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,2
194057750637892,HowlRound Theatre Commons,These ads ran without a disclaimer,≤100,2
342526129176907,World Maritime University - headquarters,These ads ran without a disclaimer,≤100,2
117389007967244,Wsp19,These ads ran without a disclaimer,≤100,1
109532181885280,Door To Door Travel - US,These ads ran without a disclaimer,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,1
107872505295606,Eynulla Fatullayev,These ads ran without a disclaimer,≤100,1
102761471244407,Hollywoodstyle.ba,These ads ran without a disclaimer,≤100,1
184494515713,On The Run With P,These ads ran without a disclaimer,≤100,1
101289218907718,Web News,These ads ran without a disclaimer,≤100,3
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,3
273364180037605,Avenue Électrique,These ads ran without a disclaimer,≤100,1
103937582214715,"PETS, DOG Lovers",These ads ran without a disclaimer,≤100,1
100840632692651,Înțelepciunea din Proverbele lui Solomon,These ads ran without a disclaimer,≤100,2
114021982003563,Premier Unbelievable?,These ads ran without a disclaimer,≤100,1
421156768079684,Show China,These ads ran without a disclaimer,≤100,1
1447346512237156,Sinn des Lebens,These ads ran without a disclaimer,≤100,2
108740247282263,Yoyu,These ads ran without a disclaimer,≤100,4
213849046720855,NewOffice,These ads ran without a disclaimer,≤100,1
106002591128829,OctoPig,These ads ran without a disclaimer,≤100,1
108548103868214,My Friday Blog,These ads ran without a disclaimer,≤100,1
102133195922873,Dunas Consultoria,These ads ran without a disclaimer,≤100,1
109726741948943,Vpn-p-44,These ads ran without a disclaimer,≤100,1
110807921950094,Awe01,These ads ran without a disclaimer,≤100,1
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,1
114718384866789,Magic1425-01,These ads ran without a disclaimer,≤100,1
105728695286283,الشرق للأخبار - السودان,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,1
1598373943801358,Nabaa نبأ,These ads ran without a disclaimer,≤100,1
111695381406940,ISheep Mars Adventure,These ads ran without a disclaimer,≤100,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,2
104209002568496,Six-02,These ads ran without a disclaimer,≤100,1
103824405609903,Eco Beach City,These ads ran without a disclaimer,≤100,1
124377194285112,Jfranews - جفرا نيوز,These ads ran without a disclaimer,≤100,1
362460873844615,Alumni Politecnico di Milano,These ads ran without a disclaimer,≤100,2
