Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
234626067423878,Media Maju Bersama,Media Maju Bersama,51603391,210
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sadarsiak.id,51452864,125
106245875573990,G24 Golkar Kepulauan Riau,Yayasan Golkar Institut SPKP,51106670,39
104275935775351,G24 Golkar Kalteng,Yayasan Golkar Institut SPKP,50892752,35
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,50238633,32
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,50189363,25
101355948222111,Golkar Indonesia,Abd Djaelani,49554119,152
1420742484816239,Epsom College in Malaysia,These ads ran without a disclaimer,48797426,1
102641147842533,Nur Salam untuk Sumbawa,Mujiburrahman,48645214,65
417497171919243,Pesona Indonesia,Pesona Indonesia,48573760,4
122537814567790,Happy block plus,These ads ran without a disclaimer,48321301,1
111864151754055,Esensi TV,Esensi Tv,47962307,64
105817727428106,anandaforbjm,Muhammad Rezza Hakiki,47708584,28
111487788215632,Jaksapedia,Syarifudin Gita Syafri,47076740,206
101932009361489,G24 Golkar Aceh,Golkar Institute SPKP,46943873,40
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,46864367,1497
102551632634848,G24 Golkar Papua,Yayasan Golkar Institute SPKP,46419874,45
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,45640871,2350
106253264560859,Air Kami,Air Kami,45476836,1409
104278069107924,G24 Golkar NTB,Yayasan Golkar Institute SPKP,45365686,18
109172120781426,Tstore Olshoop,These ads ran without a disclaimer,45297547,9
102273039070802,Info Terkini,Muhammad Miftakhunnaim,44916944,2397
111851690225624,Dosmar Banjarnahor,Pardi Banjarnahor,44781253,14
1393932947381428,Rusdy-Ma’mun,Rusdy Mastura,44098673,313
101960622677350,E-KTA Partai Golkar,Yayasan Golkar Institute SPKP,44053181,18
490112184508778,Getcontact,These ads ran without a disclaimer,43905900,4
102672127752349,NovelToon,These ads ran without a disclaimer,43071246,4
266790296879,Bloomberg,These ads ran without a disclaimer,43018687,17
172411252833693,Treasure Data,These ads ran without a disclaimer,42824422,6
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,42585322,788
287842647957979,EU International Partnerships,These ads ran without a disclaimer,42479751,32
105608804115737,Hinovel- Indonesian,These ads ran without a disclaimer,42378049,34
102643561713024,Fakta Anies Baswedan,Fakta Anies,42097484,1145
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,42052830,480
113141913891028,1dannyfatma,Riyan Sophian,41558568,61
836360023163305,Melky Jakhin Pangemanan - MJP,Melky Pangemanan,41409167,356
105567345649477,G24 Golkar Sumsel,Yayasan Golkar Institut SPKP,41364548,12
1435035209862650,517 國際,These ads ran without a disclaimer,41206232,1
110095600913174,Kabar Surabaya id,Arrazi Nugraha,41182138,39
1639077443036965,Ahok for Indonesia,Saidiman,40890827,55
263127831016879,Quinchos distribución food service,These ads ran without a disclaimer,40440170,1
49951758518,Aksi Cepat Tanggap,These ads ran without a disclaimer,40043761,447
109414094188663,Sahabat Pusat Legalitas,Sahabat Pusat Legalitas,39865336,67
100739218508864,Lintas Kutai Timur,These ads ran without a disclaimer,39701616,9
1198435193501805,Sindikasi Pemilu dan Demokrasi - SPD,Sindikasi Pemilu dan Demokrasi,39169604,8
635425077088293,Sahabat Pak Tengku,Ero Sukarna,39133865,1230
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,39127867,209
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,38801914,576
166166843531258,National Council of Resistance of Iran - شورای ملی مقاومت ایران,These ads ran without a disclaimer,38797910,6
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,38738013,1947
102270901643397,Azizah Ruhama,BMWuling,38725187,86
76528042101,BNI,These ads ran without a disclaimer,38234848,3
108938665190270,Sahabat Langit7.id,PT LANGIT TUJUH SEJAHTERA,38050976,42
104332824773047,Manado Maju dan Sejahtera,Sartika Rumuat,37905957,21
102608695949373,G24 Golkar Gorontalo,Yayasan Golkar Institut SPKP,37280465,40
168612046627985,KATADATA Indonesia,KATADATA Indonesia,37267529,114
114503356665413,GoMart Indonesia,These ads ran without a disclaimer,36941116,1
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,36721523,791
104622532469179,Populis,Aditia Ramdani,36572878,451
819189388159351,Mirah Investment and Development,These ads ran without a disclaimer,35997266,1
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,35934922,401
101626872180940,Etalasekulo Corp,These ads ran without a disclaimer,35610868,121
106883058905796,Tanda Seru,Aditia Ramdani,35506746,480
245094455536925,FOUR PAWS,These ads ran without a disclaimer,35469524,107
104529685103842,Fraksi Gerindra DPRD Jawa Barat,Andre Lukman,34320378,673
111738940659485,DWS - ACH,DWS ACH Center,34218225,9
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,33833021,726
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,33387619,1588
125253175684441,Monkey Stories,These ads ran without a disclaimer,32943006,131
708355126190929,Heru Dewanto,Persatuan Insinyur Indonesia,32798745,675
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",32314508,26
338109312883186,China Xinhua News,These ads ran without a disclaimer,31918363,47
106733877574285,Cerdaskan Indonesia,Personal Branding,31864502,14
101766616029314,Cinta Lestari Alam,These ads ran without a disclaimer,31557163,1
105087350987838,jagobahasacom,These ads ran without a disclaimer,31550959,4
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,31347604,43
191399134327652,aramco,These ads ran without a disclaimer,31255242,16
110241208163712,Gate Of Olympus,These ads ran without a disclaimer,31131254,3
111738940659485,DWS - ACH,dwscenter,31006227,105
1651935685071683,Promosi Kesehatan dan Pemberdayaan Masyarakat,Arlansyah,30896383,154
109662690611968,Machfud Arifin,Machfud Arifin,30647550,227
1924315711129121,kumparan,kumparan,30284579,117
156483584365269,Metro TV,These ads ran without a disclaimer,30218862,3
104940148858518,Bersama Mbak Puan,Bersama Mbak Puan,30113144,39
101428652793656,Readktif,Aditia Ramdani,29507008,398
248986568895243,Speechify,These ads ran without a disclaimer,29457913,23
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,29391472,11
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,29326421,33
100642768321631,Ayu anisa,These ads ran without a disclaimer,29179678,47
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,28991151,1547
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,28983835,75
103603421027567,BukuWarung,These ads ran without a disclaimer,28972987,1
105221008197416,Pemerintah Kota Kupang,Pemerintah Kota Kupang,28937072,132
104830667806476,Melihat Indonesia,Septian Raharjo,28560839,376
943886749041043,DPD PSI Kota Tangerang Selatan,Partai Solidaritas Indonesia,28355244,33
349012429064157,Airlangga2024,Syarifudin Gita Syafri,28275965,92
143806515664337,Komisi Pemberantasan Korupsi,Komisi Pemberantasan Korupsi,28045132,5
108599124275641,Afdhal Aliasar,Afdhal Aliasar,28004426,50
375607249135553,Traveloka Indonesia,These ads ran without a disclaimer,27979940,3
100395159482292,Bizhare Securities Crowdfunding,These ads ran without a disclaimer,27633771,6
100232118462622,Mahyeldi Audy,Abonk Farouk,27592733,43
106204781347298,Uang Ku App,These ads ran without a disclaimer,27565439,1
6431878727,The Economist Intelligence Unit,These ads ran without a disclaimer,27561280,24
111486288379371,G24 Golkar Sulteng,Yayasan Golkar Institut SPKP,27196327,23
103637778497147,Bupati Pamekasan OFC,Dwiki Rahadian,27150952,334
101291234588516,Zairin - Sarwono,Dedi Priansyah,27120077,270
100416598067299,Denny Indrayana,Denny Indrayana,26392385,17
110533431433182,sahabatreglow,These ads ran without a disclaimer,26290677,112
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,26263011,40
292939164731691,Relawan Herviano,Relawan Herviano,26109901,580
100738338510838,Bangkitlah Indonesia,Robani Zalukhu,26004492,489
103591311826337,M Arsjad Rasjid Fanspage,Visi Ekonomi,25686465,697
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,25594998,688
159707534094655,Baitul Maal Hidayatullah,Baitul Maal Hidayatullah,25548434,48
102331445974678,G24 Golkar Kalbar,Yayasan Golkar Institut SPKP,25241616,26
138564054486639,Voilà Ai Artist,These ads ran without a disclaimer,24882309,2
108742471766291,Bersama Puan,Bersama Puan,24789240,21
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,24783870,126
282614365669310,Pengawal Jokowi,Dzul Fahmi M,24739728,104
105156635699051,G24 Golkar Bali,Golkar Institute SPKP,24704874,19
100602629497814,G24 Golkar Maluku,Yayasan Golkar Institut SPKP,24697342,43
882638978454921,Raja Juli Antoni,Raja Juli Antoni,24673744,44
1590142214577386,Intsiawati Ayus,Intsiawati Ayus,24622692,453
21474437688,Deloitte,These ads ran without a disclaimer,24459987,11
1533911266643298,Cera.care Group Health & Supplement,These ads ran without a disclaimer,24458879,2
100134651854944,SUARA Masyarakat Kalteng,Saman,24431226,74
197545083607941,Harian Kompas,These ads ran without a disclaimer,24309124,34
1427277654169464,Bimbel CPNS,These ads ran without a disclaimer,24048436,67
1478723378809326,Bang Zul Zulkieflimansyah,Zulkieflimansyah,24028146,226
103817945830465,Sobat Dito,Sobat Dito,23989537,78
212811572075740,Pemerintah Kota Malang,Dinni Anggraeni,23930985,261
108132042285089,Erwin Aksa DKI Jakarta,Yayasan Golkar Institute,23659043,33
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,23628820,561
228998964266672,Pemprov Jawa Timur,Ayu Fitria Mandarasari,23508575,300
117864492932564,Zukri Bupatiku,Barry Lesmana,23413126,121
1238173096287495,Azur Games,These ads ran without a disclaimer,23314903,13
104305594468593,Urbantown Serpong,Windy Muchamad,23293194,11
103449517822304,CNPC,These ads ran without a disclaimer,22878882,29
101679818973699,Sahabat Ganjar Pranowo,Iwan Hardiansyah,22345992,482
566050866852687,Diskominfo Jateng,Anton Sri Bambu,22130062,14
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,22094043,19
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,22078931,490
100451933698060,AdVenture Communist,These ads ran without a disclaimer,22056550,4
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,22025729,421
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,21810252,108
108585774014177,SidoarjoKita,Ayu Mandarasari,21744280,88
108213981337154,Visi Kadin,Visi Kadin,21452194,554
102766839263043,G24 Golkar Kaltim,Yayasan Golkar Institut SPKP,21285879,30
101625794824211,FBS Trader,These ads ran without a disclaimer,21220158,12
100753302492394,Nusantara Inside,Nusantara Inside,21041605,19
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,21022568,124
104809510887788,Spotless_id,These ads ran without a disclaimer,20999851,8
114128850385802,igers_jakartakita,Saidiman,20953215,33
503393109712021,SERANO Nuts,These ads ran without a disclaimer,20857658,1
105768647952860,Fakhrizal Genius,Zaid Ahmad Nugraha,20837874,6
117935907895698,Tidak resmi: inilahcom,Inilahcom,20824649,84
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,20646680,154
112570091503539,GP Papua,Ganjar Nusantara Indonesia,20504556,126
106415264758619,ClimatePositive,These ads ran without a disclaimer,20368717,67
114543196914297,MECS Lab Indonesia Official,Adrian Hadipradata,20331621,90
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,20322138,16
105400451342966,Kalteng Baru,Gamma Advertisa,20260830,70
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,20180381,21
1376974779256826,Saiful Mujani Research and Consulting SMRC,Saidiman,20149795,29
112886544397171,Forsadika,These ads ran without a disclaimer,20095972,10
101362981918521,Kita Harus Bicara Tentang Papua,These ads ran without a disclaimer,20041729,56
68793499001,UNICEF,These ads ran without a disclaimer,20035244,59
425106448078044,"Ministry of Law, Singapore",These ads ran without a disclaimer,20008742,1
332038100492482,冠日-裝修設計工程,These ads ran without a disclaimer,19986704,1
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,19956480,73
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,19714096,202
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,19544838,124
111178427349423,HelldySanuji.id,These ads ran without a disclaimer,19390072,9
832298706889408,111%,These ads ran without a disclaimer,19352196,1
100789501593851,Gugus Tugas Covid-19 Provinsi NTT,Yoseph Gonang,19347659,106
302826799886864,Relawan PUAN 2024,PUAN 2024 'RS',19132449,40
105293040885428,Komisi Pemilihan Umum Kabupaten Gorontalo,Iswan Saleh,19058931,19
110608611801801,G24 Golkar Malut,Yayasan Golkar Institut SPKP,18960555,32
692129984510995,UOB,These ads ran without a disclaimer,18680138,3
949490898476654,Halkhoree Fashion Centre,These ads ran without a disclaimer,18566645,3
101194645052433,GK Maju,Personal Branding,18467521,21
1547369918837496,Zulkifli Hasan,Media Center PAN,18395311,32
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,18336670,128
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,18303493,116
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,18297493,41
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,18282140,126
100738338510838,Bangkitlah Indonesia,Indrawati,18238464,526
107451398732660,Teman Dito,Teman Dito,18122910,55
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,18110616,115
153239375373802,Capt. Ali Ibrahim. MH,Ali Sabtu Ibrahim,18075250,28
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,18007614,87
101722548923370,Sobat Lestari,These ads ran without a disclaimer,17888686,21
105233384656026,Drs Orient P Riwu Kore & Ir Thobias Uly,Jefirstson R Riwu Kore,17878846,59
113721140502545,Selamatkan Kalteng,Saman,17845252,51
2222018624739038,Jakarta Dukung Ganjar,Ganjar Nusantara Indonesia,17816511,103
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,17783455,129
117755913351979,Anjung Asam Pedas Greenland,Burhanuddin Nur,17641357,40
109130141464560,Raihmimpi_id,Raihmimpi,17639835,86
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,17590215,102
349650428708884,Resep Sehat Alami,These ads ran without a disclaimer,17558283,6
1952892041653875,WRI Indonesia,WRI Indonesia,17499997,18
100398849135155,Sandiku Sayang,Iwan Hardiansyah,17469843,561
100569658898988,FORTUNE Indonesia,These ads ran without a disclaimer,17433568,5
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,17427285,109
101410725079160,Age of Chaos: Legends,These ads ran without a disclaimer,17394490,1
100324938461702,Afiyah Store,These ads ran without a disclaimer,17336706,286
105227974628857,Mencari Hikmah Bersama Anis Matta,Ade Irfan Abdurahman,17271123,10
113620213731644,Semangatbantu.com,These ads ran without a disclaimer,17143702,3
106107504206128,Rycko Jos,Hendra Effendy,17125599,15
417497171919243,Pesona Indonesia,These ads ran without a disclaimer,17067167,11
102656349157647,Tugimanisme,Tugimanisme,16962139,481
100303681886574,AYOOK URUS MEDAN,These ads ran without a disclaimer,16834147,45
106382121201536,Ir. Mujiaman,Machfud Arifin,16806690,117
111859144712182,Free Proxy,These ads ran without a disclaimer,16640254,1
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,16520731,132
1617242951908809,Fakta Anies Baswedan,Fakta Anies Baswedan,16395061,251
975393075954579,Syahrul Yasin Limpo,Ideabuzz ID,16289122,25
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,16284923,54
217841272115804,Kabar Golkar,Yayasan Kabar Golkar,16248661,61
112176890920633,Kretagama_ID,Helmy Putra,16173346,100
869180779793652,Irianto Lambrie,Irianto Lambrie,16147368,264
181197602479595,Dewan Kehormatan Penyelenggara Pemilu Republik Indonesia,Dewan Kehormatan Penyelenggara Pemilu Republik Indonesia,16116314,21
431869737011234,Tentang Golkar,Erma Dewi Endriasari,15757033,715
101377681549181,Lawan Covid19 ID,These ads ran without a disclaimer,15638599,1
112741653864370,Naikbike,These ads ran without a disclaimer,15588522,23
104332824773047,Manado Maju dan Sejahtera,Bryan Sumilat,15560534,7
217661832341845,Kristal Garden Residences,Sugi Nurwoko,15491550,26
393676307712944,Alfedri,Drs H Alfedri MSi,15414435,152
129231660431299,National Geographic Asia,These ads ran without a disclaimer,15398686,4
100634344801574,Gus Raharjo,Septian Raharjo,15313820,74
105229454707200,Politik Hari Ini,Fahmy Muchtar Kamil,15213193,177
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,15106168,92
172180876204559,UNICEF Indonesia,These ads ran without a disclaimer,15023955,19
114912227084327,Militan Muda Teluk Bintuni,These ads ran without a disclaimer,15010430,30
107161484460730,Sobat Erick 2024,Mohammad Izur Islami,14963749,784
107330380949196,Audy Joinaldy,Audy Joinaldy,14950130,30
1623394547711123,護士MaMa論盡湊B事,These ads ran without a disclaimer,14857989,1
102641147842533,Nur Salam untuk Sumbawa,Mohammad Azhar,14849971,16
1899243206850125,FitCoach by Welltech,These ads ran without a disclaimer,14825408,8
103013484811323,Jangan Lupa Sejarah,John Kamnahas,14781818,190
269851686763512,Titipku,These ads ran without a disclaimer,14763738,5
112555911107616,Berita Viral Indonesia,Adjie Prasetyo,14733071,38
398489364035455,Dempo Xler,Dempo Xler,14731193,16
349267868510224,Legislador PIP Gurabo,These ads ran without a disclaimer,14578267,2
143754639144454,Persatuan Insinyur Indonesia,Insinyur Indonesia,14456784,438
2061273483906535,駿億汽車零件 Apex Yield,These ads ran without a disclaimer,14402793,1
112121101796090,Opini 2024,Juniar Dwi Harianto,14269273,420
381763475170840,Expo City Dubai,These ads ran without a disclaimer,14263074,1
39684526732,Wanda Hamidah,Yayasan Infobox,14170164,11
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,14167531,316
1799549943630952,MeraMuda,MeraMuda,14150487,11
164627702342016,Puan Maharani,Tim Komunikasi Publik Puan Maharani,14115477,13
223977261292988,PKS Klaten,Rosyid Umar Dani,14094447,475
108478617603679,Mitra King Salman,These ads ran without a disclaimer,14070596,6
