Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
100657482831570,Tashakul Abbas Warraich PP54,Tashakul Abbas Warraich,209045,15
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,196950,48
97429917898,ProPakistani,ProPakistani,175231,79
110191794487900,JI Young LeaderX,Usama Bin Razi,172526,9
105415181495254,rafay_roze,These ads ran without a disclaimer,170198,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",165579,23
98213178111,"University of South Asia, Lahore","University of South Asia, Lahore",163956,30
381142805249210,Alkhidmat Karachi,Al Khidmat Karachi,163877,1
282015575255187,Moonis Elahi,Shakir Hussain Shah,145592,1
155725841111588,Standard Chartered,These ads ran without a disclaimer,145020,1
108083102036781,tinted_glass_permits,These ads ran without a disclaimer,143222,9
959946700735492,KP Elementary & Secondary Education Department,These ads ran without a disclaimer,141829,4
388501561700814,Ch Tariq Irshad,Ch Tariq Irshad,137123,66
249990742310174,Ibrahim Hasan Murad,These ads ran without a disclaimer,131983,4
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,131102,17
133648753466105,Group Development Pakistan,Group Development Pakistan,130147,4
565225540184937,CGTN,These ads ran without a disclaimer,128299,35
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,122723,53
204305176293161,Alamgir Khan,Alamgir Khan,120448,33
114491103719859,Shahzada Aman UrRahman,Shahzada Aman UrRahman,115000,6
797690503639905,Zashko Films,These ads ran without a disclaimer,113016,1
144494398930201,Jamaat-e-Islami Pakistan,Jamaat-e-Islami Pakistan,107599,28
108727162154282,Azhar Iqbal,Azhar Iqbal,105812,13
104876728934396,Inqalaab TV,These ads ran without a disclaimer,105110,54
68793499001,UNICEF,These ads ran without a disclaimer,104311,7
120437430938970,Syed Mohammad Kirmani,John Kirmani,101085,18
1663305917241505,Khalil Ahmad Bajwa,Khalil Ahmad Bajwa,92760,138
113121051603293,CCC Action Lab,These ads ran without a disclaimer,89209,1
100112112760730,Adeel Ali Khan,Adeel Ali Khan,89092,42
1702146636705931,Nestlé Cerelac Pakistan,These ads ran without a disclaimer,87786,1
102710605458008,Shootika Street Food,These ads ran without a disclaimer,87400,65
105690462092880,MM News,MM Digital PVT LTD,86588,12
103161792280179,Kuch To Hay Na,Taha Bin Muhammad,85545,37
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,85369,52
106620807391911,Roche,These ads ran without a disclaimer,83423,3
107996693570,European University Institute,These ads ran without a disclaimer,83327,1
108731623986929,Voice of Sindh,Voice of Sindh,82355,251
1517088885216557,AIG,These ads ran without a disclaimer,81587,33
111378401865271,Jawad Sohrab Malik,Armghan Virk,81014,34
977981842265214,Pukaar,Pukaar,79695,10
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,78701,26
102270228609029,Abdul Wahab Ahmad,Abdul Wahab Ahmad,77671,12
122578684096711,Usman Ahmad Bhatti,Haider Munir,77481,13
467252070142548,Ch Mustansar Ali Gondal,Ch Mustansar Ali Gondal,75462,35
233022620980830,Ebrahim Sheik,These ads ran without a disclaimer,73820,26
107279561079806,چار مصلے اجماع امت اہلسنت اہلسنت,These ads ran without a disclaimer,73455,7
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,73235,133
102093685620627,Best Diplomats,These ads ran without a disclaimer,72199,1
931203933666198,Startup Pakistan,Startup Pakistan,71956,31
224284372205279,Sajid Ur Rehman Turabi,Huzaifa Rauf,70726,16
107801948674316,BBU News WORLD,BBU NEWS WORLD,69158,26
115591005188475,Global Times,These ads ran without a disclaimer,68372,7
102575199253773,Ahsan ul Kalam,These ads ran without a disclaimer,67702,3
103238092691017,Muhammad Rafiq,Muhammad Rafiq,67645,5
103720225643302,Chaudhry ijaz Ahmad Ranian,Chaudhry ijaz Ahmad Ranian,67500,41
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,67339,10
101737024836683,Anjuman-E-Tajran انجمن تاجران,Mujahid Maqsood Butt,64564,115
111231161607475,Punjab Cadet College Murree,These ads ran without a disclaimer,64467,3
110586761603992,5th pillar,Muhammad Zunair,60908,8
158714780827513,UNFPA,These ads ran without a disclaimer,60588,89
101512146064557,Yousaf Bangulzai,These ads ran without a disclaimer,60105,63
166591246714313,Tetra Pak,These ads ran without a disclaimer,59371,5
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,57123,24
110093925122817,COP27,These ads ran without a disclaimer,57045,7
110390841781234,Haji Muhammad Aslam,Habib Ur Rehman,56903,16
341915993328175,Bank of Khyber,These ads ran without a disclaimer,56105,7
234578749895304,Relief Foundation International,Relief Foundation International,54796,11
1057231097783621,Karachi Airport Lions Eye Bank,Anas Shakeel,53360,5
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,53256,19
101144265054284,Residents Welfare Committee MPCHS Islamabad,Residents Welfare Committee MPCHS Islamabad,52852,6
104008791697323,Karachi Insider,Karachi Insider,52507,22
106667936045610,VOA Urdu,These ads ran without a disclaimer,52471,11
105569831989945,Ch Shafiq ur Rehman Warraich,Ch Shafiq ur Rehman Warraich,52054,13
103767962366726,Mehar Tariq Sajjad MPA PP116,Muhammad Umar,51895,24
104789632113642,Republic URDU,These ads ran without a disclaimer,51059,1
107903458072898,Syed Shariq Jamal,Ali Raza,50813,11
109453805230155,Businessmen Democratic Group - Sialkot Chamber of Commerce & Industry,Sherjeel Ahmed,50005,11
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,49497,4
1814850698741724,Senator Mohsin Aziz,Senator Mohsin Aziz,48555,18
219888321707662,Gohar Publications,These ads ran without a disclaimer,47727,4
1385062938381139,Lahore Chamber of Commerce & Industry  Official,Lahore Chamber of Commerce & Industry  Official,46751,23
216311481960,Bill Gates,These ads ran without a disclaimer,46711,49
102690905990373,Mian Zeeshan Rafique PMLN,Zeeshan Rafique,43619,12
124541487213657,Jawab Do with Farrukh Shahbaz Warraich,PNN,43500,31
435092019877794,Hazara Quami Mahaz Pakistan - HQM,Hazara Quami Mahaz Pakistan - HQM,42357,39
1455147888032149,Professor. Dr. Allama Shahbaz Ahmad Chishti,These ads ran without a disclaimer,41982,7
1259526344064381,Abdul Wasi,Sadaqat Mehmood,41277,13
142957224352,International Medical Corps,These ads ran without a disclaimer,41252,2
107703715013954,JTR Media House,JTR Media House,40000,4
1115439625214618,Tarikh Publications,Tarikh Publications,37976,5
185771248113677,Etihad Airways,These ads ran without a disclaimer,37546,4
126907741362375,Tehreek Druood MAHAL تحریک درودمحل آفیشل پیچ,These ads ran without a disclaimer,37207,3
1109685252477892,Subh e Noor Publications,These ads ran without a disclaimer,36850,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,36797,23
115664534468848,Codi Skills Youth Empowerment,These ads ran without a disclaimer,36251,6
791852674345997,Agahi,Taha Bin Muhammad,36141,8
239317683420782,Deputy Commissioner Khyber,Zahid Noor Afridi,36140,6
102384149455341,PMLN Lahore Official,These ads ran without a disclaimer,36074,5
110348467451430,URDU Sisters,These ads ran without a disclaimer,36073,1
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,35708,11
131189377574,MDPI,These ads ran without a disclaimer,34947,45
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,34878,46
103717002442138,Rohtas Books,Shanza Zahoor,34001,22
102508299154893,The Rising Republic,Muhammad Mohsin,33886,67
109120380422173,Rana Sajjad,Rana Sajjad Hussain,33206,15
2092924957605425,Solis,These ads ran without a disclaimer,32431,15
109812220412504,Musa Habib Raja,Musa Habib Raja,32256,2
100985089430508,Ch Mumtaz Akhtar kahloon,Shahid Imran,32156,37
100928849486668,Sahafi,Sahafi,30946,6
182192512111720,Sardar Mohsin Abbasi,Sardar Mohsin Abbasi,30650,17
100773389420289,Aman Ullah Sattar,Hamza Ahmed,30410,4
109202965253144,Aamir Sheikhani PSP,Ali Raza,30229,9
1706863532970589,Nasir Hashmi,Nasir Hashmi,30167,15
101160702224736,White News,White News,30089,31
100144362842580,Candle Light,These ads ran without a disclaimer,29920,28
134278719946186,Bayer,These ads ran without a disclaimer,29889,4
110354040509577,Pakistan Inqalabi Party,These ads ran without a disclaimer,29733,24
359157067618866,Diva Patang,These ads ran without a disclaimer,29703,1
2107858016193986,Voice of Sindh,Voice of Sindh,29420,89
107688494708255,Humaniti,These ads ran without a disclaimer,29418,10
105601235613570,Chaudhary Faisal Ali Bhulla -PTI UK,Chaudhary Faisal Ali Bhulla -PTI UK,29247,51
1520153948249803,"Jiangsu, China",These ads ran without a disclaimer,29217,6
102825439246235,T98_002,These ads ran without a disclaimer,29106,3
100308592833663,Politics & Views,Politics & Views,28774,3
100192166133172,Nasreen Palijo- PPP,Muhammad Ashir,28773,47
106404676842052,ووٹ کو عزت دو,ووٹ کو عزت دو,28645,3
110915145207230,Bolo Fareed Raees Kay Sath,Zohaib Ali,28468,3
1559901027613381,TRT World,These ads ran without a disclaimer,28322,2
108032181861181,Suno News HD,These ads ran without a disclaimer,28201,8
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,28042,11
102062109317008,Akbar khan Mohmand pp145 PTI,These ads ran without a disclaimer,27654,16
107484761969431,Agha Siraj Khan Durrani,Agha Siraj Khan Durrani Official,27284,16
100985089430508,Ch Mumtaz Akhtar kahloon,Ch Mumtaz Akhtar kahloon,27199,28
102690905990373,Mian Zeeshan Rafique PMLN,SWIFT CARGO SERVICES,26874,6
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,26656,26
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,26639,8
300984203254704,PTI Karachi,PTI Karachi,25923,2
109344747582571,PASS - Prevention against Sugar-Sweetened Beverages,Siavash Khan,25552,8
428219663966000,월간 중국,These ads ran without a disclaimer,25530,1
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,25352,1
2174517772657414,A21 Middle East News,These ads ran without a disclaimer,25335,34
116132385102281,Chaudhry Mushtaq Member Punjab Bar Council,Chaudhry Muhammad Mushtaq PP 126,25182,10
152389405506628,Muhammad Fiaz Bhatti,Muhammad Fiaz Bhatti,25111,5
104024041713683,Rawal Sharjeel,Rawal Sharjeel,25000,1
111244015049287,Facts Check,Irtzaa Khan,24998,53
102564242679730,Waheed Ahmad Khan Official,Akhter Hussain,24898,8
92080024705,Stanford Health Care,These ads ran without a disclaimer,24531,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,24415,2
732141453526437,Shahzad Qureshi,Madalytech,24107,4
102619032558535,Faisal Jatoi & Team - PPP,Faysal A Jatoi,24103,9
107102538754544,Ch Ijaz Hussain Bhatti mpa pp138,These ads ran without a disclaimer,24080,28
389438921109161,Touseef Abbasi,Touseef Abbasi,24067,160
110647840532680,Merge Mayor,These ads ran without a disclaimer,23797,1
100833042906929,News Morning,PNN,23782,14
86161846910,DW Asia,These ads ran without a disclaimer,23659,4
104587432254492,Asad Mehmood Khan,Asad Mehmood Khan,23499,8
100193189474481,Lords Law Book House,These ads ran without a disclaimer,22811,11
106310985616296,Ch Rauf Ahmad Hundal,Ch Rauf Ahmad Hundal,22670,2
101182962666680,Kissan Ittehad Awami Party,Kissan Ittehad Awami Party,22622,10
2086750308293510,Taftishi,Taftishi,22313,3
115041729871986,Faraz Abid Lakhani,These ads ran without a disclaimer,22008,9
104472305969130,Maher Muhammad Javed,Shah Nawaz Daula,21967,9
113134107536722,وکھری گالھ محمد حسین خان دے نال,وکھری گالھ محمد حسین خان دے نال,21735,29
418725474981367,All Pakistan Anjuman-E-Tajran,All Pakistan Anjuman-E-Tajran,21597,9
297692071292,"AL Khawarizmi Institute of Computer science, UET Lahore",These ads ran without a disclaimer,21489,2
101407829208754,Chinar Kashmir News,Chinar Kashmir News,21453,16
771462172882741,OnePath Network,These ads ran without a disclaimer,21362,7
113807641299102,rozetvpk,These ads ran without a disclaimer,21224,1
240488586026340,"SINA Health, Education & Welfare Trust",SINA Health Education & Welfare Trust,20998,4
178755115663816,Ali Rashid,Ali Rashid,20900,31
1221551921269506,Mahar Sajjad Cheena,Mahar Sajjad Cheena,20764,41
226686207933637,Syed Hasnain Hashmi,Syed Hasnain Hashmi,20534,7
117245297940276,Imtiaz Minhala,Muhammad Arslan Haider,20424,37
209135342533772,Dr.Tauseef Afridi,Dr.Tauseef Afridi,20343,6
101169972970013,Team Arslan Hafeez Chaudhery,Hafiz Muhammad Bilal Shabbir,20331,15
237733588176034,Laila Khan,These ads ran without a disclaimer,20266,10
103075692767998,Haseeb Amjad,Haseeb Amjad,20218,4
435761629822155,Commonwealth Foundation,These ads ran without a disclaimer,20167,3
2167817683483103,Kashif Ansari,Bss-Digital,20029,5
1708765652546043,Baitussalam Welfare Trust,These ads ran without a disclaimer,20000,1
137622236308471,GFS Builders and Developers,These ads ran without a disclaimer,20000,1
1570918639608443,Ch Arshad Warraich,Ch Arshad Warraich,19965,3
102028857961829,Syasi Tajzia,These ads ran without a disclaimer,19944,3
592256594214843,Shafea PTI Scotland West,These ads ran without a disclaimer,19800,3
187258925420723,Leading Lawyers,Leading Lawyers,19463,17
248448001962868,Political record,Atif Riaz Shahid,19321,7
101269169346393,Barrister Abdullah Mumtaz Kahloon,Shahid Imran,18903,8
338109312883186,China Xinhua News,These ads ran without a disclaimer,18901,11
107257801493525,Pakistan Books Club,These ads ran without a disclaimer,18862,3
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,18856,37
111042571977218,Wains Group Hasilpur,Muhammad Usama Moazzam,18773,8
102412545228877,Tayyab Ahmad,These ads ran without a disclaimer,18390,8
108223471509615,Hassan Inam Piracha,These ads ran without a disclaimer,18341,35
108936148362368,MM News Digital,These ads ran without a disclaimer,18278,5
107754015047289,Journalist Ahmed Zameer,These ads ran without a disclaimer,18152,5
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,17794,24
330546873795572,Mehar Muhammad Saleem,Mehar Muhammad Saleem Ex MPA,17541,13
453442118189699,Observatory of the Institute for the Future of Education,These ads ran without a disclaimer,17429,1
100773389420289,Aman Ullah Sattar,Saad Arshad,17353,11
102532432516110,Rana Hamid Nawaz,Rana Hamid Nawaz,17339,9
437241682996744,Radio Ejani,These ads ran without a disclaimer,17020,7
1452350365068822,Barrister Sultan Mahmood Chaudhry,Barrister Sultan Mahmood Chaudhry,16996,1
109676458413003,Akhlaq Ahmad Bidani 0fficial PP288,Akhlaq Ahmad Bidani 0fficial PP288,16857,11
1984101831869501,Shah Nawaz PTI,Shah Nawaz PTI,16749,11
102380775713295,District One,These ads ran without a disclaimer,16739,3
102928454920642,Barrister Adil Rafi Cheema,Aiksol,16700,6
156279764411149,Times Higher Education,These ads ran without a disclaimer,16678,5
872072716156956,FM98 Dosti Channel,These ads ran without a disclaimer,16577,8
105735065616245,SOFAR,These ads ran without a disclaimer,16453,3
381024579067518,China Daily Sci-Tech,These ads ran without a disclaimer,16453,1
106024318966127,Bayaniya,Neo News (FUN INFOTAINMENT PVT LTD),16206,14
112669098171539,css_books,These ads ran without a disclaimer,16172,1
677173575779097,Muhammad Hanif Pitafi PP289,Muhammad Hanif Pitafi PP289,16139,7
102984572749654,Jamaat e Islami - Fans Page,Imtiaz Ahmad,16083,9
145394629423894,K2K,Zohaib Ali,16040,4
636318909772246,Amir Alam,Amir Alam,16000,5
102412545228877,Tayyab Ahmad,Tayyab Ahmad,15759,50
176585044433,FRANCE 24 English,These ads ran without a disclaimer,15728,1
113614418310351,ایس ایم رانجھا این اے 80,Imtiaz Ahmad,15626,13
101107061990856,Sardar Ayaz,These ads ran without a disclaimer,15584,5
111364884046809,Sargodha Palace,Sargodha Palace,15397,17
105673728468946,Ahmer Rasheed Bhatti,Ahmer Rasheed Bhatti,15280,1
104015742220554,Mimic,These ads ran without a disclaimer,15097,5
246046232150591,Pakistan Peoples Party - PPP,Pakistan Peoples Party,15000,1
110586761603992,5th pillar,5th pillar,15000,3
105919562138485,Jamaat e Islami UC-7 Gulistan e Jauhar,Jamaat e Islami UC-7 Gulistan e Jauhar,15000,3
108565615516793,Ch Usman Ahmad Warraich-pp229,Usman Ahmad Warraich,15000,1
507921759310074,Barrister Malik Jamshed Ghias,Shahbaz Nawaz,14912,5
108430245385929,Movement IPS Pakistan,Muhammad Shahid Imran,14901,5
100889322590952,عطر الكلام,These ads ran without a disclaimer,14870,2
2268307129847915,Rana Mohammad Afzal,Rana Mohammad Afzal,14786,10
100298359657460,Agha Naveed Hashim Rizvi,Shaukat Ali Malik,14684,16
209156132458073,DES PARDES RESTAURANT Saidpur Village,These ads ran without a disclaimer,14672,1
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,14630,1
2167817683483103,Kashif Ansari,Bssdma,14612,2
105396082410434,White News English,White News English,14551,16
105396082410434,White News English,Osama Rehman Butt,14500,9
341419182551880,Muhammad Amjad Chaudhary (OFFICIAL),These ads ran without a disclaimer,14334,1
110989421664876,Abdul Razzaq Khan Official,Abdul Razzaq Khan Official,14274,9
109156681659879,Rao Abdur Rehman Khan Official,Muhammad Umer Farooq,14247,11
230994728906457,Awam Dost Party,These ads ran without a disclaimer,14207,7
106168095142915,Imran Khan Lovers,These ads ran without a disclaimer,14198,1
105464585137890,Hassan Inam Piracha,These ads ran without a disclaimer,14112,22
105828078654597,Islamabad Group,Noman Sarwar Malik,14047,1
821430017924241,Sungrow,These ads ran without a disclaimer,13945,10
171270196224553,DW پښتو,These ads ran without a disclaimer,13777,2
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,13746,7
795079500550035,Diário do Povo Online,These ads ran without a disclaimer,13616,8
100231989347329,Saad Liaquat,Saad Liaquat,13600,9
108876282120706,Qazi Shafiq,Qazi Shafiq,13588,2
242670735745253,Pakistan Poverty Alleviation Fund,Mercury Transformations,13587,3
467853533294193,Rana Sultan Ali Khan,Rana Sultan Ali Khan,13500,3
435579509962729,Karachi Haleem,These ads ran without a disclaimer,13471,6
196503497602810,Sarsabz,These ads ran without a disclaimer,13424,1
1429942950553593,Adipec Official,These ads ran without a disclaimer,13248,5
330546873795572,Mehar Muhammad Saleem,Mehar Muhammad Saleem,13139,20
485754541860703,Malak Naeem Khan Bazai,These ads ran without a disclaimer,13115,3
104699294839888,Pakistan Tribune,Pakistan Tribune,13094,67
102096062812204,Magic1420-02,These ads ran without a disclaimer,13054,5
101091346256155,Rana Umer Shahzad PP 157,Rana Umer Shahzad PP 157,12991,16
590688020999991,Pakistan HINDU Council,Pakistan HINDU Council,12861,5
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,12835,8
752811734912220,Daikhna Paray Ga,Daikhna Paray Ga,12649,3
106054388545697,Ch Khushi Muhammad Jutt,Ch Khushi Muhammad Jutt,12641,7
120437430938970,Syed Mohammad Kirmani,Syed Mohammad Kirmani,12572,6
100467368650177,CH Abdul Rauf Tatlah,Sheraz Riaz,12550,21
101206152972905,Voice of PP 60,M Aniq Hassan Randhawa,12491,6
118592938221174,ZTE Corporation,These ads ran without a disclaimer,12481,2
240488586026340,"SINA Health, Education & Welfare Trust",These ads ran without a disclaimer,12351,1
100435805831644,Tanveer Ahmad Virk PP141,Jahanzaib Naveed,12175,20
2017323371865711,Hafner Energy from Waste,These ads ran without a disclaimer,12130,1
330484310365275,UBL - United Bank Ltd,These ads ran without a disclaimer,12126,2
863919760292591,Muhammad Khan Malik Khani,Muhammad Khan Malik Khani,12054,13
104415195692100,Syed Khubaib Zia,Syed Khubaib Zia,11817,6
111277051415557,Heaven City Bahawalnagar,These ads ran without a disclaimer,11758,6
1523501084543234,China Face,These ads ran without a disclaimer,11630,1
119405895873,Huawei,These ads ran without a disclaimer,11630,2
720577142067760,emmamariefuscoweb,These ads ran without a disclaimer,11614,6
100727581504298,International Centre of Excellence - ICE,These ads ran without a disclaimer,11555,3
415157178608849,EncycloMedia Hub,These ads ran without a disclaimer,11439,1
126930492916780,امت ایک بنو,These ads ran without a disclaimer,11434,4
457464611714598,The World Around,These ads ran without a disclaimer,11415,5
107968975448069,Hidaya Trust,Hidaya Trust,11398,5
108850598208066,Hum khayal foundation,Hum khayal foundation,11348,4
100790449392825,D101c_cl_6,These ads ran without a disclaimer,11347,1
111842871658651,Mian Abdul Rauf Advocate,Mian Abdul Rauf Advocate,11152,33
113578877760214,Shahid Khan,Shahid Khan,11072,36
502955846753690,Arab News Pakistan,These ads ran without a disclaimer,11063,1
100553756194923,District Election Commissioner-I Office Lahore,Muhammad Arslan Ashraf,11059,8
100117356180309,albahriainstitute,These ads ran without a disclaimer,11025,1
105545288845876,"Irfan Allahwala - Candidate Chairman UC 2, Chanesar town",Yousuf Ahmed Irfan Allahwala,10956,4
100991855514094,Faisal Nadeem,Yasir Naseer,10827,1
100526894985242,د چين غوټۍ,These ads ran without a disclaimer,10779,1
106429308893380,One Nation,One Nation,10762,6
100697576098234,Pakistan Presenter,These ads ran without a disclaimer,10757,14
106404676842052,ووٹ کو عزت دو,These ads ran without a disclaimer,10667,4
109855628641922,UC-30 Bahria Town Islamabad,Hasan Mustafa,10607,11
110744388005630,Arbaz Raza Bhutta,Arbaz Raza Bhutta,10564,38
264809814167687,Tabadlab,Tabadlab,10527,3
87445018334,Nobel Peace Center,These ads ran without a disclaimer,10502,3
272516046569090,Salman Arif,Salman Arif,10492,5
114100304912609,Eli 3,These ads ran without a disclaimer,10426,9
1615358912063987,Rahmat Baloch,Rahmat Baloch,10371,11
371171589575669,China.org.cn,These ads ran without a disclaimer,10365,7
104557275823271,Islamic Coin,These ads ran without a disclaimer,10320,5
105983815458842,Sardar Malik Jahanzaib Waran,Sardar Malik Jahanzaib Waran,10300,20
109082114890220,Waqas Mahmood Maan,Waqas Mahmood Maan,10298,6
100541932660972,Nimra Malik,These ads ran without a disclaimer,10168,4
925019934219066,Mardan Ali Zaidi,Mardan Ali Zaidi,10161,8
117456904566523,Muhammad Kamran,These ads ran without a disclaimer,10104,2
101201205983426,Mian Athar Mahmood,Syed Raza Haider Zaidi,10098,7
457514774319202,White News پښتو,White News پښتو,10017,9
130136833750497,IELTS Official,These ads ran without a disclaimer,10010,1
415157178608849,EncycloMedia Hub,EncycloMedia Hub,10000,1
101164404768881,CGTN Frontline,These ads ran without a disclaimer,9928,4
156850176567,المجلة,These ads ran without a disclaimer,9928,1
439602326768171,Azhar Qazi Mashwani,Azhar Qazi Mashwani,9925,1
105756835639558,Hub of Property,These ads ran without a disclaimer,9908,4
105737379138429,Goldenboy,These ads ran without a disclaimer,9887,1
115756630242189,Gulmohar City Karachi,Zulfiqar Ahmed Khan,9881,10
227693354057769,Book-Friends,These ads ran without a disclaimer,9828,6
175846072821088,十方視角,These ads ran without a disclaimer,9789,6
323472581433101,Dr Malik Tauqeer Babar,Ahsan mujtaba,9722,8
110458900851389,Grand Overseas Club,Grand Overseas Club,9699,8
103605848295012,Royal king Usa pakistan Imran Ch Mpa pp120 tobateksingh,These ads ran without a disclaimer,9585,8
106734931178823,Munawar Khan,These ads ran without a disclaimer,9475,18
104243679059323,Syed Imran Ali Shah,Syed Muhammad Raza,9464,5
8534485796,George Galloway,These ads ran without a disclaimer,9433,3
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,9394,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,9383,45
100747769081506,WBMT 2022 Pakistan,These ads ran without a disclaimer,9196,2
263714697658549,Nadeem Awan_,Yasir Naseer,9173,1
400487310017036,Immigration with Rizwan Ul Haque,These ads ran without a disclaimer,9159,1
372741916554823,7th Sky Books,These ads ran without a disclaimer,9118,3
106685458717116,Muhammad Hussain,Muhammad Hussain,9033,8
103843739233671,Jahangir khan,These ads ran without a disclaimer,9000,4
110294311622196,Samra shaikh,These ads ran without a disclaimer,8981,3
240586569664829,Punch Gaming,Hamza Hanif,8936,26
1660420754005905,PTI G-7,PTI G-7,8876,4
110522645159021,Christopherr,These ads ran without a disclaimer,8644,9
1621814511404139,Getz Pharma,These ads ran without a disclaimer,8610,3
100993769021119,Tamasha,These ads ran without a disclaimer,8586,4
447263991993811,UNICEF South Asia,These ads ran without a disclaimer,8568,31
97116898596,Sightsavers,These ads ran without a disclaimer,8564,16
108325661995455,Chaudhary Zia Ur Rehman,Asad Iftikhar,8562,5
115449876532699,Manto,These ads ran without a disclaimer,8553,2
108535458643815,Malik Naseem Hussain Raan,Malik Naseem Hussain,8538,3
459618574573273,Twin City News,Twin City News,8521,2
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,8510,1
1723513924558492,Mian Farhad Ali,Mian Farhad Ali,8479,7
113502287096979,I Luv Australia,These ads ran without a disclaimer,8475,2
498009176948526,Iftikhar Ali Baber Khitran,Iftikhar Ali Baber Khitran,8436,4
273161129539624,Khalid Javed Warraich,Khalid Javed Warraich,8427,7
829468670511545,Pakistan Political Parties Debate,These ads ran without a disclaimer,8372,4
123089817433991,Adeel Hassan Cheema,Haider Munir,8357,2
