Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
1181588521857104,Alibaba Cloud,These ads ran without a disclaimer,≤100,1
110639924627538,All Rise Solar,These ads ran without a disclaimer,≤100,1
109623918171373,Yellow Hulk,These ads ran without a disclaimer,≤100,2
108861451555506,legendsfrommomscloset,These ads ran without a disclaimer,≤100,2
107040794003226,Pain,These ads ran without a disclaimer,≤100,1
1732037630358858,Internet Society Asia-Pacific,These ads ran without a disclaimer,≤100,1
110093925122817,COP27,These ads ran without a disclaimer,≤100,5
112741069077,RPGSHOW Wigs,These ads ran without a disclaimer,≤100,6
883165171742476,Philip Morris International,These ads ran without a disclaimer,≤100,1
100754485094950,Siemens Energy,These ads ran without a disclaimer,≤100,6
100130348904977,naturifical,These ads ran without a disclaimer,≤100,1
103178252680440,Kobe Mosque,These ads ran without a disclaimer,≤100,1
101177952887761,accorsi_alexandre,These ads ran without a disclaimer,≤100,1
104799091657823,Kyle Davis For MA,These ads ran without a disclaimer,≤100,1
287886244963328,Rakuten Group,These ads ran without a disclaimer,≤100,7
102688659135141,tyumon_kasugai,These ads ran without a disclaimer,≤100,1
101731208911477,Angus McColl - Artist page,These ads ran without a disclaimer,≤100,1
105575195043052,History101 Stories,These ads ran without a disclaimer,≤100,9
105424640803008,TRT World Forum,These ads ran without a disclaimer,≤100,20
2295111320561403,Kasach Fun Fitness Game  משחק חיטוב והרזיה #כאסח,These ads ran without a disclaimer,≤100,2
103594561991057,Arjnaturephotography,These ads ran without a disclaimer,≤100,1
322941248346102,Laurenhi JAPAN,These ads ran without a disclaimer,≤100,1
869663783106067,הצוק-מסעדת שף,These ads ran without a disclaimer,≤100,1
234952014084732,GURU,These ads ran without a disclaimer,≤100,11
529500107124530,Prestige Global Designs Pte Ltd,These ads ran without a disclaimer,≤100,2
117423331329455,Career Goals HQ,These ads ran without a disclaimer,≤100,1
139359281350,ILAC,These ads ran without a disclaimer,≤100,2
822633781141031,FC Bayern München,These ads ran without a disclaimer,≤100,1
100141332219883,SOS Finance,These ads ran without a disclaimer,≤100,2
1988134154776998,映画『君がいる、いた、そんな時。』,These ads ran without a disclaimer,≤100,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,4
364481320801411,Jim Morrison,These ads ran without a disclaimer,≤100,1
164916136887439,Boiler Room,These ads ran without a disclaimer,≤100,1
100678085968477,Polish House Davos,These ads ran without a disclaimer,≤100,5
106748941496700,Greeningline,These ads ran without a disclaimer,≤100,4
100736845998960,louiscm.breakwindow,These ads ran without a disclaimer,≤100,1
1339371959436992,哥倫布 Columbus,These ads ran without a disclaimer,≤100,6
102671409265782,アネロット,These ads ran without a disclaimer,≤100,1
103166524573800,KAP by Krishna Amin Patel,These ads ran without a disclaimer,≤100,1
100445993367393,資格取得・就転職　ヒューマンアカデミー,These ads ran without a disclaimer,≤100,2
101295849011716,珈珈的口袋攝影,These ads ran without a disclaimer,≤100,1
253898059451,Gambero Rosso International,These ads ran without a disclaimer,≤100,1
405833093132175,AnySports.yoga,These ads ran without a disclaimer,≤100,2
407224476019242,World Government Summit - القمة العالمية للحكومات,These ads ran without a disclaimer,≤100,12
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,≤100,9
106437035299441,A Different Side of Japan,These ads ran without a disclaimer,≤100,1
246350792917402,Paper Skin Care PH,These ads ran without a disclaimer,≤100,1
125634587462941,SOUNDQ,These ads ran without a disclaimer,≤100,12
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,≤100,1
102612881853439,Digital Smile Design Company,These ads ran without a disclaimer,≤100,7
348450649422574,,These ads ran without a disclaimer,≤100,4
174127726673955,なめりかわの未来を創り隊,These ads ran without a disclaimer,≤100,1
110462364532566,ピアニスト市川哲也 - Pianist Tetsuya Ichikawa,These ads ran without a disclaimer,≤100,3
103155692328754,alex_witkowska_,These ads ran without a disclaimer,≤100,1
103707241371175,南相木村村長 中島則保及び住民課長 菊池初美を告発する会,These ads ran without a disclaimer,≤100,1
110143277436088,Trend Bisnis Property Masa Kini,These ads ran without a disclaimer,≤100,1
100126075267774,髙木珈琲 Takagi Coffee,These ads ran without a disclaimer,≤100,1
104406118824907,soranokiri,These ads ran without a disclaimer,≤100,1
101634025704451,Trashnfts,These ads ran without a disclaimer,≤100,1
110551908226579,Let Ukraine Win,These ads ran without a disclaimer,≤100,3
100791258413266,theheightsenthusiast,These ads ran without a disclaimer,≤100,2
103454371495257,Mood Spike,These ads ran without a disclaimer,≤100,1
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,5
183953017475,Cambridge English Teach,These ads ran without a disclaimer,≤100,5
106850440868970,simonajacqueline,These ads ran without a disclaimer,≤100,6
523254797713157,感謝と応援,These ads ran without a disclaimer,≤100,1
932281853576538,東京青梅ロータリークラブ,These ads ran without a disclaimer,≤100,1
438898406860334,The Strap King �,These ads ran without a disclaimer,≤100,3
104818695353531,Discover your Level,These ads ran without a disclaimer,≤100,1
1418115211820107,Centro Selezione Cinofila  Amatoriale Dei Maglio - Italia,These ads ran without a disclaimer,≤100,1
101668319459055,world_of_adama,These ads ran without a disclaimer,≤100,1
194476327278883,SGS,These ads ran without a disclaimer,≤100,2
81239734102,Nobel Prize,These ads ran without a disclaimer,≤100,3
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,12
250935500128598,Trancedence09,These ads ran without a disclaimer,≤100,1
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,11
1648633805396618,Defined.ai,These ads ran without a disclaimer,≤100,1
340810536054369,ROUVY,These ads ran without a disclaimer,≤100,1
139511646066086,Novartis,These ads ran without a disclaimer,≤100,1
1608920506050632,四日市市消防団 八郷分団,These ads ran without a disclaimer,≤100,1
111023011843521,sakurasakurapink,These ads ran without a disclaimer,≤100,1
175354165837662,AwareGO,These ads ran without a disclaimer,≤100,2
109392171700851,mayukobudo,These ads ran without a disclaimer,≤100,1
410962129058844,いわさきよしや活動報告,These ads ran without a disclaimer,≤100,1
110591270815918,世界元気塾,These ads ran without a disclaimer,≤100,1
249491215897535,Sanoearth,These ads ran without a disclaimer,≤100,3
140957829347525,SUITCASE Magazine,These ads ran without a disclaimer,≤100,1
162443477112418,Mirage Hobby,These ads ran without a disclaimer,≤100,1
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,≤100,7
134400053262422,UNI Global Union,These ads ran without a disclaimer,≤100,1
308773509473974,ClimbAID,These ads ran without a disclaimer,≤100,2
127037124035476,Cyberport 數碼港,These ads ran without a disclaimer,≤100,2
456109417812491,Malaysian Investment Development Authority - MIDA,These ads ran without a disclaimer,≤100,2
108280805945759,JRS Romania,These ads ran without a disclaimer,≤100,1
410413635985443,益田のひと,These ads ran without a disclaimer,≤100,1
521004714911287,Sweet＆healthy「SAZANKA」,These ads ran without a disclaimer,≤100,1
106403587695308,保健・医療・福祉サービス研究会,These ads ran without a disclaimer,≤100,1
110903447167305,カトレヤプラザ伊勢佐木,These ads ran without a disclaimer,≤100,1
214606895274066,Tällberg Foundation,These ads ran without a disclaimer,≤100,2
108211051850474,UA Solidarity,These ads ran without a disclaimer,≤100,1
1577062035864359,Mkatz Brandt,These ads ran without a disclaimer,≤100,1
109957120927850,Internal IG Analytics,These ads ran without a disclaimer,≤100,1
251556788236159,Ms. Yellow,These ads ran without a disclaimer,≤100,1
460727927294310,Mr. Shangkong & His Cameras,These ads ran without a disclaimer,≤100,2
142802334452,INQUIRER.net,These ads ran without a disclaimer,≤100,2
1689811064664042,もっと福岡,These ads ran without a disclaimer,≤100,1
110707141249046,Garden Grove Village Cavite Philippines,These ads ran without a disclaimer,≤100,1
618881754853971,Cozy（コーズィ）新築一戸建て,These ads ran without a disclaimer,≤100,2
110917080708732,進  よしかず　後援会事務所,These ads ran without a disclaimer,≤100,1
108627958395151,ghost_brothers1111,These ads ran without a disclaimer,≤100,1
120447759821411,村上新村法律事務所,These ads ran without a disclaimer,≤100,1
1808520026095449,ALOGIC,These ads ran without a disclaimer,≤100,1
128508133856409,Simplilearn,These ads ran without a disclaimer,≤100,1
223128041220864,Atchayam Trust,These ads ran without a disclaimer,≤100,1
2166739520280952,Jaquie La Joie,These ads ran without a disclaimer,≤100,2
462018777253886,UFC Fight Pass,These ads ran without a disclaimer,≤100,1
110381447224074,Editor X,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
120773048603321,Payam Zamani,These ads ran without a disclaimer,≤100,3
110454827965403,Trending Stories,These ads ran without a disclaimer,≤100,1
1731004657226567,Cleverst,These ads ran without a disclaimer,≤100,4
101845688544113,House Of Pearls,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
1668025113416669,Pyer Moss,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,37
295256100520640,Mercatus Center Academic & Student Programs,These ads ran without a disclaimer,≤100,1
1045968055509703,Hellodi,These ads ran without a disclaimer,≤100,1
101301058810100,artofdido,These ads ran without a disclaimer,≤100,1
111131098177941,Help Ukraine,These ads ran without a disclaimer,≤100,2
346516206181540,SMM & Targeting,These ads ran without a disclaimer,≤100,4
800660560021071,Hong Kong Free Press HKFP,These ads ran without a disclaimer,≤100,6
102078527889917,Sbhメディカル,These ads ran without a disclaimer,≤100,1
205738452813553,エムザス株式会社,These ads ran without a disclaimer,≤100,1
226846087441593,BHP,These ads ran without a disclaimer,≤100,3
259409958134681,Allergy,These ads ran without a disclaimer,≤100,3
691842441184792,Aidonic,These ads ran without a disclaimer,≤100,1
160854593930053,Heriot-Watt University,These ads ran without a disclaimer,≤100,3
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,16
102847104779940,Dreame-SUE,These ads ran without a disclaimer,≤100,3
103131244896358,Global Awareness,These ads ran without a disclaimer,≤100,6
100126311782083,llacunaorg,These ads ran without a disclaimer,≤100,1
1465261243731213,Gavilana,These ads ran without a disclaimer,≤100,1
131443777573895,The Celebritist,These ads ran without a disclaimer,≤100,3
56501027948,Fortune,These ads ran without a disclaimer,≤100,6
105981752946,Global Greens,These ads ran without a disclaimer,≤100,2
150881291665785,Projeto DIVERSA,These ads ran without a disclaimer,≤100,2
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,6
439042926262451,Guardiões da Humanidade,These ads ran without a disclaimer,≤100,1
862681783895681,Mutinho,These ads ran without a disclaimer,≤100,1
102017675943520,Veronica Silva Guedes,These ads ran without a disclaimer,≤100,1
506609562770433,文部科学省・国際バカロレア教育推進コンソーシアム事務局,These ads ran without a disclaimer,≤100,1
100180132045421,みらいつくり研究所,These ads ran without a disclaimer,≤100,2
1038016312964083,Lena Vilela,These ads ran without a disclaimer,≤100,6
543220995733684,長島昭久,渙佳 孫,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
163063563855044,Jhony Sasaki,These ads ran without a disclaimer,≤100,1
3761982290572729,愛媛新聞、大好き - . ？,These ads ran without a disclaimer,≤100,1
122645533324316,The Humble Dapper,These ads ran without a disclaimer,≤100,1
617958481575994,（有）菅井ファーム,These ads ran without a disclaimer,≤100,1
104683954368359,Marcelo Horta,These ads ran without a disclaimer,≤100,1
105425548651466,Sondramacol,These ads ran without a disclaimer,≤100,6
131862240796806,優人物,These ads ran without a disclaimer,≤100,2
751649605020261,Kardeş Eli Derneği,These ads ran without a disclaimer,≤100,3
104508645097611,yureeka,These ads ran without a disclaimer,≤100,1
199464746915682,Sound Museum Vision Tokyo,These ads ran without a disclaimer,≤100,1
1868765246771155,營養師 張語希,These ads ran without a disclaimer,≤100,4
105280684938489,KnowledgeVerse,These ads ran without a disclaimer,≤100,3
115297004365,Youth For Human Rights International,These ads ran without a disclaimer,≤100,1
246987808804390,Love Uganda Foundation,These ads ran without a disclaimer,≤100,1
200882364335,Tyndall Furniture & Mattress,These ads ran without a disclaimer,≤100,6
101055602163554,Too Cool - Stories,These ads ran without a disclaimer,≤100,4
104700534945837,Mind Family,These ads ran without a disclaimer,≤100,7
100983025879593,maks_ta4i,These ads ran without a disclaimer,≤100,1
105660467829827,Heygo,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,13
101394179533164,森下マコト-モリマコと市民の声を政治に直接反映させる会,These ads ran without a disclaimer,≤100,1
179974959295892,備後福山情報番組ふくまる,These ads ran without a disclaimer,≤100,1
105302421327518,paupratz9,These ads ran without a disclaimer,≤100,6
580366902450797,Pratilipi Urdu,These ads ran without a disclaimer,≤100,13
1660472394176396,Swanwick,These ads ran without a disclaimer,≤100,1
144667456312171,Lumin,These ads ran without a disclaimer,≤100,1
108273874299851,𝐧𝐢𝐧𝐞𝐬 𝐬𝐩𝐨𝐫𝐭𝐬 𝐚𝐧𝐝 𝐰𝐞𝐥𝐥𝐧𝐞𝐬𝐬,These ads ran without a disclaimer,≤100,1
100725535335329,Otis Gold,These ads ran without a disclaimer,≤100,1
100288965719429,Vovchanchyn Team,These ads ran without a disclaimer,≤100,1
1058166250918484,Lola Listens Photography,These ads ran without a disclaimer,≤100,1
244343962984472,ဆရာဘုန်းသူရကျော် ဗေဒင်နှင့်လက္ခဏာ,These ads ran without a disclaimer,≤100,3
1552470635027553,Huawei Wireless,These ads ran without a disclaimer,≤100,1
103305575759288,centre_for_resp_tourism,These ads ran without a disclaimer,≤100,1
303798486465804,Flora & Fauna,These ads ran without a disclaimer,≤100,4
113331882042566,Allan Deas Design,These ads ran without a disclaimer,≤100,1
104018621290792,MentorShow France,These ads ran without a disclaimer,≤100,6
106874254592730,Boredom Police,These ads ran without a disclaimer,≤100,11
105942164795861,Feminismpillforyou,These ads ran without a disclaimer,≤100,3
100182075301608,湘南乃工務店,These ads ran without a disclaimer,≤100,1
111344321753682,個別指導　キッズプログラミング教室 ピタゴラミン＠上田校,These ads ran without a disclaimer,≤100,2
637628829693746,UNIP - Polo Japão,These ads ran without a disclaimer,≤100,1
110167407932932,singing.malia_,These ads ran without a disclaimer,≤100,1
116404986432132,thomas_k,These ads ran without a disclaimer,≤100,1
157629281005241,한국서부발전,These ads ran without a disclaimer,≤100,1
566564790083272,William Sanches,These ads ran without a disclaimer,≤100,3
188872144758,CCTV,These ads ran without a disclaimer,≤100,13
1579920062256328,Custom Content from WSJ,These ads ran without a disclaimer,≤100,6
102923131199310,Henry Thang,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,7
204043699781768,Focus Brasil,These ads ran without a disclaimer,≤100,1
109030695414,Dilmah Tea,These ads ran without a disclaimer,≤100,3
110639128230810,Sаfе Ukrаinе,These ads ran without a disclaimer,≤100,1
108087347543849,Happy Read,These ads ran without a disclaimer,≤100,2
111915904643191,Mantra Handmade,These ads ran without a disclaimer,≤100,4
1599808783405074,Top Beacon,These ads ran without a disclaimer,≤100,1
100550805132373,LoneLou D,These ads ran without a disclaimer,≤100,1
159299401303344,Itinera Arte En Expansión,These ads ran without a disclaimer,≤100,1
398181317337462,Formula Student Symposium,These ads ran without a disclaimer,≤100,1
110205921265871,Health Care & investments for OFW,These ads ran without a disclaimer,≤100,1
107826118066788,Heal Creek,These ads ran without a disclaimer,≤100,2
113746344285829,カフェコレ｜アナタだけの癒やしの空間,These ads ran without a disclaimer,≤100,1
2361168980791844,Espoir sante afrique,These ads ran without a disclaimer,≤100,2
115121535188191,Economist Impact events,These ads ran without a disclaimer,≤100,9
101326384986997,4katiyo,These ads ran without a disclaimer,≤100,2
1453997771525853,Impact Guru,These ads ran without a disclaimer,≤100,9
100153449674855,kawakami_ryoya,These ads ran without a disclaimer,≤100,1
105407091130238,山下洋輔 千葉県議会議員選挙（柏市）候補予定者/立憲民主党,These ads ran without a disclaimer,≤100,1
167800286601669,早稲田大学ファイナンス稲門会,These ads ran without a disclaimer,≤100,1
108577157376797,SAAT Insight Japan,These ads ran without a disclaimer,≤100,1
104363742154732,DMM オンラインクリニック,These ads ran without a disclaimer,≤100,1
1666744633416182,神戸経済ニュース,These ads ran without a disclaimer,≤100,1
101562892460408,日経BOOKプラス,These ads ran without a disclaimer,≤100,2
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100,3
176158039064398,EconLife,These ads ran without a disclaimer,≤100,3
107773725236839,EJ Witherspoon,These ads ran without a disclaimer,≤100,2
154303191887041,Big Global Travel,These ads ran without a disclaimer,≤100,5
1169051019895037,Magazine Luiza / Rio Verde,These ads ran without a disclaimer,≤100,1
113798213404735,Tom Pained,These ads ran without a disclaimer,≤100,1
353420328196616,AfternoonSpecial,These ads ran without a disclaimer,≤100,3
630924141178792,Sneaker Toast,These ads ran without a disclaimer,≤100,10
7975984239,Desiring God,These ads ran without a disclaimer,≤100,5
95359944974,SET Thailand,These ads ran without a disclaimer,≤100,2
107757968583490,MVP Mode,These ads ran without a disclaimer,≤100,1
2167297840263119,敲敲記憶 How Memory Sticks 2.0,These ads ran without a disclaimer,≤100,1
564579786974228,Balouo Salo - Humanitarian Organization,These ads ran without a disclaimer,≤100,4
1814207775556201,Popular Everything,These ads ran without a disclaimer,≤100,8
109021484233644,noboru.s66,These ads ran without a disclaimer,≤100,2
139687416576630,九条医療者の会かごしま,These ads ran without a disclaimer,≤100,1
275470169225154,Embraer,These ads ran without a disclaimer,≤100,2
113761941222422,Jessica Worrall Digital Collage,These ads ran without a disclaimer,≤100,1
100277081715215,Andrew Schur,These ads ran without a disclaimer,≤100,2
101929192507604,D reame-novel 05,These ads ran without a disclaimer,≤100,2
145052188873462,David Kordansky Gallery,These ads ran without a disclaimer,≤100,1
101551245155466,hola_tonto_ceramics,These ads ran without a disclaimer,≤100,1
106253504964739,Minister's Music,These ads ran without a disclaimer,≤100,1
107677685516931,sfshamie,These ads ran without a disclaimer,≤100,1
101631181737431,Top Equity Crowdfunding,These ads ran without a disclaimer,≤100,5
101167831846498,Dailyphant,These ads ran without a disclaimer,≤100,7
103760045037090,玉島八島の水辺,These ads ran without a disclaimer,≤100,1
109903220419305,弁護士法人マネジメントコンシェルジュ,These ads ran without a disclaimer,≤100,1
846980862056290,Tami,These ads ran without a disclaimer,≤100,1
100523852399724,brow_me._,These ads ran without a disclaimer,≤100,1
105490222477972,Share japan news,These ads ran without a disclaimer,≤100,1
101788862102977,Help me To Complete My Education,These ads ran without a disclaimer,≤100,1
104397305143528,Neko Maru Design Ads สาขา 7,These ads ran without a disclaimer,≤100,1
541037595922979,World Climate Foundation,These ads ran without a disclaimer,≤100,1
102403105531772,タスケアイ,These ads ran without a disclaimer,≤100,1
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100,4
708035705916709,Homefans,These ads ran without a disclaimer,≤100,1
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,≤100,18
190471551125400,Kilala,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,5
101971347894515,Trend Guru,These ads ran without a disclaimer,≤100,3
153243794791981,Québec métiers d'avenir - Éducation internationale,These ads ran without a disclaimer,≤100,1
440902859280970,GodSaidManSaid,These ads ran without a disclaimer,≤100,4
429708650833980,Deiwght Peters,These ads ran without a disclaimer,≤100,1
50278401890,Chris Robley & the Fear of Heights,These ads ran without a disclaimer,≤100,1
102839539066726,Motor-Wheel,These ads ran without a disclaimer,≤100,8
269186069836830,ルミネ荻窪店,These ads ran without a disclaimer,≤100,1
102510818992004,国際樹氷サミット2022in北秋田市,These ads ran without a disclaimer,≤100,1
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,8
360036685086571,Our Funny Little Site Shorts,These ads ran without a disclaimer,≤100,1
140965502635514,РБК,These ads ran without a disclaimer,≤100,8
108942604027326,The Majestic Quran,These ads ran without a disclaimer,≤100,3
108677371750255,3Seas Europe,These ads ran without a disclaimer,≤100,1
2028953760506303,Emilio Tini,These ads ran without a disclaimer,≤100,1
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,3
102527209215235,Most Active,These ads ran without a disclaimer,≤100,5
301193971256224,studiotheresaschubert,These ads ran without a disclaimer,≤100,1
1645245862208704,Marcelp1photography,These ads ran without a disclaimer,≤100,1
190104864502982,寧瑪巴喇榮三乘法林佛學會,These ads ran without a disclaimer,≤100,2
295902403878783,東とおる（東徹）,These ads ran without a disclaimer,≤100,1
457989087617669,Action for Dolphins,These ads ran without a disclaimer,≤100,1
7504006361,JibJab,These ads ran without a disclaimer,≤100,1
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100,5
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,11
738036402944002,Like a Poem,These ads ran without a disclaimer,≤100,2
104545791191233,Hope Movement,These ads ran without a disclaimer,≤100,1
106573494479694,PHirst Park Homes by Marge Lariosa,These ads ran without a disclaimer,≤100,13
118429115487693,UEF Chamber of Commerce,These ads ran without a disclaimer,≤100,3
2233248986908276,Stay Home,These ads ran without a disclaimer,≤100,1
125722314142201,Campaign Asia-Pacific,These ads ran without a disclaimer,≤100,1
734672456934575,The g3sha,These ads ran without a disclaimer,≤100,1
101243949047544,宮城働き方改革推進支援センター,These ads ran without a disclaimer,≤100,1
1574213032824051,交通事故を検証する。,These ads ran without a disclaimer,≤100,1
102571712071801,Mission 6,These ads ran without a disclaimer,≤100,1
100666196096072,Cidney officiel,These ads ran without a disclaimer,≤100,1
414456388739588,Zonta Club of Macau 澳門崇德社,These ads ran without a disclaimer,≤100,1
565208910168178,HKTDC 香港貿發局,These ads ran without a disclaimer,≤100,5
1552163501711940,HKerMall 香港人嘅購物網,These ads ran without a disclaimer,≤100,1
915454735170764,Tani Comfort,These ads ran without a disclaimer,≤100,2
105739648188709,gogogochan.wt,These ads ran without a disclaimer,≤100,1
710837555981371,Living Laudato Si',These ads ran without a disclaimer,≤100,1
100773891887664,Dr. Nostalgia,These ads ran without a disclaimer,≤100,5
109490318648356,JMSE MDPI,These ads ran without a disclaimer,≤100,2
103874987940653,Frédéric Imbert Studio,These ads ran without a disclaimer,≤100,1
7248739415,YOOX,These ads ran without a disclaimer,≤100,2
25480500554,BRAC,These ads ran without a disclaimer,≤100,9
105113684736305,StreamsGallery,These ads ran without a disclaimer,≤100,1
102313771508123,Hinovel - приложение для чтения,These ads ran without a disclaimer,≤100,4
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,5
104261184443692,Rest of World,These ads ran without a disclaimer,≤100,5
1429319224003669,"Аглая Датешидзе - любовь, развитие, творчество",These ads ran without a disclaimer,≤100,1
354577571346409,Meta Open Arts,These ads ran without a disclaimer,≤100,1
102727531150202,Aris Pack - we create packaging,These ads ran without a disclaimer,≤100,1
106813814428610,Wizaat Sekrah Telicia,These ads ran without a disclaimer,≤100,1
285896596755,Fight the New Drug,These ads ran without a disclaimer,≤100,9
153731974645107,Integrative Touch,These ads ran without a disclaimer,≤100,1
107656584341800,whyteboii_ik,These ads ran without a disclaimer,≤100,1
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,6
287500821292921,提提研,These ads ran without a disclaimer,≤100,2
107173698926440,Rindiendo en casa,These ads ran without a disclaimer,≤100,9
50461955643,UNSW,These ads ran without a disclaimer,≤100,3
614000791983893,Support disability worldwide,These ads ran without a disclaimer,≤100,4
1002105023155652,KreamArt,These ads ran without a disclaimer,≤100,3
101181356235209,Eyopkr,These ads ran without a disclaimer,≤100,1
1596787830572104,เที่ยวทั่วไทย ไปไหนดี,These ads ran without a disclaimer,≤100,1
138599049534561,The International Academic Forum (IAFOR),These ads ran without a disclaimer,≤100,1
102725348828633,さくらい勝延後援会,These ads ran without a disclaimer,≤100,1
101025898753448,Routine of Japan,These ads ran without a disclaimer,≤100,1
112882433783067,VPN Free,These ads ran without a disclaimer,≤100,2
379099025554775,Mr. Gaga,These ads ran without a disclaimer,≤100,2
210271319048714,Wallenius Wilhelmsen,These ads ran without a disclaimer,≤100,3
100586201896998,Decarb Connect,These ads ran without a disclaimer,≤100,1
919595994740111,Marta Czternastek - radca prawny / doradca podatkowy Kancelaria Lex-Tax,These ads ran without a disclaimer,≤100,1
100702668688490,sweetdreamspastry20,These ads ran without a disclaimer,≤100,1
7616007794,Western University,These ads ran without a disclaimer,≤100,1
104741408445798,Pengkuei Ben Huang Photography,These ads ran without a disclaimer,≤100,3
110319640757764,Leadvent Group,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,36
111100840266377,Wacko Jaco,These ads ran without a disclaimer,≤100,3
225299140928107,北海道農協青年部協議会,These ads ran without a disclaimer,≤100,1
100636285150446,kshger,These ads ran without a disclaimer,≤100,6
106604448597548,メチャカリ,These ads ran without a disclaimer,≤100,1
216302041725688,Faith47,These ads ran without a disclaimer,≤100,1
105908015093560,Sola_paratodos,These ads ran without a disclaimer,≤100,3
104743447682280,Indigenous Peoples Rights International,These ads ran without a disclaimer,≤100,2
204689539559005,SideBooks,These ads ran without a disclaimer,≤100,1
100377925928288,ライズ円山クリニック,These ads ran without a disclaimer,≤100,1
113741670187337,Lead Marketing,These ads ran without a disclaimer,≤100,2
101170788634486,Giorgi Kaulashvili,These ads ran without a disclaimer,≤100,1
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,≤100,1
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100,5
168735513291523,Shinesty,These ads ran without a disclaimer,≤100,1
103491875115360,darrenleecampbell,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,10
362553430804720,Ideal Cars,These ads ran without a disclaimer,≤100,1
100842471764807,andre.armenante,These ads ran without a disclaimer,≤100,1
100200559172333,Readox,These ads ran without a disclaimer,≤100,5
110108154666994,adora.curls,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,2
106393928569201,World Peace Association Russia,These ads ran without a disclaimer,≤100,17
255804437808407,Vale,These ads ran without a disclaimer,≤100,6
102231261366432,Carlos Torres Spotter,These ads ran without a disclaimer,≤100,1
358045365013810,小野なりこ,These ads ran without a disclaimer,≤100,1
713372452195831,DJ FUMI,These ads ran without a disclaimer,≤100,1
109135451492465,Rfomane,These ads ran without a disclaimer,≤100,1
110906978099608,Orator Community,These ads ran without a disclaimer,≤100,1
265873140688995,Story of Hope   Seventh day Adventist Church,These ads ran without a disclaimer,≤100,4
101740335679931,jo__hey,These ads ran without a disclaimer,≤100,1
103411288632391,取り戻そう、魚や人に優しい海を 「海のお掃除プラント＆ロボット 夢コンテスト　」Sea cleaning robot contest,These ads ran without a disclaimer,≤100,1
103361375239947,konamiiofficial,These ads ran without a disclaimer,≤100,4
1730980523797409,Digital Economy Summit,These ads ran without a disclaimer,≤100,2
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
101398502137870,truthsituation,These ads ran without a disclaimer,≤100,8
103395569085,Soundview Executive Book Summaries,These ads ran without a disclaimer,≤100,3
107024064177715,jaepak.md,These ads ran without a disclaimer,≤100,1
196689261011751,Onechoiceapparel,These ads ran without a disclaimer,≤100,6
104717421340637,Fine Booster,These ads ran without a disclaimer,≤100,3
101683512029876,Edgewell Personal Care,These ads ran without a disclaimer,≤100,1
105371218233740,Every Day Koala Story,These ads ran without a disclaimer,≤100,4
105805078508306,Abortions Doctor,These ads ran without a disclaimer,≤100,1
2427547654142866,"Rides , Kits and Healthy Life",These ads ran without a disclaimer,≤100,1
100493891688907,VEIN graphic,These ads ran without a disclaimer,≤100,1
102917088139031,rodyvernier,These ads ran without a disclaimer,≤100,3
104974748487918,globeincolors,These ads ran without a disclaimer,≤100,1
1791329424437682,Mohtashim Raza KhoKhar,These ads ran without a disclaimer,≤100,1
110200391557476,gwenyolo,These ads ran without a disclaimer,≤100,1
