Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
792038540926063,PHU MY FORD,These ads ran without a disclaimer,45840,1
385158154671929,Nhà Sách Tân Việt - Micom Plaza TP Nam Định,These ads ran without a disclaimer,45833,2
212588228600048,Brasil em Síntese,These ads ran without a disclaimer,45780,2
164405210415717,Bertuahpos.com,These ads ran without a disclaimer,45669,2
9234895982,Adventist World Radio,These ads ran without a disclaimer,45621,1
154840388787510,Mỹ Tiên Land,These ads ran without a disclaimer,45616,1
105727582527201,Quốc hội với Cử tri,These ads ran without a disclaimer,45573,1
198675689999795,Cao Việt Hoàng Chính Hãng - TS.BS Phạm Việt Hoàng,These ads ran without a disclaimer,45475,1
103721309333194,Tổng Kho Cty Kinh Bắc - Giá Gốc Tại Xưởng,These ads ran without a disclaimer,45469,1
104806155710622,Nhất Nhất Hoạt Huyết - Ngự Y Mật Phương,These ads ran without a disclaimer,45451,8
1872924099391551,Ohayo Japan,These ads ran without a disclaimer,45407,1
392962084128044,ZoomTravel,These ads ran without a disclaimer,45344,1
116296841445081,Bản Tin Hôm Nay,These ads ran without a disclaimer,45339,1
102507712778725,Tuyển Dụng XKLĐ Hàn Quốc Diện Visa E7,These ads ran without a disclaimer,45338,1
119508926629987,ecoaisle,These ads ran without a disclaimer,45248,2
614775705380587,Xuất Khẩu Lao Động Nhật Bản Uy Tín Số 1,These ads ran without a disclaimer,45184,1
103215318945989,YODY HỒ CHÍ MINH,These ads ran without a disclaimer,45131,1
104150568816041,Xả kho sách giá rẻ,These ads ran without a disclaimer,45094,4
122098386092010105,Tổng kho sách giá rẻ,These ads ran without a disclaimer,45052,1
122173874312179,Cập nhật thông tin BĐS đầu tư Bắc Giang - Bắc Ninh,These ads ran without a disclaimer,44911,1
120639441021912,Thu Hiền Real Estate,These ads ran without a disclaimer,44907,1
275361542566356,Chân Tướng,These ads ran without a disclaimer,44891,2
106013671182207,Trường Xuân Vương - Bản Lĩnh Phái Mạnh,These ads ran without a disclaimer,44867,1
102881522892927,Đầu Tư Kinh Tế,These ads ran without a disclaimer,44800,1
258407887349212,Nguyễn Hà,These ads ran without a disclaimer,44790,2
175648998955776,Trang Sử Hào Hùng Dân Tộc,These ads ran without a disclaimer,44624,5
919479674872321,Báo Nghệ An,These ads ran without a disclaimer,44593,2
598705943508458,ADB Publications,These ads ran without a disclaimer,44545,2
109837445377933,DPT Clothingg,These ads ran without a disclaimer,44444,1
109160088775115,Meo 1997,These ads ran without a disclaimer,44343,3
331747516696400,Bảo Tàng Sách Cổ - Xưa,These ads ran without a disclaimer,44324,17
283446391508714,Aomao,These ads ran without a disclaimer,44291,1
140491525822079,ĐẠI LÝ Phương Nam,These ads ran without a disclaimer,44279,1
1070302713153412,YODY Đông Hưng - Thái Bình,These ads ran without a disclaimer,44260,1
100295721439930,Thera Premium - Việt Beach,These ads ran without a disclaimer,44152,3
305540332635251,Văn phòng Luật sư Hưng Thịnh Phát,These ads ran without a disclaimer,44036,1
153277587858371,Mai Vũ Minh,These ads ran without a disclaimer,44035,3
1588192018096299,Ẩm Thực Hoàng Tín,These ads ran without a disclaimer,44031,3
114793776883689,Chào mào 198,These ads ran without a disclaimer,43902,1
114100124526495,Tủ Sách Y Học,These ads ran without a disclaimer,43878,1
150210408169590,Francis Paul,These ads ran without a disclaimer,43782,2
478109878968482,AIA exchange,These ads ran without a disclaimer,43712,2
108908941606199,Bống Chuyên Hàng Thùng,These ads ran without a disclaimer,43688,1
100206512971545,Chung cư xã hội Đà Nẵng - The Ori Garden,These ads ran without a disclaimer,43654,1
108627392182895,Hiệu Sách Mới,These ads ran without a disclaimer,43539,4
100556478220192,Minh Sang BDS,These ads ran without a disclaimer,43388,1
137159342814799,Đọc Gì Hôm Nay,These ads ran without a disclaimer,43372,3
109789038504925,جمعیت اہلحدیث  پاکستان,These ads ran without a disclaimer,43338,2
1698723730389591,Moon ESL - Phát âm tiếng Anh,These ads ran without a disclaimer,43315,1
364003796789355,Thi Hộ Chứng chỉ Ngoại Ngữ IELTS PTE TOEIC VSTEP,These ads ran without a disclaimer,43056,1
168177959701542,Hoàng Khang - Dịch Vụ Bằng Cấp Giá Rẻ 4,These ads ran without a disclaimer,43041,1
279358831927310,Kênh Sức Khỏe 24H,These ads ran without a disclaimer,42965,1
113742481555760,Nguyễn Hữu Thăng,These ads ran without a disclaimer,42936,1
117809824574588,The Vietnam Foundation - VNF,These ads ran without a disclaimer,42834,1
101222489430005,Chủ tịch vũ Nga,These ads ran without a disclaimer,42771,2
1725116974189307,Thanh Hóa Quê Tôi,These ads ran without a disclaimer,42653,1
107502999015643,Chung Cư Nhà Ở Xã Hội Bàu Tràm - The Ori Garden Đà Nẵng,These ads ran without a disclaimer,42590,1
256096381430228,DreamWorks Asia Pacific,These ads ran without a disclaimer,42509,1
171132542929029,Alfa Laval,These ads ran without a disclaimer,42301,3
100145899506350,Exosome - Công nghệ tái tạo làn da,These ads ran without a disclaimer,42263,1
761870613900500,CCTV 中文,These ads ran without a disclaimer,42249,2
289312207914639,LV Solutions,These ads ran without a disclaimer,42112,1
476061079399641,Báo Nhân Dân,These ads ran without a disclaimer,42077,1
105112638936639,Tăng Hiệu Xuất Kiếm Tiền Mỗi Ngày,These ads ran without a disclaimer,42047,1
103169679278532,Hue Kim,These ads ran without a disclaimer,42036,1
237650313048963,China Admissions,These ads ran without a disclaimer,42000,3
240299379402479,Greenwich Việt Nam,These ads ran without a disclaimer,41979,3
110516611659156,Thả Mình Vào Văn Học,These ads ran without a disclaimer,41979,1
174412032429608,Lương Y Phạm Văn Thanh - Tấm Lòng Vàng,These ads ran without a disclaimer,41906,1
254444541092051,Bảo Anh Book,These ads ran without a disclaimer,41885,4
112463588626010,TCRR - Luyện thi ĐGNL,These ads ran without a disclaimer,41847,1
350332721500006,Du Học Hàn Quốc - AbcHr,These ads ran without a disclaimer,41791,1
259548424079963,Viện Thẩm Mỹ Quốc Tế Maylisa - Bến Tre,These ads ran without a disclaimer,41753,1
114208941176738,YODY Giao Thuỷ - Nam Định,These ads ran without a disclaimer,41743,1
103390652533836,Phòng Khám Hiếm Muộn Plus,These ads ran without a disclaimer,41742,1
1567479736839984,FIT Group,These ads ran without a disclaimer,41736,2
174333555768659,Căn hộ chung cư giá rẻ nhất Bắc Giang,These ads ran without a disclaimer,41579,1
491342984707615,MEGAU Online,These ads ran without a disclaimer,41509,1
113208608523575,Ngàn Năm Gốm Việt,These ads ran without a disclaimer,41490,1
107068545512030,Sách hay và Khởi nghiệp,These ads ran without a disclaimer,41460,1
168454907392311,Tinh Hoa Tri Thức Việt,These ads ran without a disclaimer,41442,7
339711549372518,Hertz Philippines,These ads ran without a disclaimer,41343,1
110404281897936,Lâm Ngọc Tường Nguyên,These ads ran without a disclaimer,41260,1
1413377842065934,Keppel (Real Estate Division – Vietnam),These ads ran without a disclaimer,41173,1
100304246168691,Sơn Tinh Tv,These ads ran without a disclaimer,41162,1
106848949046988,Alo Doctor,These ads ran without a disclaimer,41050,2
347265340270,Architecture Competitions,These ads ran without a disclaimer,40895,2
104862399218841,Sách Mẹo Lý Thuyết Lái Xe Ô Tô,These ads ran without a disclaimer,40818,1
2652770098070616,Martin Lo,These ads ran without a disclaimer,40815,1
221596594373756,Le Xuan Doi,These ads ran without a disclaimer,40793,3
104713781410030,ElearningUni - Học Đại Học Tại Nhà,These ads ran without a disclaimer,40785,2
426721281002521,2P's STORE - Chuyên sỉ lẻ Hàng Thùng + Gốm sứ Nhật,These ads ran without a disclaimer,40644,2
366368827083357,Du Học Hàn Quốc VJ Việt Nam,These ads ran without a disclaimer,40624,1
115239148488920,Merck Group,These ads ran without a disclaimer,40622,1
102585038161083,Cafe CHỨNG KHOÁN,These ads ran without a disclaimer,40567,2
102346502163952,Lốp ô tô Advenza Milestar Hải Dương,These ads ran without a disclaimer,40507,1
111874471819428,Shophouse Vincom - Quỹ Độc Quyền Chủ Đầu Tư,These ads ran without a disclaimer,40506,1
107579512123346,Chuyên Gia Tư Vấn 24/7,These ads ran without a disclaimer,40425,1
104009588840016,HTX dược liệu Trà hoa vàng Ba Chẽ,These ads ran without a disclaimer,40412,1
517180131780871,YODY Nam Định,These ads ran without a disclaimer,40268,2
243045258884634,Vụ việc Manhatan Lâm Huyền My và Gia Đình,These ads ran without a disclaimer,40250,1
150088337207075,Quang Vinh,These ads ran without a disclaimer,40237,1
182864224921216,CEO Lê Thanh Chiều -  MP Kim Trân,These ads ran without a disclaimer,40232,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,40187,2
108007718507702,Công ty Luật TNHH Wonlaw,These ads ran without a disclaimer,40046,1
427959650966372,YODY Diêm Điền - Thái Bình,These ads ran without a disclaimer,40000,2
31292782350,Deutschland.de,These ads ran without a disclaimer,39803,90
117410731389474,Madame Hạnh Dạy Tiếng Pháp,These ads ran without a disclaimer,39714,1
1731863326886080,Moss,These ads ran without a disclaimer,39701,2
1414346992217251,Áo Dài Võ Việt Chung,These ads ran without a disclaimer,39643,1
101275171781014,Du Hoc Quốc Tế EAS Group,These ads ran without a disclaimer,39619,1
952199531571221,CNCTech,These ads ran without a disclaimer,39601,1
107106581714572,Nguyễn Ngọc Sơn,These ads ran without a disclaimer,39588,1
112021421925451,Hiệu Sách Thịnh Hỷ,These ads ran without a disclaimer,39585,1
101213811239323,Kinh Bắc Book Store,These ads ran without a disclaimer,39558,1
238087392728209,Amesure Diabest - Sữa Hạt Tiểu Đường Hàng Đầu Tại Việt Nam,These ads ran without a disclaimer,39548,3
146627512070062,International Air Transport Association (IATA),These ads ran without a disclaimer,39455,4
104462601665940,Phan Thanh Thiên .CEO Trường Sinh Group,These ads ran without a disclaimer,39455,1
110590338126604,Lì Xì Phong Thủy 2024,These ads ran without a disclaimer,39455,3
101377692879209,Nguyễn Việt,These ads ran without a disclaimer,39422,1
102839662619714,Ba Phước Store,These ads ran without a disclaimer,39413,1
102385799469530,Discovery Amazing Wildlife,These ads ran without a disclaimer,39387,1
771462172882741,OnePath Network,These ads ran without a disclaimer,39239,6
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,39200,15
114148905107165,Hạt Giống Đà Lạt,These ads ran without a disclaimer,39184,1
1593425360930471,TIn Tức 360,These ads ran without a disclaimer,39172,1
142468583842,CSIRO,These ads ran without a disclaimer,39153,1
1539585902977558,Khóa Việt-Tiệp,These ads ran without a disclaimer,39105,1
236615989534183,Appysis - Your Mentor,These ads ran without a disclaimer,39065,1
1087934711340066,Lang Thang Sài Gòn,These ads ran without a disclaimer,39017,1
115219688164132,Tủ Sách Chứng Khoán,These ads ran without a disclaimer,39010,2
258170564925111,Alfaparf Milano Professional,These ads ran without a disclaimer,38928,1
103761045287703,Nguyễn Huỳnh Như-Mỹ Phẩm Đông Anh,These ads ran without a disclaimer,38854,1
127893714018840,"Trường Dự bị Đại học Dân tộc Trung ương - Việt Trì, Phú Thọ",These ads ran without a disclaimer,38631,1
403167099833231,CUHK Business School,These ads ran without a disclaimer,38601,8
140868295932643,Festival Piano Toàn Quốc 2024,These ads ran without a disclaimer,38550,1
108200411885981,"Shop Tiền Kỷ Niệm, Sinh Nhật",These ads ran without a disclaimer,38539,4
110445064613742,Ron's Gaming,These ads ran without a disclaimer,38436,4
104365368550822,iSMART Online,These ads ran without a disclaimer,38350,1
941461075952967,Trường Cao Đẳng Nghề Công Nghiệp Hà Nội,These ads ran without a disclaimer,38312,1
290793960773039,Tiệm Sách Thông Thái - Sách Tri Thức Tổng Hợp,These ads ran without a disclaimer,38310,7
139219572604708,Sữa Tăng Chiều Cao - HiUp Chính Hãng,These ads ran without a disclaimer,38247,1
210212698848219,Trung Tâm Sách Tổng Hợp,These ads ran without a disclaimer,38245,6
497422707079664,Newme Chữa Lành - Thái Hà Books,These ads ran without a disclaimer,38230,1
121642034266516,Zingnew 24h,These ads ran without a disclaimer,38182,1
737777152965469,Chiến Dịch Chống Ế,These ads ran without a disclaimer,38180,1
104791612246159,Thằng Ngu trước Cổng nhưng là bản Nadi,These ads ran without a disclaimer,38036,1
1123113204498231,Hệ từ xa - Trường đại học Kỹ thuật công nghiệp Thái Nguyên,These ads ran without a disclaimer,38019,2
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,37927,2
178674135334159,Parrot: AI Voice Generator,These ads ran without a disclaimer,37922,1
116563048167806,Sự Kiện 24H - Tin Tức,These ads ran without a disclaimer,37843,1
110066015498850,B.Sĩ - Thầy Thuốc Ưu Tú Nguyễn Đình Bách: Hỗ trợ Đau Đầu - Mất Ngủ,These ads ran without a disclaimer,37793,1
660830697384520,Du Lịch Văn Hoá Phương Nam,These ads ran without a disclaimer,37711,1
1680782848732991,Công ty Cổ phần Cung ứng Nhân lực Quốc tế và Thương mại ▷ SONA,These ads ran without a disclaimer,37679,1
113721248186835,HCMC Open Innovation platform - H.OIP,These ads ran without a disclaimer,37665,1
117137401397398,1991 Boutique Luxury,These ads ran without a disclaimer,37611,1
106347315847768,MIDAS Vietnam,These ads ran without a disclaimer,37466,1
176312779081792,Hitachi Asia,These ads ran without a disclaimer,37339,18
1473476326245088,Tổng công ty Phát điện 2,These ads ran without a disclaimer,37299,1
152000511496023,UBC Sauder School of Business,These ads ran without a disclaimer,37197,3
903577146395715,Toronto Centre,These ads ran without a disclaimer,37197,2
100848885729338,Độc quyền Số 68,These ads ran without a disclaimer,37164,7
161904751192330,Du Học THPT Nội Trú Mỹ AMVNX,These ads ran without a disclaimer,36909,1
141298129064750,THS. Bác sĩ Nguyễn Thị Tuyết Lan - Chữa Bệnh Dạ Dày,These ads ran without a disclaimer,36889,1
185200384684844,Chitose Việt Nam - Sữa Dinh Dưỡng Cho Người Cao Tuổi,These ads ran without a disclaimer,36596,1
510149535764711,Di Sản Việt,These ads ran without a disclaimer,36583,1
105965024561185,Căn hộ Irista Hill SaPa,These ads ran without a disclaimer,36554,1
340242505835047,Sách Tinh Hoa,These ads ran without a disclaimer,36536,5
106801065446073,Mọt Sách BaLu,These ads ran without a disclaimer,36503,1
103469456050526,Hỗ trợ tài chính VP - Nghệ An,These ads ran without a disclaimer,36478,4
155517348472467,Kims Korea Beauty Center,These ads ran without a disclaimer,36434,1
130382620419818,Nhã Nam thư quán,These ads ran without a disclaimer,36407,1
278764732561352,S&S Group Vietnam,These ads ran without a disclaimer,36402,2
1469752156670918,Youth China,These ads ran without a disclaimer,36400,2
112544871092139,"XKLĐ, Du học và Định Cư tại Nước Ngoài",These ads ran without a disclaimer,36393,1
108682718468899,Nhất Nhất - Viên chữa Đại Tràng Ngự Y Mật Phương 20,These ads ran without a disclaimer,36212,1
107143385718278,Phòng Khám Đông Y Thiên Phú Đường,These ads ran without a disclaimer,36210,1
142494535613927,"Bồi dưỡng quản lý nhà nước - Chứng chỉ chuyên viên, chuyên viên chính",These ads ran without a disclaimer,36193,1
110765668758219,Tế bào gốc Helene Nhật Bản,These ads ran without a disclaimer,36181,1
101044562596336,YODY 120 Cao Lỗ - Quận 8- HCM,These ads ran without a disclaimer,36171,2
795079500550035,Diário do Povo Online,These ads ran without a disclaimer,36145,5
240698485796054,Trường Dạy Lái Xe Tiến Thành,These ads ran without a disclaimer,36145,1
842484635804171,International Expert,These ads ran without a disclaimer,36144,2
101057352968131,Chuyển đổi số ngành Ngân hàng,These ads ran without a disclaimer,36117,3
103547012201338,Nguyen Thanh Hoang,These ads ran without a disclaimer,35936,1
100378019218044,Nhà Sách Anh Khang,These ads ran without a disclaimer,35932,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,35892,23
143502005794176,Ngân Hàng TMCP Quân Đội - Hỗ Trợ Vay Tín Chấp 01,These ads ran without a disclaimer,35891,1
161988996986878,Khi Gia đình Ngoại giao vào bếp - Diplomats can cook,These ads ran without a disclaimer,35873,2
308204459043671,Nhà Thuốc Điều Trị Tiểu Đường - PHẠM VĂN THANH,These ads ran without a disclaimer,35813,1
103910742227239,In Áo Theo Yêu Cầu - Aimee.inhn,These ads ran without a disclaimer,35747,1
195870313616708,Lumi Smart Factory,These ads ran without a disclaimer,35719,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,35633,77
166364086906573,Tôi Yêu Xe,These ads ran without a disclaimer,35624,1
635537596877070,Du Học Hàn Quốc - Tiên Phong Edu,These ads ran without a disclaimer,35423,1
164762350057831,Đan Nguyên Travel,These ads ran without a disclaimer,35348,1
104058351817130,Trung tâm Hỗ trợ - Tư vấn Chứng chỉ Ngành Xây dựng.247,These ads ran without a disclaimer,35295,1
100272509512968,Phó Giám Đốc Cao Quốc Hưng,These ads ran without a disclaimer,35209,4
102287072115990,Sách Giảm giá,These ads ran without a disclaimer,35127,1
112890381861233,ALIZ - Du học Đức,These ads ran without a disclaimer,35122,1
1446654412228855,Grace IELTS,These ads ran without a disclaimer,35122,1
144460105421572,Thi Hộ Chứng Chỉ Ielts - Toiec - Pte,These ads ran without a disclaimer,35097,1
1475953666048463,TIN NHANH,These ads ran without a disclaimer,34957,2
104657749266253,Về miền cực Đông,These ads ran without a disclaimer,34948,1
100834429170713,Xả Kho Sách Tài Chính,These ads ran without a disclaimer,34940,1
103122509215608,Ắc quy Lithium Raijin,These ads ran without a disclaimer,34938,1
104161464404572,Gitiho.com,These ads ran without a disclaimer,34921,2
189390367582384,Lương Y-Lương Thị Thông-Chủ Tịch Hội Quân Y  Quân Chu Đại Từ Thái Nguyên,These ads ran without a disclaimer,34869,1
104421206006183,Giấy tờ cavet,These ads ran without a disclaimer,34852,1
103342711833664,Trạm Nghe,These ads ran without a disclaimer,34830,1
190225647508808,Thái Minh Panax,These ads ran without a disclaimer,34527,1
181441251719632,Chương trình Học bổng đặc biệt IUHW - Đại Học Y Tế Phúc Lợi Quốc Tế,These ads ran without a disclaimer,34491,1
102174055862150,YODY 239 Thống Nhất - Gò Vấp -HCM,These ads ran without a disclaimer,34479,1
110842848155106,BĐS ĐẤT VĨNH PHÚC,These ads ran without a disclaimer,34475,1
314835871702768,"Shophouse The Manor - Công viên Chu Văn An, Hà Nội",These ads ran without a disclaimer,34421,1
577634099252438,Min Team,These ads ran without a disclaimer,34387,1
119300141193379,Mili,These ads ran without a disclaimer,34364,1
167878593236712,UNICEF en español,These ads ran without a disclaimer,34352,3
113670658299894,Điêu khắc Tượng Phật Huỳnh Hào,These ads ran without a disclaimer,34184,1
110896381077344,G’rilla Books - Học tiếng Anh theo quy luật,These ads ran without a disclaimer,34111,1
109627911857410,Bắp Rang Bơ,These ads ran without a disclaimer,34109,1
100700899401746,"YODY 450 Phạm Văn Chiêu, HCM",These ads ran without a disclaimer,34079,2
117826591350165,Min Shop,These ads ran without a disclaimer,34027,1
105029698898277,Bao kết quả Miền Nam hôm nay,These ads ran without a disclaimer,33985,1
106699025585311,Nga Cole,These ads ran without a disclaimer,33979,1
106510212433677,Siba Food,These ads ran without a disclaimer,33968,3
273931425808806,Văn phòng Luật sư Hưng Thịnh Phát,These ads ran without a disclaimer,33855,1
102243331482875,BLAQ LYTE MAG,These ads ran without a disclaimer,33805,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,33742,3
1247978578699224,CSKH Minh Phương - Úc Toàn Cầu,These ads ran without a disclaimer,33701,2
1652617388325233,Zdarova Natasha,These ads ran without a disclaimer,33600,1
304102327072661,Hội đồng bác sĩ - Chuyên khoa Kiểm soát cơ thể,These ads ran without a disclaimer,33579,1
100339998843829,Thẩm Mỹ Quốc Tế Doctor Đà Nẵng,These ads ran without a disclaimer,33430,2
212437819302986,Ninh Binh Golden Camellia Park,These ads ran without a disclaimer,33427,1
116308369063243,Kambria,These ads ran without a disclaimer,33372,5
106525095556240,Căn Hộ Sycamore - CĐT CapitaLand,These ads ran without a disclaimer,33346,1
117324062979506,MAT TV,These ads ran without a disclaimer,33345,7
109023165486214,Tổ ve chai An Đông _ Huế,These ads ran without a disclaimer,33325,1
101195129535804,Nguyễn Luân Xkld,These ads ran without a disclaimer,33259,1
105749058908916,Hợp đồng điện tử cho Doanh nghiệp,These ads ran without a disclaimer,33248,1
100325253059805,Xuất Khẩu Lao Đông Uy Tín,These ads ran without a disclaimer,33178,1
100617462945124,Tủ Sách Đầu Tư 2023,These ads ran without a disclaimer,33131,3
115108741544992,Tinh Dầu Nước Hoa Pháp : LD Perfume OIL”.,These ads ran without a disclaimer,33117,1
110904774801080,Lăng Kính Hot News,These ads ran without a disclaimer,33079,2
103714815677897,Viện Nghiên cứu và Đào tạo Bất động sản,These ads ran without a disclaimer,33043,2
99971718192,Aidsmap - the HIV information charity,These ads ran without a disclaimer,32916,4
112192397128588,Văn Phú - Invest,These ads ran without a disclaimer,32910,1
109824917470899,VTV5,These ads ran without a disclaimer,32906,1
147571385098466,Thùy Linh - Dịch Vụ Bằng Cấp Giá Rẻ 1,These ads ran without a disclaimer,32892,1
229235710559691,Trang Phục Múa Cần Thơ,These ads ran without a disclaimer,32868,1
118330924685755,Đầu Tư Cùng Shark Tank,These ads ran without a disclaimer,32836,1
283299584859490,Sách Cổ Xưa,These ads ran without a disclaimer,32733,1
116903714666398,CỘNG ĐỒNG YÊU CHỨNG,These ads ran without a disclaimer,32674,1
2323434257932610,Giải Mã Thần Số Học,These ads ran without a disclaimer,32667,2
1652690478359142,Prep For IELTS,These ads ran without a disclaimer,32643,1
115697381467876,Lương Y Phạm Văn Thanh - 166 Hàm Nghi Lào Cai,These ads ran without a disclaimer,32548,1
247959751735075,AI Pixel Art 01,These ads ran without a disclaimer,32515,1
113175681390615,Tạ Hoa,These ads ran without a disclaimer,32512,1
278923335309563,Đào Tạo Chứng Chỉ Chức Danh Nghề Nghiệp Giáo Viên - Giảng Viên,These ads ran without a disclaimer,32461,2
10750083165,The Africa Report,These ads ran without a disclaimer,32443,16
100941682297834,Dr Kha Anh,These ads ran without a disclaimer,32345,1
105766561071404,Học Văn Lớp 12,These ads ran without a disclaimer,32252,1
105248425828026,AnDuong Group -  XKLĐ Du học  Nhật Bản,These ads ran without a disclaimer,32196,1
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,32167,2
243929942407499,CLB Doanh Nhân Sài Gòn,These ads ran without a disclaimer,32079,1
669307523469574,EveryJew,These ads ran without a disclaimer,32070,20
382811189033385,Vinh Quang HSE - Bảo hộ lao động - Nước sạch & Vệ sinh môi trường,These ads ran without a disclaimer,31983,1
119528316118288,Sách Kẹp Hạt Dẻ,These ads ran without a disclaimer,31973,1
112091461957556,MinhMen Chính Hãng - Hạnh Phúc Gia Đình Việt,These ads ran without a disclaimer,31960,1
107675882109816,Du Học Á - Âu,These ads ran without a disclaimer,31774,1
110413007266890,Huỳnh Kim Luân,These ads ran without a disclaimer,31767,1
1923058774447479,Nam Định,These ads ran without a disclaimer,31752,1
110190150311790,Taste Europe Vietnam,These ads ran without a disclaimer,31627,1
110282638821290,Thành Lập Công Ty Trọn Gói - Luật Trí Việt,These ads ran without a disclaimer,31604,1
112315814271300,Nhà Giá Rẻ Hóc Môn 350 Triệu Nhận Nhà ở Ngay,These ads ran without a disclaimer,31504,1
145285415341813,KqXs Ấn Kích Vào Nhận Ngay KQ Miền Nam Chuẩn Hôm Nay,These ads ran without a disclaimer,31431,1
112221341497053,Sách y học,These ads ran without a disclaimer,31380,1
216305724894570,Thầy Trung 0975819329 - Nhận Hồ Sơ Đào tạo Lái Xe,These ads ran without a disclaimer,31342,1
103125435740421,XKLĐ Nhật Bản Vilaco - Chương trình Nợ Phí Bộ Lao Động Thương Binh & Xã Hội,These ads ran without a disclaimer,31273,2
104379975745824,Thích Hoà Hải Thiền Sư,These ads ran without a disclaimer,31177,1
100370825154492,Đào tạo Công Nghệ Y Dược Việt Nam,These ads ran without a disclaimer,30861,1
102424374442365,Kim Long Phát,These ads ran without a disclaimer,30815,5
651494851605531,Thừa Thiên - Huế,These ads ran without a disclaimer,30754,1
102444268760799,Hà Tĩnh 38,These ads ran without a disclaimer,30733,1
120005451080385,Tham gia miễn phí-31,These ads ran without a disclaimer,30704,3
125412100661457,Cuộc Thi Duyên Dáng Áo Dài 2023,These ads ran without a disclaimer,30660,1
102534262474497,Thẩm Mỹ Viện Thảo Xinh - CN Thái Nguyên,These ads ran without a disclaimer,30579,1
1164694603562682,FastTony,These ads ran without a disclaimer,30572,2
1694010094215794,Cao Thủ,These ads ran without a disclaimer,30545,3
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,30545,1
111933943666236,Đất Nền Bình Dương Sổ Sẵn Giá Tốt,These ads ran without a disclaimer,30539,1
104733775267591,Ngọc Trinh - Dung Dịch Vệ Sinh Tía Tô UME,These ads ran without a disclaimer,30533,1
103216429201187,Trúc Niên Đất Bình Phước,These ads ran without a disclaimer,30475,1
154180304652867,YAN News,These ads ran without a disclaimer,30459,1
891233760931208,Hội Doanh nhân trẻ tỉnh Đắk Lắk,These ads ran without a disclaimer,30453,1
105341844399844,KPLUS VIET NAM,These ads ran without a disclaimer,30443,1
109672733789448,Trung tâm Nhật Ngữ Sakae Thủ Đức,These ads ran without a disclaimer,30389,1
105631172274530,Sữa Tăng Cân Hiweight Việt Nam,These ads ran without a disclaimer,30380,2
102170861418693,HẠ NHIÊN,These ads ran without a disclaimer,30346,1
113265223909413,Happy One Central,These ads ran without a disclaimer,30302,4
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,30291,3
151148098236373,Discovery Channel Southeast Asia,These ads ran without a disclaimer,30291,2
102047249140529,Ngồi mà Lếu,These ads ran without a disclaimer,30288,1
105796458989004,"Xóa chàm bớt hiệu quả - OHIO 208 Hoàng Ngân, Hà Nội",These ads ran without a disclaimer,30249,1
103480819141188,BĐS Bảo Lộc - dự án đẹp,These ads ran without a disclaimer,30230,1
107673089019389,Bích Hồng - Trung Tâm Sát Hạch Lái Xe,These ads ran without a disclaimer,30227,1
163689086822787,Laptop sinh viên Thủ Đức - H2Tech,These ads ran without a disclaimer,30222,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,30068,4
108523440554310,Ươm Mầm Trí Tuệ,These ads ran without a disclaimer,30040,1
109295002138288,Trung Kim Tuyền,These ads ran without a disclaimer,29998,1
161403447052760,Finstock Jsc,Finstock Joint Stock Company (Global),29990,1
117756914587274,Kiến Thức Kinh Doanh,These ads ran without a disclaimer,29946,1
109651961734225,Grandsure Gold - Sữa Non Xương Khớp Chính Hãng Hoa Kỳ,These ads ran without a disclaimer,29937,2
110976098333502,Trung tâm Phục hồi Sinh lí - Công Nghệ Cao Hà Nội.,These ads ran without a disclaimer,29877,1
197822977708331,Hiệu sách y học,These ads ran without a disclaimer,29869,1
100415148503082,CHẠM ƯỚC MƠ,These ads ran without a disclaimer,29785,1
127466803773823,TarasovAnalytics,These ads ran without a disclaimer,29783,1
124258794106678,OlympiDieu,These ads ran without a disclaimer,29674,1
107596467634718,VGE,These ads ran without a disclaimer,29652,1
109094755317296,Cánh đồng hoa - Tiệm hoa tươi Sơn Trà - Đà Nẵng,These ads ran without a disclaimer,29570,1
102414879277781,Leicester - Decor Vintage,These ads ran without a disclaimer,29549,1
108510352152685,Vẻ đẹp hoàn mỹ - Nevada,These ads ran without a disclaimer,29533,6
108113847772443,Hy Vọng Hồi Gia,These ads ran without a disclaimer,29512,1
891155397615607,Mở Thẻ Tín Dụng - MBBank 06,These ads ran without a disclaimer,29510,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,29444,17
101500721219224,Bất động sản,These ads ran without a disclaimer,29328,1
350635312554,Parenting Skills Online,These ads ran without a disclaimer,29327,2
126157860580028,Novaboss - Nhà lãnh đạo trẻ,These ads ran without a disclaimer,29299,1
106479017486767,Mercy to Humanity - جَمْعِيَة رَحْمَةً لِلْعَالَمِين,These ads ran without a disclaimer,29272,7
