Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
0,Instagram User 7719371439,These ads ran without a disclaimer,500000,1
115767504713760,Badsha Khan,These ads ran without a disclaimer,500000,1
750500475740963,Behache,These ads ran without a disclaimer,500000,1
106341488470915,tucarsmaracaibo_nro1,These ads ran without a disclaimer,500000,3
112700937187480,hermosogolden,These ads ran without a disclaimer,500000,1
100357715349653,Noticias del Oso,These ads ran without a disclaimer,499035,5
0,Instagram User 992726577,These ads ran without a disclaimer,495000,1
418785958284293,La Antitesis Tv,These ads ran without a disclaimer,492500,1
100698056034147,Dario Salgado,These ads ran without a disclaimer,490000,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,487290,3
100362072193258,ComLalupe,These ads ran without a disclaimer,480000,1
158714780827513,UNFPA,These ads ran without a disclaimer,474945,8
111287111462450,mohenamcbo,These ads ran without a disclaimer,474098,1
120396981322744,Estrella Digital,These ads ran without a disclaimer,473903,2
412409048849179,Behold Israel,These ads ran without a disclaimer,472479,5
382317352633100,Noti21,These ads ran without a disclaimer,468611,3
295114283907398,Gut Microbiota News Watch by ESNM,These ads ran without a disclaimer,468548,2
106132974470094,Grupo Unipar Latam,These ads ran without a disclaimer,467500,3
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,464918,8
622647887780477,Fundación Instituto Latinoamericano de Desarrollo Social y Salud,These ads ran without a disclaimer,464475,1
116987781644980,Shangay,These ads ran without a disclaimer,463193,4
822390441203845,TMF Group,These ads ran without a disclaimer,463193,1
107996315091233,月旦港事,These ads ran without a disclaimer,462500,7
105223591833972,Vereador Eleito,These ads ran without a disclaimer,461529,3
101773359041345,Con B de Bienestar,These ads ran without a disclaimer,455000,2
0,Instagram User 4038336614,These ads ran without a disclaimer,455000,2
0,Instagram User 8415363336,These ads ran without a disclaimer,453600,1
109376718479646,moto_full_repuestos,These ads ran without a disclaimer,452500,1
108563024676088,COOLT,These ads ran without a disclaimer,449806,2
105651222612362,Mostra de Inovação Cultural e Artística de Maricá,These ads ran without a disclaimer,449625,1
105120655562483,Camila Garcia,These ads ran without a disclaimer,449625,2
322032337979387,Bibipalashchinni,These ads ran without a disclaimer,447129,1
360157683839813,momentum_mobile,These ads ran without a disclaimer,444451,2
100970059574672,Bisexual.org en Español,These ads ran without a disclaimer,442500,1
100196552605522,الأستاذ خليل ورد للغة الانجليزية,These ads ran without a disclaimer,442500,1
171596616293058,ROOM diseño,These ads ran without a disclaimer,441946,3
605180843301571,Familias defensoras del planeta,These ads ran without a disclaimer,440664,4
103150501144126,xioacevedo,These ads ran without a disclaimer,440212,8
327068760680768,Erick Cuesta,These ads ran without a disclaimer,440000,1
108051820979911,lfjpsuvc,These ads ran without a disclaimer,440000,2
2552060571686733,Novakid Polska,These ads ran without a disclaimer,435101,2
108269868283977,Audiohistorias de Israel,These ads ran without a disclaimer,435000,8
532389753774818,Paredesypisos Enrelieve,These ads ran without a disclaimer,435000,1
169521923766238,Cibelae,These ads ran without a disclaimer,433320,5
117867074608632,Shorts Amazine,These ads ran without a disclaimer,431064,1
193670010697122,Espacio Público,These ads ran without a disclaimer,430000,1
112298200433600,Yisus Superstar,These ads ran without a disclaimer,428387,3
109173225623765,legalgroupabg,These ads ran without a disclaimer,427500,1
141186592401502,Centro de importación C.A J503150254,These ads ran without a disclaimer,425000,2
102538888986058,intiyosu,These ads ran without a disclaimer,425000,1
1704985253095665,Snovi 10 - Restaurante Bar,These ads ran without a disclaimer,424274,1
109957882102191,cavejap.ve,These ads ran without a disclaimer,420000,1
111198775215005,Gayciclopedia,These ads ran without a disclaimer,414381,1
102583392644711,Ocurriendo ahora 2022,These ads ran without a disclaimer,413642,1
1449838958490963,The Risen Dread,These ads ran without a disclaimer,412892,1
1407514189462890,Carlos Master Muñoz,These ads ran without a disclaimer,411133,3
100929648464258,Global Alliance of Territorial Communities,These ads ran without a disclaimer,409865,1
110057451850308,franwil_basulto,These ads ran without a disclaimer,405000,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,404982,6
522807681519309,Global Patient Services at Sheba Medical Center-Tel Hashomer,These ads ran without a disclaimer,402862,1
242678522436316,Sandvik Mining and Rock Solutions,These ads ran without a disclaimer,401705,3
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,398991,2
101837288924546,Muslimi,These ads ran without a disclaimer,397075,46
334422936429906,Voraciouuus Blog,These ads ran without a disclaimer,396353,2
105165682419824,noticiero.360,These ads ran without a disclaimer,395000,1
128516590550552,Yaracuy,These ads ran without a disclaimer,395000,1
294427584283412,REPEM LAC,These ads ran without a disclaimer,392536,2
227380361162581,Dny Concepts,These ads ran without a disclaimer,392500,1
161666143844859,Sandvik,These ads ran without a disclaimer,391061,9
752400041530316,"MATE - Música, Arte, Tecnologia e Educação",These ads ran without a disclaimer,390903,1
129012103887386,The Online Library of Liberty,These ads ran without a disclaimer,390000,6
584272308252076,"Chavez Law Group, LLP",These ads ran without a disclaimer,390000,1
1863554043894165,Santiago Palacio,These ads ran without a disclaimer,387383,1
267806993679944,William Ortiz Rosario,These ads ran without a disclaimer,387077,2
688695778228136,La Gran Aldea,These ads ran without a disclaimer,385000,2
1446817718875425,Aquí Apesta,These ads ran without a disclaimer,383215,1
84739343457,Motor.es,These ads ran without a disclaimer,379746,2
1590877284560136,Patti Harris,These ads ran without a disclaimer,377500,6
212408462118589,Festival Grito de Mujer,These ads ran without a disclaimer,375000,1
463117277060098,Franja Visual,These ads ran without a disclaimer,374840,1
1708788089341925,Polaris Awards,These ads ran without a disclaimer,373200,2
101959432576224,musicamdemujer,These ads ran without a disclaimer,372500,1
325242907600207,CRI Srpski,These ads ran without a disclaimer,372500,2
332310514188218,UniEuropa Business School,These ads ran without a disclaimer,372161,1
301652360677084,Dr. Raul Echeverri.,These ads ran without a disclaimer,370981,1
0,Instagram User 2962308610,These ads ran without a disclaimer,370000,2
111934001883608,Emília Anastasia,These ads ran without a disclaimer,369999,1
115636761470086,lilyalehdz,These ads ran without a disclaimer,369529,1
147463988449983,andrea.garciabeltran,These ads ran without a disclaimer,366639,1
1310461855746137,EmpoderaME,These ads ran without a disclaimer,365000,2
126850773853288,impulsoempresarialcbo,These ads ran without a disclaimer,365000,1
243739548827645,El profe Alirio,These ads ran without a disclaimer,360307,1
109982665200616,GlobalPay Iluminación Solar,These ads ran without a disclaimer,360000,1
392927770763235,Equal Times,These ads ran without a disclaimer,358774,1
421602101555402,Solidarity Economy Association,These ads ran without a disclaimer,357386,1
2261413827506055,Diálogo Político,These ads ran without a disclaimer,356289,4
100727704806957,Alejandro Cabrera M.,These ads ran without a disclaimer,355843,3
110868035202065,Camino recto,These ads ran without a disclaimer,355000,1
0,Instagram User 3471307181,These ads ran without a disclaimer,355000,1
29056789480,Project Syndicate,These ads ran without a disclaimer,355000,4
2259508397668500,Imágenes de Baloncesto,These ads ran without a disclaimer,353419,1
37896015468,"Embajada de los EE.UU., Venezuela",These ads ran without a disclaimer,352500,2
349663218882346,Julio Ignacio Carrera Díaz,These ads ran without a disclaimer,352500,1
106020818387384,Oniceth DeJehova -Oracion Sanadora,These ads ran without a disclaimer,352063,1
116373134780373,Emprende con Reparaciones y Mantenimiento,These ads ran without a disclaimer,350000,2
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,347856,8
203204102812,Fundación Friedrich Naumann para la Libertad México,These ads ran without a disclaimer,346397,1
496063930871130,Citilennial,These ads ran without a disclaimer,345051,4
109368798471683,Adrianna Stanzione,These ads ran without a disclaimer,345000,1
121259034305600,DigVel International,These ads ran without a disclaimer,345000,1
101535831469644,ITS America Events,These ads ran without a disclaimer,342500,1
1259252940768894,A21latam,These ads ran without a disclaimer,342156,3
100126212204265,Homebond Properties,These ads ran without a disclaimer,340022,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,339979,54
116310878056949,Mandy Wong Chatgpt,These ads ran without a disclaimer,339538,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,335852,1
110123501807347,Babikir Adam Ali,These ads ran without a disclaimer,335000,3
1596196940595643,Por Una VenezuelaPosible,These ads ran without a disclaimer,335000,1
137410079645823,Instituto Europeo de Psicología Positiva - IEPP,These ads ran without a disclaimer,334677,1
628188971143142,Importaciones RCAR,These ads ran without a disclaimer,332500,1
109601738370137,yoselyntramite,These ads ran without a disclaimer,330000,1
193394557345243,Devex,These ads ran without a disclaimer,327500,11
397155897689222,Atlas Cargo l Transporte de carga terrestre,These ads ran without a disclaimer,325881,1
0,Instagram User 9793025144,These ads ran without a disclaimer,325881,1
101684404976806,estefania.danae,These ads ran without a disclaimer,324227,1
667590723258481,Los Amigos de Cervantes,These ads ran without a disclaimer,323967,1
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,323759,1
1453114248315341,Hispanos Press,These ads ran without a disclaimer,322500,2
523743974671830,Proutist Universal,These ads ran without a disclaimer,321290,1
103068255828084,agrolindaoficial,These ads ran without a disclaimer,320139,1
104897268381196,LeNovel,These ads ran without a disclaimer,319098,15
120725411023273,ruta.hacialafelicidad,These ads ran without a disclaimer,318613,1
1800958006813952,Guardianes del Bosque,These ads ran without a disclaimer,316528,1
175821322956401,Palmas del Ixcán,These ads ran without a disclaimer,316195,10
116159958496785,Global Street Art,These ads ran without a disclaimer,315925,2
1573569742675365,Voltalia,These ads ran without a disclaimer,313258,1
108321608468301,anurag.m16,These ads ran without a disclaimer,313108,3
1656590977890066,IDEO U,These ads ran without a disclaimer,312420,2
221108751377185,UNITAS,These ads ran without a disclaimer,311596,3
95775573753,Frontiers,These ads ran without a disclaimer,311503,18
111184998082607,Saúl Vega,These ads ran without a disclaimer,310403,3
102476819037235,alomako.oficial,These ads ran without a disclaimer,310000,1
401718346592691,Bisexual.org,These ads ran without a disclaimer,310000,1
110076008030219,Todo En Una Mujer,These ads ran without a disclaimer,309582,1
492482161117496,Coristas de San Nicolás,These ads ran without a disclaimer,308076,2
348531276233537,Koala Mag,These ads ran without a disclaimer,307903,10
141363092729703,DP World,These ads ran without a disclaimer,307500,2
146852038507941,Inversiones Aqui Es,These ads ran without a disclaimer,307500,1
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,305108,10
0,Instagram User 481904239,These ads ran without a disclaimer,305000,1
761870613900500,CCTV 中文,These ads ran without a disclaimer,304960,3
0,Instagram User 4942092077,These ads ran without a disclaimer,303266,1
100162105602845,Avi Lewis,These ads ran without a disclaimer,303166,1
110605941407413,orenda.lectora,These ads ran without a disclaimer,302598,1
164432246934163,Chopard,These ads ran without a disclaimer,302548,2
670081116392846,𝙏𝒊𝙚𝒎𝙥𝒐 𝒅𝙚 𝙈𝒖𝙟𝒆𝙧 𝙄𝒏𝙘.,These ads ran without a disclaimer,302500,1
105614232076342,Viral video MilitarMente,These ads ran without a disclaimer,301675,1
1077131932479669,Hannah Love Design,These ads ran without a disclaimer,300805,1
488016881286451,CutieTips Karla,These ads ran without a disclaimer,300000,8
2092924957605425,Solis,These ads ran without a disclaimer,300000,4
140392839153673,Viva España,These ads ran without a disclaimer,297208,2
101945442294584,Debrey,These ads ran without a disclaimer,296466,1
366815896693520,Milo Claure,These ads ran without a disclaimer,295350,1
109434022257153,Lereader-Happy Novel,These ads ran without a disclaimer,294996,32
108571601699251,Ciencia con Supertoña,These ads ran without a disclaimer,294337,1
101182651319831,Mariguitar,These ads ran without a disclaimer,293733,1
141505339052089,Fernando Fernandez,These ads ran without a disclaimer,293500,1
107553662058080,Germano Romero,These ads ran without a disclaimer,292262,3
103796464428780,Gutty-films,These ads ran without a disclaimer,292226,1
110814568562215,l.ameecrite,These ads ran without a disclaimer,290000,1
630786660668521,AMUGE,These ads ran without a disclaimer,289688,1
112147831902634,Ângela Martínez,These ads ran without a disclaimer,287765,1
271626626044507,Perro Del Kaos,These ads ran without a disclaimer,287200,1
112164457632430,sequoia.solutions,These ads ran without a disclaimer,285000,1
104027024991838,zarahkeii,These ads ran without a disclaimer,282500,1
106852784106445,LGMG,These ads ran without a disclaimer,282089,1
159779620545325,Unión Patria,These ads ran without a disclaimer,280467,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,279997,2
108521570562949,El Informador Venezuela,These ads ran without a disclaimer,275774,1
287024245298796,Digital Austria,These ads ran without a disclaimer,275084,1
144639479449243,Ambiente de Leitura Carlos Romero,These ads ran without a disclaimer,271579,5
110323445015716,espacio.mejor,These ads ran without a disclaimer,271162,1
109827278760848,Cambio en Paz,These ads ran without a disclaimer,270986,1
105558845684859,Instituto Benoist Latinoamericano,These ads ran without a disclaimer,270297,4
106100585533640,Susurros De La Historia,These ads ran without a disclaimer,270000,1
105265520843054,Great Movies,These ads ran without a disclaimer,269775,1
117036884684307,Manuel Garcia,These ads ran without a disclaimer,269775,1
106015735221815,SD CELAR - British Museum,These ads ran without a disclaimer,268830,4
1130204643801661,Fronteira Livre,These ads ran without a disclaimer,268431,1
108203981727900,World Literacy Organization - Organización Mundial de Alfabetización,These ads ran without a disclaimer,267775,1
346865969245944,Academia,These ads ran without a disclaimer,267775,1
192183208197358,neuropediatriaytdah.com,These ads ran without a disclaimer,267775,1
328491264336769,Ecobalms,These ads ran without a disclaimer,267775,1
201080723088797,Iucpol,These ads ran without a disclaimer,267775,1
163006423886248,Work in Estonia,These ads ran without a disclaimer,267775,1
175622742886671,NutriNews Latam,These ads ran without a disclaimer,267775,3
485307442238931,Al Natural,These ads ran without a disclaimer,267775,1
513075715554189,Área de inversión,These ads ran without a disclaimer,267775,1
123319347712109,Aplicaciones Tecnológicas Smart Earthing & Lightning Solutions,These ads ran without a disclaimer,267775,1
105113855724377,communitymanager.en.el.espectr,These ads ran without a disclaimer,267775,1
102147825753554,Nz,These ads ran without a disclaimer,267775,1
122888290793286,Captación 1.0,These ads ran without a disclaimer,267775,1
108679532041496,SIRE Siglo 21,These ads ran without a disclaimer,267775,1
101848661490578,rasneftali,These ads ran without a disclaimer,267775,1
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,267775,1
111403305014314,raquelroblesrobles,These ads ran without a disclaimer,267775,2
1003809573073974,Iniziamodazero,These ads ran without a disclaimer,267775,1
108724315512914,La Repisa de Elena,These ads ran without a disclaimer,267775,1
100655072188971,andres_garcete_,These ads ran without a disclaimer,267775,1
769095856453652,Axel Arigato,These ads ran without a disclaimer,267775,1
1397239490550414,Mara Von Entropy,These ads ran without a disclaimer,267775,1
107438912979,docsity.es,These ads ran without a disclaimer,267775,1
104687198589701,Internacionalizarse,These ads ran without a disclaimer,267775,1
110350770626164,Joel Castillo Comunica,These ads ran without a disclaimer,267775,1
147332448457589,Marinalva Pascual,These ads ran without a disclaimer,267775,14
2025395091093957,Konecranes,These ads ran without a disclaimer,267775,1
104931768813522,Fortes & Durán Abogados,These ads ran without a disclaimer,267775,1
1195628637126696,PorciNews Latam,These ads ran without a disclaimer,267775,3
100946331929105,Schola Palatina,These ads ran without a disclaimer,267742,2
247814622457831,Zucami Poultry Equipment,These ads ran without a disclaimer,267742,1
0,Instagram User 7319460983,These ads ran without a disclaimer,265552,1
9179830029,Queen Mary University of London,These ads ran without a disclaimer,265539,14
108094048716055,Agro Solar,These ads ran without a disclaimer,263318,1
144097482117972,Vinay\tKumar,These ads ran without a disclaimer,262600,1
107376761015511,empowerlly,These ads ran without a disclaimer,262500,2
110107914968200,Grimorio de Aurora,These ads ran without a disclaimer,260705,1
1598860693706208,Melilian Asesores Migratorios,These ads ran without a disclaimer,260039,1
933310850194959,Israel Alliance,These ads ran without a disclaimer,260000,6
190425107739162,Alc Noticias Español,These ads ran without a disclaimer,258790,1
101163808034670,magisterium.sa,These ads ran without a disclaimer,257500,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,255000,1
105433175617904,Leyenda,These ads ran without a disclaimer,254356,1
102492928333364,Revista Forja,These ads ran without a disclaimer,253018,2
1984620174988993,1945 Air Force,These ads ran without a disclaimer,252500,1
107213477915343,Anuncios y Negocios,These ads ran without a disclaimer,250014,2
1374826826104281,Sensibo,These ads ran without a disclaimer,250000,4
116796071472402,Táchira con Prosperi,These ads ran without a disclaimer,250000,1
495120413892979,History vs. Hollywood,These ads ran without a disclaimer,250000,1
115916901000107,Wildography,These ads ran without a disclaimer,250000,1
0,Instagram User 6799683640,These ads ran without a disclaimer,250000,1
104238915656696,Kab_Z4,These ads ran without a disclaimer,250000,1
394523627267198,PAN Venezuela,These ads ran without a disclaimer,250000,1
308284559043774,Recarga Virtual VE,an advertiser in Venezuela,250000,2
564933036962750,MusicPromoToday,These ads ran without a disclaimer,250000,1
170315336166326,joseyzarrave,These ads ran without a disclaimer,250000,1
253052458819946,Matsumoto Gun Corps,These ads ran without a disclaimer,250000,1
110155471571469,Juventud Guatire,These ads ran without a disclaimer,250000,1
100437818789751,luisravelop,These ads ran without a disclaimer,250000,2
185364971315933,Sabine Robb Michael,These ads ran without a disclaimer,250000,2
100623911429003,psicontento,These ads ran without a disclaimer,250000,1
101918939493509,elneveri,These ads ran without a disclaimer,250000,3
595292227605881,Multiversorealty,These ads ran without a disclaimer,250000,1
1873553002888565,Key Aguirre,These ads ran without a disclaimer,250000,1
129649206906778,Carolina Inchausti Rent-A-House,These ads ran without a disclaimer,250000,1
105795362426476,oxigenacionhiperbaricavila,These ads ran without a disclaimer,250000,1
103659765532260,華夏focus,These ads ran without a disclaimer,250000,5
101345119479910,wwsynergies,These ads ran without a disclaimer,250000,1
144268855442201,Apamate Fest,These ads ran without a disclaimer,250000,1
103677892651481,agrofincadonfernando,These ads ran without a disclaimer,250000,1
318531174688070,Jesús Yánez,These ads ran without a disclaimer,250000,1
101615229497300,Arte Comestible,These ads ran without a disclaimer,250000,1
100202913084556,marieljmj,These ads ran without a disclaimer,250000,1
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,250000,1
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,250000,2
104531652082312,Alcaldía de Mariño,These ads ran without a disclaimer,250000,1
215063795182364,Matorca,These ads ran without a disclaimer,250000,1
729901447085223,Paul Lewis,These ads ran without a disclaimer,250000,1
309491672256144,Venezuela simpre vence,These ads ran without a disclaimer,250000,1
100597712218239,Mi Razón de Ser,These ads ran without a disclaimer,250000,1
102803761332423,GIO Agencia Outsorsing En Publicidad y Ventas,These ads ran without a disclaimer,250000,1
319424587926993,Organización Renovadora Auténtica,These ads ran without a disclaimer,250000,1
190065354185554,Esequibo es Guyana,These ads ran without a disclaimer,250000,2
101903286054488,Antonio Iachini 2022,These ads ran without a disclaimer,250000,2
172703369270568,Noticias Todos Ahora NTA,These ads ran without a disclaimer,250000,1
106446385664196,New world order N.W.O,These ads ran without a disclaimer,250000,1
1471551332934482,Luis Pereira,These ads ran without a disclaimer,250000,1
179258128788331,Instituto de Politicas para la Sostenibilidad (IPS),These ads ran without a disclaimer,250000,1
355242475207401,Fernando Hernandez Q.,These ads ran without a disclaimer,250000,1
12262046612,Tomates Fritos,These ads ran without a disclaimer,250000,1
112056577383905,TokyoElectric Valencia,These ads ran without a disclaimer,250000,1
100487141876592,Monica Jaquez,These ads ran without a disclaimer,250000,2
111576883788397,JVG,These ads ran without a disclaimer,250000,1
109192571757090,Replikant,These ads ran without a disclaimer,250000,1
104670662500238,brainerkast,These ads ran without a disclaimer,250000,1
114886828148570,cootiffany,These ads ran without a disclaimer,250000,2
108713443957926,kariulistirado,These ads ran without a disclaimer,250000,1
101290771398758,Natalia sd,These ads ran without a disclaimer,250000,3
113894031768951,alayabisuteria,These ads ran without a disclaimer,250000,1
110199110761101,Nước xả vải Hygiene - Thailand,These ads ran without a disclaimer,250000,1
254446207761235,Ballet Estudio Central,These ads ran without a disclaimer,250000,1
123279176118,DHgate,These ads ran without a disclaimer,250000,1
102218532972682,Fabigon Insurance & Tramites Migratorios,These ads ran without a disclaimer,250000,1
116098851399324,La Femme Barinas,These ads ran without a disclaimer,250000,1
135139538739956,Ruta Verde,These ads ran without a disclaimer,250000,1
109280788882216,Migré y ahora qué?,These ads ran without a disclaimer,250000,1
157816547618525,IPYS Venezuela,These ads ran without a disclaimer,250000,1
0,Instagram User 6219209939,These ads ran without a disclaimer,250000,1
1785994238280966,FutFem Stories,These ads ran without a disclaimer,250000,1
0,Instagram User 5972025769,These ads ran without a disclaimer,250000,1
314145778457428,Online course 1,These ads ran without a disclaimer,250000,1
101900644816856,Oversight Board,These ads ran without a disclaimer,250000,1
105163641555066,vitaminasnaturales,These ads ran without a disclaimer,250000,1
367163790154583,"Mayor Ferretero Astros, C.A.",These ads ran without a disclaimer,250000,1
251454041723896,Jorge Porras Benedetti,These ads ran without a disclaimer,250000,1
173373260044990,Pablo,These ads ran without a disclaimer,250000,1
109180207566950,euroxxiii,These ads ran without a disclaimer,250000,1
174788215707229,Kani Coy Oficial,These ads ran without a disclaimer,250000,1
172879629249849,RemesasExpress,These ads ran without a disclaimer,250000,1
105972905881178,Luchobranding,These ads ran without a disclaimer,250000,1
11696452321,Club Magazine Venezuela,These ads ran without a disclaimer,250000,1
129810015223732,EDAT -Escuela de Diseño y Artesanía Tecnológica-,These ads ran without a disclaimer,250000,1
109627347940016,"Salón Académico: Trabajos de investigación, Transcripciones y Redacciones",These ads ran without a disclaimer,250000,1
2150062775220386,Sherezade Valentiner,These ads ran without a disclaimer,250000,1
542185459585962,ChrisRosatiYoos,These ads ran without a disclaimer,250000,1
179810615210601,ecochatarra,These ads ran without a disclaimer,250000,1
246536719114249,Diorkis Bravo,These ads ran without a disclaimer,250000,1
101359732304206,Share_M113_x2,These ads ran without a disclaimer,250000,2
104207209164290,aldea_artesanal,These ads ran without a disclaimer,250000,1
418775708189870,Social Movement Technologies,These ads ran without a disclaimer,250000,2
154680184946903,Superplastic,These ads ran without a disclaimer,250000,1
0,Instagram User 7135269259,These ads ran without a disclaimer,250000,1
108189194779478,malejandrac28,These ads ran without a disclaimer,250000,1
182407928292235,caminatasansebastianoficial,These ads ran without a disclaimer,250000,1
50847079398,Carlos Arraiz,These ads ran without a disclaimer,250000,1
188967194853283,GS Ingeniería,These ads ran without a disclaimer,250000,1
107685341592454,enfoquechavez,These ads ran without a disclaimer,250000,1
116806600191550,jesussantanderl,These ads ran without a disclaimer,250000,1
0,Instagram User 1153347967,These ads ran without a disclaimer,250000,1
102159957877813,CNPC Español,These ads ran without a disclaimer,250000,1
179731579347164,EnCarabobo,an advertiser in Venezuela,250000,1
102780607834562,Radio América 90.9 FM,These ads ran without a disclaimer,250000,1
110796658935065,Antonio Ecarri,These ads ran without a disclaimer,250000,1
104690441588678,KattyEssence,These ads ran without a disclaimer,250000,2
104814175572753,Surreal Music Group,These ads ran without a disclaimer,250000,1
101786181651812,Carrero Ávila & Asociados,These ads ran without a disclaimer,250000,1
118253391201120,Trámites y gestorías en venezuela,These ads ran without a disclaimer,250000,1
111967321285504,juliaavilag,These ads ran without a disclaimer,250000,1
106225945780699,produccionesjeremias,These ads ran without a disclaimer,250000,1
113172264707511,Ital Cauchos RuedaMax San Cristóbal,These ads ran without a disclaimer,250000,1
108205938408207,Movernos Venezuela,These ads ran without a disclaimer,250000,1
115551295765747,Mauricio Almeida - Alcalde,These ads ran without a disclaimer,250000,1
107970038568427,Rafael Duarte RAH,These ads ran without a disclaimer,250000,1
100163782461096,Jenifer Azar,These ads ran without a disclaimer,250000,1
110705937791451,"Tiendas DTB, C.A.",These ads ran without a disclaimer,250000,1
100120102370840,geroproducciones,These ads ran without a disclaimer,250000,1
102518422537368,zonaextremamontalban,These ads ran without a disclaimer,250000,1
2016107191752543,Angel Machado,an advertiser in Venezuela,250000,1
103160219449276,Lilys Osuna,These ads ran without a disclaimer,250000,1
109611224176388,Mixedtape Podcast,These ads ran without a disclaimer,250000,2
106611440748621,Juan Urdaneta Maracaibo,These ads ran without a disclaimer,250000,1
103676269179944,kromimarket,These ads ran without a disclaimer,250000,1
100198479731041,David Iglesias IA,These ads ran without a disclaimer,250000,1
104080635627169,somosgremio8,These ads ran without a disclaimer,250000,1
1415703501809351,Jesus Eduardo Rico,These ads ran without a disclaimer,250000,1
103586155830914,susan_applewhite,These ads ran without a disclaimer,250000,1
163104167167132,Bandera Roja,These ads ran without a disclaimer,250000,2
112598588436075,notituy24,These ads ran without a disclaimer,250000,1
102411948794209,libreria_naguanagua,These ads ran without a disclaimer,250000,1
0,Instagram User 3521866933,These ads ran without a disclaimer,250000,1
108833108411373,juanpablogonzalezv_,These ads ran without a disclaimer,250000,1
100525092648906,Juntos por Táchira Oficial,These ads ran without a disclaimer,250000,1
123352190678425,Lucenartv,an advertiser in Venezuela,250000,1
0,Instagram User 534940930,These ads ran without a disclaimer,250000,1
101124179131418,doralvoice,These ads ran without a disclaimer,250000,1
223425184475564,Julio Montoya Oficial,These ads ran without a disclaimer,250000,1
107216098727629,adolfo_gaffoglio,These ads ran without a disclaimer,250000,1
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,250000,1
104837068119283,paticassolidarias,These ads ran without a disclaimer,250000,1
196980193494631,Sucesión Auristela Muñoz de Rondón,These ads ran without a disclaimer,250000,2
101091652257141,Oneiber Peraza,These ads ran without a disclaimer,250000,1
858692494244840,"Casas De Walker - Brenda and Chris Walker, Keller Williams PSL",These ads ran without a disclaimer,250000,1
105624122356019,libertarios_dominicanos,These ads ran without a disclaimer,250000,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,249854,7
1392286137657957,Jorge Rios Diseñador,These ads ran without a disclaimer,248327,1
1623553221248709,Dj Yeison E.A.C,These ads ran without a disclaimer,247023,1
458679087668202,Mi Congreso,These ads ran without a disclaimer,246322,1
1845702952345269,Dra. Tulia Copete,These ads ran without a disclaimer,245424,1
185139171667,Daymond John,These ads ran without a disclaimer,245000,5
117185277977014,Angel Guzman,These ads ran without a disclaimer,245000,1
101301149426994,Maestro Garden,These ads ran without a disclaimer,242500,1
121246644303999,Ecos de 1886,These ads ran without a disclaimer,240967,2
398303717610007,Sawa Organisation,These ads ran without a disclaimer,240000,3
663552807155256,Orlando Tito Moya,These ads ran without a disclaimer,240000,1
181532391707250,Mi Mapa de Venezuela no incluye Esequibo,These ads ran without a disclaimer,240000,3
180991431775034,Ticosoft Futuro Digital,These ads ran without a disclaimer,237649,1
442714592765048,Mayra Berenice En Vivo,These ads ran without a disclaimer,237386,2
104015742220554,Mimic,These ads ran without a disclaimer,235002,7
101912155343089,Expreso de las Mañanas,These ads ran without a disclaimer,235000,1
100500866463072,miss_altovalor,These ads ran without a disclaimer,234588,1
157568834301930,UNOPS,These ads ran without a disclaimer,233830,3
101349122508290,Dr Sanquetta,These ads ran without a disclaimer,232910,2
105414335279632,El Mundo Necesita Ayuda,These ads ran without a disclaimer,232666,1
1681705818787042,Soy NNDX,These ads ran without a disclaimer,232666,1
112109935063365,El Compa Cacho,These ads ran without a disclaimer,232666,1
120949370948049,Evolución Mental,These ads ran without a disclaimer,232666,1
6756153498,Mike Bloomberg,These ads ran without a disclaimer,232500,2
104906661964179,justobermudezve,These ads ran without a disclaimer,232500,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,230000,13
102093685620627,Best Diplomats,These ads ran without a disclaimer,229991,1
107014481736920,larepisadeelena,These ads ran without a disclaimer,227580,3
475977265936188,Roberto Pernas-Alonso,These ads ran without a disclaimer,227580,1
204847128458,World Parrot Trust,These ads ran without a disclaimer,227500,4
252224197980016,Cuba Liberación Negra,These ads ran without a disclaimer,227500,1
40775064593,Microsoft AI Cloud Partner Program,These ads ran without a disclaimer,226928,2
1421446081405756,Cáritas América Latina y El Caribe,These ads ran without a disclaimer,226481,3
1842745336038461,Obras Civiles - Universidad de Santiago,These ads ran without a disclaimer,226057,1
