Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
363940644005754,Shanan Halbert- MP for Northcote,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",7999,38
108816109145500,CONVERSE,These ads ran without a disclaimer,7935,3
102500959802535,World Vision New Zealand,World Vision New Zealand,7802,136
104475668006882,PowerFinance,Asad Naseem,7773,39
1820592608152727,Tim van de Molen MP,Parliamentary Service on behalf of Tim van de Molen - MP for Waikato,7725,117
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7719,3
102395906106072,Mayor Wayne Brown,"Office of the Mayor of Auckland, New Zealand",7665,17
106088622052245,Wayne Brown,Wayne Brown for Mayor,7610,64
203953359629611,Voice For Life,Voice for Life,7584,76
2030895883657543,Saunoamaali’i Karanina Sumeo - EEO Commissioner,New Zealand Human Rights Commission,7557,20
157304364437,SPCA New Zealand,These ads ran without a disclaimer,7557,5
179702758877599,Tania Tapsell,Tania Arihia Tapsell,7538,28
295784974090482,Chlöe Swarbrick,Gwen Shaw,7342,20
100278988277160,Simon Watts MP for North Shore,S Watts - MP for North Shore,7327,401
867962259958927,Airinum,These ads ran without a disclaimer,7175,123
209221986221719,Nicola Willis MP,Parliamentary Service on behalf of Nicola Willis MP,7101,26
189426624430626,Christchurch City Council,Christchurch City Council,7043,68
100272638114473,Tim Costley for Ōtaki,Ōtaki National Party,6937,54
11870725774,Greenpeace Aotearoa,These ads ran without a disclaimer,6899,27
159849344077445,Z Energy,Z Energy,6875,16
122937744404283,Paul Eagle,Paul Eagle for Mayor,6818,160
448287635297180,Otago Regional Council,Otago Regional Council,6786,19
259518901205514,Hon Dr Nick Smith,Nick Smith MP,6744,29
110910531830985,David MacLeod for New Plymouth,"David MacLeod, National Party Candidate for the New Plymouth Electorate",6703,44
347158659279317,Sustainable New Zealand Party,Sustainable New Zealand Party,6653,109
342402452773308,Birth Time,Birth Time,6594,14
260667721336522,We are Aotearoa New Zealand,Te Rangi O Te Atua Daniel John Tahau Jobe,6590,15
553328661702009,Employment New Zealand,These ads ran without a disclaimer,6524,8
1784940668493757,Let's Get Wellington Moving,Laufili Lavulo,6411,3
700679639984258,Kāpiti Coast District Council,Kāpiti Coast District Council,6405,46
451907931984042,Speak Up For Women NZ,Speak Up For Women NZ,6348,27
101853078451654,Orphee Mickalad for Palmerston North City Council,Orphee Guyree Mouithys Mickalad,6345,33
110647840532680,Merge Mayor,These ads ran without a disclaimer,6256,7
139532629895,Alzheimers New Zealand,Alzheimers New Zealand,6140,26
105622742826296,City Vision,City Vision,6059,41
418165921609515,End of Life Choice,End-of-Life Choice Society of NZ Inc,6052,36
936044653121035,Labour Māori Caucus,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",6000,18
111483558107087,Gulf Users Group,Hauraki Gulf Users Group,5935,25
607146969336328,nib New Zealand,These ads ran without a disclaimer,5922,12
179342172711193,Dan Bidois,Daniel Michael Bidois,5813,12
1742522539126420,Mr Geometric,MrGeometric Ltd,5795,101
339779612780490,Euthanasia Debate NZ,Euthanasia-Free NZ,5745,21
105534772373969,NZ News Essentials,NZ News Essentials,5709,39
100696438234003,Dale Stephens for Christchurch Central,Dale Stephens,5703,26
192076123581,EastPack Limited,EastPack Limited,5682,3
667708756580711,Matt Doocey MP,Matthew Doocey,5616,31
84284465067,Easyread - helping children to read and spell made easy with visual phonics,These ads ran without a disclaimer,5611,8
113846130364869,Rima Nakhle for Takanini,New Zealand National Party (Takanini Electorate),5588,203
133758444883,Palmerston North City Council,Palmerston North City Council,5573,38
100485764982266,Only One,These ads ran without a disclaimer,5559,12
1786620854689052,Dr Gaurav Sharma for Hamilton West,NZ Parliamentary Service on behalf of Dr Gaurav Sharma MP,5434,66
148662045166231,Bay of Plenty Regional Council,Bay of Plenty Regional Council,5399,21
1423303931256342,Electric Kiwi,Electric Kiwi,5328,6
319749898114045,Jackpot Party Casino Community,These ads ran without a disclaimer,5296,3
111238011636596,David Meates for Mayor,David Meates for Mayor,5253,55
731221207057489,Cameron Luxton - ACT Tauranga,ACT,5245,54
454557294670525,BayBuzz,BayBuzz,5149,219
118409591525204,Barnardos New Zealand,Barnardos New Zealand,5140,5
1014138815273848,National Business Review,National Business Review,5118,77
216990865348,Manurewa-Papakura Action Team,Manurewa-Papakura Action Team,5109,51
337477311451,New Zealand Labour Party,"NZ Labour Party, Auth by R Salmond, 160 Willis St WLG",5087,28
114619669912619,Vision New Zealand,Vision New Zealand,5071,4
108477807609388,Real Kiwi Heroes,These ads ran without a disclaimer,5071,19
201340000036663,Ashburton District Council,Ashburton District Council,5037,60
111314207117924,Cameron Lord - TOP candidate for Mt Albert,Cameron Lord - TOP candidate for Mt Albert,5003,50
6172127502,Vodafone New Zealand,These ads ran without a disclaimer,5000,1
456192634526606,Gerry Brownlee,New Zealand National Party,4963,1
106234625226591,Today FM New Zealand,Today FM,4958,29
206932501046,Habitat for Humanity New Zealand,Habitat for Humanity New Zealand,4928,41
705422666171288,Chris Bishop,NZ Parliamentary Service on behalf of Chris Bishop MP,4920,17
161350197211948,NORML New Zealand Inc.,NORML New Zealand Inc.,4883,99
158333244229278,KidsCanNZ,KidsCan Charitable Trust,4821,8
237947643082869,Fletcher Tabuteau for Mayor,Vote Fletch,4779,15
174718875908390,Westpac NZ,Westpac New Zealand,4775,9
103157862573024,Aotearoa NZ for UNHCR,These ads ran without a disclaimer,4763,26
164979016849070,Te Herenga Waka—Wellington Uni,Te Herenga Waka—Wellington Uni,4750,14
111449824668539,Humans of Family Court Aotearoa,Humans of Family Court Aotearoa,4685,16
197006887611387,Citizens Advice Bureau NZ,CABNZ,4679,55
240170506337068,Pet Refuge NZ,These ads ran without a disclaimer,4590,11
109826557071160,Uptime,These ads ran without a disclaimer,4541,10
102279102584191,Chris Woodhams for Waipā Mayor,Christopher Woodhams,4532,38
120299734681879,Shine,Shine,4510,22
483458895486804,Te Tūāpapa Kura Kāinga – Ministry of Housing and Urban Development,Te Tūāpapa Kura Kāinga - Ministry of Housing and Urban Development,4510,163
110691936422646,Crux,Crux,4390,30
289734951595,NZEI Te Riu Roa,NZEI Te Riu Roa,4355,22
116840435045124,Napier City Council - Te Kaunihera o Ahuriri,Napier City Council,4348,63
104674002067515,Communities 4 Local Democracy He hapori mō te Manapori,Communities 4 Local Democracy,4323,3
74410368422,Mental Health Foundation of New Zealand,Mental Health Foundation,4250,3
1966810880200146,NZ Funds,These ads ran without a disclaimer,4200,3
115195056703042,Rawiri Waititi MP,Christina Ross Wikitoria Tamihere,4175,36
115195056703042,Rawiri Waititi MP,Māori Party,4170,88
1773066936269493,Danielle Grant for Council,Danielle Grant for Council,4130,29
1609645495950424,James Shaw,The NZ Parliamentary Service on behalf of the Green Party,4100,28
182047568518433,Phil Twyford,NZ Parliamentary Service on behalf of Phil Twyford MP,4090,40
204578546265188,Thames-Coromandel District Council,Thames-Coromandel District Council,4085,2
344622259591423,Advisme,These ads ran without a disclaimer,4025,1
100195979464648,Viv Beck,Viv Beck for Mayor,4012,48
485616841493780,Mayor Campbell Barry,Campbell Nicholas Barry,4005,28
741385189214656,Spark,Spark,4000,8
112668816772019,sheepincluded,These ads ran without a disclaimer,3987,22
106412272201138,John Watson & Wayne Walker for Albany,Vote John WATSON & Wayne WALKER,3958,42
109302730923710,ALCP,Aotearoa Legalise Cannabis Party,3956,6
693265774867767,Caleb Isaacs for Coastal,Caleb for Coastal,3874,44
101308863253458,Northland Regional Council,Northland Regional Council,3869,235
329763127355356,Councillor Sam MacDonald,Sam Thomas Macdonald,3864,57
667708756580711,Matt Doocey MP,Parliamentary Service,3821,23
2202229243381304,The Vocal Minority,These ads ran without a disclaimer,3735,16
259518901205514,Hon Dr Nick Smith,Parliamentary Service on behalf of Nick Smith,3732,19
106065484513801,Merge Friends,These ads ran without a disclaimer,3726,16
102029038977588,Mayor Tory Whanau,Tory Whanau,3717,33
121956660842544,Grant McCallum,New Zealand National Party (Northland Electorate),3670,28
108671730551254,"Debbie Ngarewa-Packer, MP",Debbie Ngarewa-Packer,3651,51
604742389649107,Seekers Notes,These ads ran without a disclaimer,3632,12
109823334046268,Novels and Fiction Stories - G o o d  Novel,These ads ran without a disclaimer,3620,83
280589468774115,Anna Lorck - ALL 4 Tukituki,NZ Parliamentary Service on behalf of Anna Lorck MP,3616,20
107884052572277,Waatea News,Waatea News,3611,9
266147123497304,Creative New Zealand,Creative New Zealand,3600,34
100103048033343,Mark Crofskey,Mark Baden Crofskey,3567,41
236624143053970,ifaw,These ads ran without a disclaimer,3553,111
181042811907658,Brightr,These ads ran without a disclaimer,3514,1
108222547218804,Ajay Bal,Migration Experts,3496,8
100980738491568,News in Bullets,These ads ran without a disclaimer,3487,15
98673036962,ROLDA,These ads ran without a disclaimer,3476,68
1360760260637156,CountryLine,These ads ran without a disclaimer,3452,10
266790296879,Bloomberg,These ads ran without a disclaimer,3434,18
104174354363267,Christopher Luxon,Christopher Luxon,3419,52
103435022505711,Toby Malcolm - Candidate for Hibiscus & Bays Local Board,Ian Toby Malcolm,3397,43
112432753852480,Helen Cartwright,Helen Cartwright,3385,26
219289338105607,Volvo Car New Zealand,Volvo Cars New Zealand,3369,12
758356707625505,The Buzzy Kiwi,Stephen Geoffrey Mcdowell,3368,9
556307827738113,Paul Lonsdale - Council Candidate for Halswell,Paul John Lonsdale,3364,30
148043358567215,Hawke's Bay Regional Council,Hawke's Bay Regional Council,3359,145
117997265415910,James McDowall MP,James Samuel Mcdowall,3331,47
19746387261,Humane Society International,These ads ran without a disclaimer,3307,153
6089267850,Massey University,Massey University,3250,22
103901155591761,Vote W.Izard for Mayor,Nowell William Izard,3245,43
1007678625957002,New Zealand Outdoors & Freedom Party,Kerry James Goodhew,3231,39
100278988277160,Simon Watts MP for North Shore,Parliamentary Service on behalf of Simon Watts MP,3231,76
110884147007932,Dr Anae Neru Leavasa MP,NZ Parliamentary Service on behalf of Dr Anae Neru Leavasa MP,3202,34
106113281121086,Emily Henderson MP,NZ Parliamentary Service on behalf of Emily Henderson MP,3184,20
515807142084813,Family for Every Child,These ads ran without a disclaimer,3177,27
112767333920010,Save Women's Sports Australasia,Save Women's Sport Australasia,3126,13
109439615316279,Just Say No,Just Say No,3102,5
175465665824008,Queenstown NZ,Queenstown NZ,3099,49
117997265415910,James McDowall MP,ACT,3095,22
102354862041584,"It's time, Canterbury",Environment Canterbury,3075,19
106421700708033,James Barron - 45O1,James Ross Barron,3066,53
210192189326526,Shopify Plus,These ads ran without a disclaimer,3047,3
109968074856008,Love Our Forests,These ads ran without a disclaimer,3039,5
113151808714529,Beef + Lamb New Zealand,Beef + Lamb New Zealand,3036,6
209270499108646,SPPU - The Salvation Army Social Policy & Parliamentary Unit NZ,SPPU - The Salvation Army Social Policy & Parliamentary Unit NZ,3032,36
705422666171288,Chris Bishop,Chris Bishop,3011,20
1539985546095594,Matthew Small,Matthew John Small,3003,124
514370775331119,Chris Penk MP,Parliamentary Service on behalf of Chris Penk MP,3000,71
106125474475801,Advance NZ / NZPP,Advance NZ authorised by J Ross 309 Botany Rd,2985,11
101951685875953,Olivia Wensley for Mayor of QLDC,Olivia Wensley,2985,33
135936716416617,Hato Hone St John,St John New Zealand,2965,10
139532629895,Alzheimers New Zealand,These ads ran without a disclaimer,2925,15
167649839918105,Nelson City Council,Nelson City Council,2923,52
103457394356518,Terisa Ngobi - MP for Ōtaki,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",2905,35
106681844465439,Olly Newland,Oliver Michael Newland,2899,44
113474874679924,John Riddell Local Government Elections 2022,John Riddell,2878,43
108614781774846,Mahi For Ukraine,Mahi For Ukraine,2876,8
1376728265800742,Troy Elliott for Maungakiekie-Tāmaki,Troy Elliott for Maungakiekie-Tāmaki,2869,25
112232236102690,Geoff Hayward for Onepoto,Geoff Hayward,2866,14
100113565101028,Vanushi Walters MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",2839,11
408858609974128,Philip Redmond - Waimakariri District Councillor,Philip Ivan Redmond,2829,39
223478994470223,Denise Lee,Denise Lee MP,2820,35
108317184345514,Every Kiwi Vote Counts,Every Kiwi Vote Counts,2800,23
110836067387236,We Do,Friends & Friends of Friends,2796,65
104174354363267,Christopher Luxon,Parliamentary Service on behalf of Christopher Luxon MP,2791,3
101900871163735,AFreshApproach,AFreshApproach,2786,21
109852135094408,Renee Walker Council Candidate for Riccarton,Renee Walker,2775,21
169566796514206,Brian Tamaki,Apostle Bishop Brian Tamaki,2771,24
174989809652026,Gambling Helpline New Zealand,These ads ran without a disclaimer,2769,2
106059942804231,Michael Wood,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",2748,35
155766357850326,Horizons Regional Council,Horizons Regional Council,2710,10
107937407609923,Arena Williams MP,NZ Parliamentary Service on behalf of Arena Williams MP,2704,37
1195327130511232,Northland Local Elections,Northland Regional Council,2699,28
201930100306561,Lawrence Yule MP,Lawrence Yule Member of Parliament for Tukituki,2687,12
110940591477158,Cr Michael Law,Michael Law,2666,39
102199515032300,Stefan Speller,Stefan Reg Speller,2643,16
283021185392481,Sunil Kaushal for Henderson-Massey Local Board,Sunil Timothy Kaushal,2643,30
1382593808665877,Manawatū District Council,Manawatū District Council,2634,28
2322140634560222,Erika Harvey - NZ First Candidate for Tauranga,Erika Harvey,2633,49
100281782873297,Aged Care Matters,Aged Care Matters,2630,14
665157956856519,StudyTime NZ,StudyTime NZ,2626,115
106505307584929,Ministry of Health - Manatū Hauora,These ads ran without a disclaimer,2601,6
104422124255686,Denis Tegg,Denis Charles Tegg,2594,51
1573441899601646,Hismile,These ads ran without a disclaimer,2567,33
108172151821394,Vote Murihiku 2022,Invercargill City Council,2561,8
236810173054205,Malaghan Institute of Medical Research,These ads ran without a disclaimer,2561,4
451936698281378,Cancer Society of Otago & Southland,Cancer Society Otago & Southland Division,2534,66
1633050326957252,ID Agent,These ads ran without a disclaimer,2519,5
297551197024816,Shane Jones,New Zealand First Northland,2503,18
23625700722,Oxfam,These ads ran without a disclaimer,2495,86
1499637530318612,Greg Sayers - Councillor for Rodney,Gregory Alan Sayers,2482,42
1004781879594251,John Sunckell ECan Councillor,John Sunckell,2479,3
257830320979712,Office of the Privacy Commissioner (New Zealand),Office of the Privacy Commissioner - Te Mana Mātāpono Matatapu,2475,8
104788439556984,QV,Quotable Value,2473,24
198518346826207,University of Otago,These ads ran without a disclaimer,2456,3
106355811981476,IMM,These ads ran without a disclaimer,2455,3
1695889637360770,Hempire,These ads ran without a disclaimer,2453,22
101986219260594,Paula Muollo for Paekawakawa Southern Ward,John Smith Serepisos,2451,14
92809692000,Three,Three,2450,6
103275481046043,Andrew Whiley for Council,Andrew Peter Whiley,2425,10
363940644005754,Shanan Halbert- MP for Northcote,Shanan Halbert,2401,17
559020010842423,Judith Collins,NZ Parliamentary Service on behalf of Judith Collins MP,2400,18
101776641434969,The Shrewd Investor Club,These ads ran without a disclaimer,2396,27
105234305003662,Tauranga Ratepayers' Alliance,Tauranga Ratepayers' Alliance,2388,57
37547788323,UNICEF Aotearoa,Christopher Phillip Lane,2368,32
197511563726276,Waikato District Council,Waikato District Council,2358,30
106614702092274,Jose Gonzalez - your candidate for Hamilton West,Jose Manuel Gonzalez Gutierrez,2356,47
108723881384380,Freba,These ads ran without a disclaimer,2350,3
282174425155343,Rotorua Lakes Council,Rotorua Lakes Council,2339,45
233071308624200,"More For You, Better for Climate","More for you, Better for Climate",2337,19
108879142526260,Environment Centre Hawke's Bay,Sustaining Hawkes Bay Trust (Trading as Environment Centre Hawke's Bay),2335,17
305655596286980,Paul Goldsmith,NZ Parliamentary Service on behalf of Paul Goldsmith MP,2330,54
262814190590994,OPES Partners,These ads ran without a disclaimer,2308,26
1371636986237477,Jessica Hammond,Jessica Hammond,2300,29
431157500752988,Councillor Rebecca Matthews,Councillor Rebecca Matthews,2293,9
101513606000665,Toni Biddle for Mayor of Invercargill,Toni Biddle,2286,32
106113281121086,Emily Henderson MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",2283,28
12118521046,Councillor James Gough,James Tracy Gough,2280,37
108834594097806,Bernadette Soares,Bernadette Soares - New Conservative Candidate for Upper Harbour,2274,67
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,2270,5
114972633525483,Tile fun,These ads ran without a disclaimer,2264,1
116547828374834,Whitcoulls,These ads ran without a disclaimer,2250,3
108216269242463,The University of Waikato,The University of Waikato,2250,12
408747529491004,Department of Conservation,These ads ran without a disclaimer,2227,15
149038658576741,Independent Citizens,"Independent Citizens Association, Christchurch",2217,27
106237684872086,Cook Islands Democratic Party,Tevita Akamini Tangaroa Mainaqaraqara Domocokai Vakalalabure,2201,96
1014138815273848,National Business Review,These ads ran without a disclaimer,2182,3
7783116506,Animals Asia,These ads ran without a disclaimer,2174,251
101695151651432,Emma Mellow for Auckland Central,Emma Jane Mellow-Sandford,2171,42
115366836686423,Regrow My Planet,These ads ran without a disclaimer,2162,400
106926884468771,Equall,Equall App Ltd,2160,4
108216087530203,Te Pae Herenga o Tāmaki,Te Pae Herenga o Tāmaki,2155,50
111518076963780,Nicola Grigg MP,Parliamentary Services NZ on behalf of Nicola Grigg MP,2148,17
100384699325612,Kelly Barber for Council - Burwood Ward 2022,Kelly John Ashby Barber,2140,15
103041014527214,Jake Bezzant for Upper Harbour,New Zealand National Party (Upper Harbour Electorate),2129,9
146579792170296,Democracy Action,Democracy Action,2126,38
564091457036800,Todd Muller MP,Todd Muller MP,2124,10
128925680474602,Te Taumata Toi-a-Iwi,Kerry-Anne Nelson,2117,24
28928259418,"Saïd Business School, University of Oxford",These ads ran without a disclaimer,2117,3
313683578822659,Alamour The Label,These ads ran without a disclaimer,2101,7
123366139713,NZUSA - New Zealand Union of Students' Associations,New Zealand Union of Students' Associations,2093,10
436732829817775,Rotorua District Residents and Ratepayers,Reynold Macpherson,2092,98
