Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
108675458379147,Liczy się energia,Liczy się energia,74956,5
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,74765,58
1593828134172917,Open Eyes Economy,Open Eyes Economy,74152,342
160341610647590,Łukasz Gibała,Łukasz Gibała,73889,168
102931488739,Platforma Obywatelska,Platforma Obywatelska RP,73771,134
311766890555,Fundacja Batorego,Fundacja Batorego,73499,457
195400413904081,Prof. Zbigniew Girzyński,Komitet Wyborczy Prawo i Sprawiedliwość,71657,7
557305027641691,Prof. Ryszard Legutko,European Parliament ECR Group,71240,27
999568213449974,"Solpower - Fotowoltaika, magazyny energii, wiaty fotowoltaiczne",Łukasz Zbigniew Czerwiński,70135,182
140982409255721,Miłość nie wyklucza,Miłość nie wyklucza,70094,85
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",70036,505
165245993503617,Mercedes-Benz Polska,These ads ran without a disclaimer,69620,16
148900455137471,Wyborowa Wódka,These ads ran without a disclaimer,68984,10
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii,68696,943
114972633525483,Tile fun,These ads ran without a disclaimer,68435,1
342536459089859,Beata Kempa,Grupa EKR - Beata Kempa MEP,68237,40
517037508369297,zrzutka.pl,These ads ran without a disclaimer,68194,45
376660699164364,Rafał Komarewicz - Poseł na Sejm RP,Rafał Paweł Komarewicz,67462,279
137877409609952,Lewica,Nowa Lewica,67291,184
127925800618165,Socialists and Democrats Group in the European Parliament,Socialists and Democrats Group in the European Parliament,67000,48
152299864806918,Bartosz Arłukowicz,Bartosz Arłukowicz,66757,207
1496105257172584,Ministerstwo Rozwoju i Technologii,"Ministerstwo Rozwoju, Pracy i Technologii",66563,148
286672948180163,Tomasz Trela,Poseł Tomasz Trela,66142,1655
336438736394843,Wydawnictwo AGORA,Wydawnictwo AGORA,65560,1714
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,64087,256
147284671976535,Jak wygrać wybory? Praktycznie o kampaniach wyborczych,Jacek Babiel,63856,572
521216701360487,MURATOR,MURATOR,63676,603
457690554629140,Narodowy Instytut Architektury i Urbanistyki,Narodowy Instytut Architektury i Urbanistyki,63111,129
256314858405394,Paweł Olszewski,Paweł Olszewski,62869,248
15087023444,Nike,These ads ran without a disclaimer,62624,1
101495964956858,Verba Veritatis • Instytut do Walki z Antypolonizmem,Verba Veritatis • Instytut do Walki z Antypolonizmem,62359,30
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,62022,208
405824882955092,Kocham Mazowsze,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,61489,387
105670971142883,Dresler Consulting - wspieramy rozwój biznesu,Marek Watoła,61241,168
100392322548102,Lekarze bez Granic,"Fundacja ""Lekarze bez Granic""",60809,215
371981706755861,Kierunek na NOXy,OS3 Sp. z o. o.,60405,383
118055394941878,ABB,OS3 sp. z o.o.,60365,346
110109212411292,VELUX,VELUX,60000,12
102577288350341,Super Biznes,se.pl,59972,441
163488137165461,E.ON Polska,E.ON Polska,59907,333
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,59423,353
173184660508,Centrum Myśli Jana Pawła II,Centrum Myśli Jana Pawła II,59367,478
257593184447834,Władysław Kosiniak-Kamysz,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Władysława Kosiniaka-Kamysza,59293,67
1227194230675141,Pratia,These ads ran without a disclaimer,59250,98
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,59043,717
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,59028,173
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,58900,654
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,58708,190
104330734389743,Wolnorynkowy.pl,Willa Anielin,58177,447
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,58133,171
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",57849,170
376660699164364,Rafał Komarewicz - Poseł na Sejm RP,KWW Rafała Komarewicza Kraków Trzecia Droga,57303,85
487587700423,Miasto Gdańsk,Miasto Gdańsk,57056,197
107265068092174,Onet Premium,Ringier Axel Springer Polska,57014,153
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,56995,481
312204349288060,Mariusz Gosek,Mariusz Gosek,55478,574
2030215917007850,Stefan Krajewski,KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI,55398,57
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,55237,200
175265462526365,Ośrodek Twórczej Interwencji OTi,Ośrodek Twórczej Interwencji OTi - Katarzyna Adamska,55170,69
1607487699534202,Krzysztof Hetman,Krzysztof Hetman,54783,377
328190797653238,Fundacja Alberta Schweitzera,Fundacja Alberta Schweitzera,54439,39
732473396814232,Columbus Energy,These ads ran without a disclaimer,54214,82
959387840744974,Bezpartyjni Samorządowcy,Komitet Wyborczy Bezpartyjni Samorządowcy,53535,38
371359310400318,Janusz Kowalski,Janusz Kowalski,53421,173
203675933025899,Ministerstwo Kultury i Dziedzictwa Narodowego,Ministerstwo Kultury i Dziedzictwa Narodowego,53055,221
102931488739,Platforma Obywatelska,KKW Koalicja Obywatelska PO .N iPL Zielon,52908,25
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,52503,257
311146282079732,Bruksela To Nie Kurort,Full Beam Media,51944,44
436111276479085,Sieć Obywatelska - Watchdog Polska,Sieć Obywatelska - Watchdog Polska,51562,1016
392825617399575,wGospodarce.pl,wGospodarce.pl,51306,341
202813996476257,Podlaski.info,Tygodnik Podlaski,50722,439
612725748801524,Karol Karski,Komitet Wyborczy Prawo i Sprawiedliwość,50696,41
107971230622325,Ministerstwo Finansów,Ministerstwo Finansów,50513,94
705234266283291,Niepłodni Razem,Sylwia Bentkowska,49952,286
376101312892,Miasto Poznań,Miasto Poznań,48928,129
8340223883,Avaaz,Avaaz,48838,25
1539769832715676,Ogólnopolski Strajk Kobiet,Ogólnopolski Strajk Kobiet,48552,17
196722357090264,Polskie Stowarzyszenie Energetyki Wiatrowej - PSEW,Polskie Stowarzyszenie Energetyki Wiatrowej,48505,116
1480642642217482,Marcin Dmowski,Marcin Antoni Dmowski,48373,192
8657329535,Telekom Electronic Beats,These ads ran without a disclaimer,48367,16
180134978723172,Centrum Praw Kobiet,Anna Kryshtafovych,48341,170
76134197129,Radio TOK FM,Radio TOK FM,48311,124
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,48003,220
136932946358747,Michał Dworczyk,KW Prawo i Sprawiedliwość,47869,283
104884392877324,Alivia,These ads ran without a disclaimer,47864,95
333409683428621,Nowa Konfederacja,Fundacja Nowa Rzeczpospolita,47733,208
425196744741236,Lepiej bez smogu,Isover,47638,123
105636040979969,Polska 2050,KKW Trzecia Droga PSL - PL 2050 Szymona Hołowni,47404,114
373903230004337,35. Rok Wolności,These ads ran without a disclaimer,47347,66
108015612575658,Forbes.pl,Forbes.pl,47186,373
160181130796814,Fundacja ADRA Polska - ADRA Poland,Fundacja ADRA Polska,47070,96
100545999374651,Krynica Forum,Krynica Forum,46689,171
257593184447834,Władysław Kosiniak-Kamysz,KKW Trzecia Droga PSL-PL2050 Szymona Hołowni,46593,68
1613320612064848,Dedoles.pl,These ads ran without a disclaimer,46363,9
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,45878,138
503202659703049,UNEP/GRID-Warszawa,Centrum UNEP/GRID-Warszawa przy użyciu kuponów reklamowych Facebooka,45868,24
1019708791407748,Wiesław Różyński,KKW Trzecia Droga PSL-PL2050 Szymona Hołowni,45761,272
148097975226385,Party of European Socialists,Party of European Socialists,45701,14
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,45614,52
106464864246053,PZBuk,These ads ran without a disclaimer,45538,41
611173789051754,BOŚ Bank,BOŚ Bank,45523,85
373330199849811,Murapol- Najlepsze miejsca na świecie,Murapol,45462,569
1967695263556184,Sylwia Spurek,The Grens/EFA in the European Parliament,45418,118
543228812481111,Donald Tusk,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,44999,9
26479200307,Polska Akcja Humanitarna (PAH),Polska Akcja Humanitarna (PAH),44848,133
295830137207924,Marek Sowa       Poseł na Sejm RP,KKW Koalicja Obywatelska,44711,136
821489871370233,Rafał Romanowski,Romanowski Rafał,44501,247
648495745485275,Adrian Witczak - Poseł na Sejm RP,Adrian Witczak - Poseł na Sejm RP,44416,284
1418993884987404,BASF,These ads ran without a disclaimer,44391,17
141833139301,Krzysztof Bosak,KW Kandydata na Prezydenta Rzeczypospolitej Polskiej Krzysztofa Bosaka,44252,29
108567461681538,"Polska Katolicka, nie laicka","Polska Katolicka, nie laicka",44126,20
391098174296294,Super Express,Super Express,44016,190
376660699164364,Rafał Komarewicz - Poseł na Sejm RP,Rafał Komarewicz,44013,252
1491476861156693,Marie Zélie,These ads ran without a disclaimer,43834,73
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,43500,262
106311492565265,Za Wolność,ZA WOLNOŚĆ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,43458,286
686125628235251,Szkolenia dofinansowane,Perfect English,43358,432
627318417784097,Biokinetica Badania Kliniczne,Aleksander Marek Kiecana,43330,34
515725191889934,Fundusze Europejskie dla Łódzkiego,Zmieniamy Łódzkie,43315,506
168737999982045,Visegrad Insight,Visegrad Insight,42970,538
142218132483199,Kasa Stefczyka,Kasa Stefczyka,42859,139
114265080356649,EuroKlima - Energy,EuroKlima Energy,42526,54
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,42521,88
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,42262,159
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,42118,16
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,41894,1207
111574187152755,Bolt Food,These ads ran without a disclaimer,41844,6
100600111478700,Nowa Energia Dla Łodzi,VEOLIA NOWA ENERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,41794,568
1722014601383331,BGK - Bank Gospodarstwa Krajowego,These ads ran without a disclaimer,41676,189
110297173883420,Stanisław Mazur na prezydenta Krakowa,Komitet Wyborczy Wyborców Stanisława Mazura,41642,111
129626970836,inFakt,inFakt,41594,939
160341610647590,Łukasz Gibała,KWW Łukasza Gibały - Kraków dla Mieszkańców,41588,187
118890385502947,"Sprawdź, kto oferuje Ci prąd i gaz",Clickad Interactive,41489,26
174480419336,Wyborcza.pl Wrocław,Wyborcza.pl Wrocław,41434,146
453065345039393,Katowice Dziś,Katowice Dziś,41133,169
113356018705476,Rzeczpospolita,Rzeczpospolita,40948,158
110876148028220,Izabela Bodnar - Posłanka na Sejm RP,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,40681,81
171382802698,Klub Jagielloński,Klub Jagielloński,40418,250
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,40314,325
50063176484,TVN24,TVN24,40303,84
28312410177,World Food Programme,These ads ran without a disclaimer,40179,234
169913419732194,Michał Jaros,Michał Jaros,39987,1063
2215190752031133,Sven Zagała,KW Wiosna Roberta Biedronia,39608,116
