Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
103224492427979,Gfhjdfh,These ads ran without a disclaimer,494,1
122422504478404,至善高級中學,These ads ran without a disclaimer,493,2
184565037000155,克拉女子,These ads ran without a disclaimer,493,5
1668813320116227,股期一陽指－邱奕良,These ads ran without a disclaimer,493,5
134699156554812,李中愛台中,These ads ran without a disclaimer,493,4
104403231478259,科技生活風x湯尼大叔,These ads ran without a disclaimer,493,1
100951641500524,１７手作,曾奕齊,493,1
549704752167261,葡萄Boy ʕ •ᴥ•ʔ,These ads ran without a disclaimer,493,1
1703943926379406,簡士強 豐林里大小事,These ads ran without a disclaimer,492,1
100742085249223,陳淑亭,These ads ran without a disclaimer,492,1
103367329416114,速補專業汽車玻璃修補彰化店,These ads ran without a disclaimer,492,1
101161509350649,李碧雲，與您同行點耀中埔！,These ads ran without a disclaimer,492,2
157373100793593,Do The Right Thing 做對的事,These ads ran without a disclaimer,492,4
101912591354901,麗貝樂 Libero TW,These ads ran without a disclaimer,492,1
108015208355188,BGYM 比勁-專業健身器材,These ads ran without a disclaimer,492,2
1615326462045710,Bibado,These ads ran without a disclaimer,492,1
102571712071801,Mission 6,These ads ran without a disclaimer,491,5
185299511336494,頭條開講-周玉琴,These ads ran without a disclaimer,491,3
112110984259998,Ai程式交易室,These ads ran without a disclaimer,491,2
424371884974227,中和鎮福宮,These ads ran without a disclaimer,491,3
132876953421064,獨立人種 INDEPENDENT RACE,冠逸 何,491,1
105864302033855,E&Y Kids Clothing,These ads ran without a disclaimer,491,1
103591282477571,MZ Phone Second Hand - Used,These ads ran without a disclaimer,490,1
105001982051750,Ypfeshops top,These ads ran without a disclaimer,490,1
200377256488570,實戰社團,These ads ran without a disclaimer,490,1
136233866424323,喪彪 ‧ 柳飄飄。,These ads ran without a disclaimer,490,1
105480595733926,理鴻法律事務所 KAL Attorneys at Law,These ads ran without a disclaimer,490,3
662847617100799,Gato nails,These ads ran without a disclaimer,490,3
865819990237689,Heho健康,These ads ran without a disclaimer,490,2
539541416103977,天德聖教台南念字聖堂,These ads ran without a disclaimer,490,2
100423742875331,JHY 律師工作室,Zhong-Yue Yang,490,1
107130425102365,中區青聚點,芷羚鍾,490,1
110005308006483,泰泰不要,These ads ran without a disclaimer,489,1
102625464594295,築田野人,These ads ran without a disclaimer,489,1
101683792514773,傳奇投資主持人（社長-謝金河）,These ads ran without a disclaimer,489,1
1518367381795649,魏哲家-粉絲社團,These ads ran without a disclaimer,488,2
328544938043849,臺灣東突厥斯坦協會,These ads ran without a disclaimer,488,2
107077245544307,創新立仁-鄒宗國-立仁里長2號候選人,鄒宗國,488,1
168832060180365,金門生活日常,These ads ran without a disclaimer,488,2
108741360841701,露戰隊露營用品-（台中店）,These ads ran without a disclaimer,488,2
194867053708447,飆股專家,These ads ran without a disclaimer,488,1
378309805534746,劈腿女孩Yaya,These ads ran without a disclaimer,488,3
101365086402887,八不居士 老曹,These ads ran without a disclaimer,488,3
108496171397744,Ashish Pachori,These ads ran without a disclaimer,487,1
113714391686947,老中醫雄風館6,These ads ran without a disclaimer,487,1
277959676036254,飆股女皇-林恩如,These ads ran without a disclaimer,487,1
2406696329564638,鎂莎蒙,These ads ran without a disclaimer,487,2
149459151588330,陳龍－分析師、,These ads ran without a disclaimer,487,4
377651882443851,Gina's紋繡美學工作室-接睫毛/植睫毛/種睫毛/飄眉/霧眉/刷眉/隱形眼線/髮繡 髮際線/台中 彰化 南投 新竹,These ads ran without a disclaimer,487,2
108626628757581,陳子榕,These ads ran without a disclaimer,487,1
122099141036000863,台灣股票,These ads ran without a disclaimer,487,5
214700721716859,May - 俱乐部,These ads ran without a disclaimer,487,4
104895106006824,無毒農益菓保-嬰幼童保健食品,These ads ran without a disclaimer,487,2
110592218566837,鸚鵡小說001,These ads ran without a disclaimer,487,1
103162915579482,Vinícius Júnior,These ads ran without a disclaimer,487,1
101466522239323,老雷,These ads ran without a disclaimer,487,2
340421379139,丁丁連鎖藥妝,These ads ran without a disclaimer,487,1
114176728451210,碧海明珠,These ads ran without a disclaimer,487,1
332008833319142,股市風向標,These ads ran without a disclaimer,487,2
104391505799819,中悦青埔-國際商辦豪宅特區,These ads ran without a disclaimer,487,2
101932906338064,陳俊旭自然醫學博士,These ads ran without a disclaimer,487,1
290753900784820,理財先鋒,These ads ran without a disclaimer,487,2
1985585141732178,賣厝偷比 •店長嚴選【高雄不動產買賣•租賃】,These ads ran without a disclaimer,487,1
101465265405039,dgonchi,These ads ran without a disclaimer,487,2
1013575522078607,旋轉牧馬 廣告行銷 Merry Go Round Inc.,These ads ran without a disclaimer,487,1
1070173646460069,立院男神周思宇,These ads ran without a disclaimer,487,2
102277815882282,Yuedushike-B,These ads ran without a disclaimer,487,3
100465679582077,張忠謀,These ads ran without a disclaimer,487,1
103540996452594,理財不能等,These ads ran without a disclaimer,487,2
103764614777192,攝影講兩句2.0,These ads ran without a disclaimer,487,1
100734679318361,客傳會下架希特勒行動,These ads ran without a disclaimer,487,1
758358517607957,Colajenos .com,These ads ran without a disclaimer,487,1
112287360253555,中華中正黨,These ads ran without a disclaimer,487,1
110543160444723,運動市集,These ads ran without a disclaimer,487,1
104861266915976,金山行-台南二手貨/餐飲設備/家具/資源回收,These ads ran without a disclaimer,487,1
182876044899731,三竹-資訊,These ads ran without a disclaimer,487,1
103300875905322,朱家泓-飙股名师.,These ads ran without a disclaimer,487,1
726445651056395,謝-金河每日推薦,These ads ran without a disclaimer,487,1
109270575195104,大俠武林,These ads ran without a disclaimer,487,5
2266729803352129,F6 CLUB,These ads ran without a disclaimer,487,1
672562029449110,東勢志光數位學院-公職、升大補習班,These ads ran without a disclaimer,486,2
101750765237038,林家藝廊Lin Family Gallery,These ads ran without a disclaimer,486,2
106695554073463,鮮客FreshCan,These ads ran without a disclaimer,486,1
112914817015012,花蓮鮮送,順宇 楊,486,2
163364727188204,建築先生．Jackson敲敲門,These ads ran without a disclaimer,486,1
1596178867073368,蓓莉洋行-歐洲選品,These ads ran without a disclaimer,486,2
292330867588236,采萱茶業-台南實體店面營業處,These ads ran without a disclaimer,486,2
107041865206135,財經要聞,These ads ran without a disclaimer,485,1
106531415094144,Hà Nguyệt,These ads ran without a disclaimer,485,2
147747065960526,Enpress 英霈斯生技,These ads ran without a disclaimer,485,1
100162451729861,Kiwi塔羅,These ads ran without a disclaimer,485,1
0,Instagram User 8824109979,These ads ran without a disclaimer,485,1
103965328244809,鄭敬議｜大皮蛋哥哥,These ads ran without a disclaimer,485,4
103073399045521,Icepants,These ads ran without a disclaimer,484,1
108015161583681,94玖肆國際,These ads ran without a disclaimer,484,1
100276878199524,Indosole Taiwan,These ads ran without a disclaimer,484,1
107554563965494,白姊 盧貴玲,These ads ran without a disclaimer,484,8
323152054696599,Cado Taiwan,These ads ran without a disclaimer,484,1
1571736716445375,屏東縣珍愛環境推廣教育協會,These ads ran without a disclaimer,484,2
115829018565779,豐原志光數位學院-公職、升大補習班,These ads ran without a disclaimer,484,3
103910052367282,Aric Romo,These ads ran without a disclaimer,484,3
105128835095747,Keep Taiwan Safe,These ads ran without a disclaimer,483,2
228435213677244,润龍珠寶,These ads ran without a disclaimer,483,1
152949431230517,短沖媽媽桑,These ads ran without a disclaimer,483,5
643704399148459,臺灣實驗教育推動中心,These ads ran without a disclaimer,483,2
531573106933549,長榮大學推廣讚,These ads ran without a disclaimer,483,2
103407978228957,S Pantyhose 足健美,These ads ran without a disclaimer,483,1
164121763623843,Yahoo奇摩購物,These ads ran without a disclaimer,483,7
101460442044644,不完美頻道｜夏瑪Shama｜催眠療癒｜Padcaster,These ads ran without a disclaimer,483,1
314568575083201,學好k線，輕鬆致勝,These ads ran without a disclaimer,483,1
101295092178548,YSJDH,These ads ran without a disclaimer,482,7
109111995402315,Leo Minc,These ads ran without a disclaimer,482,3
2361530454073097,無本-股票當沖,These ads ran without a disclaimer,482,7
194545473910736,德昌營建事業集團,These ads ran without a disclaimer,482,1
298542540255534,薇朵婚禮顧問Wedo Wedding Consultant,These ads ran without a disclaimer,482,1
251191018747500,我們要喝乾淨水,These ads ran without a disclaimer,482,1
1343823049045674,諾言車業【八德廣豐店】Save認證,These ads ran without a disclaimer,482,1
108336711992627,當衝投資達人,These ads ran without a disclaimer,481,5
142423195795018,AccessMBA,These ads ran without a disclaimer,481,2
442406119111453,松山洋行,宗霖 游,481,2
102744702149374,Xland,These ads ran without a disclaimer,481,1
176263588894765,飆股先鋒,These ads ran without a disclaimer,480,1
460202864143084,衛武迷迷村邱秀迷,These ads ran without a disclaimer,480,2
106217518528394,Bilibili Comics home,These ads ran without a disclaimer,480,5
101837672443037,t.b_foodie,These ads ran without a disclaimer,480,1
111732390689422,rosie_beautyspace,These ads ran without a disclaimer,480,1
225845154251232,Taiwan-America Student Conference - TASC 台美學生會議,These ads ran without a disclaimer,480,1
111080761491943,新竹市議員 徐美惠,These ads ran without a disclaimer,480,1
104267515599745,喜大人長者關懷協會/里好俱樂部/人生最後快樂無憾,These ads ran without a disclaimer,480,1
314943771709889,永續的征程,These ads ran without a disclaimer,480,7
1596874193903930,大德國小醫師 Frau Dr. Kiwi,These ads ran without a disclaimer,479,3
107787630568370,Home Rhythm 虹律有限公司,These ads ran without a disclaimer,479,1
109250413794020,圖坦卡門－法老王的黃金寶藏特展,These ads ran without a disclaimer,479,2
105448408611285,坤悅開發 生活誌,These ads ran without a disclaimer,479,1
1032559786928138,蘇澳鎮公所,These ads ran without a disclaimer,479,1
101174275577489,光林智能 LEOTEK,Chia-Ying Lee,479,4
403656939763253,台灣紅顧問有限公司,These ads ran without a disclaimer,479,1
109076781837424,克洛伊紋繡造型美學,These ads ran without a disclaimer,479,1
345729039481220,金弘笙輪胎百貨-高雄九如店,These ads ran without a disclaimer,479,1
107207361791834,曾獻瑩 大安︱文山,章明吳,478,2
123536891067408,敦青舞蹈團,These ads ran without a disclaimer,478,2
339035346552916,Unity For Equality,These ads ran without a disclaimer,477,11
101011192706473,施昇輝,These ads ran without a disclaimer,476,1
182073298490036,Gaia,These ads ran without a disclaimer,476,4
101994488446813,台灣民眾黨宜蘭縣黨部,台灣民眾黨宜蘭縣黨部,476,3
102142694783587,還我親水權－－台灣開放水域聯盟（開水聯盟）,These ads ran without a disclaimer,476,1
1755526478099639,財團法人高雄市文武聖殿,敬玲 黃,476,1
317200138447413,板橋志光數位學院-公職、升大補習班、國中會考,These ads ran without a disclaimer,476,1
102626755933314,國泰永續識務所,These ads ran without a disclaimer,476,2
113721868311270,台股王 陳家偉,These ads ran without a disclaimer,476,11
102885949052250,朱家泓-飙股名师.,These ads ran without a disclaimer,476,2
451015972306374,Grosir Gamis Syar’i,These ads ran without a disclaimer,475,1
105784318444303,張忠謀,These ads ran without a disclaimer,475,4
1648011621877319,Aidan的長跑工作室,These ads ran without a disclaimer,475,1
141339359225818,李毓芬 Tia Lee,These ads ran without a disclaimer,475,4
520086895095528,保險理賠中心,These ads ran without a disclaimer,475,2
252810638511940,胖老爹美式炸雞土城青雲店,These ads ran without a disclaimer,475,3
109193084989327,pototo_dosu,These ads ran without a disclaimer,475,1
109386437986330,廖筱君,These ads ran without a disclaimer,475,3
527852043893128,Jas 林沁,These ads ran without a disclaimer,474,2
126540517413978,詮通廣告,洪昭銘,474,1
103332764978301,利康新-你的健康支援小隊,These ads ran without a disclaimer,474,1
1547694325333750,詹為元  政治我們的事,These ads ran without a disclaimer,474,2
100130548101689,泰安社區長照機構-小規模多機能,These ads ran without a disclaimer,474,1
110106657259730,Sorot Video,These ads ran without a disclaimer,473,1
212367085460895,立法委員 馬文君,These ads ran without a disclaimer,473,2
295389993811796,Chiz UP 美式濃郁起司蛋糕,These ads ran without a disclaimer,472,2
116119324793216,政大法律與社會研究中心 NCCU Center for Law and Society,These ads ran without a disclaimer,472,1
232975220052405,崑山科技大學推廣教育組,These ads ran without a disclaimer,472,1
1618539188384017,Jardin Forestier 森林有塊田,These ads ran without a disclaimer,472,1
125002707584708,臺中市屯區藝文中心,These ads ran without a disclaimer,472,1
136790974257,師大白鹿洞moose,永華解,472,2
104105445805486,明輝稅稅平安,These ads ran without a disclaimer,472,2
102293175971080,Romero Gerardo,These ads ran without a disclaimer,472,1
106607028359862,Dmafshops home-tw,These ads ran without a disclaimer,471,7
101454561678221,住商不動產土城重劃區加盟店,These ads ran without a disclaimer,471,1
117647861311420,Amelia azzahra,These ads ran without a disclaimer,471,1
1547614165384988,QuickseeK快析輿情資料庫,These ads ran without a disclaimer,471,1
272279436131157,nippon.com 繁體字,These ads ran without a disclaimer,471,7
116686281035329,Just For Her 2,These ads ran without a disclaimer,471,2
123810517492773,臺股交易者-巨人傑,These ads ran without a disclaimer,470,1
1769702739987142,中華民國記帳及報稅代理人公會全國聯合會,These ads ran without a disclaimer,470,2
581301801974815,許信良,These ads ran without a disclaimer,470,2
107529108814619,台股戰神-黃清照,These ads ran without a disclaimer,469,3
101373489379567,格紋領 / 雲端程式學院,These ads ran without a disclaimer,469,1
261184690901171,泰和茂營建團隊,These ads ran without a disclaimer,469,1
104624290080479,張育美,湯傑郎,469,2
779317862092303,心智圖教育學院,These ads ran without a disclaimer,469,1
283207328474490,來來農場  / 台中黃伯伯火龍果,These ads ran without a disclaimer,469,1
1202345799811192,好物謎,These ads ran without a disclaimer,469,2
244194712118296,凃老超越股市巔峰,These ads ran without a disclaimer,468,1
106134441731685,玉知音珠宝,These ads ran without a disclaimer,468,18
104912604529845,Mixedfeelings_mfs_official,These ads ran without a disclaimer,468,2
119150068100964,台灣露德協會丨愛滋暨藥癮社區照顧,These ads ran without a disclaimer,468,8
1806075552975040,西門網美接髮 4999 接到好 Jason,These ads ran without a disclaimer,468,1
180721755116218,朱家泓,These ads ran without a disclaimer,468,2
104983102263360,Horison Analyst,These ads ran without a disclaimer,468,32
121728351016455,飆股女王,These ads ran without a disclaimer,466,1
1240757559301778,群鴻建設有限公司,These ads ran without a disclaimer,466,1
134271753107479,投資筆記,These ads ran without a disclaimer,466,4
1488915137814504,松菸創作者工廠 Songyan Creative HUB,These ads ran without a disclaimer,465,1
104087729093492,梁弘偉,These ads ran without a disclaimer,465,1
106103228387472,吳光禾律師,These ads ran without a disclaimer,465,2
104253158417109,Local,These ads ran without a disclaimer,465,3
356498581072117,新竹縣社區營造中心,These ads ran without a disclaimer,465,1
123465044344473,黑潮海洋文教基金會,These ads ran without a disclaimer,465,10
348896705210382,林國基 - goji Lin,These ads ran without a disclaimer,465,1
174144379111783,懶錢包 Lazy Walle,These ads ran without a disclaimer,465,6
108432335352236,Burnell Smedley,These ads ran without a disclaimer,465,1
113604631699416,王三郎嚴選,These ads ran without a disclaimer,464,1
470500560373820,張衞航,These ads ran without a disclaimer,464,3
110629667903543,UP台灣,These ads ran without a disclaimer,463,4
100157732323099,Gfasa,These ads ran without a disclaimer,463,1
112028238377421,操盤人的萬無一失投資術-張智超,These ads ran without a disclaimer,463,2
105943675566095,陳慧君 Mulas Ismahasan,These ads ran without a disclaimer,463,3
1503029943345019,洪宗熠-熠起更好,These ads ran without a disclaimer,463,2
1573113152769736,中華花藝在臺灣-跟著文哥趣插花,These ads ran without a disclaimer,463,1
128341477039981,林鐘翔 - 分析師,These ads ran without a disclaimer,463,12
873906889478742,精承顧問 Fides,These ads ran without a disclaimer,462,1
112119601366838,黃柏榮律師,These ads ran without a disclaimer,462,1
118545380054799,好日曆,These ads ran without a disclaimer,462,1
276861822357066,高金素梅(吉娃斯．阿麗),These ads ran without a disclaimer,462,6
1609464679297878,Hami Video,These ads ran without a disclaimer,461,3
202383366451926,大都會旅遊 Dadova Travel,These ads ran without a disclaimer,461,1
460583077313238,三得利健康網路商店,These ads ran without a disclaimer,461,1
111647608302462,民事新聞S,These ads ran without a disclaimer,461,3
1036338833066347,Dr. Phoebe 愛旅行/Dr. Phoebe's Traveling Blog,These ads ran without a disclaimer,460,2
146047801932069,杉本來了,These ads ran without a disclaimer,460,1
104303444906468,Haier海爾水聯網,These ads ran without a disclaimer,460,2
103232907869097,atheliticdailylife,These ads ran without a disclaimer,460,6
100516969027611,天祥林企業行/通化店,These ads ran without a disclaimer,460,2
376705336053230,遊戲角落,These ads ran without a disclaimer,460,4
128908996857904,汝發珠寶,These ads ran without a disclaimer,460,2
112084701517565,Yykyk-A,These ads ran without a disclaimer,460,3
1796769367246671,許復的邊界記事,These ads ran without a disclaimer,460,2
100435392384263,聰哥講股-聰明理財大小世,These ads ran without a disclaimer,459,1
261983014563737,士林福德里大小事琳惠報報,These ads ran without a disclaimer,459,4
108984491673460,HerbGens,These ads ran without a disclaimer,459,1
107072781948838,艾蜜莉-自動化存股,These ads ran without a disclaimer,458,1
141268796664,李妍慧 Yen Hui Lee,These ads ran without a disclaimer,458,2
111240381516878,晨鐘暮鼓蔣渭水,These ads ran without a disclaimer,458,6
1093064194050359,台東東海龍門天聖宮-東海媽,These ads ran without a disclaimer,458,4
358650250654955,follow_me1788,These ads ran without a disclaimer,458,1
748962091914493,禮想家,These ads ran without a disclaimer,458,1
100327515361953,精品生活館,These ads ran without a disclaimer,458,1
105962864503444,醒獅青年協會,These ads ran without a disclaimer,457,1
341828817053225,新故事運動 New Story Movement,These ads ran without a disclaimer,457,1
110683585295740,Vephos,These ads ran without a disclaimer,457,1
1034487889960163,ETtoday健康雲,These ads ran without a disclaimer,457,1
173025349218279,秋哥- 秦暢秋,These ads ran without a disclaimer,457,3
139721002551163,主力控盤心法班,These ads ran without a disclaimer,457,2
108718868405189,Minibuy US,These ads ran without a disclaimer,457,3
108790248948933,巨 人 傑,These ads ran without a disclaimer,456,3
934205379999371,瑞妍生技 iwaven,These ads ran without a disclaimer,456,1
583748405017728,江怡臻,These ads ran without a disclaimer,456,4
110753218365127,Mỹ Phẩm Thiên Nhiên Huyền Phi - Chi Nhánh Đài Loan,These ads ran without a disclaimer,456,1
100882054863731,天安信達投顧負責人 - 林友銘,These ads ran without a disclaimer,455,1
543089639946105,旺昌口罩,These ads ran without a disclaimer,455,1
210816062384356,淨土之門 Door to Pure Land,These ads ran without a disclaimer,455,10
100909791336750,顧奎國,These ads ran without a disclaimer,455,6
117759318305600,股市風向標,These ads ran without a disclaimer,455,16
246564222401059,推薦好水果,These ads ran without a disclaimer,455,1
328771631175563,"Breeze: mood journal, diary",These ads ran without a disclaimer,454,1
133921339812242,Conrad-01,These ads ran without a disclaimer,454,2
1697975340431814,澄清醫院柏忕健康管理中心,These ads ran without a disclaimer,454,1
112243358169179,Toolerr,These ads ran without a disclaimer,454,7
368384583015466,Beriel Holazum,These ads ran without a disclaimer,454,9
103451108399935,空運櫻桃-客製化禮盒/日本水果專賣/精緻水果禮盒/空運櫻桃/麝香葡萄/日本水蜜桃,These ads ran without a disclaimer,454,3
169399562913652,台股學堂,These ads ran without a disclaimer,454,1
179770975213076,台灣.財經-筆記.,These ads ran without a disclaimer,454,11
101039411300823,Dios es amor,These ads ran without a disclaimer,454,3
113223734902052,民視新聞網 Formosa TV News,These ads ran without a disclaimer,454,3
102206095993429,Lose-weight,These ads ran without a disclaimer,454,1
106451868815596,曹興誠-財經致富粉絲群,These ads ran without a disclaimer,454,3
184925111365108,顧奎國 - 阪田戰法,These ads ran without a disclaimer,454,4
141636982366938,Wkiasd,These ads ran without a disclaimer,454,5
100892952876352,股 海&老 牛,These ads ran without a disclaimer,454,1
104294075783700,社會福利補助,These ads ran without a disclaimer,454,1
109057205572365,投資專欄,These ads ran without a disclaimer,454,1
101477202444160,老謝帶你看世界,These ads ran without a disclaimer,454,2
105957141704749,投資修練者—呂宗耀,These ads ran without a disclaimer,454,2
107660848346165,Modjf rfh,These ads ran without a disclaimer,454,2
507931999268545,陳文茜,These ads ran without a disclaimer,454,7
101274142260454,Bùi Linh,These ads ran without a disclaimer,454,1
129345680467938,宜特科技 Integrated Service Technology,These ads ran without a disclaimer,454,2
629123823794643,李蜀芳-股市全芳位,These ads ran without a disclaimer,454,1
378719308811510,旗山志光數位學院,These ads ran without a disclaimer,454,2
331182086738410,台股狙擊手,These ads ran without a disclaimer,454,2
106022369958421,新世紀黃蜂女子壘球企業聯隊,These ads ran without a disclaimer,454,2
100774111496129,Football,These ads ran without a disclaimer,454,1
107578088689172,徐仲薇 自由財富,These ads ran without a disclaimer,454,1
108336718310485,華視新聞 TTV,These ads ran without a disclaimer,454,1
106222195528092,柴經專家-股市洪七公,These ads ran without a disclaimer,454,2
154697091055344,東森財經新聞,These ads ran without a disclaimer,454,3
100839966047408,曹興誠-財經致富粉絲群,These ads ran without a disclaimer,454,1
177228932646852,沐水空間設計,These ads ran without a disclaimer,454,1
137636022757319,籌碼大師 李忠興,These ads ran without a disclaimer,454,1
112929430582116,Funny  videos,These ads ran without a disclaimer,454,2
187112397821131,顧奎國 名師講座,These ads ran without a disclaimer,454,2
112951981655357,萬 寶 總監 .蔡 明 彰,These ads ran without a disclaimer,454,2
103858651632016,Conuiegely,These ads ran without a disclaimer,454,2
158803800652868,財金宜的致富之路,These ads ran without a disclaimer,453,3
184123787026600,廖士毅,These ads ran without a disclaimer,453,1
310632912381729,芊地神祕學ChendiOccult,These ads ran without a disclaimer,453,2
101625794824211,FBS Trader,These ads ran without a disclaimer,452,28
164228016772105,阿魯米-金融怪傑,These ads ran without a disclaimer,452,1
167786236415713,鈔錢燕俐資訊,These ads ran without a disclaimer,452,1
100329462629557,朱家泓,These ads ran without a disclaimer,452,1
178522722001248,鈔錢部署%燕俐資訊,These ads ran without a disclaimer,452,3
111594421724268,秦暢秋的股市老實說,These ads ran without a disclaimer,451,2
1992951864115792,周柏吟,These ads ran without a disclaimer,451,2
147178168747299,林舒嬅 LSH,These ads ran without a disclaimer,451,1
110787373741409,News.Financial,These ads ran without a disclaimer,451,1
105732158368554,曹興誠-股票討論社,These ads ran without a disclaimer,451,2
104972972120987,唐哥財經報,These ads ran without a disclaimer,450,4
1427202517574494,福祿壽生命藝術園區,These ads ran without a disclaimer,450,1
1133518446658960,Excel 與 Power BI 職場效率術,These ads ran without a disclaimer,450,2
1544457262520309,辰訊通信-楠梓店【免卡分期 學生、職軍、上班族 高價回收全新機、二手機 門號申辦 高雄無卡分期實體店面】,These ads ran without a disclaimer,450,1
104799607540430,鬍子醫生診間生活,These ads ran without a disclaimer,450,3
106196808410270,海邊睡睡唸,海邊睡睡唸,450,1
177825898739195,三竹資訊,These ads ran without a disclaimer,450,2
103562579267684,萬寶總監—蔡明彰,These ads ran without a disclaimer,449,2
105303711397770,台南河樂文旅   HoLo Hotel ___カラク ホテル,These ads ran without a disclaimer,449,1
340765553221141,簡單的一句樺,俊宏 盧,449,2
189498744410455,Kashin,These ads ran without a disclaimer,449,1
148304745801543,Nikko Asset Management,These ads ran without a disclaimer,449,1
108833687317590,閎數學,These ads ran without a disclaimer,448,1
107923914231821,全球國際 男權協會,These ads ran without a disclaimer,448,2
217170441795500,結構群大陸司法專利及各項考試資訊版,These ads ran without a disclaimer,448,1
652794745149843,RJ Concept 雅街嚴選,These ads ran without a disclaimer,448,1
266139886753968,訓練通,These ads ran without a disclaimer,448,1
489584734734947,The Culturist 文化者,These ads ran without a disclaimer,447,1
1359931077439556,Trust Comercial Ltda,These ads ran without a disclaimer,447,8
100226346088165,486先生-陳廷昶,These ads ran without a disclaimer,447,3
233164696549646,Quinn Cox,These ads ran without a disclaimer,447,18
114351843625444,電獺實驗室,These ads ran without a disclaimer,447,1
687239571391947,多采多姿頭皮管理 楊梅店,These ads ran without a disclaimer,447,1
588402227845597,費曼-戶外小學堂fans團,These ads ran without a disclaimer,447,1
199029426633279,We alliance,These ads ran without a disclaimer,447,4
113463526989174,手鐲工廠定制大聖珠寶翡翠,These ads ran without a disclaimer,446,2
769099963301242,Sense思法人,彥棻駱,446,3
555841001251741,尚順產後護理之家,These ads ran without a disclaimer,446,1
543233835707845,住商不動產威欣團隊,These ads ran without a disclaimer,446,2
105036408584934,綿竹優蓓紙尿褲,These ads ran without a disclaimer,446,1
110057018507363,兇巴巴司康 Angry Baby Scone,兇巴巴司康 Angry Baby Scone,446,5
152855217909839,定時定額教母蕭碧燕,These ads ran without a disclaimer,445,1
208425802504961,勞動金像獎&勞工影展,These ads ran without a disclaimer,445,3
108159327307718,里恩太太 Severus Lian Illustration,These ads ran without a disclaimer,445,1
1639432229630423,Falken Taiwan 飛隼輪胎,These ads ran without a disclaimer,445,1
111272734083996,遊学台湾,These ads ran without a disclaimer,445,1
373581105831257,Cheng Hung-yi - 鄭弘儀,These ads ran without a disclaimer,444,1
111635234041312,新·生活,These ads ran without a disclaimer,444,1
104967624357091,亞洲流行音樂數位科技研究協會,亞洲流行音樂數位科技研究協會,444,2
102921294850875,da.chaiiiii,These ads ran without a disclaimer,444,1
103202418238449,桃園市平鎮區平安里候選人 彭筆達,桃園市平鎮區平安里候選人 彭筆達,444,5
101489964951292,陶朱公道財神,These ads ran without a disclaimer,444,1
110438731552332,Mark Interest,These ads ran without a disclaimer,444,20
2085942814798310,加佳酒,These ads ran without a disclaimer,444,14
828674333938360,ZtoryTeller,These ads ran without a disclaimer,443,1
2580036395363512,名師講股,These ads ran without a disclaimer,443,1
102658538743608,世垚能源開發,These ads ran without a disclaimer,443,3
107006737684525,newcube,These ads ran without a disclaimer,443,4
243198189863435,企業永續決策平台,These ads ran without a disclaimer,443,2
1636517836649768,籌碼K線 - 股票要起飛 先看籌碼K,These ads ran without a disclaimer,442,2
101853879275920,All Game,These ads ran without a disclaimer,442,2
125595624162031,憲哥身材管理c3,These ads ran without a disclaimer,442,1
1356181507783502,瑪喜樂基金會,These ads ran without a disclaimer,441,1
403610996412439,Lianxin 連鑫國際教育 - 澳洲留遊學,These ads ran without a disclaimer,441,1
252583508086995,日本虎牌,These ads ran without a disclaimer,441,3
107776375926373,大學博覽會,佩嫻劉,441,1
1859907444058058,聽賓狗學英文,These ads ran without a disclaimer,440,2
103376145853936,HaoWan,These ads ran without a disclaimer,440,1
1627642297468198,我是崴爺,These ads ran without a disclaimer,440,1
111666754351886,逢甲大學創業育成與事業發展中心,These ads ran without a disclaimer,440,1
68793499001,UNICEF,UNICEF,440,55
104711941744322,8lack_tattoo,These ads ran without a disclaimer,440,1
107913943927282,曼尼家Money,These ads ran without a disclaimer,439,1
338637663413175,車麗屋汽車百貨-台北松江店,These ads ran without a disclaimer,439,1
2250640244966919,"Ideas of movie, 凱瑟",These ads ran without a disclaimer,439,1
102925615650095,選股策略,These ads ran without a disclaimer,439,15
198014066722206,Ai CHAT GPT選股,These ads ran without a disclaimer,439,2
959498170757887,Unlock Iceland  島語覓密,These ads ran without a disclaimer,438,3
110919161780311,杜司偉,These ads ran without a disclaimer,438,1
344039272370440,金瑞龍 粉絲團,金瑞龍 粉絲團,438,1
101678168867795,郭哲榮,These ads ran without a disclaimer,438,3
179587388565764,Ogilvy Group,These ads ran without a disclaimer,437,1
101792848921661,Nouvelle Vague School 新浪潮法國文藝學院,These ads ran without a disclaimer,437,1
1643770722309987,居之友物業管理,These ads ran without a disclaimer,437,1
282825238442954,AmCham Taiwan,These ads ran without a disclaimer,437,2
397964196726123,柴.鼠,These ads ran without a disclaimer,437,3
154397937760318,無聊詹股票資訊,These ads ran without a disclaimer,437,2
104833521448586,慧育國際有限公司,These ads ran without a disclaimer,436,1
205336166181073,臺灣銀行 Bank of Taiwan,These ads ran without a disclaimer,436,1
101724458343058,富士山之國 山梨縣 台灣,These ads ran without a disclaimer,436,1
1407163782886852,財經皓角,These ads ran without a disclaimer,435,1
166242000059278,Yahoo奇摩3C科技,These ads ran without a disclaimer,435,1
109758821570292,Money鈔好貸,These ads ran without a disclaimer,435,3
109865060426502,住商阿松,智松 徐,435,1
104053475794003,Heo Hyunsuk,These ads ran without a disclaimer,435,1
