Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1748987658715271,Dacian Palladi,These ads ran without a disclaimer,≤100,1
1411639665801997,Atelier Faiblesse,These ads ran without a disclaimer,≤100,1
101111364883130,Safe Air Family,These ads ran without a disclaimer,≤100,1
48704757453,Salvador Machines,These ads ran without a disclaimer,≤100,2
229145360471768,Ciprian Dobre,These ads ran without a disclaimer,≤100,1
1194774074007111,Cutia cu medicamente,These ads ran without a disclaimer,≤100,1
1085467844958092,Iubește Moroșenește,These ads ran without a disclaimer,≤100,1
773192162799369,PNL Giroc,These ads ran without a disclaimer,≤100,1
101097641261301,Carter TV,These ads ran without a disclaimer,≤100,3
476543399556792,Stickers Factory,These ads ran without a disclaimer,≤100,3
234952014084732,GURU,These ads ran without a disclaimer,≤100,16
100139889588200,Claudiu Nicolae Minculeasa,These ads ran without a disclaimer,≤100,2
243392502735265,Vlăstar TM,These ads ran without a disclaimer,≤100,1
106674277730771,Institutul Român de Cercetare și Comunicare-IRCCOM,These ads ran without a disclaimer,≤100,1
1703771913236960,Andrei Carabelea,These ads ran without a disclaimer,≤100,1
113796057039702,Secretele din spatele cortinei,These ads ran without a disclaimer,≤100,1
316192005920732,USR Vărădia de Mureș,These ads ran without a disclaimer,≤100,1
1561883834131228,Organizatia Femeilor Liberal Democrate - Chiajna,These ads ran without a disclaimer,≤100,1
565338740631849,European Technology Chamber,These ads ran without a disclaimer,≤100,1
142375212503142,EU Neighbourhood & Enlargement,These ads ran without a disclaimer,≤100,7
228139320648178,Istituto Italiano di Cultura Bucarest,These ads ran without a disclaimer,≤100,1
109125853890665,mihai.zaharia.9400,These ads ran without a disclaimer,≤100,1
100132708079313,Mihaela Paraschiv,These ads ran without a disclaimer,≤100,1
102829248658365,Le mec qui fait des photos,These ads ran without a disclaimer,≤100,1
128673323844238,LCC International University,These ads ran without a disclaimer,≤100,1
649364795098943,Proud To Be Romanian,These ads ran without a disclaimer,≤100,1
346735726082775,Cities of Learning,These ads ran without a disclaimer,≤100,2
899128903486696,SANHA Group,These ads ran without a disclaimer,≤100,1
111597210467234,Cufărul cu povești,These ads ran without a disclaimer,≤100,1
115151245172432,Animayo International Film Festival,These ads ran without a disclaimer,≤100,1
110903067135176,Corbu Altfel -comunitate,These ads ran without a disclaimer,≤100,1
2037690676517708,Adriana Campeanu,These ads ran without a disclaimer,≤100,1
101987738886650,Capodarca Skincare,These ads ran without a disclaimer,≤100,1
104331331401839,Tom Trabitsch,These ads ran without a disclaimer,≤100,1
449289138518214,Freedom Barometer,These ads ran without a disclaimer,≤100,1
104281481359170,Gabriel Eugen Popescu,These ads ran without a disclaimer,≤100,1
115301829866418,Militant de Mehedinti,These ads ran without a disclaimer,≤100,1
108422337384894,BasketNews.com,These ads ran without a disclaimer,≤100,1
106408787631656,Bienveilleuses,These ads ran without a disclaimer,≤100,1
105852508641251,Techiia Foundation,These ads ran without a disclaimer,≤100,1
333183720070204,Venturi,These ads ran without a disclaimer,≤100,2
134040489970311,Wärtsilä Voyage,These ads ran without a disclaimer,≤100,1
103581198564563,Drumul Inapoi Spre Mine,These ads ran without a disclaimer,≤100,1
104067405378131,National Archaeological Museum / Εθνικό Αρχαιολογικό Μουσείο,These ads ran without a disclaimer,≤100,3
135877696485772,Marie Skłodowska-Curie Actions,These ads ran without a disclaimer,≤100,2
1869717349907667,"Răstolița, Valea Mureșului",These ads ran without a disclaimer,≤100,1
230698894267620,Cities Leading Climate Action,These ads ran without a disclaimer,≤100,1
100614848400020,justxonest,These ads ran without a disclaimer,≤100,2
232954193415259,L'Europe s'engage en France,These ads ran without a disclaimer,≤100,1
130883453634181,QIAGEN,These ads ran without a disclaimer,≤100,2
216211528733118,TAPP Water,These ads ran without a disclaimer,≤100,5
1832453223714102,Institutul Camões București - Instituto Camões Bucareste,These ads ran without a disclaimer,≤100,1
285071118256177,Live With Earth,These ads ran without a disclaimer,≤100,1
437866832950010,Quiiky Magazine,These ads ran without a disclaimer,≤100,1
1564659800478793,Vacantameadevis,These ads ran without a disclaimer,≤100,1
290226492663,Eastern Partnership Civil Society Forum,These ads ran without a disclaimer,≤100,2
544780846060176,COMED,These ads ran without a disclaimer,≤100,1
102777301738102,the.future.is.roma,These ads ran without a disclaimer,≤100,1
885626698252688,Brut nature FR,These ads ran without a disclaimer,≤100,1
48034275355,EPP - European People's Party,These ads ran without a disclaimer,≤100,1
104537315193982,COP26 Accommodation,These ads ran without a disclaimer,≤100,2
111475824504616,Growth Hacking-Health,These ads ran without a disclaimer,≤100,1
633490310623789,InfinityCrop,These ads ran without a disclaimer,≤100,1
8769188951,Turisas,These ads ran without a disclaimer,≤100,1
100960075341,Qantara.de - Dialog mit der islamischen Welt,These ads ran without a disclaimer,≤100,2
111985210669961,gianni_delia_,These ads ran without a disclaimer,≤100,2
198446380219567,BearingPoint Romania,These ads ran without a disclaimer,≤100,1
167154977630,Südwest Presse,These ads ran without a disclaimer,≤100,2
104602640931753,,These ads ran without a disclaimer,≤100,2
1006372702772417,SPD Computing,These ads ran without a disclaimer,≤100,3
104922535087866,Cristian Marian Gomoi,These ads ran without a disclaimer,≤100,3
141344639275071,UNICEF Office of Research - Innocenti,These ads ran without a disclaimer,≤100,2
106560804570965,Public Investments Solutions En,These ads ran without a disclaimer,≤100,2
102507402284152,RO 4 NEETs,These ads ran without a disclaimer,≤100,1
320129849418,מכללת יוזמות-אנשים יוזמים הצלחות,These ads ran without a disclaimer,≤100,4
2064451320451155,GHIS,These ads ran without a disclaimer,≤100,2
103934207741083,Selena Ryan,These ads ran without a disclaimer,≤100,1
108754887459982,Camarazii,These ads ran without a disclaimer,≤100,1
1660733167472215,Sindicatul Impact Botosani,These ads ran without a disclaimer,≤100,3
106671218275326,Color Smart,These ads ran without a disclaimer,≤100,1
104574242437184,Dragoș-Cristian VLAD,These ads ran without a disclaimer,≤100,1
149849011699775,Izotec Group,These ads ran without a disclaimer,≤100,1
2569392349756051,,These ads ran without a disclaimer,≤100,2
111405064014329,Dianu Virginia - consilier local Poiana Mare,These ads ran without a disclaimer,≤100,2
101689634981447,Idea Shots,These ads ran without a disclaimer,≤100,1
1554941168107124,NEI Divizia de Securitate,These ads ran without a disclaimer,≤100,1
1688651844764702,Departamentul de Silvicultura si Inginerie Forestiera,These ads ran without a disclaimer,≤100,2
732631130186732,Confirm Policy Page Service,These ads ran without a disclaimer,≤100,1
102167711583854,Arya Fresh Food Quisine,These ads ran without a disclaimer,≤100,1
155108647842972,Maximilian Pütz,These ads ran without a disclaimer,≤100,5
155422497852261,Szatmári Friss Újság,These ads ran without a disclaimer,≤100,1
282646155930,Isaac Pintosevich Systems,These ads ran without a disclaimer,≤100,26
107600958493138,Bobo wallpaper,These ads ran without a disclaimer,≤100,1
100660451792819,Chanceforya,These ads ran without a disclaimer,≤100,5
103131244896358,Global Awareness,These ads ran without a disclaimer,≤100,10
103795424492616,FlyRead- English,These ads ran without a disclaimer,≤100,6
1700918793539131,Smarter Nutrition,These ads ran without a disclaimer,≤100,4
1206511649517990,ALDE -  Brusturi Neamt,These ads ran without a disclaimer,≤100,1
59642883858,The Public Advisors,These ads ran without a disclaimer,≤100,1
283286055455122,Рынок Отношений,These ads ran without a disclaimer,≤100,1
371460799982954,Info Timisoara,These ads ran without a disclaimer,≤100,1
113366660856840,Memory Lane - Pe urmele copilariei,These ads ran without a disclaimer,≤100,1
555755224474277,Josefinas,These ads ran without a disclaimer,≤100,9
101510101678165,"USR PLUS Islaz , Teleorman",These ads ran without a disclaimer,≤100,1
132502374364146,Alex and Lexie,These ads ran without a disclaimer,≤100,2
320404554708029,Egal Acces,These ads ran without a disclaimer,≤100,1
100190535101947,PRO Alexandru Tomasevschi,These ads ran without a disclaimer,≤100,1
395839127829809,PLUS Dobroești,These ads ran without a disclaimer,≤100,1
102392582295481,PROMO NEETs,These ads ran without a disclaimer,≤100,1
467362260026852,Dăişoara - tradiţii locale,These ads ran without a disclaimer,≤100,1
103470457765880,Sorin Ionuț -Sectorul 4,These ads ran without a disclaimer,≤100,1
251168035690668,Ina Lashes,These ads ran without a disclaimer,≤100,1
1138741769509703,Mangalia este a ta,These ads ran without a disclaimer,≤100,1
152451474837468,NAPA Group,These ads ran without a disclaimer,≤100,7
349920542118450,Redfish,These ads ran without a disclaimer,≤100,1
104932534514990,Sonia Elgarrot,These ads ran without a disclaimer,≤100,1
328561567600601,Stratos - Consultanta de Mediu,These ads ran without a disclaimer,≤100,1
119167918117814,Kerry Hart,These ads ran without a disclaimer,≤100,1
1404457329839548,Canary Islands Hub,These ads ran without a disclaimer,≤100,1
103629201515407,tuz.alexander,These ads ran without a disclaimer,≤100,1
106712808491049,Travelpedia,These ads ran without a disclaimer,≤100,3
216593472038157,Tjibaria,These ads ran without a disclaimer,≤100,3
1591846840836921,WRBLO,These ads ran without a disclaimer,≤100,1
141534423050184,Wiren România,These ads ran without a disclaimer,≤100,1
1832922736798407,Artid,These ads ran without a disclaimer,≤100,3
374966525917437,Antinatalism,These ads ran without a disclaimer,≤100,1
808223545858756,PSD Arges,These ads ran without a disclaimer,≤100,2
104394717577746,Bemio,These ads ran without a disclaimer,≤100,1
336140726489727,3DM Lifestyle,These ads ran without a disclaimer,≤100,1
1059219720932841,Bunicuţa Virtuală,These ads ran without a disclaimer,≤100,3
109741634195523,Gabriel Bulumac,These ads ran without a disclaimer,≤100,3
1533647540251847,Knauf Insulation Romania,These ads ran without a disclaimer,≤100,1
133237383783171,Evo-Fit Brasov,These ads ran without a disclaimer,≤100,1
160887777921652,A fost odata,These ads ran without a disclaimer,≤100,1
101202848094891,Parame-Android-01,These ads ran without a disclaimer,≤100,2
533740653459100,Roma EuroGames 2019,These ads ran without a disclaimer,≤100,3
111125380505790,Alianța pentru Unirea Românilor - A U R  Bistrița-Năsăud,These ads ran without a disclaimer,≤100,1
104016891958112,Mia Bakery,These ads ran without a disclaimer,≤100,1
105475961282341,42 Wolfsburg,These ads ran without a disclaimer,≤100,4
696730300526987,Muscat's Corruption Legacy,These ads ran without a disclaimer,≤100,13
110355440600612,Costel Crismaru,These ads ran without a disclaimer,≤100,1
888474211265555,BDS Blockade Israel,These ads ran without a disclaimer,≤100,1
696856010503112,Mr.Highline,These ads ran without a disclaimer,≤100,4
132095976818873,EgészségKalauz,These ads ran without a disclaimer,≤100,15
1706904109529128,Servsal Argeș,These ads ran without a disclaimer,≤100,1
821298314618173,Calculat si linistit,These ads ran without a disclaimer,≤100,1
1944963112400041,USR Dudeștii Vechi,These ads ran without a disclaimer,≤100,2
207109786396070,PSD Mihail Kogălniceanu,These ads ran without a disclaimer,≤100,2
1450124851874528,Airportag,These ads ran without a disclaimer,≤100,13
112549562148158,European Union Naval Force Somalia - Newsfeed,These ads ran without a disclaimer,≤100,1
1632987580069178,colorful.hr,These ads ran without a disclaimer,≤100,1
581521652328197,Midnight 00.00,These ads ran without a disclaimer,≤100,2
102199481857500,Circular Economy Alliance,These ads ran without a disclaimer,≤100,6
583920255620528,Segítség.ma,These ads ran without a disclaimer,≤100,1
110122250886894,Buțu Radu-Bogdan,Radu Butu,≤100,2
115511050248451,FIREA Online,Marge Iulian,≤100,3
193664900664797,Polishhistory - History Portal,These ads ran without a disclaimer,≤100,3
615498648933891,Not Just a Patch,These ads ran without a disclaimer,≤100,4
1868330836718486,Ace Tuning File Service,These ads ran without a disclaimer,≤100,1
183953017475,Cambridge English Teach,These ads ran without a disclaimer,≤100,5
581661722517736,Iftodi Gheorghiță Mihăiță,Andreea Spoială,≤100,3
109054812101675,Avortul e o crima,These ads ran without a disclaimer,≤100,1
1558490951131518,Live Market,These ads ran without a disclaimer,≤100,1
139546752732140,MyTex - Stiri Online Brasov,These ads ran without a disclaimer,≤100,1
1193902320622038,Dr. Bajkai István,These ads ran without a disclaimer,≤100,1
100965825622591,Saints Preserve Us,These ads ran without a disclaimer,≤100,1
109281344986363,SiegaNativa,These ads ran without a disclaimer,≤100,1
2092256924376608,The Barricade,These ads ran without a disclaimer,≤100,1
333424127557389,Olivia&16cat,These ads ran without a disclaimer,≤100,7
459236951079140,Lab of tomorrow,These ads ran without a disclaimer,≤100,1
108791054031335,PSD Sanpetru,These ads ran without a disclaimer,≤100,1
260576318580,Mona Georgescu - consiliere pentru relații și dezvoltare personală,These ads ran without a disclaimer,≤100,1
102957404872292,Țolea Adrian Florin,These ads ran without a disclaimer,≤100,1
100795554723442,Asociația Femeilor Profesioniste-A.F.P,These ads ran without a disclaimer,≤100,1
2254647624747931,PSD Câmpeni,These ads ran without a disclaimer,≤100,1
109894371643876,Новости СНГ,These ads ran without a disclaimer,≤100,2
104621404669994,Luminita Popescu,These ads ran without a disclaimer,≤100,1
104115517788996,Andreea Molocea,These ads ran without a disclaimer,≤100,1
106892895068657,Reykjavik Science City,These ads ran without a disclaimer,≤100,2
517415282029435,Politika 9,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,3
393455494592153,Rejuvenatur,These ads ran without a disclaimer,≤100,2
1298416903536340,Clinica Beauty Art Aesthetics,These ads ran without a disclaimer,≤100,2
682906438559761,LARQ,These ads ran without a disclaimer,≤100,1
1986751961549256,SVTV Network,These ads ran without a disclaimer,≤100,4
104230201296909,Stoked&Woke Clothing,These ads ran without a disclaimer,≤100,7
179102592987581,Global Watch Analysis,These ads ran without a disclaimer,≤100,3
110351148462498,SOS Heritage,These ads ran without a disclaimer,≤100,2
116857371291083,Florin Vasilache,These ads ran without a disclaimer,≤100,3
103454971139601,Maxspeed,These ads ran without a disclaimer,≤100,1
137317717027118,Sirbu Dani,These ads ran without a disclaimer,≤100,3
116034686922072,AFI Brașov,These ads ran without a disclaimer,≤100,1
1572110579686171,Adrian Ciobanu,These ads ran without a disclaimer,≤100,1
119392329837557,Eduard Catalin Conache,These ads ran without a disclaimer,≤100,1
100247718313406,Alianta pentru Unirea Românilor Alba,These ads ran without a disclaimer,≤100,1
85884249410,JLI - The Rohr Jewish Learning Institute,These ads ran without a disclaimer,≤100,2
102721707894408,Nea Vicleanu,These ads ran without a disclaimer,≤100,1
108020144488708,Read story,These ads ran without a disclaimer,≤100,2
102186199067713,Peony,These ads ran without a disclaimer,≤100,2
114317000320894,IReader-Mejores novelas románticas,These ads ran without a disclaimer,≤100,20
114052603708296,Hai La Drum,These ads ran without a disclaimer,≤100,2
109237827142938,PNL Ciupercenii Noi,These ads ran without a disclaimer,≤100,2
335991603478421,Circul Metropolitan Bucuresti,These ads ran without a disclaimer,≤100,1
107280108323471,One Garden - Community for the Curious,These ads ran without a disclaimer,≤100,5
111216511377881,Aminu,These ads ran without a disclaimer,≤100,1
111550298137545,SaveUkraine,These ads ran without a disclaimer,≤100,2
686764321533849,therealdoris.com,These ads ran without a disclaimer,≤100,1
105177884651084,Ioan Lazăr,These ads ran without a disclaimer,≤100,1
396226777213474,Agrointeligenta,These ads ran without a disclaimer,≤100,1
102602258311460,inna.kovalchuk_pr,These ads ran without a disclaimer,≤100,1
107393661563960,Tămăduitoarea si Prezicătoarea Ema,These ads ran without a disclaimer,≤100,1
102494214885947,Rezist,These ads ran without a disclaimer,≤100,1
101293908365525,Justitia Nevăzută,These ads ran without a disclaimer,≤100,1
218710572891597,Daniel Dragoș Tănăsoiu,These ads ran without a disclaimer,≤100,1
702031753182052,Pictoric,These ads ran without a disclaimer,≤100,5
115230488549915,Political Capital (HU),These ads ran without a disclaimer,≤100,1
283425235659053,Eturia journeys,These ads ran without a disclaimer,≤100,1
108991914589949,SocialOptions,These ads ran without a disclaimer,≤100,1
106724134844559,Ujaxyrus,These ads ran without a disclaimer,≤100,1
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,≤100,1
875618959447703,USR Greci,These ads ran without a disclaimer,≤100,1
665132156882942,Bilet.ro,These ads ran without a disclaimer,≤100,1
1444178722502855,Asociația Magic,These ads ran without a disclaimer,≤100,2
100685179257120,Ukraine_helps_military,These ads ran without a disclaimer,≤100,1
108438818450362,Support Ukraine NOW,These ads ran without a disclaimer,≤100,9
168875976598183,Viasat History,These ads ran without a disclaimer,≤100,1
101102082254729,Botoșani Expres,These ads ran without a disclaimer,≤100,1
104795967575690,Sirop.ro,These ads ran without a disclaimer,≤100,1
103559221931117,My Plantiful Bowl,These ads ran without a disclaimer,≤100,1
110492418251087,hpe.portfolio,These ads ran without a disclaimer,≤100,1
420328302103021,ParaqinOfficial,These ads ran without a disclaimer,≤100,1
271588356300913,Lillian West,These ads ran without a disclaimer,≤100,1
176557555781345,Gagarin Project,These ads ran without a disclaimer,≤100,1
103099385000776,Ocean Better,These ads ran without a disclaimer,≤100,10
1885076295126964,De amoru' artei,These ads ran without a disclaimer,≤100,1
110551908226579,Let Ukraine Win,These ads ran without a disclaimer,≤100,3
107679240953107,Lemkowithhistory,These ads ran without a disclaimer,≤100,4
105647545202833,The Schuman Show,These ads ran without a disclaimer,≤100,1
113725644687374,IJM Europe,These ads ran without a disclaimer,≤100,1
513079742118445,Alexandria Librării Shopping City,These ads ran without a disclaimer,≤100,1
103552474803972,PSD Săcălaz 2020,These ads ran without a disclaimer,≤100,1
103355088398103,oradeit.ro,These ads ran without a disclaimer,≤100,1
288345971276630,Susan Hyatt,These ads ran without a disclaimer,≤100,1
100292515620905,Tap vpn A,These ads ran without a disclaimer,≤100,1
109813713956676,BlazeMissing,These ads ran without a disclaimer,≤100,1
102129331142793,Rooa-1,These ads ran without a disclaimer,≤100,1
101893771633982,Dreame - FM2,These ads ran without a disclaimer,≤100,2
293113543035,Alejandro Vela,These ads ran without a disclaimer,≤100,1
111508197374332,ADB Southeast Asia Development Solutions - SEADS,These ads ran without a disclaimer,≤100,1
209162673317699,ManoBook,These ads ran without a disclaimer,≤100,2
1208208005982001,Evenimentul Istoric,These ads ran without a disclaimer,≤100,1
281665765511551,Danish Youth Team,These ads ran without a disclaimer,≤100,1
106358421055079,Peruseme,These ads ran without a disclaimer,≤100,1
322277311634083,First Ascent,These ads ran without a disclaimer,≤100,1
113112973502592,The Witch from Eastern Europe,These ads ran without a disclaimer,≤100,1
104410085593165,Ukraine war chronicle,These ads ran without a disclaimer,≤100,1
108142720759184,carleeaxadjdovi,These ads ran without a disclaimer,≤100,1
101982102230850,Boka ID,These ads ran without a disclaimer,≤100,1
101749035388780,Anton Pisaroglu,These ads ran without a disclaimer,≤100,1
297416213716030,Fundatia Inocenti - Romanian Children's Relief,These ads ran without a disclaimer,≤100,1
286658671378720,Syria Relief & Development,These ads ran without a disclaimer,≤100,1
100277559413886,Music Legend Fan,These ads ran without a disclaimer,≤100,1
117348615336739,Vendome,These ads ran without a disclaimer,≤100,1
109876283720862,Dentalcliniclab.ro,These ads ran without a disclaimer,≤100,1
600448390473416,Vaginore,These ads ran without a disclaimer,≤100,1
100757525897537,Oukejushi01,These ads ran without a disclaimer,≤100,2
178904278938779,Regional Education and Information Centre - REIC,These ads ran without a disclaimer,≤100,1
111057048336274,Vezi cum toată lumeas,These ads ran without a disclaimer,≤100,1
106408705284998,They Might Be Slippery Mice,These ads ran without a disclaimer,≤100,1
102400348671379,De Structura,These ads ran without a disclaimer,≤100,1
102220615037058,Hajdu Gábor,These ads ran without a disclaimer,≤100,1
442808999541433,Ицхак Пинтосевич,These ads ran without a disclaimer,≤100,6
254587015288202,Vlad Solomon,These ads ran without a disclaimer,≤100,1
100175708304469,Rosemary story,These ads ran without a disclaimer,≤100,1
104376759188069,Agsky-scrape,These ads ran without a disclaimer,≤100,6
103375865782970,Fundația Vieții,These ads ran without a disclaimer,≤100,1
103877581202839,Andra Fermuș,These ads ran without a disclaimer,≤100,1
296230360899759,Phones Craze,These ads ran without a disclaimer,≤100,1
1864720143744189,Nurse Stefan,These ads ran without a disclaimer,≤100,2
131929868907,Collective Evolution,These ads ran without a disclaimer,≤100,1
208798809152689,Hotel Tranzzit,These ads ran without a disclaimer,≤100,1
100194751422703,Ліцей Educator,These ads ran without a disclaimer,≤100,1
298578827240284,Slava Ukraine,These ads ran without a disclaimer,≤100,1
109292638614060,Programming Reddoor,These ads ran without a disclaimer,≤100,1
637528543427899,Lustfy.com,These ads ran without a disclaimer,≤100,3
212000792504954,Tech Crowdfunding Projects,These ads ran without a disclaimer,≤100,1
16895448634,World Bank Publications,These ads ran without a disclaimer,≤100,1
124545280124,Mike Dooley,These ads ran without a disclaimer,≤100,1
416842215820843,"Târgul ""La Poarta Țării""",These ads ran without a disclaimer,≤100,1
291607314813533,Community Pure Water,These ads ran without a disclaimer,≤100,1
106774006022127,מסע - Masa Israel Journey,These ads ran without a disclaimer,≤100,2
541180909244192,"Shahin Ghadir, MD, FACOG",These ads ran without a disclaimer,≤100,1
729391580411930,Genekor Romania,These ads ran without a disclaimer,≤100,1
96826022393,Yale Environment 360,These ads ran without a disclaimer,≤100,2
115619300086317,"Smart Translator - OCR, photo-1",These ads ran without a disclaimer,≤100,1
104343244583775,PRO Romania - Somcuta Mare,These ads ran without a disclaimer,≤100,1
293289314659,Moscow Death Brigade,These ads ran without a disclaimer,≤100,1
398203261803,Hildebrand Project,These ads ran without a disclaimer,≤100,2
355279014842028,Indi Casa Vlog,These ads ran without a disclaimer,≤100,2
263879787615230,We Heal for All,These ads ran without a disclaimer,≤100,2
471365456770167,Lev Haolam - Fans,These ads ran without a disclaimer,≤100,1
245589552127493,Tygerwolfe Designs,These ads ran without a disclaimer,≤100,1
440544503154879,Klinio - Diabetes Management App,These ads ran without a disclaimer,≤100,1
216251878709904,Valeriu Turcan,These ads ran without a disclaimer,≤100,1
104474158028210,Realmtour,These ads ran without a disclaimer,≤100,1
286024838211409,The Brodsky Organization,These ads ran without a disclaimer,≤100,3
733966436769421,Ksenia Pasko Cosmetology,These ads ran without a disclaimer,≤100,1
103196715313938,Tudomány könnyedén,These ads ran without a disclaimer,≤100,2
100560308764016,Me-Read,These ads ran without a disclaimer,≤100,1
101010988514843,Depozit Lemn de foc Șagu,These ads ran without a disclaimer,≤100,1
108913948693030,kmgmediaco,These ads ran without a disclaimer,≤100,1
102454687807723,Sofanovel,These ads ran without a disclaimer,≤100,1
430847057375729,Verse in Motion,These ads ran without a disclaimer,≤100,1
109890134802845,Владислав Мусатов - основатель ATM,These ads ran without a disclaimer,≤100,5
110030164891711,bekihealthybowl,These ads ran without a disclaimer,≤100,1
102783911551080,Fire and Glory,These ads ran without a disclaimer,≤100,1
1794972264056889,Spot project,These ads ran without a disclaimer,≤100,1
638707519655000,Craft & Oak,These ads ran without a disclaimer,≤100,2
117731331578370,Women's Voices Now,These ads ran without a disclaimer,≤100,1
102803031285412,OrlandoTerapia,These ads ran without a disclaimer,≤100,1
102170484505871,AGROMEDIA,These ads ran without a disclaimer,≤100,1
108537340548276,"Haiku, Inc.",These ads ran without a disclaimer,≤100,1
100353367041891,Adrian GROVU,These ads ran without a disclaimer,≤100,1
1905944246314035,Matchwornshirt,These ads ran without a disclaimer,≤100,6
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
522952531122488,Scoala Gimnaziala Numarul 25,These ads ran without a disclaimer,≤100,1
701103420244744,ZiRomania.ro,These ads ran without a disclaimer,≤100,1
937045783041310,Smart Balance Romania,These ads ran without a disclaimer,≤100,2
908141235951522,Straal,These ads ran without a disclaimer,≤100,1
107158454367427,LoonaLys,These ads ran without a disclaimer,≤100,1
290917191827979,I stand for my Country,These ads ran without a disclaimer,≤100,26
291232054552141,History Collection,These ads ran without a disclaimer,≤100,11
108994361230966,mereusimona,These ads ran without a disclaimer,≤100,1
109489128491555,REPER Maramureș,These ads ran without a disclaimer,≤100,1
104193622121287,Antonela Simona Gogescu,These ads ran without a disclaimer,≤100,1
1738196219607193,Mihaela Buzea Specialist în Psihologia Sănătății,These ads ran without a disclaimer,≤100,1
1606679919554394,Clujul Politic,These ads ran without a disclaimer,≤100,1
144244628930681,VikingGenetics,These ads ran without a disclaimer,≤100,3
104745147896404,The plain Truth,These ads ran without a disclaimer,≤100,2
1945237355733646,Giving Brush,These ads ran without a disclaimer,≤100,6
110820675019218,Absurd toes,These ads ran without a disclaimer,≤100,1
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,12
842626799137590,Texas Senate Republican Caucus,Texas Senate Republican Caucus,≤100,3
1524961967595417,AlexandruOancea.ro,These ads ran without a disclaimer,≤100,1
109992300615929,Claudiu Petre,These ads ran without a disclaimer,≤100,1
2081571175467482,52nd International Eucharistic Congress / iec2021,These ads ran without a disclaimer,≤100,3
288526177954750,Detectiv Confident,These ads ran without a disclaimer,≤100,1
107721617685477,PSD Baia de Aramă,These ads ran without a disclaimer,≤100,1
1663041843841847,PLUS Argeș,These ads ran without a disclaimer,≤100,1
118118135007638,Dragos Coman,These ads ran without a disclaimer,≤100,3
975647982623233,Sorin Pavel,These ads ran without a disclaimer,≤100,3
447062181990971,Trabajo de Procesos,These ads ran without a disclaimer,≤100,1
1697420573821710,General Bloodline Kennel,These ads ran without a disclaimer,≤100,1
112131267293207,Step Plus,These ads ran without a disclaimer,≤100,1
102675208690935,Great Movies,These ads ran without a disclaimer,≤100,1
1599989070237475,XPLAI,These ads ran without a disclaimer,≤100,1
459833748128903,English language FB FP,These ads ran without a disclaimer,≤100,1
105949387037,John Templeton Foundation,These ads ran without a disclaimer,≤100,2
337786676578981,Vivien Keszthelyi Fan Club,These ads ran without a disclaimer,≤100,6
105907727696621,Eqonfort,These ads ran without a disclaimer,≤100,1
100789988516296,Remus Mihalcea,These ads ran without a disclaimer,≤100,2
100191528117760,Valeriu Bunea,These ads ran without a disclaimer,≤100,1
102272344587105,Ótelekiek Közössége,These ads ran without a disclaimer,≤100,1
105575195043052,History101 Stories,These ads ran without a disclaimer,≤100,9
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,3
100843829580377,Central European Economic Journal,These ads ran without a disclaimer,≤100,2
105411962299479,AEF,These ads ran without a disclaimer,≤100,4
307631192771406,Giuseppe Ranu',These ads ran without a disclaimer,≤100,1
164436276942086,Kristal Club,These ads ran without a disclaimer,≤100,1
1692597731054249,Chirurgie Robotica,These ads ran without a disclaimer,≤100,1
102970056414194,HYLA,These ads ran without a disclaimer,≤100,1
106276124655080,Food Wave,These ads ran without a disclaimer,≤100,4
102750478447112,Beyond AI Solutions,These ads ran without a disclaimer,≤100,1
101535831469644,ITS America Events,These ads ran without a disclaimer,≤100,1
1786847444919146,Must-see Kickstarter projects,These ads ran without a disclaimer,≤100,4
209428532506903,Khalid Azizi,These ads ran without a disclaimer,≤100,1
107679847621232,Metal Pilgrim,These ads ran without a disclaimer,≤100,1
104450934843738,True Info,These ads ran without a disclaimer,≤100,2
172370063470611,UrbanMasaj,These ads ran without a disclaimer,≤100,1
109150628382282,Save UA,These ads ran without a disclaimer,≤100,1
106124221662606,Mititelu Raul,These ads ran without a disclaimer,≤100,1
107220607556437,UpOrtho,These ads ran without a disclaimer,≤100,1
876529995741782,Universitatea „Ovidius” din Constanța,These ads ran without a disclaimer,≤100,1
2060609360680091,Roy's Refrigeration & Heating & A.C,These ads ran without a disclaimer,≤100,12
101419394838010,MARGE.,Marge Iulian,≤100,1
135882633195521,Royal Models Agency,These ads ran without a disclaimer,≤100,2
1486006681485095,Кожа - чувствам се добре,These ads ran without a disclaimer,≤100,1
102072599470181,Advanced Trading,These ads ran without a disclaimer,≤100,1
1888596997878932,Yoga-Go by Welltech,These ads ran without a disclaimer,≤100,1
1217180455058093,Layoners,These ads ran without a disclaimer,≤100,1
106373570971252,Florin Moscalu,These ads ran without a disclaimer,≤100,1
771851256242082,Council of Europe Media Freedom,These ads ran without a disclaimer,≤100,3
969300856507351,Nagybecskereki Borona,These ads ran without a disclaimer,≤100,1
109571804843865,vboglea,These ads ran without a disclaimer,≤100,1
